parking lot is full of trucks
Basic
0.6 0.6
432 388.8
Began 237.828 540 509 0.4166667 0.3112139
Stationary 237.8473 540 509 0.4166667 0.3112139
Stationary 237.863 540 509 0.4166667 0.3112139
Moved 237.8772 520.8665 509 0.372376 0.3112139
Moved 237.8939 496.1559 491.7811 0.3151756 0.2669266
Moved 237.9095 446.8438 474.9479 0.2010273 0.2236314
Moved 237.9234 393.9937 455.0599 0.07868905 0.1724792
Moved 237.9395 361.834 440.7695 0.00424544 0.1357241
Moved 237.9556 314.5989 414.1994 -0.1050951 0.06738525
Moved 237.9701 285.8251 397.225 -0.1717012 0.02372687
Moved 237.986 261.1396 377.3721 -0.2288435 -0.02733513
Moved 238.0018 243.9914 364.1044 -0.2685384 -0.06145987
Moved 238.0169 229.0978 351.0889 -0.3030144 -0.09493612
Moved 238.032 219.0178 343.8699 -0.3263477 -0.1135035
Moved 238.0474 211.7955 338.4365 -0.3430659 -0.1274783
Moved 238.0638 206.203 334.1523 -0.3560115 -0.1384972
Moved 238.0777 200.4473 331.2236 -0.3693351 -0.1460298
Moved 238.0934 198.3363 331 -0.3742215 -0.146605
Moved 238.1116 196.7353 331 -0.3779275 -0.146605
Stationary 238.1251 197 331 -0.3773148 -0.146605
Stationary 238.1399 197 331 -0.3773148 -0.146605
Moved 238.1543 207.7104 353.6109 -0.3525222 -0.08844932
Moved 238.1701 244.3379 395.4716 -0.2677364 0.01921705
Moved 238.1854 288.7847 443.0933 -0.1648503 0.1417009
Moved 238.2079 341.2789 485.2391 -0.04333586 0.2501004
Stationary 238.2183 341.2789 485.2391 -0.04333586 0.2501004
Moved 238.2335 365.8759 502.5594 0.01360158 0.2946487
Moved 238.2474 382.5973 514.0289 0.05230853 0.3241482
Moved 238.2645 401.2098 526.9145 0.09539316 0.3572903
Moved 238.2781 413.5128 531.6962 0.1238722 0.369589
Moved 238.2932 428.827 535.7393 0.1593218 0.3799879
Moved 238.3127 441.7845 538.6188 0.1893159 0.3873939
Moved 238.3245 448.6783 538 0.2052738 0.3858024
Moved 238.34 453.5398 538 0.2165274 0.3858024
Moved 238.3562 457.2371 527.9072 0.2250858 0.3598436
Moved 238.3715 460.1135 519.6594 0.2317443 0.3386301
Moved 238.3869 461.0962 505.7498 0.2340189 0.3028542
Moved 238.4029 461 480.5078 0.2337964 0.2379313
Moved 238.4172 451.968 457.9431 0.2128889 0.1798948
Moved 238.4324 446.2299 443.5748 0.1996062 0.1429391
Moved 238.4482 442.3488 427.1628 0.1906223 0.1007274
Moved 238.4646 440.6841 415.4732 0.1867689 0.0706615
Moved 238.4785 440 407.1804 0.1851852 0.04933212
Moved 238.4932 440 402.3795 0.1851852 0.03698412
Moved 238.5096 440 398.0392 0.1851852 0.02582107
Moved 238.5249 440 394.4979 0.1851852 0.01671265
Moved 238.5399 440 392.8052 0.1851852 0.01235911
Moved 238.5558 440 390 0.1851852 0.005143954
Stationary 238.5709 440 389.9757 0.1851852 0.005081436
Stationary 238.5853 440 389.9757 0.1851852 0.005081436
Stationary 238.6008 440 389.9757 0.1851852 0.005081436
Moved 238.6182 440 425.0231 0.1851852 0.09522399
Moved 238.6329 440 442.1844 0.1851852 0.139363
Moved 238.6477 440 457.5549 0.1851852 0.1788964
Moved 238.6637 440 470.8638 0.1851852 0.2131271
Moved 238.6789 445.3155 481.5562 0.1974896 0.2406279
Moved 238.6945 447 488.9783 0.2013889 0.2597179
Moved 238.7111 447 495.5 0.2013889 0.2764916
Moved 238.7258 448 498.5217 0.2037037 0.2842634
Moved 238.7414 448 501.4133 0.2037037 0.2917009
Moved 238.7572 448 503 0.2037037 0.2957818
Stationary 238.7718 448 503 0.2037037 0.2957818
Stationary 238.787 448 503 0.2037037 0.2957818
Moved 238.8027 448 494.3725 0.2037037 0.2735917
Moved 238.8184 448 473.0346 0.2037037 0.2187103
Moved 238.8338 431.9594 445.3883 0.1665726 0.1476036
Moved 238.8492 415.6332 405.4391 0.1287806 0.04485369
Moved 238.8658 406.7355 379.2065 0.108184 -0.02261692
Moved 238.8799 401.7298 367.0068 0.09659667 -0.05399484
Moved 238.8946 398.458 357.374 0.08902322 -0.07877051
Moved 238.9102 397.2999 348.7991 0.08634229 -0.1008255
Moved 238.9255 394.738 339.0831 0.08041203 -0.1258152
Moved 238.9412 392.7029 328.5143 0.07570108 -0.1529981
Moved 238.9577 387.5917 314.3669 0.06386975 -0.1893855
Moved 238.9734 384.7131 305.1394 0.05720635 -0.2131189
Moved 238.9882 381.8284 297.6569 0.05052874 -0.2323641
Moved 239.0094 376.0748 283.2244 0.03721008 -0.2694846
Stationary 239.0206 376.0748 283.2244 0.03721008 -0.2694846
Moved 239.0336 374.107 278.4279 0.032655 -0.2818214
Moved 239.0492 371.9878 273.9756 0.02774954 -0.2932726
Moved 239.0652 370.5518 268.2072 0.02442539 -0.3081092
Moved 239.0797 368.1187 263.4749 0.01879335 -0.3202806
Moved 239.0952 366.6724 257.6895 0.01544525 -0.3351608
Moved 239.1134 365.234 256.2341 0.01211584 -0.3389042
Moved 239.1266 363.8007 256 0.008797944 -0.3395062
Moved 239.1412 360.047 256 0.0001086791 -0.3395062
Moved 239.1578 355.7987 256 -0.009725144 -0.3395062
Moved 239.1743 348.0138 271.1368 -0.02774591 -0.3005739
Moved 239.1891 342.1851 284.0496 -0.04123817 -0.2673621
Moved 239.211 333.0352 325.2362 -0.06241853 -0.1614295
Stationary 239.2228 333.0352 325.2362 -0.06241853 -0.1614295
Moved 239.2357 334 338.0716 -0.06018519 -0.1284168
Moved 239.2501 334 353.9485 -0.06018519 -0.08758113
Moved 239.2662 334 363.5 -0.06018519 -0.06301456
Moved 239.2805 345.8233 378.5289 -0.03281638 -0.02435998
Moved 239.2962 348.7627 388.6696 -0.02601221 0.00172199
Moved 239.311 351.627 395.0674 -0.01938204 0.01817731
Moved 239.3275 354.492 399.738 -0.01275008 0.03019019
Moved 239.343 356.377 404.0654 -0.008386672 0.04132051
Moved 239.3593 359.2555 407.2555 -0.001723468 0.04952536
Moved 239.3729 362 408.5 0.004629592 0.05272626
