did you have a good time
Basic
0.8 0.8
575.9999 518.4
Began 307.1317 269 316 -0.1579861 -0.1388889
Stationary 307.1511 269 316 -0.1579861 -0.1388889
Stationary 307.1651 269 316 -0.1579861 -0.1388889
Stationary 307.1807 269 316 -0.1579861 -0.1388889
Stationary 307.1945 269 316 -0.1579861 -0.1388889
Stationary 307.2088 269 316 -0.1579861 -0.1388889
Stationary 307.2266 269 316 -0.1579861 -0.1388889
Stationary 307.2406 269 316 -0.1579861 -0.1388889
Stationary 307.258 269 316 -0.1579861 -0.1388889
Stationary 307.2723 269 316 -0.1579861 -0.1388889
Stationary 307.2884 269 316 -0.1579861 -0.1388889
Stationary 307.3039 269 316 -0.1579861 -0.1388889
Stationary 307.3192 269 316 -0.1579861 -0.1388889
Stationary 307.3343 269 316 -0.1579861 -0.1388889
Stationary 307.3507 269 316 -0.1579861 -0.1388889
Stationary 307.3656 269 316 -0.1579861 -0.1388889
Stationary 307.381 269 316 -0.1579861 -0.1388889
Stationary 307.3966 269 316 -0.1579861 -0.1388889
Stationary 307.4114 269 316 -0.1579861 -0.1388889
Stationary 307.4267 269 316 -0.1579861 -0.1388889
Stationary 307.4423 269 316 -0.1579861 -0.1388889
Stationary 307.4576 269 316 -0.1579861 -0.1388889
Stationary 307.4729 269 316 -0.1579861 -0.1388889
Stationary 307.4879 269 316 -0.1579861 -0.1388889
Stationary 307.5021 269 316 -0.1579861 -0.1388889
Stationary 307.5186 269 316 -0.1579861 -0.1388889
Stationary 307.5332 269 316 -0.1579861 -0.1388889
Stationary 307.5512 269 316 -0.1579861 -0.1388889
Stationary 307.5643 269 316 -0.1579861 -0.1388889
Moved 307.5792 269 324.9266 -0.1579861 -0.1216695
Moved 307.5956 269 331.7617 -0.1579861 -0.1084844
Moved 307.6101 260.7445 335.511 -0.1723186 -0.1012519
Moved 307.6263 258.9623 341.1506 -0.1754126 -0.09037311
Moved 307.642 256.0724 346.8552 -0.1804299 -0.07936877
Moved 307.6572 253.1933 352.6135 -0.1854283 -0.06826112
Moved 307.672 250.3153 358.3694 -0.1904248 -0.05715788
Moved 307.6886 249.5 363 -0.1918403 -0.04822536
Moved 307.7055 248.1326 366.7347 -0.1942142 -0.04102106
Moved 307.7197 245.3894 370.9159 -0.1989767 -0.03295545
Moved 307.735 244.2552 374.4896 -0.2009458 -0.02606174
Moved 307.7509 244 378.5587 -0.2013889 -0.01821235
Moved 307.7663 242 382.8648 -0.2048611 -0.009905908
Moved 307.7817 240.9397 386.1206 -0.2067019 -0.003625404
Moved 307.797 239.5009 387.4991 -0.2091999 -0.0009661544
Moved 307.812 239.3642 390.2716 -0.2094371 0.004381897
Moved 307.8271 239 393.1492 -0.2100694 0.009932811
Moved 307.8499 238 396.9438 -0.2118055 0.01725276
Stationary 307.8614 238 396.9438 -0.2118055 0.01725276
Moved 307.8741 238 398.3903 -0.2118055 0.02004294
Moved 307.8893 237.1733 400.8267 -0.2132408 0.02474287
Moved 307.9051 237 403.5237 -0.2135416 0.02994546
Moved 307.9201 237 405.5357 -0.2135416 0.03382653
Moved 307.9358 237 406.8045 -0.2135416 0.03627406
Moved 307.9514 237 409.4712 -0.2135416 0.04141819
Moved 307.9667 237 410.6748 -0.2135416 0.04373994
Moved 307.9824 237 412.1113 -0.2135416 0.04651099
Moved 307.998 237 415.1121 -0.2135416 0.0522995
Moved 308.0124 237 419.9793 -0.2135416 0.06168845
Moved 308.0276 247.4391 426.2635 -0.1954182 0.0738107
Moved 308.0433 260.4788 439.4788 -0.1727799 0.0993031
Moved 308.0585 276.318 454.3748 -0.1452812 0.1280378
Moved 308.0748 293.4466 467.335 -0.1155441 0.1530381
Moved 308.0895 317.6151 487.1793 -0.07358491 0.1913179
Moved 308.1041 341.1338 506.3587 -0.03275383 0.2283154
Moved 308.1205 368.429 532.8032 0.01463376 0.2793271
Moved 308.1359 385.2424 548.5353 0.04382364 0.3096746
Moved 308.1512 404.4372 563.7006 0.07714793 0.3389286
Moved 308.1666 419.7478 575.3983 0.1037288 0.3614934
Moved 308.1817 430.801 582.4577 0.1229183 0.3751112
Moved 308.199 443.4258 594.8725 0.1448364 0.3990595
Moved 308.2124 452.9349 602.9457 0.1613453 0.4146329
Moved 308.228 461.5669 610.1391 0.1763315 0.428509
Moved 308.2448 468 614 0.1875 0.4359567
Moved 308.2605 473.8077 619.8077 0.1975829 0.4471599
Moved 308.2747 479.5631 624.1723 0.2075748 0.4555792
Moved 308.2905 485.3221 626.8305 0.2175732 0.4607069
Moved 308.305 489.8048 629.5366 0.2253556 0.4659269
Moved 308.3213 494.1151 631.41 0.2328387 0.4695409
Moved 308.3368 497.2859 633.143 0.2383436 0.4728838
Moved 308.3526 500 636 0.2430555 0.4783949
Moved 308.3659 501.7107 635.7107 0.2460255 0.4778368
Moved 308.3824 504.265 637.1325 0.2504601 0.4805796
Moved 308.3993 505.5744 637.5744 0.2527333 0.481432
Moved 308.4129 507.0207 638 0.2552442 0.482253
Moved 308.4279 508.455 639.455 0.2577343 0.4850596
Moved 308.4433 509.8923 639 0.2602296 0.484182
Moved 308.459 511.3122 640.3123 0.2626948 0.4867133
Stationary 308.4736 511.3122 640.3123 0.2626948 0.4867133
Moved 308.4893 512.8572 640 0.2653772 0.486111
Stationary 308.5062 513 640 0.265625 0.486111
Moved 308.5215 513.7419 640 0.2669131 0.486111
Moved 308.5363 514.5 640 0.2682292 0.486111
Stationary 308.5521 514.5 640 0.2682292 0.486111
Moved 308.5673 515 640 0.2690972 0.486111
Stationary 308.583 515 640 0.2690972 0.486111
Stationary 308.6031 515 640 0.2690972 0.486111
Stationary 308.6133 515 640 0.2690972 0.486111
Stationary 308.6281 515 640 0.2690972 0.486111
Moved 308.6447 516.1866 640 0.2711572 0.486111
Stationary 308.666 516 640 0.2708333 0.486111
Stationary 308.6767 516 640 0.2708333 0.486111
Stationary 308.6901 516 640 0.2708333 0.486111
Moved 308.7061 516 630.5505 0.2708333 0.4678829
Stationary 308.7223 516 630.5505 0.2708333 0.4678829
Moved 308.7363 516 630.7637 0.2708333 0.4682941
Moved 308.752 516 628.6343 0.2708333 0.4641865
Moved 308.7683 516 628 0.2708333 0.4629629
Moved 308.7826 516 626.4365 0.2708333 0.4599468
Moved 308.8002 516 625.2543 0.2708333 0.4576664
Stationary 308.8136 516 625 0.2708333 0.4571758
Moved 308.8295 516 623.4611 0.2708333 0.4542072
Stationary 308.8453 516 623 0.2708333 0.4533178
Moved 308.8607 516 621.5762 0.2708333 0.4505713
Moved 308.8763 516 620.1824 0.2708333 0.4478826
Moved 308.8915 516 618.7447 0.2708333 0.4451092
Stationary 308.907 516 619 0.2708333 0.4456018
Moved 308.9218 516 617.5 0.2708333 0.4427083
Stationary 308.9365 516 617.5 0.2708333 0.4427083
Moved 308.9523 516 616.7639 0.2708333 0.4412883
Moved 308.9688 516 615.924 0.2708333 0.439668
Moved 308.9844 516 615.4124 0.2708333 0.4386812
Moved 308.9993 516 613.9734 0.2708333 0.4359055
Moved 309.0147 505.7617 614 0.2530586 0.4359567
Stationary 309.029 505.7617 614 0.2530586 0.4359567
