just in time for the party
Basic
0.8 0.8
575.9999 518.4
Began 222.9284 492 280 0.2291667 -0.2083333
Stationary 222.9462 492 280 0.2291667 -0.2083333
Stationary 222.9599 492 280 0.2291667 -0.2083333
Stationary 222.9757 492 280 0.2291667 -0.2083333
Stationary 222.9921 492 280 0.2291667 -0.2083333
Stationary 223.0064 492 280 0.2291667 -0.2083333
Stationary 223.0219 492 280 0.2291667 -0.2083333
Moved 223.0371 492 290.0872 0.2291667 -0.188875
Moved 223.0529 492 296 0.2291667 -0.1774692
Moved 223.069 484.0306 302.8467 0.2153309 -0.1642617
Moved 223.0845 482.6043 309.9783 0.2128547 -0.1505048
Moved 223.0998 480.1625 322.8622 0.2086155 -0.1256517
Moved 223.1156 480 331.7427 0.2083334 -0.1085211
Moved 223.1333 478.5 340.5 0.2057291 -0.09162813
Moved 223.1456 477.15 351.6501 0.2033854 -0.07011949
Moved 223.1608 477 362.0219 0.203125 -0.05011211
Moved 223.178 475.2708 375.1046 0.2001229 -0.02487542
Moved 223.1928 475 385.1553 0.1996528 -0.0054876
Moved 223.2077 474 395.2778 0.1979167 0.01403897
Moved 223.2238 474 403.2249 0.1979167 0.02936896
Moved 223.2392 474 413.384 0.1979167 0.04896596
Moved 223.2535 472.4111 421.7109 0.1951582 0.06502866
Moved 223.2694 472 431.1776 0.1944444 0.08329
Moved 223.2843 470.5321 439.8073 0.191896 0.09993687
Moved 223.3012 470 446.5453 0.1909722 0.1129346
Moved 223.3163 468.6526 456.4316 0.1886331 0.1320053
Moved 223.3316 468 462.9288 0.1875 0.1445384
Moved 223.3467 468 472.5684 0.1875 0.1631333
Moved 223.3613 466.7843 479.5096 0.1853894 0.1765232
Moved 223.3778 465.261 489.4338 0.1827448 0.195667
Moved 223.393 465 501.5054 0.1822916 0.2189531
Moved 223.4086 464 509.691 0.1805556 0.2347434
Moved 223.4236 462.9432 517.2839 0.1787209 0.2493901
Moved 223.44 461.5091 530.418 0.176231 0.274726
Moved 223.4552 462 535.6808 0.1770833 0.2848781
Moved 223.4697 460.9624 542.2258 0.1752819 0.2975035
Moved 223.486 459.5075 547.9699 0.1727561 0.3085838
Moved 223.5014 459 553.9503 0.171875 0.32012
Moved 223.5164 459 556.8281 0.171875 0.3256715
Moved 223.532 457.1448 560.7104 0.1686541 0.3331605
Moved 223.547 457 563.5879 0.1684028 0.3387111
Moved 223.5621 456.2673 563.7327 0.1671307 0.3389905
Stationary 223.5786 456 564 0.1666667 0.3395061
Moved 223.5926 454.7294 565.2706 0.1644607 0.341957
Moved 223.6085 450.1685 565 0.1565424 0.3414351
Moved 223.625 437.3763 551.0515 0.1343338 0.3145283
Moved 223.6402 416.753 533.1639 0.09852953 0.2800229
Moved 223.6545 395.3419 510.298 0.06135746 0.2359144
Moved 223.6698 376.897 487.4886 0.02933502 0.1919147
Moved 223.6855 361.5372 468.1268 0.002668798 0.1545654
Moved 223.7012 345.3825 446.1252 -0.02537761 0.1121242
Moved 223.716 332.5847 427.6223 -0.04759609 0.07643184
Moved 223.733 319.4804 408.6005 -0.07034656 0.03973849
Moved 223.7467 308.0582 392.9551 -0.09017668 0.009558406
Moved 223.7627 294.5047 375.0689 -0.1137072 -0.02494429
Moved 223.7797 285.4713 361.707 -0.12939 -0.05071945
Moved 223.7928 278 350.5 -0.1423611 -0.07233801
Moved 223.8092 272.789 344.1835 -0.1514079 -0.0845225
Moved 223.8348 261.953 330.2706 -0.1702205 -0.1113607
Moved 223.8463 257.6298 325.6298 -0.1777261 -0.120313
Stationary 223.857 257.6298 325.6298 -0.1777261 -0.120313
Moved 223.8698 253.879 322.879 -0.1842378 -0.1256192
Moved 223.8861 249.9986 318.9987 -0.1909746 -0.1331045
Moved 223.9016 245.6821 317.5607 -0.1984686 -0.1358783
Moved 223.9164 243.9762 315.4881 -0.2014302 -0.1398764
Moved 223.932 241.0958 314.0479 -0.2064309 -0.1426545
Moved 223.947 236.8276 312.6092 -0.213841 -0.1454298
Moved 223.9625 235.1676 311.1676 -0.2167229 -0.1482106
Moved 223.9804 232.4578 311 -0.2214275 -0.148534
Moved 223.9933 229.5786 310.2893 -0.2264261 -0.1499049
Moved 224.009 227.8448 310 -0.2294361 -0.150463
Moved 224.0241 225.5898 310 -0.233351 -0.150463
Moved 224.0396 224.2881 310 -0.235611 -0.150463
Moved 224.0555 222.8452 310 -0.2381159 -0.150463
Moved 224.0697 221.4052 310 -0.2406159 -0.150463
Moved 224.0881 219.9683 310 -0.2431106 -0.150463
Stationary 224.1016 219.9683 310 -0.2431106 -0.150463
Moved 224.1155 218.0852 310 -0.2463798 -0.150463
Moved 224.1322 217.5 310 -0.2473958 -0.150463
Moved 224.1474 216.8133 310 -0.2485879 -0.150463
Stationary 224.1634 216.8133 310 -0.2485879 -0.150463
Moved 224.1784 216 310 -0.25 -0.150463
Moved 224.1937 214.5 310 -0.2526042 -0.150463
Stationary 224.2095 214.5 310 -0.2526042 -0.150463
Moved 224.2259 213.7851 310 -0.2538452 -0.150463
Stationary 224.2395 213.7851 310 -0.2538452 -0.150463
Moved 224.2551 214 323.4572 -0.2534722 -0.1245038
Moved 224.2716 219.3069 331.3069 -0.2442589 -0.1093618
Moved 224.2883 227.5629 344.0133 -0.2299255 -0.08485093
Moved 224.3015 235.251 357.502 -0.2165781 -0.05883116
Moved 224.3181 243.8668 373.7557 -0.2016202 -0.02747742
Moved 224.3334 252.5233 389.626 -0.1865916 0.00313647
Moved 224.3478 261.1544 403.0202 -0.1716069 0.02897412
Moved 224.3637 272.6963 422.4938 -0.1515689 0.06653894
Moved 224.381 281.454 438.499 -0.1363645 0.0974132
Moved 224.3939 290.0772 451.6158 -0.1213937 0.1227156
Moved 224.4091 298.7121 467.1389 -0.1064026 0.1526598
Moved 224.425 307.0782 476.8036 -0.09187814 0.1713033
Moved 224.4402 315.9945 489.4917 -0.07639848 0.1957787
Moved 224.4553 325.5 500 -0.05989584 0.2160493
Moved 224.4708 332.771 510.1341 -0.04727262 0.2355981
Moved 224.4872 342.861 523.107 -0.02975516 0.260623
Moved 224.5027 351.3534 535.0302 -0.01501143 0.2836229
Moved 224.518 360.9839 544.9862 0.00170812 0.3028282
Moved 224.5335 369.5696 553.5696 0.0166139 0.3193856
Moved 224.5489 377.3723 561.4979 0.03016032 0.3346795
Moved 224.5645 383.2404 567.2404 0.04034795 0.3457569
Moved 224.5819 387.2946 569.9709 0.04738643 0.3510241
Ended 224.5992 395 575 0.06076388 0.3607252
Began 225.1181 485 523 0.2170139 0.2604166
Stationary 225.1351 485 523 0.2170139 0.2604166
Stationary 225.1481 485 523 0.2170139 0.2604166
Stationary 225.1653 485 523 0.2170139 0.2604166
Moved 225.1816 485 505.962 0.2170139 0.2275501
Moved 225.1959 485 495.8828 0.2170139 0.2081072
Moved 225.2113 477.258 482.3222 0.203573 0.1819486
Moved 225.2283 474.6332 468.1662 0.199016 0.1546415
Moved 225.2431 472.5985 459.1932 0.1954835 0.1373325
Moved 225.2579 467.8617 433.4468 0.1872599 0.08766733
Moved 225.2734 464.6705 414.8581 0.1817196 0.05180953
