reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 1342.42 401 423 0.09490739 0.09002049
Stationary 1342.43 401 423 0.09490739 0.09002049
Stationary 1342.441 401 423 0.09490739 0.09002049
Stationary 1342.456 401 423 0.09490739 0.09002049
Stationary 1342.471 401 423 0.09490739 0.09002049
Stationary 1342.486 401 423 0.09490739 0.09002049
Stationary 1342.502 401 423 0.09490739 0.09002049
Stationary 1342.518 401 423 0.09490739 0.09002049
Moved 1342.533 389 436.5 0.06712963 0.1247428
Moved 1342.552 379.9296 450.2128 0.0461334 0.1600122
Moved 1342.566 368.1958 465.2552 0.01897186 0.1987016
Moved 1342.581 355.9616 483.7221 -0.009348145 0.2461987
Moved 1342.596 346.3471 496.8705 -0.03160392 0.2800168
Moved 1342.611 335.0853 510.5924 -0.05767285 0.3153097
Moved 1342.626 325.997 522.0034 -0.07871056 0.3446589
Moved 1342.641 318.804 530.6352 -0.09536108 0.36686
Moved 1342.657 314.7695 536.2305 -0.1047002 0.3812513
Moved 1342.672 309.9985 540.001 -0.1157443 0.3909491
Moved 1342.688 305.6944 542.8704 -0.1257073 0.398329
Moved 1342.703 301.3671 544.8776 -0.1357244 0.4034917
Moved 1342.719 298.3589 545 -0.1426876 0.4038065
Moved 1342.734 293.708 545 -0.1534537 0.4038065
Moved 1342.749 289.4771 545 -0.1632473 0.4038065
Moved 1342.764 285.2693 545 -0.1729876 0.4038065
Moved 1342.781 276.8459 540.1535 -0.1924864 0.3913412
Moved 1342.796 270.4572 535.7286 -0.2072749 0.3799604
Moved 1342.812 263.0748 532.8299 -0.224364 0.3725048
Moved 1342.827 256.8802 529.9401 -0.2387031 0.3650722
Moved 1342.844 251.0918 527.5229 -0.2521024 0.3588553
Moved 1342.858 245.3342 524.2506 -0.2654301 0.3504387
Moved 1342.871 239.8705 520.9223 -0.2780774 0.3418783
Moved 1342.888 232.6068 515.0854 -0.2948915 0.3268658
Moved 1342.904 227.3296 509.3295 -0.3071075 0.3120615
Moved 1342.919 222.8922 503.5229 -0.3173791 0.2971268
Moved 1342.934 216.7355 494.2872 -0.3316307 0.2733723
Moved 1342.95 209.6749 477.8197 -0.3479748 0.2310177
Moved 1342.964 204.2113 463.9368 -0.3606219 0.1953107
Moved 1342.98 199.6143 451.5356 -0.3712633 0.1634146
Moved 1342.996 195.2565 436.2737 -0.3813508 0.1241607
Moved 1343.011 192.3694 424.3246 -0.3880337 0.09342735
Moved 1343.027 190.929 413.5032 -0.391368 0.06559455
Moved 1343.043 190 406.9503 -0.3935185 0.04874045
Moved 1343.058 190 402.1384 -0.3935185 0.03636403
Moved 1343.073 190 400.6127 -0.3935185 0.03244007
Moved 1343.087 190 399.5 -0.3935185 0.02957815
Moved 1343.105 190 400 -0.3935185 0.03086416
Stationary 1343.119 190 400 -0.3935185 0.03086416
Moved 1343.133 200.263 400 -0.3697616 0.03086416
Moved 1343.149 209.8249 410.4332 -0.3476276 0.05769835
Moved 1343.166 219.1816 416.7011 -0.3259686 0.07381969
Moved 1343.181 228.0541 421.5271 -0.3054302 0.08623217
Moved 1343.195 236 425.5 -0.287037 0.09645053
Moved 1343.211 244.819 428.4548 -0.2666228 0.1040503
Moved 1343.227 256.356 432.5085 -0.2399166 0.1144764
Moved 1343.243 266.3013 433.6145 -0.216895 0.1173212
Moved 1343.257 276.3648 435.0521 -0.1935999 0.1210187
Moved 1343.272 289.4059 436.4896 -0.1634123 0.1247159
Moved 1343.289 298.5283 436.9326 -0.1422957 0.1258554
Moved 1343.305 308.6441 437 -0.1188794 0.1260288
Moved 1343.318 313.9707 438.3284 -0.1065492 0.1294455
Moved 1343.334 320.5639 438.891 -0.09128734 0.1308924
Moved 1343.35 323.6648 439 -0.0841092 0.1311728
Moved 1343.366 327.5393 439.7697 -0.0751405 0.1331524
Moved 1343.38 330.4317 440 -0.06844521 0.1337448
Moved 1343.396 332.6595 441 -0.06328821 0.1363167
Moved 1343.411 335.1827 442.0914 -0.05744736 0.1391238
Moved 1343.427 337.329 443.1645 -0.05247921 0.1418839
Moved 1343.443 340.9517 445.3011 -0.04409323 0.1473794
Moved 1343.457 345.3012 448.2008 -0.03402491 0.1548373
Moved 1343.473 351.6984 451.0793 -0.01921673 0.162241
Moved 1343.489 358.9261 454.9557 -0.002485862 0.172211
Moved 1343.504 367.4872 459.2436 0.01733144 0.1832396
Moved 1343.519 378.8764 464.5787 0.04369537 0.1969615
Moved 1343.534 389.5663 469.7831 0.06844044 0.2103475
Moved 1343.55 409.409 476.9318 0.1143728 0.2287339
Moved 1343.566 423.9833 484.8236 0.1481096 0.2490318
