the postal service is very slow
the postal service is very show
FixStart
0.6 0.6
432 388.8
Began 776.4695 371 367 0.025463 -0.05401234
Stationary 776.4875 371 367 0.025463 -0.05401234
Stationary 776.5022 371 367 0.025463 -0.05401234
Stationary 776.5168 371 367 0.025463 -0.05401234
Stationary 776.5327 371 367 0.025463 -0.05401234
Stationary 776.5485 371 367 0.025463 -0.05401234
Stationary 776.5627 371 367 0.025463 -0.05401234
Moved 776.5784 371 378.1634 0.025463 -0.0253
Moved 776.5943 371 395.2589 0.025463 0.01866984
Moved 776.6096 366.5499 427.4431 0.01516183 0.1014481
Moved 776.6246 362.9261 446.8863 0.006773472 0.1514564
Moved 776.6403 360 461 0 0.1877571
Moved 776.6567 360.0521 477.4794 0.0001205007 0.2301425
Moved 776.6721 358.5989 490.6102 -0.003243337 0.2639149
Moved 776.6868 358 501.8361 -0.004629641 0.2927883
Moved 776.7021 357.0509 511.5418 -0.006826619 0.3177515
Moved 776.7172 355.6349 524.2858 -0.01010438 0.3505292
Moved 776.7346 355.1911 535.6622 -0.01113166 0.3797894
Moved 776.7487 355 543.2479 -0.01157408 0.3992999
Moved 776.764 354.3092 547.0724 -0.01317322 0.4091368
Moved 776.7797 354 550.2641 -0.01388888 0.4173458
Moved 776.7954 354 551.5717 -0.01388888 0.4207089
Moved 776.8113 354 552.7408 -0.01388888 0.4237159
Moved 776.8256 354 553.5 -0.01388888 0.4256686
Moved 776.8401 354 554.2642 -0.01388888 0.427634
Stationary 776.8555 354 554 -0.01388888 0.4269547
Stationary 776.8704 354 554 -0.01388888 0.4269547
Stationary 776.8859 354 554 -0.01388888 0.4269547
Moved 776.9019 354 540.5212 -0.01388888 0.392287
Moved 776.918 364.5 530 0.01041671 0.3652262
Moved 776.9358 369.5175 514.0616 0.02203117 0.3242324
Moved 776.9484 377.975 494.3917 0.04160871 0.2736411
Moved 776.9635 385.6945 476.611 0.05947809 0.2279087
Moved 776.9794 393.0867 463.0439 0.07658958 0.1930142
Moved 776.9948 398.6234 449.7532 0.08940607 0.1588301
Moved 777.0104 405.4646 433.8851 0.105242 0.1180171
Moved 777.0254 411 423 0.1180555 0.09002049
Moved 777.041 418.3728 407.2544 0.1351222 0.04952262
Moved 777.0567 427.3506 390.3572 0.1559042 0.006062817
Moved 777.073 434.5 377.5 0.1724537 -0.02700625
Moved 777.0872 443.683 362.4227 0.1937106 -0.06578531
Moved 777.1027 450.9159 349.5515 0.2104533 -0.0988903
Moved 777.1181 453.644 343.89 0.2167685 -0.1134517
Moved 777.1354 457.7736 336.7107 0.2263278 -0.131917
Moved 777.1486 458.3009 332.7966 0.2275483 -0.1419842
Moved 777.1646 460.8329 327.5013 0.2334095 -0.1556036
Moved 777.1807 462.2692 324.4615 0.2367343 -0.1634219
Moved 777.2051 462 322 0.2361111 -0.1697531
Stationary 777.2202 462 322 0.2361111 -0.1697531
Moved 777.2318 447.8221 330.1016 0.203292 -0.1489156
Stationary 777.243 447.8221 330.1016 0.203292 -0.1489156
Moved 777.2564 439.2135 337.6882 0.1833646 -0.1294028
Moved 777.2723 424.8954 347.9702 0.150221 -0.1029573
Moved 777.2874 409.9209 358.0504 0.1155576 -0.07703106
Moved 777.3115 371.8668 389.3666 0.0274694 0.00351478
Stationary 777.3217 371.8668 389.3666 0.0274694 0.00351478
Moved 777.3322 351.4068 406.937 -0.01989161 0.0487063
Moved 777.3473 332.3896 426.3683 -0.06391306 0.09868389
Moved 777.3637 321.1341 437.8658 -0.0899673 0.1282557
Moved 777.3794 307.328 451.6721 -0.121926 0.1637655
Moved 777.395 297.9954 458.5747 -0.1435292 0.1815193
Moved 777.4097 291.1369 464.863 -0.1594052 0.1976929
Ended 777.4274 282 473 -0.1805555 0.2186213
Candidates 777.6228 12 the time further tune there trigger turks tiger right tube threw rubber
Began 778.1644 409 400 0.113426 0.03086416
Stationary 778.1829 409 400 0.113426 0.03086416
Stationary 778.1958 409 400 0.113426 0.03086416
Moved 778.2104 409 416.6637 0.113426 0.07372346
Moved 778.2283 409 436.45 0.113426 0.1246141
Moved 778.2434 419.0567 467.913 0.1367053 0.2055375
Moved 778.2582 425.5014 505.8068 0.1516236 0.3030009
Moved 778.2731 432.7328 540.5176 0.168363 0.3922778
Moved 778.2898 442.0596 563.8256 0.1899527 0.4522263
Ended 778.3035 442.0596 563.8256 0.1899527 0.4522263
Accept 778.3635 0 the
Began 778.8872 368 325 0.01851857 -0.1620371
Stationary 778.9042 368 325 0.01851857 -0.1620371
Stationary 778.9184 368 325 0.01851857 -0.1620371
Stationary 778.9332 368 325 0.01851857 -0.1620371
