a very traditional way to dress
a very traditional way to dress
Basic
0.6 0.6
432 388.8
Began 756.8519 115 331 -0.5671296 -0.146605
Stationary 756.871 115 331 -0.5671296 -0.146605
Stationary 756.8855 115 331 -0.5671296 -0.146605
Ended 756.9009 115 331 -0.5671296 -0.146605
Candidates 756.9615 2 a z
Began 757.4862 275 286 -0.1967592 -0.2623458
Stationary 757.5046 275 286 -0.1967592 -0.2623458
Stationary 757.5187 275 286 -0.1967592 -0.2623458
Stationary 757.5338 275 286 -0.1967592 -0.2623458
Moved 757.5494 275 311.2941 -0.1967592 -0.1972888
Moved 757.5642 275 333.4875 -0.1967592 -0.140207
Moved 757.5823 275 363.2098 -0.1967592 -0.06376078
Moved 757.5963 275 389.1356 -0.1967592 0.002920598
Moved 757.6118 275 401.2274 -0.1967592 0.03402086
Moved 757.6267 275 422.2862 -0.1967592 0.08818457
Ended 757.6436 275 436 -0.1967592 0.1234567
Accept 757.6705 0 a
Began 758.4573 313 228 -0.1087963 -0.4115227
Stationary 758.477 313 228 -0.1087963 -0.4115227
Stationary 758.489 313 228 -0.1087963 -0.4115227
Stationary 758.5032 313 228 -0.1087963 -0.4115227
Stationary 758.5196 313 228 -0.1087963 -0.4115227
Stationary 758.5348 313 228 -0.1087963 -0.4115227
Stationary 758.5503 313 228 -0.1087963 -0.4115227
Stationary 758.5662 313 228 -0.1087963 -0.4115227
Stationary 758.5809 313 228 -0.1087963 -0.4115227
Stationary 758.5961 313 228 -0.1087963 -0.4115227
Stationary 758.6115 313 228 -0.1087963 -0.4115227
Stationary 758.627 313 228 -0.1087963 -0.4115227
Stationary 758.6423 313 228 -0.1087963 -0.4115227
Stationary 758.6584 313 228 -0.1087963 -0.4115227
Stationary 758.6748 313 228 -0.1087963 -0.4115227
Stationary 758.6903 313 228 -0.1087963 -0.4115227
Stationary 758.7031 313 228 -0.1087963 -0.4115227
Stationary 758.7203 313 228 -0.1087963 -0.4115227
Stationary 758.7355 313 228 -0.1087963 -0.4115227
Stationary 758.7502 313 228 -0.1087963 -0.4115227
Moved 758.7652 302.6897 228 -0.1326628 -0.4115227
Moved 758.783 302.1248 234.126 -0.1339703 -0.3957665
Moved 758.7976 301.0103 236.9794 -0.1365501 -0.3884275
Moved 758.8123 298.1501 239.85 -0.1431711 -0.3810444
Moved 758.8315 297.1342 244.5974 -0.1455227 -0.368834
Moved 758.8452 294.4186 251.4535 -0.1518088 -0.3511999
Moved 758.8586 292.5119 260.6966 -0.1562225 -0.3274264
Moved 758.875 289.6342 273.6459 -0.1628837 -0.2941206
Moved 758.8902 286.7661 285.3186 -0.1695229 -0.2640983
Moved 758.9053 284.4248 297.4512 -0.1749426 -0.2328929
Moved 758.9209 279.3957 317.2663 -0.1865841 -0.1819282
Moved 758.9375 274.6552 333.7932 -0.1975575 -0.1394208
Moved 758.9526 267.8401 355.4799 -0.2133332 -0.08364242
Moved 758.9667 263.5757 374.1721 -0.2232044 -0.03556554
Moved 758.9824 258.2713 390.9148 -0.2354831 0.0074969
Moved 758.9979 252.5453 408.364 -0.2487376 0.05237634
Moved 759.0132 247.5476 422.744 -0.2603064 0.08936214
Moved 759.039 236.8928 456.6906 -0.2849703 0.1766733
Moved 759.0516 232.5557 471.1477 -0.2950099 0.2138572
Stationary 759.0621 232.5557 471.1477 -0.2950099 0.2138572
Moved 759.0756 228.2161 485.6129 -0.3050552 0.2510619
Moved 759.0904 225.6258 494.8096 -0.3110513 0.2747161
Moved 759.1055 223.8709 504.9034 -0.3151135 0.3006775
Moved 759.1213 222.5 514.5 -0.318287 0.32536
Moved 759.1372 223 521.7031 -0.3171296 0.3438866
Moved 759.1526 223 529.5613 -0.3171296 0.3640978
Moved 759.1673 223 535 -0.3171296 0.3780863
Moved 759.1833 223 539.9757 -0.3171296 0.3908839
Moved 759.1975 223 542.8453 -0.3171296 0.3982645
Moved 759.2133 231.7417 546.7416 -0.2968943 0.408286
Moved 759.2302 233.3036 548.3036 -0.2932787 0.4123034
Moved 759.2437 234.2807 549.2807 -0.2910168 0.4148165
Moved 759.2595 235.8253 551.8253 -0.2874415 0.4213611
Moved 759.2749 237.2547 552 -0.2841327 0.4218106
Moved 759.2899 239.4085 553.7042 -0.2791471 0.4261939
Moved 759.306 241.1397 554 -0.2751397 0.4269547
Moved 759.3235 244.1667 554 -0.2681327 0.4269547
Moved 759.3371 247.0465 554 -0.2614664 0.4269547
Moved 759.3521 251.4336 554 -0.2513112 0.4269547
Moved 759.3678 259.4659 554 -0.2327178 0.4269547
Moved 759.3834 269.123 546.877 -0.2103634 0.4086341
Moved 759.3991 279.1949 542.6307 -0.1870489 0.3977127
Moved 759.4141 288.3554 537.3223 -0.1658439 0.3840592
Moved 759.4289 297.055 532.9725 -0.145706 0.3728715
Moved 759.4447 304.6906 529.4365 -0.128031 0.3637768
Moved 759.4604 310.4022 526.3586 -0.1148097 0.3558606
Moved 759.4761 317.3797 522.1722 -0.09865806 0.3450929
Moved 759.4913 323.8644 518.8517 -0.08364727 0.3365527
Moved 759.5063 329.6135 515.6932 -0.0703392 0.3284291
Moved 759.5228 334.7737 513.4088 -0.05839432 0.3225535
Moved 759.5367 338.0618 510.9382 -0.05078281 0.3161989
Moved 759.5515 342.3796 509.5401 -0.04078785 0.312603
Moved 759.5672 345.0845 509.3052 -0.03452663 0.3119988
Moved 759.584 348.0817 507.9592 -0.02758866 0.3085369
Moved 759.598 350.948 508 -0.02095376 0.3086419
Moved 759.6138 353.8419 507 -0.0142548 0.3060699
