travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Moved 340.657 322 523.9598 -0.08796295 0.3496909
Moved 340.6692 328.6285 513.8445 -0.07261927 0.3236741
Moved 340.6856 334.5273 502.594 -0.05896469 0.2947375
Moved 340.7007 337.8315 493.7264 -0.05131587 0.2719299
Moved 340.7171 340.0442 485.7792 -0.0461941 0.2514897
Moved 340.7317 342.2201 478.2296 -0.0411571 0.2320719
Moved 340.7463 344.5957 469.0213 -0.03565803 0.208388
Moved 340.7623 346.0298 462.8807 -0.0323383 0.1925942
Moved 340.7787 347.47 457.1199 -0.02900456 0.1777774
Moved 340.7974 347 453.3598 -0.0300926 0.1681064
