good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 217.8056 322 368 -0.08796295 -0.05144041
Stationary 217.8234 322 368 -0.08796295 -0.05144041
Stationary 217.84 322 368 -0.08796295 -0.05144041
Stationary 217.8563 322 368 -0.08796295 -0.05144041
Stationary 217.8684 322 368 -0.08796295 -0.05144041
Stationary 217.8843 322 368 -0.08796295 -0.05144041
Moved 217.8995 338.9203 385.9203 -0.04879564 -0.005349131
Moved 217.9154 352.5433 398.289 -0.01726081 0.02646344
Moved 217.9306 359.921 403.4407 -0.0001828372 0.03971382
Moved 217.9463 379.6851 418.3795 0.04556725 0.07813653
Moved 217.9616 396.5444 429.6963 0.08459359 0.1072434
Moved 217.9769 410.8502 438.2501 0.1177088 0.1292441
Moved 217.9918 421.6623 445.4731 0.1427368 0.1478217
Moved 218.0085 431.5 451 0.1655093 0.162037
Moved 218.024 438.872 454.9232 0.1825742 0.1721275
Moved 218.0389 444.3397 458.2038 0.1952307 0.1805653
Moved 218.0542 454.5 464 0.21875 0.1954732
Moved 218.0693 460.8381 467.9029 0.2334215 0.2055115
Moved 218.0848 466.7163 472.2872 0.2470285 0.216788
Moved 218.1006 472.5489 475.5489 0.2605297 0.2251771
Moved 218.116 478.1511 478.5756 0.2734978 0.2329617
Moved 218.1309 483.6397 483.1838 0.286203 0.2448143
Moved 218.1466 487.5941 485.7294 0.2953567 0.2513615
Moved 218.1626 495.5304 492.2753 0.3137276 0.2681977
Moved 218.1783 500.1001 496.1001 0.3243058 0.2780351
Moved 218.1923 504.4146 499.2764 0.3342929 0.2862045
Moved 218.2073 507.1657 501.5829 0.3406614 0.292137
Moved 218.2235 509.0214 503.0214 0.344957 0.2958369
Moved 218.2394 511.9258 505.9258 0.3516802 0.3033071
Moved 218.2527 513.6941 507.3881 0.3557733 0.3070681
Moved 218.2693 515.0428 509.0428 0.3588955 0.3113241
Moved 218.2866 517.9686 510.4843 0.3656681 0.3150316
Moved 218.3008 518.9258 512.9258 0.3678837 0.3213111
Moved 218.3154 521.7265 515.7265 0.374367 0.3285146
Moved 218.3309 523.6012 517.6012 0.3787065 0.3333363
Moved 218.3459 525.2594 519.2594 0.3825449 0.3376013
Moved 218.3615 528 522 0.3888889 0.3446501
Moved 218.3774 529.5834 523.5834 0.3925541 0.3487226
Moved 218.3931 530 525.2273 0.3935185 0.3529508
Moved 218.4086 531 525.6719 0.3958333 0.3540944
Stationary 218.4238 531 526 0.3958333 0.3549381
Moved 218.4395 531 527 0.3958333 0.3575102
Stationary 218.4541 531 527 0.3958333 0.3575102
Moved 218.4693 518.0895 527 0.3659479 0.3575102
Moved 218.4848 497.6633 519.3058 0.3186651 0.3377206
Moved 218.5005 446.9865 495.8442 0.2013576 0.2773771
Moved 218.5228 359.1106 440.4612 -0.002058744 0.134931
Stationary 218.5343 359.1106 440.4612 -0.002058744 0.134931
Moved 218.5468 345.5453 428.818 -0.03346006 0.1049844
Moved 218.5622 331.5582 417.9897 -0.0658375 0.07713392
Moved 218.5789 320.8996 410.214 -0.09051025 0.05713471
Moved 218.5939 314.7652 404.971 -0.1047101 0.04364967
Moved 218.6084 308.1702 400.8777 -0.1199763 0.03312158
Moved 218.6239 302.3852 396.5389 -0.1333676 0.02196206
Moved 218.6409 297.8285 392.8285 -0.1439156 0.01241888
Moved 218.6545 294.9398 390.9699 -0.1506024 0.007638656
Moved 218.6697 292.0488 388.0488 -0.1572945 0.0001253905
Moved 218.6847 291.0897 388.0897 -0.1595145 0.0002306479
Moved 218.7005 290.0021 387.0021 -0.1620323 -0.002566718
Moved 218.716 288.5613 385.5613 -0.1653673 -0.00627239
Moved 218.7311 287.5 386 -0.1678241 -0.005144111
Moved 218.7464 286.8376 384.8376 -0.1693575 -0.0081339
Stationary 218.7617 286.8376 384.8376 -0.1693575 -0.0081339
Moved 218.7793 285.626 385 -0.172162 -0.007716127
Stationary 218.7942 286 385 -0.1712963 -0.007716127
Stationary 218.8079 286 385 -0.1712963 -0.007716127
Ended 218.8239 286 385 -0.1712963 -0.007716127
Candidates 218.981 12 good food god goods foods gods did dod hood shops dos dogs
Began 219.4967 428 316 0.1574074 -0.1851853
Stationary 219.5172 428 316 0.1574074 -0.1851853
Stationary 219.5323 428 316 0.1574074 -0.1851853
Stationary 219.5473 428 316 0.1574074 -0.1851853
Moved 219.562 428 340.6685 0.1574074 -0.1217376
Moved 219.5786 439.2053 382.6533 0.1833457 -0.01375183
Ended 219.5945 446.2589 437.1672 0.1996733 0.1264589
Accept 219.6212 0 good
Began 220.4398 445 315 0.1967593 -0.1877573
Stationary 220.4563 445 315 0.1967593 -0.1877573
Stationary 220.4718 445 315 0.1967593 -0.1877573
Stationary 220.4859 445 315 0.1967593 -0.1877573
Stationary 220.5018 445 315 0.1967593 -0.1877573
Stationary 220.5177 445 315 0.1967593 -0.1877573
Stationary 220.5318 445 315 0.1967593 -0.1877573
Moved 220.5493 445 324.3598 0.1967593 -0.1636836
Moved 220.5639 445 331.6094 0.1967593 -0.1450377
Moved 220.5794 454.221 353.6631 0.2181042 -0.08831502
Moved 220.5954 461.9403 374.8408 0.2359729 -0.03384578
Moved 220.6108 469.1985 390.8366 0.2527741 0.007295765
Moved 220.6265 476.3254 408.5158 0.2692717 0.05276699
Moved 220.6415 484.8795 432.3253 0.289073 0.1140054
Moved 220.6563 490.7862 445.3297 0.3027458 0.1474528
Moved 220.6715 495.613 457.0325 0.313919 0.1775526
Moved 220.6878 503.7885 470.9808 0.3328437 0.2134278
Moved 220.7025 508.9631 484.1855 0.344822 0.2473906
Moved 220.7181 514.7805 495.561 0.3582882 0.2766486
Moved 220.7341 518.2593 502.5187 0.3663411 0.2945439
Moved 220.7499 522.1559 508.2078 0.3753608 0.3091764
