learn to walk before you run
learn to walk before you run
FixStart
0.6 0.6
432 388.8
Began 3286.407 288 285 -0.1666667 -0.2649178
Stationary 3286.427 288 285 -0.1666667 -0.2649178
Stationary 3286.443 288 285 -0.1666667 -0.2649178
Stationary 3286.458 288 285 -0.1666667 -0.2649178
Moved 3286.473 309.5766 285 -0.1167208 -0.2649178
Moved 3286.489 328.4171 285 -0.07310863 -0.2649178
Moved 3286.505 342 285 -0.04166668 -0.2649178
Moved 3286.52 367.4058 290.7029 0.01714309 -0.2502498
Moved 3286.536 391.9323 296.1472 0.07391741 -0.2362469
Moved 3286.551 414.8021 300.4629 0.1268567 -0.225147
Moved 3286.566 430.2201 304.7401 0.1625465 -0.2141459
Moved 3286.582 443.3634 306.3737 0.1929709 -0.2099442
Moved 3286.597 452.6429 308.8062 0.2144511 -0.203688
Moved 3286.612 463.941 310.2426 0.2406042 -0.1999934
Moved 3286.628 471 311.5 0.2569444 -0.1967593
Moved 3286.643 476.386 312 0.2694121 -0.1954732
Moved 3286.659 481.9366 313.2342 0.2822608 -0.1922989
Moved 3286.673 486.0244 314.6748 0.2917231 -0.1885937
Moved 3286.688 488.1144 316.1144 0.2965612 -0.1848909
Moved 3286.704 490.5612 317.5612 0.3022249 -0.1811697
Moved 3286.72 491.9949 318.9949 0.3055437 -0.1774824
Moved 3286.736 493.4377 320.4377 0.3088835 -0.1737714
Moved 3286.75 493 322.5281 0.3078704 -0.1683949
Moved 3286.766 493 327.8328 0.3078704 -0.154751
Moved 3286.782 483.1642 333.6204 0.2851023 -0.1398652
Moved 3286.798 470.5378 343.0773 0.2558744 -0.1155419
Moved 3286.813 453.3979 351.8011 0.2161988 -0.09310436
Moved 3286.827 435.6733 358.4257 0.1751696 -0.07606561
Moved 3286.843 415.66 368.17 0.1288425 -0.0510032
Moved 3286.858 405.6279 371.9489 0.1056201 -0.04128389
Moved 3286.874 383.2249 382.5116 0.0537612 -0.01411626
Moved 3286.889 371.7077 388.7384 0.02710124 0.001899107
Moved 3286.912 340.2524 403.2991 -0.04571209 0.03934938
Stationary 3286.923 340.2524 403.2991 -0.04571209 0.03934938
Moved 3286.934 325.8666 408.0267 -0.07901256 0.05150881
Moved 3286.95 311.3971 412.8412 -0.1125067 0.0638919
Moved 3286.966 300.5272 415.0945 -0.1376684 0.06968753
Moved 3286.982 286 418 -0.1712963 0.07716041
Moved 3286.997 275.4177 419 -0.1957923 0.07973251
Moved 3287.012 262.5146 420.3873 -0.2256607 0.08330051
Moved 3287.028 255.111 420.8148 -0.2427985 0.08440018
Moved 3287.043 247.7297 421 -0.259885 0.08487643
Moved 3287.06 240.4916 421 -0.2766399 0.08487643
Moved 3287.074 233.9853 421 -0.2917006 0.08487643
Moved 3287.089 226.9288 421 -0.3080352 0.08487643
Moved 3287.105 220.3769 421 -0.3232017 0.08487643
Moved 3287.121 214.6219 421 -0.3365232 0.08487643
Moved 3287.136 209.9335 421 -0.3473762 0.08487643
Moved 3287.152 207.0614 421 -0.3540245 0.08487643
Moved 3287.167 204.168 421 -0.3607221 0.08487643
Moved 3287.182 203.5 421 -0.3622685 0.08487643
Moved 3287.197 201.0673 421 -0.3678997 0.08487643
Moved 3287.213 199.5909 421 -0.3713173 0.08487643
Moved 3287.229 198.1534 421 -0.374645 0.08487643
Moved 3287.244 196.7146 421 -0.3779756 0.08487643
Moved 3287.258 195.2738 421 -0.3813107 0.08487643
Moved 3287.274 193.8343 421 -0.3846429 0.08487643
Moved 3287.289 191 421 -0.3912037 0.08487643
Moved 3287.307 187.2666 410.2665 -0.399846 0.05726983
Moved 3287.322 180.4169 402.3003 -0.4157016 0.03678055
Moved 3287.337 172.551 392.4014 -0.4339096 0.01132027
Moved 3287.351 161.9053 376.858 -0.4585524 -0.0286574
Moved 3287.367 154.2882 363.9323 -0.4761847 -0.06190256
Moved 3287.384 146.5387 349.1852 -0.4941233 -0.09983243
Moved 3287.398 139.3259 337.3214 -0.5108196 -0.1303462
Moved 3287.413 134.2004 326.8675 -0.5226842 -0.1572339
Moved 3287.429 126.4962 312.8931 -0.540518 -0.1931761
Moved 3287.444 121.9582 303.9164 -0.5510226 -0.2162644
Moved 3287.459 118.6224 297.8298 -0.5587445 -0.2319192
Moved 3287.475 114.3272 290.8786 -0.5686871 -0.2497979
Moved 3287.489 111.6619 286.9929 -0.5748566 -0.2597919
Moved 3287.507 108.7819 282.6729 -0.5815234 -0.2709032
Moved 3287.52 107.8419 281.8419 -0.5836993 -0.2730406
Moved 3287.537 104.6732 278.0098 -0.5910342 -0.2828966
Moved 3287.552 101.7939 274.7939 -0.5976993 -0.291168
Moved 3287.568 99 273.5 -0.6041667 -0.2944959
Moved 3287.583 99 272.0165 -0.6041667 -0.2983114
Moved 3287.6 97.57385 272 -0.6074679 -0.2983539
Moved 3287.616 96.5 270.5 -0.6099538 -0.302212
Stationary 3287.629 96.5 270.5 -0.6099538 -0.302212
Moved 3287.644 95.62242 270 -0.6119851 -0.303498
Stationary 3287.661 96 270 -0.6111112 -0.303498
Stationary 3287.675 96 270 -0.6111112 -0.303498
Stationary 3287.689 96 270 -0.6111112 -0.303498
Moved 3287.706 116.1007 292.1008 -0.5645816 -0.2466545
Moved 3287.72 129.5692 305.5692 -0.5334046 -0.2120134
Moved 3287.736 141.4088 316.6443 -0.5059982 -0.1835279
Moved 3287.754 153.0299 328.0299 -0.4790975 -0.1542441
Moved 3287.769 163.9609 339.9609 -0.4537942 -0.1235575
Moved 3287.784 173.0544 349.0544 -0.4327443 -0.1001686
Moved 3287.802 183.0776 360.5173 -0.4095425 -0.0706861
Moved 3287.814 191.3527 370.2232 -0.3903873 -0.04572228
Moved 3287.829 197.2477 377.5597 -0.3767413 -0.02685272
Moved 3287.845 203.5 385 -0.3622685 -0.007716127
Moved 3287.86 210.2049 391.0458 -0.346748 0.007833905
Moved 3287.875 216.1187 397.1187 -0.3330585 0.0234534
Moved 3287.892 221.159 402.1591 -0.3213911 0.03641725
Moved 3287.906 225.4312 406.4312 -0.3115018 0.0474053
Moved 3287.922 229.201 410.201 -0.3027754 0.05710134
Moved 3287.937 232.0516 413.0516 -0.2961768 0.06443318
Moved 3287.955 234.9722 415.9722 -0.2894162 0.07194491
Moved 3287.968 235.6153 416.6152 -0.2879276 0.07359873
Moved 3287.984 236 417 -0.287037 0.0745884
Moved 3288 237.4891 418.4891 -0.2835901 0.07841831
Moved 3288.015 237.9238 418 -0.2825838 0.07716041
Moved 3288.033 240.7169 407.1323 -0.2761182 0.04920845
Moved 3288.048 245.4015 394.3941 -0.2652743 0.0164457
Moved 3288.076 252.7946 363.8215 -0.2481606 -0.06218749
Moved 3288.11 262.651 320.3959 -0.2253449 -0.1738788
Moved 3288.123 267.0016 304.3281 -0.2152741 -0.2152056
Moved 3288.137 271.2713 287.915 -0.2053905 -0.2574204
Moved 3288.149 275.0665 277.2672 -0.1966053 -0.2848066
Moved 3288.169 278.9327 266.1794 -0.1876558 -0.3133246
Moved 3288.184 282.1009 256.6974 -0.1803221 -0.3377123
Moved 3288.199 285 245 -0.1736111 -0.3677984
Moved 3288.215 288.9279 239.1442 -0.1645188 -0.3828597
Moved 3288.231 290.3869 233.4525 -0.1611415 -0.3974987
Moved 3288.245 293.6656 227.6688 -0.1535519 -0.4123744
Moved 3288.26 296.5432 220.6421 -0.1468908 -0.4304473
Moved 3288.275 300.1307 215.1591 -0.1385863 -0.4445497
Moved 3288.29 302.7322 208.8033 -0.1325644 -0.4608968
Moved 3288.307 306.7922 201.6797 -0.1231662 -0.4792189
Moved 3288.322 310.1039 197.1947 -0.1155001 -0.4907544
Moved 3288.337 313.2784 192.5824 -0.1081519 -0.5026172
Moved 3288.354 315.58 189.84 -0.102824 -0.5096709
Moved 3288.367 317.0238 186.9524 -0.09948194 -0.5170978
Moved 3288.385 318.4533 185.5468 -0.09617299 -0.520713
Moved 3288.4 320.6675 183.3325 -0.09104744 -0.5264081
Moved 3288.419 321.9899 182.0101 -0.08798644 -0.5298094
Moved 3288.43 323.4319 179.1362 -0.08464843 -0.5372011
