what goes up must come down
Moved 331.973 480.8022 507 0.2796348 0.3060699
Stationary 331.9893 480.8022 507 0.2796348 0.3060699
Moved 332.0037 481 505.6905 0.2800926 0.3027018
Stationary 332.0176 481 505.6905 0.2800926 0.3027018
Stationary 332.0347 481 505.6905 0.2800926 0.3027018
Stationary 332.0507 481 505.6905 0.2800926 0.3027018
Stationary 332.0648 481 505.6905 0.2800926 0.3027018
Stationary 332.0806 481 506 0.2800926 0.3034978
Stationary 332.0963 481 506 0.2800926 0.3034978
Stationary 332.1115 481 506 0.2800926 0.3034978
Moved 332.1286 485.0086 510.0087 0.2893718 0.3138082
Moved 332.143 490.846 515.846 0.3028844 0.328822
Moved 332.1589 496.2701 519.9526 0.31544 0.3393841
Moved 332.1725 503.5326 526.5326 0.3322513 0.356308
Moved 332.1888 512.6575 534.5635 0.3533738 0.3769637
Moved 332.204 519.3458 541.3458 0.3688561 0.3944079
Moved 332.2193 528.3332 548.9166 0.3896602 0.4138799
Moved 332.2347 538.6539 557.7115 0.4135506 0.4365008
Moved 332.251 546.9156 564.5964 0.4326751 0.4542087
Moved 332.2663 556.1733 571.4778 0.454105 0.4719078
Moved 332.2854 565.5597 578.3998 0.4758327 0.4897113
Moved 332.2968 572.2776 583.8221 0.4913835 0.5036577
Moved 332.3121 581.9264 590.2332 0.5137185 0.5201469
Moved 332.3274 589.4429 596.5225 0.5311177 0.5363231
Moved 332.3431 598.9901 603.4214 0.5532178 0.5540674
Moved 332.3582 606.3313 608.665 0.5702113 0.5675541
Moved 332.374 613.2491 614.1992 0.5862247 0.581788
Moved 332.3895 618.7335 616.8667 0.59892 0.5886487
Moved 332.4045 623.4456 620.6304 0.6098279 0.5983291
Moved 332.4196 628.7911 623.3956 0.6222016 0.6054412
Moved 332.4363 634 626 0.6342593 0.6121398
Moved 332.4514 636.3691 629.3691 0.6397432 0.6208051
Moved 332.4665 640.2158 631.072 0.6486478 0.625185
Moved 332.4822 642.7957 633.7957 0.6546195 0.6321903
Moved 332.4966 644.8027 634.8027 0.6592654 0.6347805
Moved 332.5123 646.1868 637.3735 0.6624694 0.6413926
Moved 332.528 647.5746 637.5746 0.665682 0.64191
Moved 332.5438 649.0034 639.0034 0.6689892 0.6455847
Moved 332.559 649 640.0501 0.6689815 0.6482769
Stationary 332.574 649 640 0.6689815 0.6481481
Moved 332.59 649 641.5 0.6689815 0.6520061
Moved 332.6051 649 642.11 0.6689815 0.6535749
Moved 332.619 649 642.6032 0.6689815 0.6548436
Stationary 332.6364 649 643 0.6689815 0.6558642
Moved 332.6507 633.9565 644.3676 0.6341586 0.6593815
Moved 332.6667 624.5 645.5 0.6122685 0.6622942
Moved 332.684 608.1747 646 0.5744784 0.6635801
Moved 332.697 588.5313 646 0.5290077 0.6635801
Moved 332.7125 572.2982 646 0.4914311 0.6635801
Moved 332.7283 555.5898 646 0.4527543 0.6635801
Moved 332.7506 523.1376 646 0.3776334 0.6635801
Stationary 332.761 523.1376 646 0.3776334 0.6635801
Moved 332.7745 506.7012 646 0.3395861 0.6635801
Moved 332.7906 497.7754 646 0.3189246 0.6635801
Moved 332.8056 482.5 646 0.2835648 0.6635801
Moved 332.8213 470.4653 646 0.2557066 0.6635801
Moved 332.8368 460.6247 646 0.2329275 0.6635801
Moved 332.8519 450.6547 640.9304 0.2098488 0.650541
Moved 332.8673 441.2296 637.89 0.1880315 0.6427209
Moved 332.8825 431.5156 636.5022 0.1655453 0.6391516
Moved 332.8987 426.7129 635.3426 0.154428 0.6361691
Moved 332.9132 418.4966 634.0709 0.1354087 0.6328983
Moved 332.9298 411.3998 632.6799 0.118981 0.6293207
Moved 332.9445 402.5193 630.6077 0.09842416 0.623991
Moved 332.9593 396.6434 628.9108 0.08482266 0.6196265
Moved 332.975 391.1256 627.5314 0.07204999 0.6160787
Moved 332.9907 385.5868 625.2934 0.05922874 0.6103224
Moved 333.0056 381.3321 623.7773 0.04937977 0.6064231
Moved 333.021 378.2521 621.5014 0.04225025 0.6005693
Moved 333.0373 372.9067 617.6045 0.02987673 0.5905464
Moved 333.0518 369.8457 614.8457 0.02279103 0.5834508
Moved 333.0664 364.1409 610.6057 0.009585322 0.5725453
Moved 333.0845 361.4576 607.3051 0.00337412 0.5640562
Moved 333.0989 357.2674 602.0231 -0.006325543 0.5504709
Moved 333.1131 353.1195 595.8658 -0.01592716 0.5346343
Moved 333.1296 350.4681 590.9362 -0.02206455 0.5219551
Moved 333.1497 346.7679 583.5357 -0.03062998 0.5029209
Moved 333.1604 345.5393 576.6964 -0.03347392 0.48533
Moved 333.176 344.158 570.632 -0.03667131 0.4697323
Moved 333.1913 342.7815 565.1262 -0.03985757 0.4555713
Moved 333.2048 341.3835 560.534 -0.0430938 0.4437602
Moved 333.2215 341 554.9872 -0.04398147 0.4294939
Moved 333.2368 339.6094 550.8282 -0.04720052 0.4187967
Moved 333.252 340 548.0776 -0.04629632 0.4117222
Moved 333.2672 340 541.7675 -0.04629632 0.3954923
Moved 333.2847 338.8045 536.2178 -0.04906371 0.3812186
Moved 333.299 339 530.6892 -0.04861111 0.3669989
Moved 333.3146 339 525.1838 -0.04861111 0.3528389
Moved 333.33 339 521.0094 -0.04861111 0.3421023
Moved 333.3441 339 516.726 -0.04861111 0.3310853
Moved 333.3596 339 514.2695 -0.04861111 0.3247672
Moved 333.3761 339 511.6012 -0.04861111 0.3179042
Moved 333.3923 339 510.4226 -0.04861111 0.3148728
Ended 333.4072 339 509 -0.04861111 0.3112139
Candidates 333.5301 12 its goes hours press does ita opera is iowa gotta hopes ira
Began 334.2395 471 486 0.2569444 0.2520575
Stationary 334.2541 471 486 0.2569444 0.2520575
Stationary 334.2684 471 486 0.2569444 0.2520575
Stationary 334.2843 471 486 0.2569444 0.2520575
Moved 334.3041 454.035 486 0.2176736 0.2520575
Moved 334.3165 442.4162 486 0.1907783 0.2520575
Moved 334.3335 427.2883 486 0.1557599 0.2520575
Moved 334.3466 410.3565 486 0.116566 0.2520575
Moved 334.3635 397.1466 486 0.08598755 0.2520575
Moved 334.3778 377.9954 486 0.0416561 0.2520575
Moved 334.3929 362 486 0.004629592 0.2520575
Moved 334.4083 343.3631 486 -0.03851135 0.2520575
Moved 334.4251 329.1807 486 -0.07134099 0.2520575
Ended 334.4412 306 486 -0.125 0.2520575
Accept 334.4978 1 goes
Began 334.8527 450 402 0.2083333 0.03600815
Stationary 334.8702 450 402 0.2083333 0.03600815
Stationary 334.8854 450 402 0.2083333 0.03600815
Stationary 334.9019 450 402 0.2083333 0.03600815
Stationary 334.9166 450 402 0.2083333 0.03600815
Moved 334.9333 450 412.4019 0.2083333 0.06276209
Moved 334.9487 438.8935 421.213 0.1826239 0.08542418
Moved 334.9635 433.6945 433.7638 0.1705891 0.1177052
Moved 334.9793 430.6607 443.018 0.1635664 0.1415071
Moved 334.9937 428.9496 453.7267 0.1596055 0.1690502
Moved 335.0108 427.0899 464.3705 0.1553008 0.1964261
Moved 335.0342 426 479.0684 0.1527777 0.2342293
Moved 335.0471 426 485.2547 0.1527777 0.2501406
Stationary 335.0586 426 485.2547 0.1527777 0.2501406
Moved 335.0729 426 490.7882 0.1527777 0.2643728
Moved 335.0867 426 493.5 0.1527777 0.2713476
Moved 335.1014 426 496.574 0.1527777 0.2792541
Moved 335.1169 434.691 499.4832 0.1728958 0.2867364
Moved 335.1342 438.5116 503.2558 0.1817399 0.2964398
Moved 335.1486 444.0568 506.0284 0.1945759 0.3035708
Moved 335.1644 449.6064 508.8032 0.2074223 0.3107078
Moved 335.1794 459.4438 510.7777 0.2301938 0.3157862
Moved 335.1951 469.1606 512.1658 0.2526866 0.3193563
Moved 335.2126 476.2765 513.1824 0.2691585 0.321971
Moved 335.2295 489.3882 514 0.2995098 0.324074
Moved 335.2425 501.0781 515.0087 0.3265696 0.3266683
Moved 335.2568 510.7195 515 0.3488878 0.326646
Moved 335.2724 523.0016 515.778 0.3773187 0.328647
Moved 335.2881 533.1797 516 0.4008791 0.329218
Moved 335.3017 547 517.5 0.4328704 0.3330761
Moved 335.3181 553.894 517 0.4488288 0.33179
Moved 335.3357 564.7839 517.976 0.4740369 0.3343003
Moved 335.3549 582.7318 520.7463 0.5155829 0.3414257
Stationary 335.3666 582.7318 520.7463 0.5155829 0.3414257
Moved 335.3797 591.9703 521 0.5369682 0.3420781
Moved 335.3961 598.5 522.5 0.5520834 0.3459361
Moved 335.4104 606.5393 523.9078 0.5706928 0.3495571
Moved 335.4258 613.4366 525.2873 0.5866587 0.3531051
Moved 335.4415 618.4503 526.29 0.5982646 0.3556842
Moved 335.4571 625.7558 528.7512 0.6151755 0.3620142
Moved 335.4725 631.5388 531.2694 0.6285621 0.3684912
Moved 335.4884 636.4435 533.4811 0.6399155 0.3741798
Moved 335.503 640.5999 535.7332 0.6495367 0.3799722
Moved 335.5189 644.7596 537.2532 0.6591657 0.3838816
Moved 335.5336 649.2722 539.6361 0.6696116 0.3900105
Moved 335.55 651.5475 541.5475 0.6748785 0.3949267
Moved 335.5645 656.3535 544.1768 0.6860034 0.4016891
Moved 335.5788 660.4274 546.9516 0.6954337 0.408826
Moved 335.5951 665.5844 549.723 0.7073713 0.4159541
Moved 335.6107 669.7537 551.2512 0.7170225 0.4198847
Ended 335.6271 675 555 0.7291667 0.4295266
Candidates 335.6833 12 to up top group tip too tp yup ttp http trip rip
Began 336.5169 541 493 0.4189815 0.2700616
Stationary 336.5421 541 493 0.4189815 0.2700616
Stationary 336.5539 541 493 0.4189815 0.2700616
Moved 336.5665 521.6114 493 0.3741004 0.2700616
Moved 336.5857 504.5 500 0.3344906 0.2880658
Moved 336.5985 482.3686 500.924 0.2832606 0.2904422
Moved 336.6139 461.2823 502.3145 0.2344498 0.2940188
Moved 336.6298 443.5 503.5 0.193287 0.2970678
Moved 336.6444 418.4431 504.7662 0.135285 0.3003244
Moved 336.6592 396.6302 505 0.08479208 0.3009258
Moved 336.6768 378 505 0.04166663 0.3009258
Moved 336.6907 364.711 505 0.01090507 0.3009258
Moved 336.7058 354.7921 505 -0.01205534 0.3009258
Ended 336.7207 348 505 -0.0277778 0.3009258
Accept 336.7638 1 up
Began 337.7047 452 568 0.2129629 0.4629629
Stationary 337.7238 452 568 0.2129629 0.4629629
Stationary 337.7399 452 568 0.2129629 0.4629629
Stationary 337.7568 452 568 0.2129629 0.4629629
Stationary 337.7683 452 568 0.2129629 0.4629629
Stationary 337.7846 452 568 0.2129629 0.4629629
Stationary 337.7998 452 568 0.2129629 0.4629629
Moved 337.8146 452 555.3761 0.2129629 0.430494
Moved 337.8324 452 552.2362 0.2129629 0.4224181
Moved 337.8472 460.9788 546.8693 0.2337472 0.4086143
Moved 337.862 462.3444 540.639 0.2369083 0.39259
Moved 337.8774 466.174 532.652 0.2457731 0.3720474
Moved 337.8955 470.3171 521.4877 0.2553638 0.3433324
Moved 337.9098 475.3502 513.9747 0.2670143 0.324009
Moved 337.9235 479.6514 505.6972 0.2769709 0.3027191
Moved 337.9384 485 495 0.2893518 0.2752057
Moved 337.9525 488.6448 484.7269 0.2977889 0.248783
Moved 337.9696 493.1584 472.5776 0.308237 0.217535
Moved 337.9846 497.3123 462.938 0.3178525 0.1927418
Moved 337.9995 500.6304 454.1089 0.3255332 0.1700331
Moved 338.0148 504.5777 445.8446 0.3346706 0.1487772
Moved 338.0353 508.7075 437.0157 0.3442304 0.1260693
Moved 338.0472 511.9157 429.2106 0.3516567 0.1059943
Moved 338.0616 514.9769 423.0463 0.3587428 0.09013968
Moved 338.0771 519.1574 414.6852 0.3684199 0.06863464
Moved 338.0913 523.2738 407.9683 0.3779486 0.05135862
Moved 338.1064 527.4154 401.3077 0.3875357 0.03422753
Moved 338.1227 530.0338 396.9324 0.3935968 0.02297433
Moved 338.1373 533.6868 392.3132 0.4020528 0.01109343
Moved 338.1542 536.546 388.181 0.4086712 0.0004655736
Moved 338.1699 539 384.5 0.4143518 -0.009002057
Moved 338.1848 541.3726 382.6274 0.4198439 -0.01381839
Moved 338.2001 545.1895 378.8105 0.4286793 -0.0236355
Moved 338.216 547.8704 376.1296 0.4348852 -0.030531
Moved 338.2308 552.4809 373.3461 0.4455577 -0.03769023
Moved 338.246 557.8062 370.5969 0.4578846 -0.04476107
Moved 338.2608 561.1865 369.4067 0.4657096 -0.04782225
Moved 338.2776 564.9199 368.0267 0.4743516 -0.05137181
Moved 338.2925 567.0211 366.9894 0.4792154 -0.05403958
Moved 338.3123 571.1818 367 0.4888468 -0.05401234
Moved 338.3239 574.5431 367 0.4966275 -0.05401234
Moved 338.3386 577.3015 367 0.5030127 -0.05401234
Moved 338.3539 581.5 380.5 0.5127315 -0.0192902
Moved 338.3694 586.7318 392.1058 0.524842 0.01056016
Moved 338.3866 589.5801 399.4503 0.5314355 0.02945017
Moved 338.3993 590.5 411.5 0.5335647 0.06044234
Moved 338.4148 591 428.4437 0.5347222 0.1040218
Moved 338.4306 591 445.6691 0.5347222 0.1483259
Moved 338.4459 591 462 0.5347222 0.1903292
Moved 338.4609 591 481.8849 0.5347222 0.2414734
Moved 338.4783 591 498.449 0.5347222 0.2840766
Moved 338.495 586.3109 514.0386 0.5238677 0.3241732
Moved 338.5087 581.8891 528.5545 0.5136322 0.3615084
Moved 338.5242 578.738 539.9607 0.5063379 0.3908454
Moved 338.54 576 554 0.5000001 0.4269547
Moved 338.5552 571.3621 565.0344 0.489264 0.4553353
Moved 338.5768 563.6968 587.9095 0.4715204 0.5141706
Stationary 338.5881 563.6968 587.9095 0.4715204 0.5141706
Moved 338.6013 559.8917 597.2527 0.4627121 0.5382014
Moved 338.6171 555.7291 605.5417 0.4530767 0.5595209
Moved 338.6328 552.5 610.5 0.4456018 0.5722736
Moved 338.6483 548.6667 617.1666 0.4367286 0.5894201
Moved 338.6627 544.3392 625.3216 0.4267111 0.6103949
Moved 338.6803 540.1689 632.0519 0.4170575 0.6277053
Moved 338.6942 535.031 639.9535 0.4051643 0.6480284
Moved 338.709 532.2408 645.5185 0.3987055 0.6623417
Moved 338.7255 527.4854 650.5146 0.3876976 0.675192
Moved 338.7393 523.5886 655.5485 0.3786774 0.6881391
Moved 338.7549 520.5083 657.3278 0.3715469 0.6927154
Moved 338.7705 516.7969 660.2031 0.3629557 0.7001107
Moved 338.7867 513.0398 661.9868 0.3542588 0.7046984
Moved 338.8018 508.8775 663.3741 0.3446239 0.7082668
Moved 338.8168 503.7239 664 0.3326941 0.7098765
Moved 338.8409 490.5 664 0.3020833 0.7098765
Stationary 338.851 490.5 664 0.3020833 0.7098765
Moved 338.8626 484.6007 664 0.2884275 0.7098765
Moved 338.8812 473.4884 656.3907 0.2627046 0.6903052
Moved 338.8954 459.5794 650.6318 0.2305079 0.6754932
Moved 338.91 448.4009 645.3339 0.2046317 0.6618668
Moved 338.9267 437.0291 638.3932 0.1783081 0.6440153
Moved 338.9414 422.471 629.9807 0.1446088 0.6223781
Moved 338.9569 407.4326 620.8357 0.1097978 0.5988571
Moved 338.9705 394.5347 613.6304 0.07994155 0.5803251
Moved 338.9884 384.1996 607.3198 0.05601774 0.5640939
Moved 339.0023 369.985 596.4887 0.02311339 0.5362363
Moved 339.0179 357.7627 588.1751 -0.005178948 0.5148537
Moved 339.0346 345.5 580 -0.03356482 0.4938271
Moved 339.0479 333.8153 571.7134 -0.06061271 0.4725137
Moved 339.0721 312.3494 556.6782 -0.1103023 0.4338429
Stationary 339.0819 312.3494 556.6782 -0.1103023 0.4338429
Moved 339.0932 304.4352 551.8201 -0.1286223 0.421348
Moved 339.1095 296.3051 545.4209 -0.1474419 0.4048891
Moved 339.1286 289.5 541.5 -0.1631944 0.3948044
Moved 339.1413 282.5865 535.4692 -0.1791979 0.3792931
Moved 339.1566 275.6166 531.17 -0.1953319 0.3682354
Moved 339.1725 273.0532 528.7021 -0.2012658 0.361888
Moved 339.1872 269.9499 526.975 -0.2084493 0.3574458
Moved 339.2023 268.5989 525.5989 -0.2115765 0.3539066
Moved 339.2181 267.6851 524.6851 -0.2136918 0.3515563
Moved 339.234 266.5 525 -0.2164352 0.3523662
Moved 339.2486 267 523.9127 -0.2152778 0.3495697
Stationary 339.2645 267 523.9127 -0.2152778 0.3495697
Stationary 339.2793 267 524 -0.2152778 0.3497942
Stationary 339.3012 267 524 -0.2152778 0.3497942
Stationary 339.3108 267 524 -0.2152778 0.3497942
Moved 339.3255 267 529.8896 -0.2152778 0.3649423
Moved 339.3408 278.856 535.7424 -0.1878334 0.3799958
Moved 339.3568 284.2327 542.349 -0.1753874 0.3969881
Moved 339.3713 291.6732 551.6188 -0.1581639 0.4208301
Moved 339.3876 299.932 561.254 -0.1390463 0.4456122
Moved 339.4032 310.4576 570.7401 -0.1146815 0.4700103
Moved 339.4184 323.9886 582.8898 -0.08335967 0.5012596
Moved 339.4345 337.9084 598.3993 -0.0511379 0.5411503
Moved 339.4497 344.7619 604.7619 -0.03527338 0.557515
Moved 339.4645 357.1907 617.1907 -0.006503066 0.5894821
Moved 339.4793 367.1556 625.8477 0.01656393 0.6117481
Moved 339.4958 379.1931 637.1932 0.04442861 0.6409289
Moved 339.5104 390.5974 648.5974 0.07082721 0.6702605
Moved 339.5341 412.6959 668.0219 0.1219812 0.7202209
Stationary 339.5446 412.6959 668.0219 0.1219812 0.7202209
Moved 339.5566 420.6587 675.6586 0.1404135 0.7398627
Moved 339.572 428.9262 681.2841 0.1595513 0.7543314
Moved 339.588 436.5189 688.5189 0.1771271 0.7729394
Moved 339.6035 443.411 694.3288 0.1930811 0.7878825
Moved 339.619 450.3449 700.345 0.2091318 0.8033563
Moved 339.6355 457.2746 706.4197 0.2251726 0.8189806
Moved 339.6501 464.1944 711.9555 0.2411907 0.8332187
Moved 339.6658 470.5 715.5 0.2557871 0.8423354
Ended 339.6803 474 717 0.2638889 0.8461932
Candidates 339.769 12 must most midst murray noisy blast boat busy modest mystery murder boost
Began 340.3442 423 486 0.1458333 0.2520575
Stationary 340.3598 423 486 0.1458333 0.2520575
Stationary 340.3777 423 486 0.1458333 0.2520575
Stationary 340.3899 423 486 0.1458333 0.2520575
Moved 340.4067 423 499.3961 0.1458333 0.2865126
Moved 340.422 414.0975 511.0154 0.1252256 0.3163975
Moved 340.4371 412.0999 527.4009 0.1206016 0.3585414
Moved 340.4514 410.1767 548.3499 0.1161497 0.4124225
Moved 340.4673 410 564.312 0.1157407 0.4534771
Moved 340.4899 420.5 617 0.1400463 0.5889916
Moved 340.5031 427.8492 633.6985 0.1570584 0.6319405
Stationary 340.5132 427.8492 633.6985 0.1570584 0.6319405
Moved 340.5268 436.1732 646.2598 0.1763268 0.6642483
Moved 340.542 445.5362 658.8043 0.1980005 0.6965128
