effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 1409.83 277 518 -0.1921296 0.3343621
Stationary 1409.859 277 518 -0.1921296 0.3343621
Stationary 1409.87 277 518 -0.1921296 0.3343621
Stationary 1409.881 277 518 -0.1921296 0.3343621
Stationary 1409.896 277 518 -0.1921296 0.3343621
Stationary 1409.912 277 518 -0.1921296 0.3343621
Stationary 1409.926 277 518 -0.1921296 0.3343621
Stationary 1409.942 277 518 -0.1921296 0.3343621
Stationary 1409.959 277 518 -0.1921296 0.3343621
Stationary 1409.973 277 518 -0.1921296 0.3343621
Stationary 1409.988 277 518 -0.1921296 0.3343621
Moved 1410.004 277 506.5999 -0.1921296 0.3050407
Moved 1410.02 277 501.0901 -0.1921296 0.2908695
Moved 1410.035 285.3429 492.2999 -0.1728175 0.268261
Moved 1410.051 288.5184 481.6054 -0.1654667 0.2407546
Moved 1410.066 293.9427 465.1719 -0.1529105 0.1984874
Moved 1410.081 298.0044 451.9867 -0.1435083 0.1645747
Moved 1410.097 301.2052 437.9739 -0.1360991 0.1285338
Moved 1410.112 303.5471 425.0756 -0.1306779 0.09535891
Moved 1410.127 305.9944 414.0196 -0.125013 0.0669227
Moved 1410.143 307.4304 406.8481 -0.121689 0.04847769
Moved 1410.159 307 404.5 -0.1226852 0.04243823
Moved 1410.173 308.9587 400.0826 -0.1181512 0.03107655
Moved 1410.189 309 397.1918 -0.1180555 0.02364131
Moved 1410.207 310 396.1609 -0.1157407 0.0209901
Moved 1410.234 310.7223 393.2777 -0.1140688 0.01357424
Moved 1410.25 311.5 392.5 -0.1122685 0.01157403
Moved 1410.266 311 391.7016 -0.113426 0.009520495
Stationary 1410.28 311 391.7016 -0.113426 0.009520495
Moved 1410.296 313.2094 390.7906 -0.1083117 0.007177517
Moved 1410.312 322.2617 391 -0.08735721 0.007715971
Moved 1410.327 339.2843 404.1855 -0.04795308 0.0416293
Moved 1410.343 362 415 0.004629592 0.06944436
Moved 1410.358 392.155 433.4769 0.07443289 0.1169674
Moved 1410.374 421.1058 450.8635 0.1414486 0.1616857
Moved 1410.388 440.7307 462.6384 0.1868767 0.1919712
Moved 1410.404 464.4472 475.6776 0.241776 0.225508
Moved 1410.42 481.7471 488.5604 0.2818221 0.2586429
Moved 1410.436 497.1664 497.7776 0.3175147 0.2823497
Moved 1410.45 510.3896 505.3276 0.3481241 0.3017684
Moved 1410.465 520.6209 511.1725 0.3718076 0.3168018
Moved 1410.481 525.4882 514.3254 0.3830745 0.3249111
Moved 1410.496 527.3408 516.3408 0.387363 0.3300946
Moved 1410.514 528.6757 517.6757 0.3904529 0.3335279
Moved 1410.528 529 519.1175 0.3912036 0.3372363
Stationary 1410.543 529 519.1175 0.3912036 0.3372363
Moved 1410.558 529 520.9984 0.3912036 0.342074
Moved 1410.574 517.4772 522.4404 0.3645305 0.3457828
Moved 1410.589 485.3629 524.8754 0.290192 0.3520457
Moved 1410.609 447.1913 525 0.2018315 0.3523662
Moved 1410.636 382.4468 525 0.05196025 0.3523662
Moved 1410.653 357.2844 525 -0.006286055 0.3523662
Moved 1410.666 341.1443 525 -0.04364734 0.3523662
Moved 1410.681 328.1793 516.5839 -0.07365912 0.3307197
Moved 1410.697 313.8777 515.0792 -0.1067645 0.3268496
Moved 1410.714 305.4008 512.4003 -0.1263869 0.3199595
Moved 1410.728 299.3299 510.8325 -0.14044 0.315927
Moved 1410.744 294.7802 510 -0.1509719 0.3137859
Moved 1410.76 292.9512 508.9512 -0.1552055 0.3110884
Moved 1410.775 291.5063 509 -0.1585502 0.3112139
Moved 1410.791 290.5 509 -0.1608796 0.3112139
Moved 1410.806 291 509 -0.1597222 0.3112139
Moved 1410.822 305.0582 503.1031 -0.12718 0.2960471
Moved 1410.836 322.5055 498.1319 -0.0867929 0.283261
Moved 1410.853 337.0488 492.3805 -0.05312785 0.2684683
Moved 1410.867 344.2399 490.304 -0.03648172 0.2631276
Moved 1410.882 350.1447 488.7138 -0.02281323 0.2590375
Moved 1410.897 357 486 -0.006944438 0.2520575
Ended 1410.912 357 486 -0.006944438 0.2520575
Candidates 1411.082 12 effort for sort sport door sorry short support fort white spite foot
Began 1411.498 383 276 0.05324075 -0.288066
Stationary 1411.516 383 276 0.05324075 -0.288066
Stationary 1411.53 383 276 0.05324075 -0.288066
Stationary 1411.544 383 276 0.05324075 -0.288066
Stationary 1411.56 383 276 0.05324075 -0.288066
Stationary 1411.575 383 276 0.05324075 -0.288066
Stationary 1411.59 383 276 0.05324075 -0.288066
Moved 1411.607 383 287.2515 0.05324075 -0.2591268
Moved 1411.622 392.8166 289.9083 0.07596433 -0.2522936
Moved 1411.644 397.3852 302.9629 0.08653969 -0.2187169
Stationary 1411.654 397.3852 302.9629 0.08653969 -0.2187169
Moved 1411.667 399.2727 307.2728 0.09090911 -0.2076318
Moved 1411.684 400 310.1546 0.09259263 -0.2002196
Moved 1411.7 401.5 314.5 0.0960648 -0.1890433
Moved 1411.713 403.8941 319.8412 0.1016067 -0.1753056
Moved 1411.73 405.0454 325.2272 0.1042719 -0.1614528
Moved 1411.745 406.0132 331.533 0.106512 -0.1452341
Moved 1411.76 407.9473 336.842 0.1109892 -0.1315793
Moved 1411.775 408 342.5558 0.1111111 -0.1168834
Moved 1411.791 409.8356 346.5069 0.1153602 -0.106721
Moved 1411.808 410 350.8355 0.1157407 -0.09558775
Moved 1411.822 412.7138 356.1415 0.1220227 -0.08194071
Moved 1411.838 413.854 360.416 0.124662 -0.07094646
Moved 1411.853 415.2266 367.1332 0.1278394 -0.05366988
Moved 1411.869 416.6747 376.3735 0.1311915 -0.02990353
Moved 1411.884 419.2517 385.8811 0.1371568 -0.005449837
Moved 1411.9 420.5 395.5 0.1400463 0.01929004
Moved 1411.915 423.8071 406.1321 0.1477017 0.04663593
Ended 1411.929 426.6486 418.9186 0.1542792 0.07952321
Accept 1411.958 0 effort
Began 1412.142 521 492 0.3726852 0.2674896
Stationary 1412.161 521 492 0.3726852 0.2674896
Stationary 1412.175 521 492 0.3726852 0.2674896
Stationary 1412.19 521 492 0.3726852 0.2674896
Stationary 1412.207 521 492 0.3726852 0.2674896
Moved 1412.222 487.961 492 0.296206 0.2674896
