effort is what it will take
effort is what it will take
Basic
0.6 0.6
432 388.8
Began 923.0852 306 497 -0.125 0.2803498
Stationary 923.1013 306 497 -0.125 0.2803498
Stationary 923.1152 306 497 -0.125 0.2803498
Stationary 923.1306 306 497 -0.125 0.2803498
Stationary 923.1454 306 497 -0.125 0.2803498
Stationary 923.1608 306 497 -0.125 0.2803498
Stationary 923.1768 306 497 -0.125 0.2803498
Stationary 923.1921 306 497 -0.125 0.2803498
Stationary 923.2078 306 497 -0.125 0.2803498
Stationary 923.2236 306 497 -0.125 0.2803498
Stationary 923.2385 306 497 -0.125 0.2803498
Stationary 923.2538 306 497 -0.125 0.2803498
Moved 923.2691 297 497 -0.1458333 0.2803498
Stationary 923.2856 297 497 -0.1458333 0.2803498
Stationary 923.2994 297 497 -0.1458333 0.2803498
Stationary 923.3154 297 497 -0.1458333 0.2803498
Stationary 923.3317 297 497 -0.1458333 0.2803498
Stationary 923.3461 297 497 -0.1458333 0.2803498
Stationary 923.3609 297 497 -0.1458333 0.2803498
Stationary 923.377 297 497 -0.1458333 0.2803498
Stationary 923.3931 297 497 -0.1458333 0.2803498
Moved 923.4168 307.5 504 -0.1215278 0.2983539
Stationary 923.4266 307.5 504 -0.1215278 0.2983539
Moved 923.4379 305.5 505.5 -0.1261574 0.3022119
Stationary 923.4547 305.5 505.5 -0.1261574 0.3022119
Moved 923.4736 306 505.8314 -0.125 0.3030643
Moved 923.4864 306 506.5 -0.125 0.3047839
Stationary 923.4997 306 506.5 -0.125 0.3047839
Moved 923.5162 306 506 -0.125 0.3034978
Stationary 923.5318 306 506 -0.125 0.3034978
Stationary 923.5472 306 506 -0.125 0.3034978
Stationary 923.5632 306 506 -0.125 0.3034978
Moved 923.5781 306 495.7914 -0.125 0.2772413
Moved 923.5936 307.9821 487.0629 -0.1204119 0.2547913
Moved 923.6105 310.8567 469.8601 -0.1137577 0.2105455
Moved 923.6245 313.7362 460.187 -0.1070921 0.1856659
Moved 923.6404 316.6115 447.248 -0.1004363 0.1523867
Moved 923.6555 320.0165 433.9338 -0.09255429 0.1181425
Moved 923.6705 321.7773 416.1137 -0.08847857 0.07230884
Moved 923.686 324.6245 403.1898 -0.08188779 0.03906834
Moved 923.7022 325.7574 393.6978 -0.07926518 0.01465464
Moved 923.7172 327.1927 386.0366 -0.07594287 -0.00505
Moved 923.7322 327.6335 380.0995 -0.07492249 -0.02032009
Moved 923.7484 328 376.8461 -0.07407407 -0.02868801
Moved 923.7638 328 374.7389 -0.07407407 -0.03410787
Moved 923.7791 329 373.3879 -0.07175927 -0.03758254
Moved 923.7941 330.0494 373 -0.06932998 -0.03858032
Stationary 923.8104 330.0494 373 -0.06932998 -0.03858032
Moved 923.8252 332.8766 373 -0.06278574 -0.03858032
Moved 923.8422 337.1271 373 -0.0529466 -0.03858032
Moved 923.8553 351.021 385.0314 -0.02078478 -0.007635242
Moved 923.8713 366.646 400.7362 0.01538416 0.03275761
Moved 923.8864 399.5445 437.4875 0.09153823 0.1272828
Moved 923.902 432.5056 473.0061 0.167837 0.218637
Moved 923.9181 456.9247 499.1075 0.2243628 0.2857704
Moved 923.9332 477.7984 515.913 0.2726814 0.3289943
Moved 923.9489 493.6674 526.4005 0.3094153 0.3559681
Moved 923.9659 508 538 0.3425926 0.3858024
Moved 923.979 515.9622 543.2533 0.3610236 0.399314
Moved 923.9949 524.3231 550.2693 0.3803775 0.4173592
Moved 924.0102 529.4816 554.9877 0.3923185 0.4294951
Moved 924.0253 531.9312 557.8623 0.3979887 0.4368886
Moved 924.0408 533.3724 559.3724 0.4013249 0.4407724
Moved 924.056 534 561.8133 0.4027778 0.4470505
Moved 924.0717 534 563.2516 0.4027778 0.45075
Moved 924.0857 534 564.5 0.4027778 0.4539608
Moved 924.1021 534 566.7798 0.4027778 0.4598245
Moved 924.1179 520.6677 569.4241 0.371916 0.4666256
Moved 924.1325 508.1284 570.6524 0.3428898 0.4697849
Moved 924.1479 493.0025 571 0.3078762 0.4706789
Moved 924.1637 473 571 0.2615741 0.4706789
Moved 924.1787 453.341 564.1836 0.2160671 0.453147
Moved 924.1936 426.2622 556.9637 0.1533847 0.4345774
Moved 924.2102 401.3279 552.2452 0.09566636 0.4224412
Moved 924.2255 372.3571 545.094 0.02860447 0.4040482
Moved 924.2416 348.2213 537.5692 -0.0272655 0.3846942
Moved 924.2564 330.2075 533.322 -0.06896421 0.3737705
Moved 924.2717 311.3633 526.2166 -0.1125851 0.3554953
Moved 924.2886 296.0095 522.6028 -0.1481262 0.3462006
Moved 924.303 285.3167 519.519 -0.1728781 0.3382691
Moved 924.321 278.2135 518.7448 -0.1893207 0.3362777
Moved 924.3324 268.532 514.6566 -0.2117314 0.3257627
Moved 924.3478 262.1121 512.778 -0.2265924 0.320931
Moved 924.3633 259.0184 511.3395 -0.2337536 0.3172311
Moved 924.3787 255.8024 511 -0.2411981 0.3163579
Stationary 924.3935 256 511 -0.2407407 0.3163579
Stationary 924.41 256 511 -0.2407407 0.3163579
Stationary 924.4259 256 511 -0.2407407 0.3163579
Stationary 924.4421 256 511 -0.2407407 0.3163579
Stationary 924.4555 256 511 -0.2407407 0.3163579
Moved 924.4719 270.8044 520.5262 -0.2064712 0.3408596
Moved 924.4874 279.5479 521.5851 -0.1862318 0.343583
Moved 924.5031 290.8387 524.4597 -0.1600955 0.3509766
Moved 924.5179 302.0824 525.6758 -0.1340685 0.3541045
Moved 924.5332 309.2116 526.8423 -0.1175658 0.3571047
Moved 924.5563 321.3372 528.6686 -0.08949712 0.361802
Stationary 924.5672 321.3372 528.6686 -0.08949712 0.361802
Moved 924.5789 325.3178 529 -0.08028293 0.3626543
Moved 924.5942 326.554 529 -0.07742126 0.3626543
Ended 924.6116 327.5 529 -0.07523149 0.3626543
Candidates 924.7323 12 effort for door sort fort short shorter dow sorry fire show sport
Began 925.162 379 326 0.04398147 -0.1594652
Stationary 925.1843 379 326 0.04398147 -0.1594652
Stationary 925.1955 379 326 0.04398147 -0.1594652
Stationary 925.2099 379 326 0.04398147 -0.1594652
Stationary 925.2253 379 326 0.04398147 -0.1594652
Moved 925.2408 379 346.3755 0.04398147 -0.1070589
Moved 925.2559 379 372.0558 0.04398147 -0.04100886
