travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Began 823.9707 365 418 0.01157403 0.07716041
Stationary 823.9916 365 418 0.01157403 0.07716041
Stationary 824.0034 365 418 0.01157403 0.07716041
Stationary 824.0189 365 418 0.01157403 0.07716041
Moved 824.0352 351.9759 439.0604 -0.0185744 0.131328
Moved 824.0508 347.8765 452.745 -0.02806366 0.1665251
Moved 824.0653 343.6909 476.3152 -0.03775259 0.2271481
Moved 824.0844 340.4267 490.2934 -0.04530862 0.2631002
Moved 824.0968 337.5957 505.2239 -0.05186185 0.3015017
Moved 824.1133 335.4171 517.0803 -0.05690485 0.3319965
Moved 824.1271 335 524.838 -0.05787035 0.3519496
Moved 824.1428 333.6488 534.4581 -0.06099805 0.3766925
Moved 824.1589 333.2625 539.6874 -0.06189232 0.3901424
Moved 824.1743 333 546.6204 -0.06249999 0.4079741
Moved 824.1895 331.5 553.5 -0.06597221 0.4256686
Moved 824.2046 330.8055 557.7917 -0.06757975 0.4367069
Moved 824.2197 329.0188 562.9249 -0.07171581 0.4499096
Moved 824.2365 327.6275 567.1174 -0.07493624 0.4606928
Moved 824.2501 326.2419 569.5162 -0.07814372 0.4668625
Moved 824.2662 323.7141 571.1429 -0.08399527 0.4710466
Moved 824.2843 322.5 572.5 -0.08680557 0.474537
Moved 824.2972 320.0867 573 -0.09239197 0.4758229
Moved 824.3129 316.0649 573 -0.1017015 0.4758229
Moved 824.3304 306.4649 573 -0.1239238 0.4758229
Moved 824.3425 290.9201 565.4334 -0.1599071 0.4563616
Moved 824.3596 272.0371 552.7382 -0.2036179 0.4237092
Moved 824.3753 251.5476 540.189 -0.2510472 0.3914325
Moved 824.3896 231.2485 524.0701 -0.2980359 0.3499745
Moved 824.4054 214.4763 510.0635 -0.3368605 0.3139494
Moved 824.4203 200 499.5 -0.3703704 0.2867798
Moved 824.4355 188.5123 487.9269 -0.3969621 0.2570136
Moved 824.4505 177.3004 477.3004 -0.4229157 0.2296821
Moved 824.4669 166.2033 466.2032 -0.4486035 0.2011399
Moved 824.4838 159.5474 459.6843 -0.4640106 0.184373
Moved 824.4974 153.9982 453.9982 -0.4768559 0.1697484
Moved 824.512 151.7242 450.7242 -0.4821198 0.1613277
Moved 824.5285 149.9748 448.9748 -0.4861694 0.1568281
Moved 824.5442 148.9243 447.9243 -0.4886011 0.1541262
Stationary 824.559 149 448 -0.4884259 0.1543209
Stationary 824.5754 149 448 -0.4884259 0.1543209
Moved 824.5908 149 444.4962 -0.4884259 0.1453092
Moved 824.6061 167.7297 437.1352 -0.4450702 0.1263765
