the facts get in the way
the facts get in the way
FixStart
0.6 0.6
432 388.8
Began 3674.551 411 208 0.1180555 -0.462963
Stationary 3674.564 411 208 0.1180555 -0.462963
Stationary 3674.577 411 208 0.1180555 -0.462963
Stationary 3674.591 411 208 0.1180555 -0.462963
Stationary 3674.607 411 208 0.1180555 -0.462963
Stationary 3674.621 411 208 0.1180555 -0.462963
Moved 3674.636 402.4259 222.6985 0.098208 -0.4251583
Moved 3674.654 399.9814 231.7102 0.09254942 -0.40198
Moved 3674.669 395.6436 242.391 0.08250832 -0.3745089
Moved 3674.684 387.6673 263.5538 0.06404469 -0.3200776
Moved 3674.7 380.6496 284.7111 0.04779994 -0.2656608
Moved 3674.715 374.5914 304.4302 0.03377636 -0.2149431
Moved 3674.731 368.8936 322.5322 0.02058695 -0.1683844
Moved 3674.746 366.0161 335.9273 0.01392623 -0.1339318
Moved 3674.761 364.5652 346.0435 0.0105676 -0.1079129
Moved 3674.776 363.5 356.5 0.008101861 -0.0810186
Moved 3674.792 363 369.4426 0.006944438 -0.0477301
Moved 3674.808 361.6081 376.9595 0.00372241 -0.02839634
Moved 3674.823 362 383.3638 0.004629592 -0.0119243
Moved 3674.839 362 389.1187 0.004629592 0.002877153
Moved 3674.854 362 392.164 0.004629592 0.0107098
Moved 3674.869 362 395.3201 0.004629592 0.01882745
Moved 3674.884 362 396.5 0.004629592 0.02186214
Moved 3674.9 362 397.7242 0.004629592 0.02501072
Moved 3674.915 362 398.5 0.004629592 0.02700609
Moved 3674.933 370.0068 398 0.02316385 0.02572008
Moved 3674.946 390.6415 381.3157 0.07092953 -0.0171922
Moved 3674.962 409.4874 362.5126 0.1145542 -0.06555407
Moved 3674.978 424.0905 344.0611 0.1483575 -0.1130117
Moved 3674.992 437.2614 322.5643 0.1788459 -0.1683019
Moved 3675.009 443.5166 308.9668 0.1933255 -0.2032748
Moved 3675.024 450.7202 292.746 0.2100006 -0.2449948
Moved 3675.039 459.0711 269.1318 0.2293313 -0.3057308
Moved 3675.054 464.1815 257.0463 0.2411609 -0.3368151
Moved 3675.07 467.4612 245.155 0.2487528 -0.3673996
Moved 3675.085 470.3401 236.9799 0.2554168 -0.3884263
Moved 3675.103 472.0991 231.7029 0.2594885 -0.4019987
Moved 3675.123 472 222.1643 0.2592593 -0.4265322
Stationary 3675.134 472 222.1643 0.2592593 -0.4265322
Moved 3675.146 472 218.8965 0.2592593 -0.4349371
Moved 3675.161 468.0191 217 0.2500443 -0.4398148
Moved 3675.177 457.4711 217 0.2256275 -0.4398148
Moved 3675.192 445.9383 217 0.1989313 -0.4398148
Moved 3675.207 432.6881 217 0.1682595 -0.4398148
Moved 3675.223 420.6552 228.2853 0.1404056 -0.4107889
Moved 3675.239 403.5452 241.3411 0.100799 -0.3772093
Moved 3675.256 387.1077 250.6588 0.06274918 -0.3532439
Moved 3675.27 367.562 265.7012 0.01750469 -0.3145545
Moved 3675.286 350.67 283.33 -0.0215971 -0.2692131
Moved 3675.301 332.3405 300.5319 -0.06402656 -0.2249696
Moved 3675.316 305.3904 332.9056 -0.1264112 -0.1417038
Moved 3675.332 290.7636 351.4827 -0.1602695 -0.0939231
Moved 3675.347 272.6365 380.24 -0.2022303 -0.01995895
Ended 3675.363 266 401 -0.2175926 0.03343609
Candidates 3675.45 12 the there threw trigger tiger further roger either ride rude where rise
Began 3675.99 446 205 0.199074 -0.470679
Stationary 3676.01 446 205 0.199074 -0.470679
Moved 3676.025 446 228.8529 0.199074 -0.4093289
Moved 3676.04 446 259.2543 0.199074 -0.3311362
Moved 3676.055 446 293.5513 0.199074 -0.2429235
Moved 3676.071 436.6563 329.8119 0.1774451 -0.1496609
Moved 3676.088 434.9279 376.5255 0.1734441 -0.0295128
Moved 3676.102 435 427.9692 0.1736111 0.1028013
Ended 3676.116 435 446 0.1736111 0.1491768
Accept 3676.159 0 the
Began 3676.702 444 208 0.1944444 -0.462963
Stationary 3676.718 444 208 0.1944444 -0.462963
Stationary 3676.733 444 208 0.1944444 -0.462963
Stationary 3676.748 444 208 0.1944444 -0.462963
Stationary 3676.763 444 208 0.1944444 -0.462963
Stationary 3676.779 444 208 0.1944444 -0.462963
Stationary 3676.795 444 208 0.1944444 -0.462963
Moved 3676.81 432.1285 208 0.1669641 -0.462963
Moved 3676.826 425.8313 208 0.1523873 -0.462963
Moved 3676.841 417.1167 219.8444 0.1322146 -0.4324991
Moved 3676.857 409.4782 220.8406 0.114533 -0.4299368
Moved 3676.872 403.5622 223.7189 0.1008383 -0.4225338
Moved 3676.888 392.4124 225.7982 0.07502864 -0.4171856
Moved 3676.904 379.8351 227.2406 0.04591465 -0.4134759
Moved 3676.919 367.8979 229.7289 0.01828204 -0.4070759
Moved 3676.936 361.7256 230.8549 0.003994306 -0.4041798
Moved 3676.95 352.3081 232.2417 -0.01780525 -0.4006129
Moved 3676.966 342.207 233.6847 -0.0411875 -0.3969015
Moved 3676.982 334.3595 234 -0.05935306 -0.3960905
Moved 3676.997 326.1602 235 -0.07833283 -0.3935186
Moved 3677.011 319.1261 235 -0.09461541 -0.3935186
Moved 3677.027 312.3999 235 -0.1101854 -0.3935186
Moved 3677.042 309.5 235 -0.1168982 -0.3935186
Moved 3677.058 304.3133 235 -0.1289045 -0.3935186
Moved 3677.073 298.6572 235 -0.1419973 -0.3935186
