he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 84.0669 325 295 -0.08101851 -0.2391976
Stationary 84.08582 325 295 -0.08101851 -0.2391976
Stationary 84.10087 325 295 -0.08101851 -0.2391976
Stationary 84.11915 325 295 -0.08101851 -0.2391976
Stationary 84.13288 325 295 -0.08101851 -0.2391976
Stationary 84.1453 325 295 -0.08101851 -0.2391976
Stationary 84.16163 325 295 -0.08101851 -0.2391976
Stationary 84.17704 325 295 -0.08101851 -0.2391976
Moved 84.19218 340.4967 289.5034 -0.0451466 -0.253335
Moved 84.20887 350.5121 285.568 -0.02196282 -0.2634569
Moved 84.22349 359.6606 283.3342 -0.0007856886 -0.2692021
Moved 84.23966 369.7425 280.7878 0.02255211 -0.2757514
Moved 84.25517 378.7221 279.4556 0.04333814 -0.2791781
Moved 84.27128 385.914 278.0172 0.05998622 -0.2828777
Moved 84.2858 393.0796 276.5841 0.07657309 -0.2865636
Moved 84.30116 396.2446 276 0.08389951 -0.288066
Moved 84.3177 400.0014 276 0.09259592 -0.288066
Moved 84.33155 402.8676 276 0.09923041 -0.288066
Moved 84.34751 404.8803 275 0.1038896 -0.2906379
Moved 84.36353 406.3215 275 0.1072258 -0.2906379
Moved 84.3784 407.5 275 0.1099537 -0.2906379
Moved 84.39256 408.0943 275 0.1113294 -0.2906379
Stationary 84.4076 408.0943 275 0.1113294 -0.2906379
Stationary 84.42347 408.0943 275 0.1113294 -0.2906379
Moved 84.43934 397.5868 287.4959 0.08700639 -0.2584982
Moved 84.45512 386.9687 297.4024 0.06242742 -0.2330185
Moved 84.47044 376.5937 306.3483 0.03841142 -0.2100097
Moved 84.48701 365.0004 316.4996 0.01157502 -0.1839002
Moved 84.50117 351.5323 329.4677 -0.01960118 -0.1505461
Moved 84.51649 337.7863 342.1973 -0.05142063 -0.1178055
Moved 84.53297 313.1187 362.4905 -0.1085215 -0.06561098
Moved 84.54844 298.6265 377.3253 -0.1420683 -0.02745546
Moved 84.56571 288.2645 389.1263 -0.1660545 0.002896933
Moved 84.57917 276.2953 402.5427 -0.1937607 0.03740405
Moved 84.59422 266.1378 412.8622 -0.2172736 0.06394587
Moved 84.60896 252.8525 430.2918 -0.2480267 0.1087752
Moved 84.62516 243.8741 442.7513 -0.2688099 0.1408211
Moved 84.64017 230.3685 462.9472 -0.3000728 0.1927654
Moved 84.65611 224.4706 473.647 -0.3137254 0.2202855
Moved 84.67078 219.5513 482.8973 -0.3251126 0.2440775
Moved 84.68699 215.8162 490.9595 -0.3337588 0.2648136
Moved 84.7021 212.9422 497.1156 -0.3404116 0.280647
Moved 84.71781 210.0561 502.8878 -0.3470923 0.2954932
Moved 84.73359 209.5 505.5 -0.3483796 0.3022119
Moved 84.74824 208.9995 508.0005 -0.3495383 0.3086433
Moved 84.76579 207 510 -0.3541667 0.3137859
Ended 84.77787 207 510 -0.3541667 0.3137859
Candidates 84.89771 12 he her jew jet hr jr here hee let letter ht r
Began 85.22236 391 213 0.07175922 -0.4501029
Stationary 85.24149 391 213 0.07175922 -0.4501029
Moved 85.25687 391 231.8629 0.07175922 -0.4015872
Moved 85.27061 368.1146 280.1496 0.01878381 -0.2773931
Moved 85.28632 355.0801 348.897 -0.01138856 -0.1005735
Moved 85.30219 352.2268 426.5265 -0.01799355 0.09909069
Moved 85.31809 352 505.5706 -0.01851852 0.3023934
Moved 85.33326 379 572 0.04398147 0.4732509
Ended 85.34821 388 591 0.06481478 0.5221192
Accept 85.39335 0 he
Began 85.81715 358 329 -0.004629641 -0.151749
Stationary 85.82719 358 329 -0.004629641 -0.151749
Stationary 85.84025 358 329 -0.004629641 -0.151749
Stationary 85.85578 358 329 -0.004629641 -0.151749
Stationary 85.87135 358 329 -0.004629641 -0.151749
Stationary 85.88633 358 329 -0.004629641 -0.151749
Stationary 85.90195 358 329 -0.004629641 -0.151749
