do you prefer a window seat
do you prefer a window seat
Basic
0.6 0.6
432 388.8
Began 1512.796 319 316 -0.09490739 -0.1851853
Stationary 1512.818 319 316 -0.09490739 -0.1851853
Stationary 1512.83 319 316 -0.09490739 -0.1851853
Stationary 1512.845 319 316 -0.09490739 -0.1851853
Stationary 1512.862 319 316 -0.09490739 -0.1851853
Stationary 1512.877 319 316 -0.09490739 -0.1851853
Stationary 1512.891 319 316 -0.09490739 -0.1851853
Stationary 1512.906 319 316 -0.09490739 -0.1851853
Stationary 1512.922 319 316 -0.09490739 -0.1851853
Stationary 1512.937 319 316 -0.09490739 -0.1851853
Stationary 1512.954 319 316 -0.09490739 -0.1851853
Stationary 1512.971 319 316 -0.09490739 -0.1851853
Stationary 1512.983 319 316 -0.09490739 -0.1851853
Stationary 1512.999 319 316 -0.09490739 -0.1851853
Stationary 1513.015 319 316 -0.09490739 -0.1851853
Stationary 1513.029 319 316 -0.09490739 -0.1851853
Stationary 1513.045 319 316 -0.09490739 -0.1851853
Stationary 1513.062 319 316 -0.09490739 -0.1851853
Stationary 1513.077 319 316 -0.09490739 -0.1851853
Stationary 1513.091 319 316 -0.09490739 -0.1851853
Stationary 1513.108 319 316 -0.09490739 -0.1851853
Stationary 1513.123 319 316 -0.09490739 -0.1851853
Moved 1513.138 332.4026 328.6038 -0.06388296 -0.1527679
Moved 1513.155 338.1497 336.1871 -0.05057951 -0.1332638
Moved 1513.171 343.9018 343.3772 -0.03726443 -0.1147707
Moved 1513.186 346.8437 349.6093 -0.03045435 -0.09874155
Moved 1513.201 351.0449 355.3932 -0.02072935 -0.08386533
Moved 1513.216 355.3675 361.9457 -0.01072347 -0.06701206
Moved 1513.231 359.713 369.1884 -0.0006643435 -0.04838394
Moved 1513.246 362.718 372.9573 0.006291568 -0.03869021
Moved 1513.263 369.2918 382.0558 0.02150893 -0.01528869
Moved 1513.277 377.1502 391.3419 0.03969968 0.008595431
Moved 1513.293 383.1938 398.8326 0.05368938 0.02786157
Moved 1513.309 389.3233 405.3233 0.06787796 0.04455578
Moved 1513.325 396.5 412.5 0.08449078 0.06301432
Moved 1513.339 404.7214 421.7214 0.1035217 0.086732
Moved 1513.355 410.3554 427.3555 0.1165635 0.1012228
Moved 1513.37 419.6809 435.681 0.1381503 0.1226361
Moved 1513.385 426.8978 442.8978 0.154856 0.1411979
Moved 1513.401 432.6384 447.2288 0.1681445 0.1523374
Moved 1513.417 439.4186 453.4186 0.1838394 0.1682578
Moved 1513.431 445.1885 457.8914 0.1971956 0.1797616
Moved 1513.446 449.9399 462.205 0.2081943 0.1908563
Moved 1513.462 453.6374 465.6375 0.2167533 0.1996847
Moved 1513.477 456.5535 468.5535 0.2235035 0.207185
Moved 1513.492 461.4392 472.4392 0.2348131 0.2171789
Moved 1513.509 465.4749 475.3167 0.2441549 0.2245798
Moved 1513.524 470.7973 479.1982 0.2564752 0.2345632
Moved 1513.54 474.08 482.08 0.264074 0.2419752
Moved 1513.556 478.4717 484.9811 0.2742401 0.249437
Moved 1513.571 481.5 488.5 0.28125 0.2584876
Moved 1513.586 485.9902 492.9902 0.291644 0.2700365
Moved 1513.602 490.3185 495.879 0.3016632 0.2774665
Moved 1513.623 494.3246 499.3246 0.3109365 0.2863286
Stationary 1513.634 494.3246 499.3246 0.3109365 0.2863286
Moved 1513.647 496.7621 501.7621 0.316579 0.2925981
Moved 1513.663 498.2014 502 0.3199106 0.2932098
Ended 1513.678 499.5 503.5 0.3229167 0.2970678
Candidates 1513.782 12 co cio go chip ci cop vi gfp do cup shop ship
Began 1514.711 434 356 0.1712963 -0.0823046
Stationary 1514.727 434 356 0.1712963 -0.0823046
Stationary 1514.741 434 356 0.1712963 -0.0823046
Stationary 1514.756 434 356 0.1712963 -0.0823046
Ended 1514.771 434 356 0.1712963 -0.0823046
NextCandidatePanel 1514.833
Began 1515.275 429 343 0.1597223 -0.1157408
Stationary 1515.295 429 343 0.1597223 -0.1157408
Stationary 1515.311 429 343 0.1597223 -0.1157408
Ended 1515.325 429 343 0.1597223 -0.1157408
NextCandidatePanel 1515.386
Began 1516.016 445 319 0.1967593 -0.1774692
Stationary 1516.035 445 319 0.1967593 -0.1774692
Stationary 1516.05 445 319 0.1967593 -0.1774692
Moved 1516.066 435.6363 341.7404 0.175084 -0.1189805
Moved 1516.082 431.8869 356.1174 0.1664049 -0.08200248
Moved 1516.096 428.559 373.646 0.1587013 -0.03691873
Moved 1516.113 423.6714 393.3075 0.1473874 0.01365092
Moved 1516.128 423 405.1511 0.1458333 0.04411293
Moved 1516.143 423 421.2222 0.1458333 0.08544804
Moved 1516.161 423 429.1311 0.1458333 0.1057898
Moved 1516.174 423 436.33 0.1458333 0.1243056
Moved 1516.19 423 441.5494 0.1458333 0.13773
Ended 1516.205 423 444.5 0.1458333 0.1453189
Accept 1516.263 8 do
Began 1517.033 419 458 0.1365741 0.180041
Stationary 1517.052 419 458 0.1365741 0.180041
Stationary 1517.067 419 458 0.1365741 0.180041
Stationary 1517.082 419 458 0.1365741 0.180041
Stationary 1517.097 419 458 0.1365741 0.180041
Stationary 1517.113 419 458 0.1365741 0.180041
Stationary 1517.13 419 458 0.1365741 0.180041
Stationary 1517.144 419 458 0.1365741 0.180041
Stationary 1517.161 419 458 0.1365741 0.180041
Stationary 1517.175 419 458 0.1365741 0.180041
Stationary 1517.19 419 458 0.1365741 0.180041
Stationary 1517.204 419 458 0.1365741 0.180041
Stationary 1517.227 419 458 0.1365741 0.180041
Stationary 1517.237 419 458 0.1365741 0.180041
Moved 1517.252 431.4129 458 0.1653076 0.180041
Moved 1517.277 442.6943 458 0.191422 0.180041
Moved 1517.289 449.5663 466.9061 0.2073294 0.2029476
Stationary 1517.3 449.5663 466.9061 0.2073294 0.2029476
Moved 1517.315 455.2135 468.1068 0.2204016 0.2060358
Moved 1517.329 460.9636 469.9909 0.233712 0.2108819
Moved 1517.345 466.7301 471.4325 0.2470604 0.2145897
Moved 1517.362 472.4851 473.8713 0.2603821 0.2208622
Moved 1517.375 476.8373 474.9593 0.2704567 0.2236607
Moved 1517.391 483.9299 476.386 0.2868748 0.2273301
Moved 1517.407 489.2917 477.8229 0.2992864 0.231026
Moved 1517.422 495.0829 479.2707 0.3126918 0.2347497
Moved 1517.437 500.112 480.704 0.3243334 0.2384362
Moved 1517.453 505.5755 482.1439 0.3369802 0.2421395
Moved 1517.468 511.3309 484.1655 0.350303 0.2473391
Moved 1517.484 516.0906 485.7726 0.3613208 0.2514727
Moved 1517.498 522.7011 488.2805 0.3766229 0.2579229
Moved 1517.513 530.316 490.579 0.39425 0.2638348
Moved 1517.53 536.0593 492.0148 0.4075448 0.2675278
Moved 1517.546 540.3697 494.9131 0.4175224 0.2749823
Moved 1517.56 545.6716 495.8906 0.4297955 0.2774963
Moved 1517.575 551.3866 497.3466 0.4430245 0.2812412
Moved 1517.591 553 498.5 0.4467593 0.2842077
Moved 1517.608 557.6162 498.8721 0.4574449 0.2851647
Moved 1517.622 560.6265 500.3132 0.4644131 0.2888714
Moved 1517.637 562.7499 500.7499 0.4693286 0.2899946
Moved 1517.652 564.1841 501 0.4726483 0.2906378
Moved 1517.668 565.5 501 0.4756944 0.2906378
Moved 1517.683 566.0298 501 0.4769209 0.2906378
Stationary 1517.699 566.0298 501 0.4769209 0.2906378
Stationary 1517.717 566 501 0.4768519 0.2906378
