experience is hard to come by
experience is hard to come by
FixStart
0.6 0.6
432 388.8
Began 446.6248 435 408 0.1736111 0.05144025
Stationary 446.6397 435 408 0.1736111 0.05144025
Stationary 446.6545 435 408 0.1736111 0.05144025
Stationary 446.6707 435 408 0.1736111 0.05144025
Stationary 446.6869 435 408 0.1736111 0.05144025
Stationary 446.7015 435 408 0.1736111 0.05144025
Stationary 446.719 435 408 0.1736111 0.05144025
Moved 446.7317 425.9048 418.2321 0.1525575 0.07775722
Moved 446.7476 421.0519 426.517 0.1413239 0.09906615
Moved 446.7654 412.5405 444.9948 0.1216215 0.1465915
Moved 446.7794 405.3261 461.4826 0.1049215 0.1889984
Moved 446.794 399.2915 482.6949 0.09095261 0.2435568
Moved 446.8109 395.9762 497.1189 0.08327831 0.2806556
Moved 446.8263 394.5494 510.0554 0.07997553 0.3139283
Moved 446.8398 389.4981 526.132 0.06828269 0.3552777
Moved 446.8561 388.0957 533.4258 0.06503632 0.3740374
Moved 446.871 385.3784 543.1755 0.05874634 0.3991139
Moved 446.8867 384.2502 549.7491 0.05613466 0.4160212
Moved 446.9018 384 554.5656 0.0555556 0.4284094
Moved 446.9172 382.3752 558.8743 0.05179445 0.4394915
Moved 446.9329 382 562.1439 0.05092591 0.4479007
Moved 446.9486 381.4895 565.021 0.04974425 0.4553008
Moved 446.9651 381 566.7307 0.04861106 0.4596981
Moved 446.979 379.9143 568.0857 0.04609793 0.4631833
Moved 446.9951 380 569.5 0.04629632 0.4668209
Moved 447.0114 379 569.9637 0.04398147 0.4680137
Moved 447.0256 377.5977 570 0.0407355 0.4681069
Moved 447.0408 376.1562 570 0.03739854 0.4681069
Moved 447.057 373.4349 570 0.03109942 0.4681069
Moved 447.0716 369.5 570 0.02199074 0.4681069
Moved 447.0863 364.6436 562.448 0.010749 0.448683
Moved 447.1032 356.3214 557.1607 -0.008515269 0.4350841
Moved 447.1182 350.3974 552.1179 -0.02222831 0.4221139
Moved 447.1343 344.3464 547.5098 -0.03623525 0.4102617
Moved 447.1498 339.1951 543.5934 -0.04815951 0.4001888
Moved 447.1641 332.8273 538.8964 -0.06289978 0.3881079
Moved 447.1793 327.0897 533.0897 -0.07618129 0.3731731
Moved 447.1966 322.8224 527.1892 -0.08605927 0.3579969
Moved 447.2103 318.0749 519.1248 -0.09704892 0.3372549
Moved 447.2303 315.1237 513.2473 -0.1038804 0.322138
Moved 447.2441 314.1702 506.681 -0.1060874 0.3052494
Moved 447.2574 314 499.3408 -0.1064815 0.2863702
Moved 447.2701 314 494.7591 -0.1064815 0.2745861
Moved 447.2858 314 489.2709 -0.1064815 0.2604705
Moved 447.3011 314 481.4503 -0.1064815 0.2403556
Moved 447.3169 319.1591 470.3149 -0.09453912 0.2117153
Moved 447.333 323.3553 459.579 -0.0848258 0.1841022
