a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1259.8 283 319 -0.1782407 -0.1774692
Stationary 1259.816 283 319 -0.1782407 -0.1774692
Stationary 1259.834 283 319 -0.1782407 -0.1774692
Stationary 1259.849 283 319 -0.1782407 -0.1774692
Stationary 1259.865 283 319 -0.1782407 -0.1774692
Stationary 1259.879 283 319 -0.1782407 -0.1774692
Stationary 1259.893 283 319 -0.1782407 -0.1774692
Ended 1259.909 283 319 -0.1782407 -0.1774692
Candidates 1259.956 10 c x d f v s z g a b
Began 1260.632 484 375 0.287037 -0.03343629
Stationary 1260.649 484 375 0.287037 -0.03343629
Stationary 1260.663 484 375 0.287037 -0.03343629
Stationary 1260.683 484 375 0.287037 -0.03343629
Stationary 1260.697 484 375 0.287037 -0.03343629
Stationary 1260.709 484 375 0.287037 -0.03343629
Stationary 1260.726 484 375 0.287037 -0.03343629
Stationary 1260.741 484 375 0.287037 -0.03343629
Stationary 1260.758 484 375 0.287037 -0.03343629
Stationary 1260.774 484 375 0.287037 -0.03343629
Stationary 1260.789 484 375 0.287037 -0.03343629
Stationary 1260.802 484 375 0.287037 -0.03343629
Stationary 1260.818 484 375 0.287037 -0.03343629
Stationary 1260.836 484 375 0.287037 -0.03343629
Stationary 1260.851 484 375 0.287037 -0.03343629
Stationary 1260.866 484 375 0.287037 -0.03343629
Stationary 1260.881 484 375 0.287037 -0.03343629
Stationary 1260.894 484 375 0.287037 -0.03343629
Moved 1260.91 472.437 375 0.2602708 -0.03343629
Moved 1260.927 466.155 375 0.2457292 -0.03343629
Moved 1260.941 454.9433 375 0.2197761 -0.03343629
Moved 1260.956 442.5318 375 0.1910459 -0.03343629
Moved 1260.971 426.0295 375 0.1528462 -0.03343629
Moved 1260.988 413.1091 375 0.1229378 -0.03343629
Moved 1261.004 387.1806 375 0.06291807 -0.03343629
Moved 1261.02 369.9005 375 0.02291779 -0.03343629
Moved 1261.035 351 375 -0.02083332 -0.03343629
Moved 1261.05 337.4127 375 -0.05228549 -0.03343629
Moved 1261.066 323.6602 375 -0.08411978 -0.03343629
Moved 1261.081 311.4523 375 -0.112379 -0.03343629
Moved 1261.096 304.0492 375 -0.1295158 -0.03343629
Moved 1261.112 294.9461 375 -0.1505878 -0.03343629
Moved 1261.13 286.3047 375 -0.1705909 -0.03343629
Moved 1261.142 280.3011 375 -0.1844882 -0.03343629
Moved 1261.157 273.4423 375 -0.2003651 -0.03343629
Moved 1261.174 269.9046 375 -0.2085542 -0.03343629
Moved 1261.188 266.829 375 -0.2156736 -0.03343629
Moved 1261.204 265.5276 375 -0.2186861 -0.03343629
Moved 1261.219 263.1741 375 -0.2241341 -0.03343629
Stationary 1261.234 263.1741 375 -0.2241341 -0.03343629
Moved 1261.249 264 385.9771 -0.2222222 -0.005203058
Moved 1261.265 264 387.7145 -0.2222222 -0.0007342899
Moved 1261.281 264 390.2047 -0.2222222 0.005670359
Moved 1261.296 264 392.9704 -0.2222222 0.01278387
Moved 1261.312 264 394.7314 -0.2222222 0.01731311
Moved 1261.328 264 395.9379 -0.2222222 0.02041628
Moved 1261.343 274.4327 397.3041 -0.1980724 0.0239302
Moved 1261.358 276.0871 401.3914 -0.1942429 0.03444275
Moved 1261.374 279.161 405.2415 -0.1871272 0.04434538
Moved 1261.388 283.4033 406.4678 -0.1773072 0.04749934
Moved 1261.403 287.4407 409.7203 -0.1679613 0.05586502
Moved 1261.419 291.7312 412.4875 -0.1580296 0.06298214
Moved 1261.435 298.5 416.5 -0.1423611 0.07330243
Moved 1261.45 309.2937 419.1881 -0.1173757 0.08021625
Moved 1261.465 319.8857 422.2531 -0.09285729 0.08809929
Moved 1261.481 334 425 -0.06018519 0.09516452
Moved 1261.496 348.788 425 -0.0259537 0.09516452
Moved 1261.512 362.8961 425 0.006703933 0.09516452
Moved 1261.527 377.8857 425 0.04140218 0.09516452
Moved 1261.542 393.9172 425 0.07851203 0.09516452
Moved 1261.567 418 412.5 0.1342593 0.06301432
Stationary 1261.578 418 412.5 0.1342593 0.06301432
Moved 1261.589 428.3237 408.2536 0.1581566 0.05209251
Moved 1261.604 435.5323 402.7741 0.1748434 0.03799925
Moved 1261.62 442.778 398.9164 0.1916158 0.02807719
Moved 1261.635 448.3292 395.8354 0.2044657 0.02015282
Moved 1261.65 452.4199 391.5801 0.213935 0.009208098
Moved 1261.666 455.5 390 0.2210648 0.005143954
Moved 1261.683 459.6548 387.2302 0.2306824 -0.00198015
Moved 1261.697 462.5617 384.4383 0.2374114 -0.009160885
Moved 1261.711 465.3071 382.6929 0.2437665 -0.0136501
Moved 1261.729 468.0887 380.9556 0.2502053 -0.01811832
Moved 1261.743 469.4312 379.5688 0.2533131 -0.0216853
Moved 1261.758 471.633 378.1835 0.2584097 -0.02524827
Moved 1261.773 473 377.5 0.2615741 -0.02700625
Moved 1261.789 473.1221 376.8779 0.2618566 -0.02860622
Moved 1261.803 474.6714 376.3286 0.265443 -0.03001907
Moved 1261.82 475.5 375.5 0.2673611 -0.03215028
Moved 1261.835 476.2243 374.7756 0.2690378 -0.03401336
Stationary 1261.851 476.2243 374.7756 0.2690378 -0.03401336
Moved 1261.865 477 373.7745 0.2708333 -0.0365882
Stationary 1261.881 477 373.7745 0.2708333 -0.0365882
Moved 1261.897 478 373.2515 0.2731481 -0.03793355
Stationary 1261.911 478 373 0.2731481 -0.03858032
Stationary 1261.928 478 373 0.2731481 -0.03858032
Moved 1261.943 479 372.175 0.275463 -0.04070203
Moved 1261.959 479 371.5 0.275463 -0.04243827
Stationary 1261.973 479 371.5 0.275463 -0.04243827
Ended 1261.989 480 371 0.2777778 -0.04372435
NextCandidatePanel 1262.033
Began 1262.699 441 360 0.1875 -0.07201654
Stationary 1262.715 441 360 0.1875 -0.07201654
Stationary 1262.73 441 360 0.1875 -0.07201654
Stationary 1262.744 441 360 0.1875 -0.07201654
Stationary 1262.758 441 360 0.1875 -0.07201654
Stationary 1262.774 441 360 0.1875 -0.07201654
Stationary 1262.79 441 360 0.1875 -0.07201654
Stationary 1262.805 441 360 0.1875 -0.07201654
Stationary 1262.821 441 360 0.1875 -0.07201654
Stationary 1262.835 441 360 0.1875 -0.07201654
Ended 1262.851 441 360 0.1875 -0.07201654
NextCandidatePanel 1262.912
Began 1263.511 431 368 0.1643519 -0.05144041
Stationary 1263.532 431 368 0.1643519 -0.05144041
Stationary 1263.546 431 368 0.1643519 -0.05144041
Stationary 1263.561 431 368 0.1643519 -0.05144041
Stationary 1263.576 431 368 0.1643519 -0.05144041
Stationary 1263.591 431 368 0.1643519 -0.05144041
Stationary 1263.605 431 368 0.1643519 -0.05144041
