a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1304.201 185 372 -0.4050926 -0.04115226
Stationary 1304.222 185 372 -0.4050926 -0.04115226
Stationary 1304.235 185 372 -0.4050926 -0.04115226
Ended 1304.249 185 372 -0.4050926 -0.04115226
Candidates 1304.31 4 a s d z
Began 1304.787 334 361 -0.06018519 -0.06944452
Stationary 1304.806 334 361 -0.06018519 -0.06944452
Moved 1304.82 326.758 409.0627 -0.0769491 0.05417361
Moved 1304.836 320.6269 472.4476 -0.09114145 0.2172005
Moved 1304.854 333.0228 556.2405 -0.06244724 0.4327173
Moved 1304.867 365.3336 647.223 0.01234631 0.6667259
Ended 1304.883 420 727.5 0.1388889 0.8731995
Accept 1304.909 0 a
Began 1305.248 596 486 0.5462963 0.2520575
Stationary 1305.267 596 486 0.5462963 0.2520575
Stationary 1305.282 596 486 0.5462963 0.2520575
Stationary 1305.299 596 486 0.5462963 0.2520575
Stationary 1305.315 596 486 0.5462963 0.2520575
Stationary 1305.329 596 486 0.5462963 0.2520575
Stationary 1305.344 596 486 0.5462963 0.2520575
Moved 1305.359 573.7494 486 0.4947903 0.2520575
Moved 1305.375 557.7312 486 0.4577111 0.2520575
Moved 1305.391 537.6026 486 0.4111172 0.2520575
Moved 1305.406 512.756 486 0.353602 0.2520575
Moved 1305.422 490.9925 486 0.3032234 0.2520575
Moved 1305.437 463.243 486 0.2389885 0.2520575
Moved 1305.453 435.9599 486 0.1758332 0.2520575
Moved 1305.468 407 486 0.1087963 0.2520575
Moved 1305.484 389.9686 486 0.06937166 0.2520575
Moved 1305.501 367.5715 486 0.01752675 0.2520575
Moved 1305.514 352.5681 486 -0.01720359 0.2520575
Moved 1305.529 339.6194 486 -0.04717737 0.2520575
Moved 1305.545 329.6328 486 -0.07029454 0.2520575
Moved 1305.561 321.4143 486 -0.08931865 0.2520575
Moved 1305.576 312.8657 486 -0.1091072 0.2520575
Moved 1305.591 305.6443 486 -0.1258234 0.2520575
Moved 1305.609 298.458 492.3588 -0.1424583 0.2684125
Moved 1305.623 292.6115 494.3471 -0.1559918 0.2735265
Moved 1305.638 286.6405 496.7865 -0.1698137 0.2798006
Moved 1305.654 282.2943 498.2352 -0.1798742 0.2835268
Moved 1305.668 279.6676 500.6662 -0.1859546 0.2897792
Moved 1305.683 277.895 501 -0.1900579 0.2906378
Moved 1305.699 276.8593 501 -0.1924554 0.2906378
Moved 1305.714 275.3776 502 -0.1958852 0.2932098
Moved 1305.73 274.5 502 -0.1979167 0.2932098
Moved 1305.745 274 502.4995 -0.199074 0.2944945
Moved 1305.76 273.0602 503 -0.2012494 0.2957818
Moved 1305.776 272.5 503 -0.2025463 0.2957818
Moved 1305.791 271.6266 503 -0.2045681 0.2957818
Stationary 1305.807 271.6266 503 -0.2045681 0.2957818
Moved 1305.823 270.8782 503 -0.2063005 0.2957818
Stationary 1305.837 270.8782 503 -0.2063005 0.2957818
Moved 1305.853 269.9091 503 -0.2085436 0.2957818
Stationary 1305.869 270 503 -0.2083333 0.2957818
Stationary 1305.885 270 503 -0.2083333 0.2957818
Moved 1305.899 268.5 503 -0.2118056 0.2957818
Stationary 1305.915 268.5 503 -0.2118056 0.2957818
Moved 1305.929 269 503 -0.2106481 0.2957818
Stationary 1305.946 269 503 -0.2106481 0.2957818
Moved 1305.96 268 503 -0.212963 0.2957818
Stationary 1305.976 268 503 -0.212963 0.2957818
Stationary 1305.992 268 503 -0.212963 0.2957818
Stationary 1306.007 268 503 -0.212963 0.2957818
Stationary 1306.022 268 503 -0.212963 0.2957818
Moved 1306.037 267.1633 503 -0.2148997 0.2957818
Moved 1306.059 266.5 503 -0.2164352 0.2957818
Stationary 1306.069 266.5 503 -0.2164352 0.2957818
Moved 1306.085 267 503 -0.2152778 0.2957818
Stationary 1306.1 267 503 -0.2152778 0.2957818
Stationary 1306.115 267 503 -0.2152778 0.2957818
Stationary 1306.13 267 503 -0.2152778 0.2957818
Stationary 1306.146 267 503 -0.2152778 0.2957818
Stationary 1306.162 267 503 -0.2152778 0.2957818
Stationary 1306.176 267 503 -0.2152778 0.2957818
Stationary 1306.191 267 503 -0.2152778 0.2957818
Stationary 1306.21 267 503 -0.2152778 0.2957818
Stationary 1306.224 267 503 -0.2152778 0.2957818
Stationary 1306.239 267 503 -0.2152778 0.2957818
Stationary 1306.255 267 503 -0.2152778 0.2957818
Stationary 1306.271 267 503 -0.2152778 0.2957818
Stationary 1306.286 267 503 -0.2152778 0.2957818
Stationary 1306.301 267 503 -0.2152778 0.2957818
Stationary 1306.317 267 503 -0.2152778 0.2957818
Stationary 1306.332 267 503 -0.2152778 0.2957818
Stationary 1306.36 267 503 -0.2152778 0.2957818
Stationary 1306.373 267 503 -0.2152778 0.2957818
Stationary 1306.387 267 503 -0.2152778 0.2957818
Stationary 1306.399 267 503 -0.2152778 0.2957818
Stationary 1306.409 267 503 -0.2152778 0.2957818
Stationary 1306.423 267 503 -0.2152778 0.2957818
Stationary 1306.438 267 503 -0.2152778 0.2957818
Stationary 1306.453 267 503 -0.2152778 0.2957818
Stationary 1306.469 267 503 -0.2152778 0.2957818
Stationary 1306.485 267 503 -0.2152778 0.2957818
Stationary 1306.503 267 503 -0.2152778 0.2957818
Moved 1306.515 267 495.9639 -0.2152778 0.2776847
Stationary 1306.533 267 495.9639 -0.2152778 0.2776847
Stationary 1306.547 267 495.9639 -0.2152778 0.2776847
Stationary 1306.562 267 495.9639 -0.2152778 0.2776847
Stationary 1306.578 267 495.9639 -0.2152778 0.2776847
Moved 1306.593 267 494.8827 -0.2152778 0.274904
Stationary 1306.608 267 494.8827 -0.2152778 0.274904
Stationary 1306.624 267 494.8827 -0.2152778 0.274904
Moved 1306.638 267 493.9382 -0.2152778 0.2724748
Stationary 1306.655 267 493.9382 -0.2152778 0.2724748
Stationary 1306.671 267 494 -0.2152778 0.2726337
Stationary 1306.686 267 494 -0.2152778 0.2726337
Moved 1306.701 267 492.5 -0.2152778 0.2687756
Stationary 1306.716 267 492.5 -0.2152778 0.2687756
Stationary 1306.733 267 492.5 -0.2152778 0.2687756
Moved 1306.748 267 491.9875 -0.2152778 0.2674576
Stationary 1306.764 267 491.9875 -0.2152778 0.2674576
Stationary 1306.777 267 491.9875 -0.2152778 0.2674576
Stationary 1306.794 267 492 -0.2152778 0.2674896
Moved 1306.809 267 490.6501 -0.2152778 0.2640178
Stationary 1306.825 267 490.6501 -0.2152778 0.2640178
Stationary 1306.84 267 491 -0.2152778 0.2649176
Moved 1306.856 267 489.5 -0.2152778 0.2610596
Stationary 1306.872 267 489.5 -0.2152778 0.2610596
