good jobs for those with education
good jobs for those with education
FixStart
0.6 0.6
432 388.8
Began 209.6283 371 271 0.025463 -0.300926
Stationary 209.64 371 271 0.025463 -0.300926
Stationary 209.6514 371 271 0.025463 -0.300926
Stationary 209.6642 371 271 0.025463 -0.300926
Stationary 209.6782 371 271 0.025463 -0.300926
Stationary 209.7007 371 271 0.025463 -0.300926
Stationary 209.7165 371 271 0.025463 -0.300926
Stationary 209.7356 371 271 0.025463 -0.300926
Moved 209.7467 379.6951 282.0665 0.0455906 -0.2724626
Moved 209.7633 406.4165 305.9285 0.1074457 -0.2110894
Moved 209.7785 426.196 323.7957 0.1532314 -0.1651347
Moved 209.7953 442.5205 339.4732 0.1910198 -0.1248118
Moved 209.8092 462.6199 358.147 0.2375461 -0.07678232
Moved 209.8244 486.8238 384.667 0.2935736 -0.008572668
Moved 209.841 502.9228 400.9228 0.3308398 0.03323755
Moved 209.8551 517 413.5 0.3634259 0.06558634
Moved 209.8707 534.8255 429.8255 0.4046886 0.1075758
Moved 209.886 545.2908 438.9636 0.428914 0.131079
Moved 209.9018 553.8479 446.8479 0.4487219 0.1513577
Moved 209.9159 562.2543 454.0452 0.4681812 0.1698693
Moved 209.9319 565.9372 457.2915 0.4767064 0.1782188
Moved 209.9471 568.0874 460.1748 0.4816838 0.1856347
Moved 209.9626 569.5 461.5 0.4849537 0.1890431
Moved 209.981 570.6002 461.6002 0.4875003 0.1893007
Moved 209.9952 571 463.0406 0.4884259 0.1930055
Stationary 210.0092 571 463.4764 0.4884259 0.1941266
Moved 210.0244 571 464 0.4884259 0.1954732
Stationary 210.0397 571 464 0.4884259 0.1954732
Stationary 210.055 571 464 0.4884259 0.1954732
Stationary 210.0709 571 464 0.4884259 0.1954732
Moved 210.0862 558.3936 464 0.4592445 0.1954732
Moved 210.1021 539.214 446.3569 0.4148473 0.1500949
Moved 210.1167 512.7336 425.6318 0.3535499 0.0967895
Moved 210.1317 466.5042 382.1654 0.2465376 -0.01500667
Moved 210.1482 440.6855 355.5916 0.1867719 -0.08335514
Moved 210.1635 428.672 342.59 0.1589629 -0.1167954
Moved 210.1795 415.2536 326.3044 0.1279019 -0.1586822
Moved 210.1939 407.7111 317.6698 0.1104422 -0.1808905
Moved 210.2109 396.4967 303.9961 0.08448322 -0.2160595
Moved 210.2361 383.8782 290.8782 0.05527367 -0.2497989
Moved 210.2479 377.556 286.3707 0.04063894 -0.2613924
Stationary 210.2581 377.556 286.3707 0.04063894 -0.2613924
Moved 210.2715 371.9337 283.4669 0.02762427 -0.268861
Moved 210.2861 366.9224 281.3075 0.01602401 -0.274415
Moved 210.3022 361.6602 280.132 0.00384291 -0.2774382
Moved 210.3179 352.1656 278.7379 -0.01813516 -0.2810239
Moved 210.3343 345.4599 279 -0.03365755 -0.2803498
Moved 210.3488 335.9756 279 -0.05561198 -0.2803498
Moved 210.3635 327.0806 283.671 -0.07620226 -0.2683358
Moved 210.38 316.8288 290.0642 -0.09993325 -0.2518925
Moved 210.3946 308.2467 294.3766 -0.1197992 -0.2408009
Moved 210.4105 301.6277 297.3489 -0.1351211 -0.2331561
