a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 503.0233 133 403 -0.5254629 0.03858017
Stationary 503.0427 133 403 -0.5254629 0.03858017
Stationary 503.0569 133 403 -0.5254629 0.03858017
Stationary 503.072 133 403 -0.5254629 0.03858017
Stationary 503.0869 133 403 -0.5254629 0.03858017
Stationary 503.1019 133 403 -0.5254629 0.03858017
Stationary 503.1172 133 403 -0.5254629 0.03858017
Stationary 503.1356 133 403 -0.5254629 0.03858017
Stationary 503.1492 133 403 -0.5254629 0.03858017
Stationary 503.1645 133 403 -0.5254629 0.03858017
Moved 503.1805 142.8007 403 -0.5027762 0.03858017
Moved 503.196 145.4807 403 -0.4965725 0.03858017
Stationary 503.2099 145.4807 403 -0.4965725 0.03858017
Moved 503.2279 147.1178 403 -0.4927829 0.03858017
Moved 503.2428 148.5 403 -0.4895833 0.03858017
Stationary 503.256 148.5 403 -0.4895833 0.03858017
Ended 503.2849 149 403 -0.4884259 0.03858017
Candidates 503.4073 12 a as ass sa was saw aw sad s sq ad add
Began 503.8707 298 350 -0.1435185 -0.09773669
Stationary 503.8904 298 350 -0.1435185 -0.09773669
Stationary 503.9047 298 350 -0.1435185 -0.09773669
Stationary 503.9195 298 350 -0.1435185 -0.09773669
Stationary 503.9362 298 350 -0.1435185 -0.09773669
Stationary 503.9503 298 350 -0.1435185 -0.09773669
Stationary 503.9669 298 350 -0.1435185 -0.09773669
Moved 503.9821 298 363.6241 -0.1435185 -0.06269533
Moved 503.9981 298 377.7938 -0.1435185 -0.02625053
Moved 504.0138 298 391.5178 -0.1435185 0.009047661
Moved 504.0312 298 404.466 -0.1435185 0.04235079
Moved 504.0449 308.8582 423.1494 -0.1183837 0.09040479
Moved 504.0588 311.7437 437.7187 -0.1117043 0.1278773
Moved 504.0752 314.8091 448.6635 -0.1046086 0.1560275
Moved 504.0895 317.4897 461.2036 -0.0984035 0.1882807
Moved 504.1047 318.2525 465.2626 -0.09663765 0.1987207
Moved 504.1201 320.7776 474.8881 -0.09079253 0.2234776
Moved 504.136 322.2171 482.0854 -0.08746047 0.2419891
Moved 504.1524 322.6529 484.9588 -0.08645157 0.2493796
Moved 504.1679 323 488.171 -0.08564815 0.2576413
Ended 504.1844 323 490 -0.08564815 0.2623456
Accept 504.2111 0 a
Began 504.6483 552 505 0.4444444 0.3009258
Stationary 504.6631 552 505 0.4444444 0.3009258
Stationary 504.6757 552 505 0.4444444 0.3009258
Stationary 504.6901 552 505 0.4444444 0.3009258
Stationary 504.7056 552 505 0.4444444 0.3009258
Stationary 504.7216 552 505 0.4444444 0.3009258
Stationary 504.7384 552 505 0.4444444 0.3009258
Stationary 504.753 552 505 0.4444444 0.3009258
Stationary 504.7677 552 505 0.4444444 0.3009258
Moved 504.7832 540.2391 505 0.4172202 0.3009258
Moved 504.8054 532.8276 505 0.4000638 0.3009258
Stationary 504.8155 532.8276 505 0.4000638 0.3009258
Moved 504.83 528.5369 505 0.3901317 0.3009258
Moved 504.8457 520.3954 505 0.3712856 0.3009258
Moved 504.8614 514.9343 505 0.3586442 0.3009258
Moved 504.8771 501.893 505 0.3284561 0.3009258
Moved 504.8925 492.8597 505 0.3075457 0.3009258
Moved 504.9073 483.9912 505 0.2870167 0.3009258
Moved 504.9231 473.6224 505 0.2630148 0.3009258
Moved 504.9379 465.9549 505 0.2452661 0.3009258
Moved 504.9535 458.4111 505 0.2278035 0.3009258
Moved 504.9692 453.6636 505 0.2168138 0.3009258
Moved 504.9843 448.1232 505 0.2039888 0.3009258
Moved 505.0001 444.0241 505 0.1945003 0.3009258
Moved 505.016 439.5598 513.027 0.1841663 0.3215715
Moved 505.0313 436.8428 512.5786 0.1778769 0.3204182
Moved 505.0462 433.9629 513 0.1712104 0.321502
Moved 505.0613 431.0994 513 0.1645819 0.321502
Moved 505.0793 429.3358 513 0.1604995 0.321502
Moved 505.0928 428.0156 513 0.1574435 0.321502
Moved 505.1088 426.5757 514.4243 0.1541105 0.3251652
Moved 505.1239 426.1435 514 0.1531098 0.324074
Moved 505.1392 424.7043 514 0.1497784 0.324074
Moved 505.1552 421.5442 514 0.1424634 0.324074
Moved 505.17 416.3579 504.7159 0.1304582 0.3001951
Moved 505.1855 408 498.5 0.1111111 0.2842077
Moved 505.2008 396.0493 481.3958 0.08344759 0.2402155
Moved 505.2153 379.8939 460.562 0.04605065 0.1866306
Moved 505.2315 364.5 441 0.01041671 0.1363167
Moved 505.2467 346.2158 416.3021 -0.03190796 0.07279333
Moved 505.2707 324.12 379.2401 -0.0830555 -0.02253081
Moved 505.2842 316.6068 362.935 -0.1004472 -0.06446768
Stationary 505.2959 316.6068 362.935 -0.1004472 -0.06446768
Moved 505.3087 312.1514 353.8406 -0.1107607 -0.08785868
Moved 505.3247 308.1963 343.5889 -0.119916 -0.114226
Moved 505.3399 303.9527 337.6036 -0.1297392 -0.1296205
Moved 505.3555 302.4425 330.885 -0.133235 -0.1469007
Moved 505.3707 299.5623 325.1245 -0.1399022 -0.1617169
Moved 505.3867 297.3371 320.0112 -0.1450531 -0.1748685
Moved 505.402 295.9073 315.7218 -0.1483628 -0.1859007
Moved 505.4156 294.8666 311.4664 -0.1507717 -0.1968456
Moved 505.4312 292.3885 305.5542 -0.156508 -0.212052
Moved 505.4473 292 301.8831 -0.1574074 -0.221494
Moved 505.4633 291 297.0037 -0.1597222 -0.2340441
Moved 505.4783 290.067 293.201 -0.1618819 -0.2438245
Moved 505.4933 290 288.8699 -0.162037 -0.2549644
Moved 505.5082 289.1775 286.3549 -0.1639411 -0.2614329
Moved 505.5247 289 285.031 -0.1643519 -0.264838
Moved 505.5395 289 283.612 -0.1643519 -0.2684877
Moved 505.5549 289 282.1652 -0.1643519 -0.2722088
Moved 505.5702 289 280.7291 -0.1643519 -0.2759025
Moved 505.5855 289 279.5 -0.1643519 -0.2790638
Stationary 505.6014 289 279.5 -0.1643519 -0.2790638
Moved 505.6162 289 278.8081 -0.1643519 -0.2808434
Stationary 505.633 289 278.8081 -0.1643519 -0.2808434
Stationary 505.6476 289 279 -0.1643519 -0.2803498
Moved 505.6638 289 291.8619 -0.1643519 -0.2472687
Moved 505.679 289 305.0257 -0.1643519 -0.2134113
Moved 505.6937 289 322.2615 -0.1643519 -0.1690804
Moved 505.7092 296.8913 336.0217 -0.146085 -0.1336892
Moved 505.7263 298.3277 348.9493 -0.14276 -0.1004389
Moved 505.7411 299.5 359.5 -0.1400463 -0.07330247
Moved 505.7558 300 373.9663 -0.1388889 -0.03609496
Moved 505.7707 301.2848 387.5633 -0.1359148 -0.001123334
Moved 505.7862 301.7218 399.4961 -0.1349033 0.02956806
