a very traditional way to dress
a very traditional way to dress
Basic
0.6 0.6
432 388.8
Began 1533.346 123 373 -0.548611 -0.03858032
Stationary 1533.363 123 373 -0.548611 -0.03858032
Stationary 1533.379 123 373 -0.548611 -0.03858032
Stationary 1533.392 123 373 -0.548611 -0.03858032
Stationary 1533.408 123 373 -0.548611 -0.03858032
Stationary 1533.424 123 373 -0.548611 -0.03858032
Stationary 1533.439 123 373 -0.548611 -0.03858032
Stationary 1533.454 123 373 -0.548611 -0.03858032
Ended 1533.471 123 373 -0.548611 -0.03858032
Candidates 1533.529 2 a s
Began 1534.054 315 315 -0.1041667 -0.1877573
Stationary 1534.072 315 315 -0.1041667 -0.1877573
Stationary 1534.087 315 315 -0.1041667 -0.1877573
Stationary 1534.102 315 315 -0.1041667 -0.1877573
Moved 1534.118 315 325.1949 -0.1041667 -0.1615359
Moved 1534.133 315 342.383 -0.1041667 -0.1173277
Moved 1534.149 315 361.1732 -0.1041667 -0.06899907
Moved 1534.164 315 382.0751 -0.1041667 -0.01523893
Moved 1534.179 324.3823 389.5551 -0.08244837 0.003999584
Moved 1534.195 324.6127 404.2886 -0.08191511 0.04189456
Moved 1534.211 325.9954 411.9771 -0.07871439 0.06166929
Moved 1534.226 327.3891 418.9454 -0.07548828 0.07959197
Moved 1534.24 327.7632 423.2897 -0.07462218 0.09076554
Moved 1534.256 328 426.2833 -0.07407407 0.0984653
Moved 1534.273 328 429 -0.07407407 0.1054526
Moved 1534.287 328 429.6936 -0.07407407 0.1072365
Moved 1534.301 328 430.9872 -0.07407407 0.1105636
Ended 1534.319 328 431.5 -0.07407407 0.1118827
Accept 1534.36 0 a
Began 1534.541 398 207 0.08796295 -0.465535
Stationary 1534.552 398 207 0.08796295 -0.465535
Stationary 1534.563 398 207 0.08796295 -0.465535
Stationary 1534.579 398 207 0.08796295 -0.465535
Stationary 1534.595 398 207 0.08796295 -0.465535
Stationary 1534.61 398 207 0.08796295 -0.465535
Stationary 1534.628 398 207 0.08796295 -0.465535
Stationary 1534.643 398 207 0.08796295 -0.465535
Stationary 1534.656 398 207 0.08796295 -0.465535
Moved 1534.673 377.2711 235.5022 0.03997942 -0.3922269
Moved 1534.686 356.436 258.8768 -0.008249979 -0.332107
Moved 1534.702 340.2318 285.0542 -0.04575978 -0.2647783
Moved 1534.718 330 298.5 -0.06944443 -0.2301955
Moved 1534.734 317.5815 322.9098 -0.0981911 -0.1674132
Moved 1534.749 306.498 339.7531 -0.1238473 -0.124092
Moved 1534.764 293.469 366.062 -0.154007 -0.05642494
Moved 1534.781 285.1764 382.6472 -0.1732028 -0.01376752
Moved 1534.795 275.8428 401.3145 -0.1948084 0.03424499
Moved 1534.81 266.5 420 -0.2164352 0.08230445
Moved 1534.832 254.7457 447.8222 -0.2436442 0.1538636
Stationary 1534.843 254.7457 447.8222 -0.2436442 0.1538636
Moved 1534.856 250.9095 455.8777 -0.2525242 0.1745826
Moved 1534.872 247.8478 463.3806 -0.2596116 0.1938799
Moved 1534.888 245.083 468.834 -0.2660116 0.2079063
Moved 1534.903 242.9652 476.1044 -0.2709139 0.2266058
Moved 1534.918 240.2009 484.3975 -0.2773128 0.2479358
Moved 1534.934 237.4365 493.9723 -0.2837119 0.2725624
Moved 1534.949 236.3361 500.3197 -0.2862591 0.2888881
Moved 1534.965 234.9539 506.1845 -0.2894586 0.3039724
Moved 1534.98 233.5795 511.6821 -0.2926401 0.3181122
Moved 1534.995 232.1885 514.4346 -0.29586 0.3251917
Moved 1535.011 232 516.7769 -0.2962963 0.3312163
Moved 1535.028 232 519.4649 -0.2962963 0.3381298
Moved 1535.042 231 521.2327 -0.2986111 0.3426766
Moved 1535.057 231 522.9996 -0.2986111 0.347221
Moved 1535.072 229.6295 524.3705 -0.3017834 0.3507471
Moved 1535.087 230 525.7694 -0.3009259 0.3543452
Moved 1535.101 230 527.1485 -0.3009259 0.3578922
Stationary 1535.117 230 527.1485 -0.3009259 0.3578922
Moved 1535.132 229.399 528.601 -0.302317 0.3616279
Moved 1535.148 228.5 529.5 -0.3043981 0.3639403
Moved 1535.163 229 530.1794 -0.3032407 0.3656878
Stationary 1535.179 229 530.1794 -0.3032407 0.3656878
Moved 1535.194 240.387 533.2774 -0.2768819 0.3736558
Moved 1535.21 252.3419 534.5285 -0.2492086 0.3768736
Moved 1535.226 269.0194 535.9183 -0.2106032 0.3804481
Moved 1535.24 282.6754 536.975 -0.1789922 0.3831661
Moved 1535.256 304.7007 537 -0.1280077 0.3832304
Moved 1535.273 322.9205 538.7433 -0.08583219 0.3877143
Moved 1535.287 337.3011 539 -0.05254378 0.3883744
Moved 1535.303 349.5 540.5 -0.02430553 0.3922324
Moved 1535.318 358.3159 540.9023 -0.003898243 0.3932671
Moved 1535.333 365.4402 541 0.01259307 0.3935184
Moved 1535.349 371.5 541 0.02662033 0.3935184
Moved 1535.364 375.2919 541 0.03539791 0.3935184
Moved 1535.379 379.4477 541 0.0450179 0.3935184
Moved 1535.395 380.5 541 0.04745374 0.3935184
Moved 1535.412 382.924 542 0.05306492 0.3960905
Moved 1535.427 384.275 542 0.05619208 0.3960905
Moved 1535.441 385.7007 542 0.05949239 0.3960905
Moved 1535.456 387.0875 542 0.0627025 0.3960905
Stationary 1535.472 387.0875 542 0.0627025 0.3960905
Stationary 1535.487 387.0875 542 0.0627025 0.3960905
Ended 1535.503 388.2172 542 0.06531755 0.3960905
Candidates 1535.578 12 very bet betty better barry newt cry net mary beer battery marry
Began 1536.008 379 298 0.04398147 -0.2314816
