a picture is worth many words
a picture is worth many words
FixStart
0.6 0.6
432 388.8
Began 498.1803 464 459 0.2407408 0.1826131
Stationary 498.2136 464 459 0.2407408 0.1826131
Stationary 498.2254 464 459 0.2407408 0.1826131
Stationary 498.2365 464 459 0.2407408 0.1826131
Stationary 498.2469 464 459 0.2407408 0.1826131
Stationary 498.2581 464 459 0.2407408 0.1826131
Stationary 498.2744 464 459 0.2407408 0.1826131
Stationary 498.2901 464 459 0.2407408 0.1826131
Stationary 498.3061 464 459 0.2407408 0.1826131
Moved 498.321 449.3653 459 0.2068642 0.1826131
Moved 498.3365 442.2456 459 0.1903834 0.1826131
Moved 498.3525 436.0589 459 0.1760622 0.1826131
Moved 498.3681 430.108 459 0.162287 0.1826131
Moved 498.3834 422.6851 459 0.1451044 0.1826131
Moved 498.3985 415.4984 459 0.1284684 0.1826131
Moved 498.4138 410.1802 459 0.1161578 0.1826131
Moved 498.4298 400.3945 459 0.09350578 0.1826131
Moved 498.4445 393.5896 459 0.07775366 0.1826131
Moved 498.4592 387.3791 459 0.06337751 0.1826131
Moved 498.4754 382.0742 459 0.05109777 0.1826131
Moved 498.4909 379.1602 459 0.04435221 0.1826131
Moved 498.5086 375.2779 459 0.03536543 0.1826131
Moved 498.5217 373.0796 459 0.03027687 0.1826131
Moved 498.5367 371.6116 459 0.02687861 0.1826131
Moved 498.553 370.1715 459 0.02354513 0.1826131
Moved 498.5678 368.7295 459 0.02020727 0.1826131
Stationary 498.5834 368.7295 459 0.02020727 0.1826131
Moved 498.5986 366.8504 459 0.01585742 0.1826131
Moved 498.6251 365.5 459 0.01273145 0.1826131
Moved 498.6373 364.6756 459 0.01082311 0.1826131
Moved 498.6504 363.4017 459 0.00787437 0.1826131
Stationary 498.6611 363.4017 459 0.00787437 0.1826131
Moved 498.6753 360.8047 459 0.001862844 0.1826131
Moved 498.6916 358.3824 459 -0.003744463 0.1826131
Moved 498.7067 355.0444 459 -0.01147131 0.1826131
Moved 498.7222 349.3343 459 -0.02468924 0.1826131
Moved 498.7389 346.4258 459 -0.03142178 0.1826131
Moved 498.7566 342.1096 459 -0.04141291 0.1826131
Moved 498.7685 337.8053 459 -0.05137672 0.1826131
Moved 498.7833 334.3228 459 -0.05943799 0.1826131
Moved 498.7987 331.4391 459 -0.06611317 0.1826131
Moved 498.8145 328.546 459 -0.0728103 0.1826131
Moved 498.8299 326.8343 459 -0.07677257 0.1826131
Moved 498.846 325.5 459 -0.07986113 0.1826131
Moved 498.8603 324.3214 459 -0.08258933 0.1826131
Moved 498.8759 322.8795 459 -0.08592719 0.1826131
Moved 498.893 321.4395 459 -0.08926043 0.1826131
Moved 498.9075 319.9995 459 -0.09259372 0.1826131
Moved 498.923 318.5526 459 -0.09594317 0.1826131
Moved 498.938 317.1188 459 -0.09926209 0.1826131
Moved 498.9539 315.6767 459 -0.1026003 0.1826131
Moved 498.9694 314.6706 459 -0.1049293 0.1826131
Moved 498.984 312.122 459 -0.1108288 0.1826131
Moved 498.9998 309.3815 459 -0.1171724 0.1826131
Moved 499.0147 306.4932 459 -0.1238583 0.1826131
Moved 499.0311 304.8058 459 -0.1277644 0.1826131
Moved 499.0472 302.3652 459 -0.1334139 0.1826131
Moved 499.0605 299.8508 459 -0.1392343 0.1826131
Moved 499.0774 297.7588 459 -0.1440768 0.1826131
Moved 499.0926 295.7967 459 -0.1486188 0.1826131
Moved 499.1074 293.9566 459 -0.1528782 0.1826131
Moved 499.1221 292.5181 459 -0.1562082 0.1826131
Moved 499.1372 291.0795 459 -0.1595382 0.1826131
Moved 499.154 290.5 459 -0.1608796 0.1826131
Moved 499.1682 289.626 459 -0.1629027 0.1826131
Stationary 499.1828 289.626 459 -0.1629027 0.1826131
Moved 499.1997 288.6752 459 -0.1651038 0.1826131
Stationary 499.2172 288.6752 459 -0.1651038 0.1826131
Stationary 499.2304 289 459 -0.1643519 0.1826131
Ended 499.2459 289 459 -0.1643519 0.1826131
Candidates 499.3828 12 a as s has had gas ass faa aa da fda ga
Began 499.9507 418 371 0.1342593 -0.04372435
Stationary 499.9715 418 371 0.1342593 -0.04372435
