just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 390.8958 503 384 0.3310186 -0.01028807
Stationary 390.9176 503 384 0.3310186 -0.01028807
Stationary 390.9335 503 384 0.3310186 -0.01028807
Stationary 390.949 503 384 0.3310186 -0.01028807
Stationary 390.9633 503 384 0.3310186 -0.01028807
Stationary 390.9766 503 384 0.3310186 -0.01028807
Stationary 390.9909 503 384 0.3310186 -0.01028807
Stationary 391.0065 503 384 0.3310186 -0.01028807
Stationary 391.0225 503 384 0.3310186 -0.01028807
Moved 391.038 488 384 0.2962963 -0.01028807
Moved 391.054 489.1145 391.5419 0.2988761 0.009109905
Moved 391.0721 486.2374 394.7626 0.2922162 0.01739337
Moved 391.088 482.5468 395.8177 0.2836732 0.02010714
Moved 391.0991 478.2214 398.519 0.2736606 0.02705515
Moved 391.115 474.5 402.5 0.2650462 0.03729416
Moved 391.1303 471.5691 405.431 0.2582618 0.04483274
Moved 391.1457 465.9672 409.7747 0.2452944 0.05600478
Moved 391.1611 462.2446 413.0665 0.2366774 0.06447145
Moved 391.1767 458.7629 417.3556 0.2286179 0.07550294
Moved 391.1915 454.3139 422.2481 0.2183192 0.08808666
Moved 391.207 450.0015 427.998 0.2083368 0.1028755
Moved 391.2249 447.1233 433.7534 0.2016744 0.1176783
Moved 391.2388 444.9612 438.0776 0.1966694 0.1288004
Moved 391.2537 442.0863 442.8705 0.1900146 0.1411279
Moved 391.2719 439.2089 448.5822 0.1833539 0.1558184
Moved 391.2844 436.3313 452.503 0.1766929 0.1659027
Moved 391.3002 433.4539 456.8192 0.1700322 0.1770039
Moved 391.3159 431.5599 459.4401 0.165648 0.183745
Moved 391.3305 429.8414 462.3172 0.1616699 0.191145
Moved 391.3462 427.5455 464.4545 0.1563554 0.196642
Moved 391.3617 426.274 468.1782 0.1534119 0.2062195
Moved 391.3774 424.8385 472.4845 0.1500892 0.2172955
Moved 391.3931 423.3965 479.0178 0.146751 0.2340991
Moved 391.408 423 486.1967 0.1458333 0.2525634
Moved 391.4249 421.5219 493.3907 0.1424117 0.2710666
Moved 391.4403 422 503.5527 0.1435185 0.2972033
Moved 391.4539 422 509.0724 0.1435185 0.3114003
Moved 391.4694 422 517.8329 0.1435185 0.3339324
Moved 391.4849 422 522.6834 0.1435185 0.3464079
Moved 391.5004 422 528.3465 0.1435185 0.3609734
Moved 391.5165 422 529.7716 0.1435185 0.3646388
Moved 391.5312 422 531.2104 0.1435185 0.3683394
Moved 391.5464 419.4117 531 0.1375271 0.3677982
Moved 391.5616 413.2271 531 0.1232108 0.3677982
Moved 391.5774 394.7127 513.7127 0.08035352 0.323335
Moved 391.5928 362.0754 483.0754 0.004804234 0.2445355
Moved 391.6079 318.9767 439.9767 -0.09496137 0.1336848
Moved 391.6275 289.1447 405.2062 -0.1640168 0.04425457
Moved 391.6399 264.3276 376.5931 -0.2214638 -0.02933871
Moved 391.6563 249.577 358.8924 -0.2556089 -0.07486532
Moved 391.6721 238.2375 345.6422 -0.2818576 -0.108945
Moved 391.6848 228.6592 336.5651 -0.3040296 -0.1322916
Moved 391.7013 221.2787 329.2787 -0.3211142 -0.1510323
Moved 391.7174 217.666 326.444 -0.3294767 -0.1583231
Moved 391.7318 214.6087 324.8044 -0.3365539 -0.1625402
Moved 391.7479 212.7131 324 -0.3409418 -0.164609
Moved 391.7629 212 324 -0.3425926 -0.164609
Moved 391.7785 210.5 324 -0.3460648 -0.164609
Moved 391.7943 211 329.5144 -0.3449074 -0.150426
Moved 391.8094 211 339.3041 -0.3449074 -0.1252467
Moved 391.8258 211 350.8487 -0.3449074 -0.09555385
Moved 391.8393 222.7012 364.4024 -0.3178213 -0.06069348
Moved 391.856 231.139 381.278 -0.2982894 -0.01728921
Moved 391.8721 240.561 396.7386 -0.2764792 0.0224759
Moved 391.8855 251.8375 413.7562 -0.2503763 0.06624535
Moved 391.9012 269.2713 436.6951 -0.2100202 0.1252444
Moved 391.9182 286.249 465.4805 -0.1707199 0.1992812
Moved 391.9323 298.9619 489.9238 -0.1412919 0.2621497
Moved 391.9467 311.4435 511.2064 -0.1123994 0.3168889
Moved 391.963 324.0731 538.3847 -0.08316408 0.3867918
Moved 391.979 329.2661 552.0986 -0.0711434 0.4220642
Moved 391.9931 332.9767 561.93 -0.06255403 0.4473507
