are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 2140.709 424 447 0.1481481 0.1517489
Stationary 2140.729 424 447 0.1481481 0.1517489
Stationary 2140.744 424 447 0.1481481 0.1517489
Stationary 2140.761 424 447 0.1481481 0.1517489
Stationary 2140.773 424 447 0.1481481 0.1517489
Stationary 2140.79 424 447 0.1481481 0.1517489
Stationary 2140.805 424 447 0.1481481 0.1517489
Stationary 2140.82 424 447 0.1481481 0.1517489
Moved 2140.835 406.6966 447 0.108094 0.1517489
Moved 2140.852 395 436.5 0.08101851 0.1247428
Moved 2140.867 377.621 436.1035 0.04078945 0.1237229
Moved 2140.882 357.4547 431.8117 -0.00589182 0.1126843
Moved 2140.898 338.0286 428.5071 -0.05085965 0.104185
Moved 2140.914 320.8772 425.4796 -0.09056195 0.09639794
Moved 2140.938 287.7063 420.1804 -0.1673464 0.08276853
Stationary 2140.948 287.7063 420.1804 -0.1673464 0.08276853
Moved 2140.959 273.6636 417.4808 -0.1998528 0.07582495
Moved 2140.976 263.4823 417 -0.2234206 0.0745884
Moved 2140.993 254.0737 415.8677 -0.2451997 0.07167608
Moved 2141.006 248.6873 415.4218 -0.2576683 0.07052936
Moved 2141.022 243.9671 415 -0.2685947 0.06944436
Moved 2141.036 239.6596 415 -0.2785657 0.06944436
Moved 2141.052 238.4677 415 -0.2813247 0.06944436
Moved 2141.067 237.5 415 -0.2835648 0.06944436
Moved 2141.083 237 415 -0.2847222 0.06944436
Stationary 2141.1 237 415 -0.2847222 0.06944436
Stationary 2141.114 237 415 -0.2847222 0.06944436
Moved 2141.129 242.068 426.896 -0.2729907 0.100041
Moved 2141.147 254.462 437.2996 -0.2443009 0.1267992
Moved 2141.16 264.0449 447.0449 -0.2221182 0.1518644
Moved 2141.175 285.5869 466.1119 -0.1722526 0.2009051
Moved 2141.193 306.7007 484.3406 -0.123378 0.2477896
Moved 2141.205 322.1666 496.9333 -0.0875773 0.2801781
Moved 2141.222 338.6082 510.5068 -0.04951815 0.3150894
Moved 2141.237 354.3534 520.4067 -0.0130708 0.3405522
Moved 2141.251 366.3296 528.6276 0.01465182 0.3616963
Moved 2141.267 374.1626 533.0929 0.03278375 0.3731812
Moved 2141.283 385.7012 538.8506 0.05949358 0.3879902
Moved 2141.299 396.7775 544.8729 0.08513311 0.4034795
Moved 2141.314 405.433 549.2165 0.1051689 0.4146514
Moved 2141.329 411.2428 551.8486 0.1186176 0.4214211
Moved 2141.345 417.1583 555.8687 0.1323109 0.4317611
Moved 2141.36 421.1773 556.7258 0.1416142 0.4339653
Moved 2141.376 423.7057 558.7056 0.1474667 0.4390576
Moved 2141.391 426.479 560.2395 0.1538865 0.4430027
Moved 2141.406 428.6705 561 0.1589595 0.4449587
Moved 2141.422 430.111 562.111 0.162294 0.4478162
Moved 2141.437 431 562 0.1643519 0.4475308
Moved 2141.453 431 562.9881 0.1643519 0.4500722
Stationary 2141.469 431 563 0.1643519 0.4501028
Moved 2141.484 431 564.6556 0.1643519 0.454361
Moved 2141.499 418.137 565.9894 0.1345764 0.4577917
Moved 2141.514 405.1944 568.8457 0.1046166 0.465138
Moved 2141.529 384.8608 571.7342 0.05754828 0.4725672
Moved 2141.546 368.6519 572 0.02002756 0.4732509
Moved 2141.56 352.273 572 -0.01788646 0.4732509
Moved 2141.575 335.7834 572 -0.05605698 0.4732509
Moved 2141.591 327.5 572 -0.07523149 0.4732509
Moved 2141.607 320.4125 572 -0.09163777 0.4732509
Moved 2141.622 313.2093 572 -0.1083118 0.4732509
Moved 2141.639 308.2271 572 -0.1198447 0.4732509
Moved 2141.653 304.9469 572 -0.1274378 0.4732509
Moved 2141.667 302.0468 572 -0.1341509 0.4732509
Stationary 2141.682 302 572 -0.1342593 0.4732509
Stationary 2141.699 302 572 -0.1342593 0.4732509
Ended 2141.714 302 572 -0.1342593 0.4732509
Candidates 2141.881 12 date are after gate fate faster ate at says assure days hate
Began 2142.514 399 463 0.09027779 0.1929011
Stationary 2142.53 399 463 0.09027779 0.1929011
Stationary 2142.546 399 463 0.09027779 0.1929011
Stationary 2142.561 399 463 0.09027779 0.1929011
Moved 2142.576 384.2426 463 0.05611727 0.1929011
Moved 2142.592 374.697 452.3246 0.03402074 0.165444
Moved 2142.609 361.3008 453.3668 0.003011028 0.1681243
