if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 336.4171 418 468 0.1342593 0.2057612
Stationary 336.4342 418 468 0.1342593 0.2057612
Stationary 336.4474 418 468 0.1342593 0.2057612
Stationary 336.463 418 468 0.1342593 0.2057612
Stationary 336.4786 418 468 0.1342593 0.2057612
Stationary 336.4948 418 468 0.1342593 0.2057612
Moved 336.5105 430.0377 480.0377 0.1621242 0.2367223
Moved 336.5251 439.5765 493.3647 0.1842048 0.2709996
Moved 336.5403 447.3381 503.1006 0.2021715 0.2960407
Moved 336.5579 459.7429 516.8172 0.2308864 0.3313199
Moved 336.5726 473.4225 533.3069 0.262552 0.3737318
Moved 336.5883 490.2382 551.2382 0.3014773 0.4198513
Moved 336.6031 506.6609 567.6609 0.3394929 0.4620907
Moved 336.6174 517.335 579.9278 0.3642014 0.4936413
Moved 336.6332 527.8312 591.8071 0.3884981 0.524195
Moved 336.6503 537.5421 601.5421 0.4109771 0.5492337
Moved 336.6643 541.6235 606.9482 0.4204248 0.5631384
Moved 336.6801 548.2857 614.2857 0.4358465 0.5820104
Moved 336.6955 552.5981 618.5981 0.445829 0.5931021
Moved 336.7103 555.154 620.154 0.4517454 0.5971038
Moved 336.7258 556 621.9542 0.4537037 0.6017339
Moved 336.7422 557.323 623.323 0.4567662 0.6052545
Moved 336.7569 557 624.7081 0.4560185 0.6088171
Moved 336.7717 557 625.5 0.4560185 0.6108538
Stationary 336.7867 557 625.5 0.4560185 0.6108538
Stationary 336.8022 557 625.5 0.4560185 0.6108538
Moved 336.8178 546.4912 625 0.4316925 0.6095678
Moved 336.8343 537.1501 613.6216 0.4100696 0.5803024
Moved 336.8507 525.5005 606.4504 0.3831031 0.5618579
Moved 336.8644 511.6936 595.7549 0.3511427 0.5343489
Moved 336.8797 492.1479 578.9839 0.3058979 0.4912136
Moved 336.8973 478.0164 567.5118 0.2731861 0.4617073
Moved 336.9112 458.3962 553.0471 0.2277689 0.4245037
Moved 336.9259 438.1097 539.4064 0.1808094 0.3894197
Moved 336.9427 422.6195 526.8956 0.1449525 0.3572417
Moved 336.9573 408.8593 515.8875 0.1131003 0.3289285
Moved 336.9729 396.5227 507.6818 0.08454324 0.3078234
Moved 336.9885 388.3541 501.9028 0.06563455 0.2929597
Moved 337.0037 382.7009 498.4205 0.05254835 0.2840033
Moved 337.0197 377.2848 494.4636 0.04001111 0.273826
Moved 337.0366 371.7296 491.8648 0.0271519 0.2671419
Moved 337.0498 367.1466 490.0488 0.01654297 0.2624712
Moved 337.0658 362.9847 488.6616 0.006909172 0.2589031
Moved 337.0819 359.8286 487.2762 -0.0003966689 0.25534
Ended 337.104 356.7483 487 -0.007527123 0.2546296
Candidates 337.2787 12 of if good is off god his id odd food or goods
Began 337.8616 548 464 0.4351853 0.1954732
Stationary 337.881 548 464 0.4351853 0.1954732
Stationary 337.8962 548 464 0.4351853 0.1954732
Stationary 337.9127 548 464 0.4351853 0.1954732
Stationary 337.9275 548 464 0.4351853 0.1954732
Moved 337.9431 539.5035 464 0.4155175 0.1954732
Moved 337.9597 536.3342 464 0.408181 0.1954732
Moved 337.974 532.5 464 0.3993056 0.1954732
Moved 337.9901 527.1907 464 0.3870155 0.1954732
Moved 338.0054 518.0397 471.9603 0.3658327 0.215947
Moved 338.0193 509.3784 473.5174 0.3457833 0.2199521
Moved 338.0349 497.9036 474.8996 0.3192212 0.2235071
Moved 338.0516 486.7742 476.2782 0.2934587 0.2270529
Moved 338.067 474.041 477 0.2639837 0.2289094
Moved 338.0821 463.7169 477 0.2400853 0.2289094
Moved 338.0973 454.5385 477 0.218839 0.2289094
Moved 338.1127 447.7816 477 0.2031981 0.2289094
Moved 338.1277 441.6776 477 0.1890685 0.2289094
Moved 338.1455 437.3602 477 0.1790746 0.2289094
Ended 338.1725 435 478 0.1736111 0.2314814
Accept 338.2013 1 if
Began 338.6318 567 447 0.4791667 0.1517489
Stationary 338.6515 567 447 0.4791667 0.1517489
Stationary 338.6661 567 447 0.4791667 0.1517489
Stationary 338.6812 567 447 0.4791667 0.1517489
Stationary 338.6968 567 447 0.4791667 0.1517489
Moved 338.7124 554.6246 447 0.45052 0.1517489
Moved 338.7282 547.8737 459.2527 0.4348927 0.1832631
Moved 338.744 538.5 466 0.4131944 0.2006171
Moved 338.7592 530.247 481.1295 0.3940903 0.2395304
Moved 338.7751 519.6295 497.5822 0.3695127 0.2818471
Moved 338.7905 509.9695 512.7621 0.3471517 0.3208902
Moved 338.8061 500.5504 528.2869 0.3253481 0.36082
Moved 338.821 494.1862 540.6277 0.3106161 0.3925608
Moved 338.8367 490.2726 554.7578 0.3015571 0.4289038
Moved 338.8522 487.0906 567.5922 0.2941912 0.4619139
Moved 338.8683 484.9982 576.0073 0.2893476 0.4835578
Moved 338.8829 485 587.1091 0.2893518 0.5121119
Moved 338.9005 485 594.8525 0.2893518 0.5320278
Moved 338.9162 485 600.5935 0.2893518 0.5467939
Moved 338.9294 489.3294 606.1647 0.2993737 0.561123
Moved 338.9446 494.8495 609.8495 0.3121516 0.5706004
Moved 338.9601 497.6162 612.6162 0.3185559 0.5777165
Moved 338.9755 500 615 0.324074 0.5838476
Moved 338.9908 508.5129 615.7875 0.3437799 0.5858732
Moved 339.0062 521.7756 617.1776 0.3744807 0.5894483
Moved 339.0213 538.2298 617 0.412569 0.5889916
Moved 339.0373 555.3428 617 0.4521824 0.5889916
Moved 339.0528 576.0466 617 0.5001078 0.5889916
Moved 339.0725 590.7186 607.8204 0.534071 0.5653815
Moved 339.0844 603.9977 604.7783 0.5648096 0.5575572
Moved 339.0992 614.3163 601.6051 0.5886951 0.5493957
Moved 339.1145 626.8133 599.4553 0.6176233 0.5438663
Moved 339.1289 634.5543 597.1783 0.6355423 0.5380098
Moved 339.1451 641.4901 595.702 0.6515975 0.5342128
Moved 339.1606 646.7414 595.3146 0.6637533 0.5332165
Moved 339.1758 651.218 593.9274 0.6741156 0.5296485
Moved 339.191 655.3802 594 0.6837506 0.5298353
Moved 339.2068 657 592.5 0.6875001 0.5259773
Moved 339.2223 662.4885 591.1279 0.7002047 0.5224481
