the price of gas is high
Moved 639.6181 367 438.8398 0.01620372 0.1307608
Moved 639.6344 367 443.6176 0.01620372 0.1430492
Moved 639.6488 367 448.2922 0.01620372 0.1550723
Moved 639.6644 367 451.1674 0.01620372 0.1624676
Moved 639.6816 367 454 0.01620372 0.169753
Moved 639.6956 367 455.9229 0.01620372 0.1746987
Moved 639.7108 367 457.4042 0.01620372 0.1785088
Moved 639.726 367 459.7163 0.01620372 0.1844554
Moved 639.7422 367 461.9299 0.01620372 0.1901488
Moved 639.7576 367 464.7299 0.01620372 0.1973505
Moved 639.7722 367 471.0039 0.01620372 0.2134873
Moved 639.788 367 480.6897 0.01620372 0.2383993
Moved 639.8032 367 488.3875 0.01620372 0.2581981
Moved 639.819 367 496.7688 0.01620372 0.2797551
Moved 639.8351 367 502.0119 0.01620372 0.2932404
Moved 639.8495 367 509.9295 0.01620372 0.3136046
Moved 639.8655 367 517.7355 0.01620372 0.3336817
Moved 639.8821 363.2559 523.3254 0.007536808 0.3480591
Moved 639.8964 360.9787 528.0638 0.002265573 0.3602462
Moved 639.9106 358.0798 532.3803 -0.004444967 0.3713484
Moved 639.9282 357.1012 534.8987 -0.006710142 0.377826
Moved 639.9421 355.9969 536.0032 -0.009266536 0.3806665
Moved 639.9579 354.5571 537.4429 -0.01259933 0.3843694
Moved 639.973 354 537.8796 -0.01388888 0.3854927
Moved 639.9876 352.6749 538 -0.01695633 0.3858024
Stationary 640.0035 352.6749 538 -0.01695633 0.3858024
Stationary 640.0261 353 538 -0.01620372 0.3858024
Stationary 640.036 353 538 -0.01620372 0.3858024
Stationary 640.0491 353 538 -0.01620372 0.3858024
Moved 640.0655 353 509.8743 -0.01620372 0.3134625
Moved 640.0813 364.8423 488.2448 0.01120905 0.2578312
Moved 640.0961 370.2333 470.2418 0.02368818 0.2115272
Moved 640.1119 374.4532 456.1559 0.03345659 0.175298
Moved 640.1276 376.9275 442.6523 0.0391841 0.1405665
Moved 640.1432 381.1096 428.3014 0.04886478 0.1036558
Moved 640.1596 381.5 418.5 0.04976849 0.07844638
Moved 640.1725 384.8545 407.5093 0.05753359 0.0501783
Moved 640.1889 387.7556 395.9778 0.06424893 0.02051895
Moved 640.2042 389.8185 390.726 0.06902426 0.007011312
Moved 640.2197 391.2577 386.2268 0.07235586 -0.004560761
Moved 640.2356 392 384.2986 0.07407407 -0.009520024
Moved 640.2504 393.1281 380.6158 0.07668535 -0.01899248
Moved 640.2652 393 379.5 0.07638891 -0.02186214
Moved 640.282 393 378.3386 0.07638891 -0.0248493
Moved 640.2973 393 377.5 0.07638891 -0.02700625
Moved 640.3118 393 377 0.07638891 -0.02829226
Stationary 640.3271 393 377 0.07638891 -0.02829226
Stationary 640.3428 393 377 0.07638891 -0.02829226
Stationary 640.3578 393 377 0.07638891 -0.02829226
Moved 640.3726 378.6229 387.4561 0.04310846 -0.001398879
Moved 640.39 372.8636 393.5844 0.02977699 0.01436308
Moved 640.4199 347.7196 419.6085 -0.02842685 0.08129743
Moved 640.4367 329.9044 441.6487 -0.06966561 0.1379854
Moved 640.4506 313.7547 460.6535 -0.1070492 0.1868659
Moved 640.4668 303.7595 473.1848 -0.1301863 0.2190965
Moved 640.4815 295.4607 482.5393 -0.1493966 0.2431565
Moved 640.4967 290.256 490.0416 -0.1614444 0.2624525
Moved 640.5125 284.424 498.864 -0.1749444 0.2851438
Moved 640.53 278.6651 506.4186 -0.1882752 0.3045744
Moved 640.545 274.5 512 -0.1979167 0.31893
Moved 640.566 262.4553 522.1585 -0.2257978 0.3450578
Stationary 640.5772 262.4553 522.1585 -0.2257978 0.3450578
Moved 640.5891 257.6518 525.6741 -0.2369171 0.3541
Moved 640.6056 255.1316 527.8684 -0.2427509 0.3597438
Moved 640.6209 250.9762 530.6826 -0.2523699 0.3669818
Moved 640.6356 246.6383 534.3617 -0.2624114 0.3764446
Moved 640.6516 242.2763 537.4825 -0.2725086 0.3844713
Moved 640.6669 238.6583 539.3417 -0.2808836 0.3892533
Moved 640.6823 235.7744 541.1128 -0.2875593 0.3938085
Moved 640.6974 234.4447 543.1107 -0.2906373 0.3989471
Moved 640.7132 233.2474 544 -0.2934089 0.4012345
Moved 640.7277 233 545.1093 -0.2939815 0.4040877
Moved 640.7432 231.5 546.5 -0.2974537 0.4076646
Moved 640.7583 230.5 547.5 -0.2997685 0.4102365
Moved 640.7747 229.7874 548.2126 -0.301418 0.4120693
Ended 640.79 229 549 -0.3032407 0.4140946
Candidates 640.9118 12 further the huge other higher he fighter hyde judge differ hee urge
Began 641.7598 384 364 0.0555556 -0.06172839
Stationary 641.7766 384 364 0.0555556 -0.06172839
Stationary 641.7907 384 364 0.0555556 -0.06172839
Stationary 641.8061 384 364 0.0555556 -0.06172839
Moved 641.8217 374.2246 364 0.03292739 -0.06172839
Moved 641.8377 364.9978 364 0.01156896 -0.06172839
Moved 641.8531 351.0395 364 -0.02074197 -0.06172839
Moved 641.8685 330.7658 364 -0.06767173 -0.06172839
Moved 641.8847 311.187 364 -0.1129932 -0.06172839
Moved 641.8991 243.8651 364 -0.2688308 -0.06172839
Moved 641.9149 182.6855 364 -0.4104502 -0.06172839
Moved 641.938 115.732 353.8847 -0.5654353 -0.08774517
Stationary 641.9474 115.732 353.8847 -0.5654353 -0.08774517
Ended 641.9592 108 353 -0.5833333 -0.09002065
Accept 642.0028 1 the
Began 643.5443 583 449 0.5162038 0.156893
Stationary 643.5638 583 449 0.5162038 0.156893
Stationary 643.5784 583 449 0.5162038 0.156893
Stationary 643.5928 583 449 0.5162038 0.156893
Stationary 643.608 583 449 0.5162038 0.156893
Stationary 643.6232 583 449 0.5162038 0.156893
Stationary 643.6383 583 449 0.5162038 0.156893
Stationary 643.6536 583 449 0.5162038 0.156893
Stationary 643.6705 583 449 0.5162038 0.156893
Stationary 643.6865 583 449 0.5162038 0.156893
Stationary 643.701 583 449 0.5162038 0.156893
Stationary 643.7163 583 449 0.5162038 0.156893
Moved 643.7334 570.1456 449 0.4864481 0.156893
Moved 643.7486 564.5204 449 0.473427 0.156893
Moved 643.7636 557.9346 449 0.4581819 0.156893
Moved 643.7806 549.4905 449 0.4386353 0.156893
Moved 643.7944 539.4449 449 0.4153817 0.156893
Moved 643.8112 527.3308 449 0.3873398 0.156893
Moved 643.8265 514.7568 449 0.3582333 0.156893
Moved 643.8415 504.7829 449 0.3351455 0.156893
Moved 643.8627 483 449 0.2847222 0.156893
Stationary 643.8735 483 449 0.2847222 0.156893
Moved 643.8871 474.057 449 0.2640207 0.156893
Moved 643.9022 461.1189 456.6852 0.2340716 0.1766595
Moved 643.9188 445.5012 458 0.1979195 0.180041
Moved 643.936 429.1732 459.9685 0.1601231 0.1851041
Moved 643.949 416.1934 461.423 0.1300773 0.188845
Moved 643.9652 397.4623 466.7341 0.08671831 0.2025054
Moved 643.981 376.5187 472.195 0.03823767 0.2165509
Moved 643.9947 359.4859 479.0678 -0.001190056 0.2342278
Moved 644.0106 338.3519 484.7747 -0.05011141 0.248906
Moved 644.0298 326.3907 487.6523 -0.0777994 0.2563075
Moved 644.0422 316.626 490.5354 -0.1004028 0.2637226
Moved 644.0568 311.3702 492.21 -0.112569 0.2680297
Moved 644.0726 305.0503 493.6499 -0.1271984 0.2717332
Moved 644.0911 300.7216 494 -0.1372185 0.2726337
Moved 644.1022 298.713 495.1435 -0.1418681 0.2755748
Moved 644.1187 295.7251 496.6375 -0.1487845 0.2794173
Moved 644.1356 293.9218 497 -0.1529589 0.2803498
Moved 644.1506 292.5 498.5 -0.15625 0.2842077
Moved 644.1657 292 499.9557 -0.1574074 0.2879519
Moved 644.1804 292 501.3985 -0.1574074 0.2916628
Moved 644.1952 292 502.8389 -0.1574074 0.2953676
Stationary 644.2118 292 503 -0.1574074 0.2957818
Moved 644.2266 292 504.3517 -0.1574074 0.2992584
Moved 644.2416 292 505.7928 -0.1574074 0.3029649
Moved 644.2635 292 507 -0.1574074 0.3060699
Stationary 644.2745 292 507 -0.1574074 0.3060699
Moved 644.2861 292 508.1163 -0.1574074 0.3089409
Stationary 644.3032 292 508.1163 -0.1574074 0.3089409
Moved 644.3181 292 509 -0.1574074 0.3112139
Moved 644.3344 292 511.2192 -0.1574074 0.3169219
Moved 644.3505 296.9748 514.1055 -0.1458918 0.3243454
Moved 644.3651 307.9496 517.9784 -0.1204871 0.3343065
Moved 644.3844 323.8829 522.3317 -0.08360431 0.3455034
Moved 644.3972 356.0994 524.8792 -0.009029111 0.3520553
Moved 644.4114 397.4298 526.3252 0.086643 0.3557746
Moved 644.4292 410.5 526 0.1168981 0.3549381
Moved 644.4423 423.0673 526 0.1459892 0.3549381
Moved 644.4574 436.5322 526 0.1771578 0.3549381
Moved 644.4739 449.0347 526 0.2060989 0.3549381
Moved 644.4901 461.3924 517.9171 0.2347046 0.3341487
Moved 644.5034 472.1893 515.2046 0.2596974 0.3271722
Moved 644.5195 481.23 511.9233 0.280625 0.3187328
Moved 644.5348 488.3859 509.0457 0.2971895 0.3113313
Moved 644.5488 491.8415 507.3862 0.3051886 0.3070631
Moved 644.5652 496.185 504.8767 0.315243 0.3006087
Moved 644.582 498.9829 503.5085 0.3217197 0.2970898
Moved 644.6008 499.9391 503.0609 0.3239332 0.2959383
Moved 644.6119 501.3813 501.6187 0.3272715 0.292229
Stationary 644.6265 501.3813 501.6187 0.3272715 0.292229
Moved 644.6417 501 501 0.3263889 0.2906378
Moved 644.6579 501 499.7255 0.3263889 0.2873598
Moved 644.6742 501 497.3826 0.3263889 0.2813337
Moved 644.6906 492.2756 494.5073 0.3061936 0.2739385
Moved 644.7051 487.2519 490.9389 0.2945646 0.2647605
Moved 644.7197 481.5442 487.7721 0.2813523 0.2566154
Moved 644.7354 474.5 483.5 0.2650462 0.2456274
Moved 644.75 464.0435 477.0291 0.2408415 0.2289841
Moved 644.7658 457.6929 470.6929 0.2261409 0.2126873
Moved 644.7843 444.8738 458.3896 0.1964673 0.1810431
Moved 644.7977 434.2697 447.3082 0.1719205 0.1525415
Moved 644.812 420.1174 431.7291 0.1391605 0.1124719
Moved 644.8284 387.3455 392.0146 0.06329983 0.01032566
Moved 644.8423 367.4638 365.1038 0.0172774 -0.05888958
Moved 644.858 358.9763 353.541 -0.002369632 -0.08862931
Moved 644.8739 352.6482 344.0372 -0.01701802 -0.1130732
Moved 644.8884 344.3585 334.0849 -0.03620719 -0.1386706
Moved 644.9048 337.4362 323.0106 -0.05223105 -0.1671537
Moved 644.9279 325.629 307.0363 -0.07956252 -0.2082402
Stationary 644.9393 325.629 307.0363 -0.07956252 -0.2082402
Moved 644.9507 320.8932 299.822 -0.09052495 -0.2267954
Moved 644.9661 316.577 294.1027 -0.1005161 -0.2415055
Moved 644.9823 313.5 291.5 -0.1076389 -0.2481996
Moved 644.9971 307.9529 284.9372 -0.1204795 -0.2650792
Moved 645.0121 303.6741 282.116 -0.1303841 -0.2723354
Moved 645.0278 299.3551 276.3551 -0.1403817 -0.2871526
Moved 645.0439 296.3517 274.6758 -0.1473341 -0.2914717
Moved 645.0592 292.4703 271.4703 -0.1563186 -0.2997162
Moved 645.0738 289.5927 269.7964 -0.1629798 -0.3040217
Moved 645.09 287 267 -0.1689815 -0.311214
Moved 645.1044 284.4304 266.2152 -0.1749298 -0.3132325
Moved 645.1201 281.5459 264.7729 -0.1816068 -0.3169421
Moved 645.1349 278.6602 263.3301 -0.1882865 -0.3206529
Moved 645.1506 276.8904 261.8904 -0.1923834 -0.3243561
Moved 645.1659 274 262 -0.199074 -0.3240741
Moved 645.1812 272.0072 261 -0.2036869 -0.3266461
Moved 645.1977 269.137 261 -0.210331 -0.3266461
Moved 645.2132 267.1946 259.5973 -0.2148273 -0.330254
Moved 645.2324 263.0811 260 -0.2243494 -0.3292181
Moved 645.2454 260.1608 260 -0.2311094 -0.3292181
Moved 645.2587 253.7055 266.8712 -0.2460521 -0.3115453
Moved 645.2749 246.4748 277.1353 -0.2627899 -0.2851458
Moved 645.2889 243.7738 286.1946 -0.2690422 -0.2618453
Moved 645.3043 239.4776 299.7412 -0.278987 -0.2270031
Moved 645.3198 237.6398 308.6208 -0.2832412 -0.2041645
Moved 645.3356 236.3131 327.5555 -0.2863121 -0.1554644
Moved 645.3517 236 341.2315 -0.287037 -0.1202894
Moved 645.368 235 358.3927 -0.2893518 -0.07615045
Moved 645.3842 233.9872 379.192 -0.2916963 -0.02265443
Moved 645.3975 234 426.4904 -0.2916667 0.09899786
Moved 645.4132 234 452.5028 -0.2916667 0.1659022
Moved 645.4292 234 463.0474 -0.2916667 0.1930231
Moved 645.4443 234 483.1831 -0.2916667 0.2448124
Moved 645.4598 234 492.2291 -0.2916667 0.2680788
Moved 645.476 243.303 502.303 -0.2701319 0.2939892
Moved 645.4894 244.5354 509.606 -0.2672792 0.3127726
Moved 645.5055 247.4198 519.4691 -0.2606024 0.3381406
Moved 645.5271 253.5919 536.7757 -0.246315 0.3826534
Stationary 645.5381 253.5919 536.7757 -0.246315 0.3826534
Moved 645.5507 256.335 543.8374 -0.2399653 0.4008163
Moved 645.5671 257.6071 549.4283 -0.2370207 0.4151961
Moved 645.5834 259.0469 554.1407 -0.2336877 0.4273166
Moved 645.5979 261.997 558.4955 -0.2268589 0.4385171
Moved 645.6125 262.9386 561.8772 -0.2246792 0.447215
Moved 645.629 265.7549 566.1323 -0.21816 0.4581592
Moved 645.6451 266.5 568 -0.2164352 0.4629629
Moved 645.6594 268.9556 570.9111 -0.210751 0.4704503
Moved 645.675 270.3945 572.3945 -0.2074201 0.4742657
Moved 645.6907 271.8361 573.8361 -0.2040831 0.4779735
Moved 645.7058 273.2748 575.2748 -0.2007528 0.4816737
Moved 645.7206 273.7193 576 -0.1997239 0.483539
Moved 645.7385 274 577.1613 -0.199074 0.486526
Stationary 645.7534 274 577.1613 -0.199074 0.486526
Stationary 645.7664 274 577.1613 -0.199074 0.486526
Ended 645.783 274 577 -0.199074 0.4861111
Candidates 645.9188 12 price prize private office prove officer pfizer prince probe grocery primary juice
Began 646.6901 367 377 0.01620372 -0.02829226
Stationary 646.7091 367 377 0.01620372 -0.02829226
Stationary 646.7225 367 377 0.01620372 -0.02829226
Moved 646.7383 367 387.023 0.01620372 -0.002512912
Moved 646.755 361.5264 396.4736 0.003533363 0.02179417
Moved 646.7699 356.3588 412.5648 -0.008428692 0.06318092
Moved 646.7844 350.015 454.2382 -0.02311334 0.1703656
Moved 646.8009 343.9639 505.7469 -0.03712068 0.3028471
Ended 646.8159 335.9296 580.9904 -0.05571852 0.4963743
Accept 646.8431 0 price
Began 647.5226 357 372 -0.006944438 -0.04115226
Stationary 647.5401 357 372 -0.006944438 -0.04115226
Stationary 647.5557 357 372 -0.006944438 -0.04115226
Stationary 647.5685 357 372 -0.006944438 -0.04115226
Stationary 647.5878 357 372 -0.006944438 -0.04115226
Stationary 647.6016 357 372 -0.006944438 -0.04115226
Stationary 647.624 357 372 -0.006944438 -0.04115226
Stationary 647.6347 357 372 -0.006944438 -0.04115226
Stationary 647.6478 357 372 -0.006944438 -0.04115226
Stationary 647.6625 357 372 -0.006944438 -0.04115226
Moved 647.6779 357 385.6136 -0.006944438 -0.006137816
Moved 647.6937 367.2303 391.038 0.01673689 0.007813654
Moved 647.7089 372.9713 396.9713 0.03002624 0.02307433
Moved 647.7245 380.1104 403.4254 0.04655192 0.03967422
Moved 647.7401 389.7997 412.7997 0.06898065 0.06378511
Moved 647.7559 398.2843 418.9633 0.08862108 0.07963789
Moved 647.7708 408.4963 426.2116 0.11226 0.09828085
Moved 647.7867 416.4053 433.4053 0.1305678 0.1167832
Moved 647.8014 425 440.5 0.150463 0.1350308
Moved 647.8175 429.8904 444.8904 0.1617834 0.1463231
Moved 647.8322 434.2469 449.2469 0.1718679 0.1575281
Moved 647.8472 438.5569 452.5569 0.1818447 0.1660413
Moved 647.8682 441.9768 454.9846 0.1897611 0.1722853
Moved 647.8813 444.8573 457.8573 0.1964289 0.179674
Moved 647.8945 447.8674 458.8674 0.2033969 0.1822721
Moved 647.9098 449.3062 460.3062 0.2067272 0.1859726
Moved 647.9254 450.7449 461.7449 0.2100577 0.1896731
Moved 647.9416 452.1836 462 0.213388 0.1903292
Moved 647.9559 452.6224 463 0.2144037 0.1929011
Moved 647.9712 453 463.7942 0.2152778 0.1949438
Stationary 647.986 453 464 0.2152778 0.1954732
Stationary 648.0016 453 464 0.2152778 0.1954732
Moved 648.0167 453 465.3734 0.2152778 0.1990056
Stationary 648.0325 453 465 0.2152778 0.1980452
Moved 648.0472 453 466.5 0.2152778 0.2019032
Stationary 648.0624 453 466.5 0.2152778 0.2019032
Moved 648.0787 453 467.249 0.2152778 0.2038295
Moved 648.0952 455.7504 469.6256 0.2216445 0.2099424
Moved 648.1168 466.9996 485.7495 0.2476842 0.2514131
Stationary 648.1273 466.9996 485.7495 0.2476842 0.2514131
Moved 648.1404 472.7303 494.0955 0.2609498 0.2728794
Moved 648.1572 476.8983 500.1638 0.2705978 0.288487
Moved 648.1716 480.1329 504.1329 0.2780854 0.2986956
Moved 648.1867 481.5 507 0.28125 0.3060699
Moved 648.2024 482.6299 508.6299 0.2838654 0.3102619
Moved 648.2173 483 510.0697 0.2847222 0.3139652
Moved 648.2365 483 511.5 0.2847222 0.317644
Moved 648.2487 483.9366 512 0.2868904 0.31893
Moved 648.2638 484 513.4066 0.287037 0.3225477
Moved 648.2808 484 514.5 0.287037 0.32536
Moved 648.2949 484 515.1394 0.287037 0.3270045
Stationary 648.3109 484 515.1394 0.287037 0.3270045
Moved 648.3246 484 516 0.287037 0.329218
Stationary 648.342 484 516 0.287037 0.329218
Moved 648.3607 484 517.3354 0.287037 0.3326527
Stationary 648.3723 484 517.3354 0.287037 0.3326527
Moved 648.3876 475.7062 517 0.2678383 0.33179
Moved 648.4026 475.9979 518.0021 0.2685138 0.3343675
Stationary 648.4183 475.9979 518.0021 0.2685138 0.3343675
Moved 648.4362 473.8488 518 0.2635388 0.3343621
Moved 648.4488 470.9804 518 0.2568991 0.3343621
Moved 648.4645 466.6167 518 0.2467979 0.3343621
Moved 648.4808 457.7306 518 0.2262281 0.3343621
Moved 648.4948 443.6921 502.0306 0.1937318 0.2932884
Moved 648.5103 419.9536 491.1964 0.1387814 0.2654228
Moved 648.5272 375.9835 461.716 0.03699879 0.1895987
Moved 648.5422 309.899 420.6824 -0.1159744 0.08405952
Moved 648.5568 301.8866 413.415 -0.1345218 0.0653677
Moved 648.572 287.9644 401.168 -0.1667491 0.03386823
Moved 648.5923 275.2006 391.845 -0.1962949 0.009889288
Moved 648.6047 264.4106 383.579 -0.2212716 -0.01137094
Moved 648.6196 254.5 376.5 -0.244213 -0.02957819
Moved 648.6345 252.1796 374.5898 -0.2495843 -0.03449138
Moved 648.6501 248.935 371.9349 -0.257095 -0.04131968
Moved 648.6647 247.5285 370.5286 -0.2603506 -0.0449369
Moved 648.681 246.0924 370 -0.263675 -0.04629637
Moved 648.6971 245.5 370 -0.2650463 -0.04629637
Stationary 648.7101 245.5 370 -0.2650463 -0.04629637
Moved 648.7255 245 368.7816 -0.2662037 -0.04943023
Stationary 648.7406 245 368.7816 -0.2662037 -0.04943023
Stationary 648.757 245 368.7816 -0.2662037 -0.04943023
Moved 648.7719 243.9516 369 -0.2686305 -0.04886839
Stationary 648.7872 243.9516 369 -0.2686305 -0.04886839
Stationary 648.8046 244 369 -0.2685185 -0.04886839
Ended 648.8252 244 369 -0.2685185 -0.04886839
Candidates 648.9738 12 his good god goods food gods this did foods hood dos kids
Began 649.8164 377 368 0.03935188 -0.05144041
Stationary 649.8392 377 368 0.03935188 -0.05144041
Stationary 649.8511 377 368 0.03935188 -0.05144041
Stationary 649.8671 377 368 0.03935188 -0.05144041
Ended 649.8829 377 368 0.03935188 -0.05144041
NextCandidatePanel 649.9426
Began 650.0027 379 364 0.04398147 -0.06172839
Stationary 650.0212 379 364 0.04398147 -0.06172839
Stationary 650.0375 379 364 0.04398147 -0.06172839
Stationary 650.0532 379 364 0.04398147 -0.06172839
Stationary 650.066 379 364 0.04398147 -0.06172839
Ended 650.0831 379 364 0.04398147 -0.06172839
NextCandidatePanel 650.1426
Began 650.5878 379 362 0.04398147 -0.06687243
Stationary 650.607 379 362 0.04398147 -0.06687243
Stationary 650.6223 379 362 0.04398147 -0.06687243
Stationary 650.6381 379 362 0.04398147 -0.06687243
Stationary 650.6534 379 362 0.04398147 -0.06687243
Ended 650.6677 379 362 0.04398147 -0.06687243
Began 650.7291 380 359 0.04629632 -0.07458848
NextCandidatePanel 650.7291
Stationary 650.7451 380 359 0.04629632 -0.07458848
Stationary 650.7606 380 359 0.04629632 -0.07458848
Stationary 650.777 380 359 0.04629632 -0.07458848
Ended 650.7935 380 359 0.04629632 -0.07458848
Cancel 650.8503
Began 651.5295 539 510 0.4143518 0.3137859
Stationary 651.5549 539 510 0.4143518 0.3137859
Stationary 651.566 539 510 0.4143518 0.3137859
Stationary 651.5766 539 510 0.4143518 0.3137859
Stationary 651.5912 539 510 0.4143518 0.3137859
Stationary 651.6079 539 510 0.4143518 0.3137859
Stationary 651.6237 539 510 0.4143518 0.3137859
Moved 651.6388 528.6576 510 0.3904111 0.3137859
Moved 651.6546 523.5903 510 0.3786813 0.3137859
Moved 651.6699 516.3793 510 0.3619893 0.3137859
Moved 651.6868 509.1508 510 0.3452564 0.3137859
Moved 651.7018 503.1902 501.5828 0.3314587 0.2921368
Moved 651.7158 496.3892 500.6946 0.3157157 0.2898522
Moved 651.7331 491.732 498.9106 0.3049352 0.2852639
Moved 651.7474 486 497.5 0.2916667 0.2816358
Moved 651.7665 482.4536 494.7268 0.2834573 0.274503
Moved 651.7794 476.6737 492.9185 0.270078 0.269852
Moved 651.7938 471 490 0.2569444 0.2623456
Moved 651.8097 467.1148 488.0765 0.247951 0.2573985
Moved 651.8245 462.8114 486.6038 0.2379894 0.2536106
