healthy food is good for you
healthy food is good for you
Basic
0.6 0.6
432 388.8
Began 1141.795 446 388 0.199074 -3.924585E-08
Stationary 1141.815 446 388 0.199074 -3.924585E-08
Stationary 1141.825 446 388 0.199074 -3.924585E-08
Stationary 1141.838 446 388 0.199074 -3.924585E-08
Stationary 1141.855 446 388 0.199074 -3.924585E-08
Moved 1141.871 431.0039 400.689 0.1643609 0.0326363
Moved 1141.886 418.3785 411.15 0.1351354 0.05954216
Moved 1141.902 398.4284 428.2287 0.08895466 0.1034688
Moved 1141.917 387.5728 438.2065 0.06382595 0.129132
Moved 1141.932 369.7219 452.8225 0.02250433 0.1667244
Moved 1141.948 356.4481 460.8622 -0.008221964 0.1874027
Moved 1141.964 344.5694 468.017 -0.03571908 0.2058051
Moved 1141.98 333.6347 473.1566 -0.06103083 0.2190239
Moved 1141.995 325.0565 477.4717 -0.08088782 0.2301227
Moved 1142.009 316.4245 481.7877 -0.1008691 0.2412235
Moved 1142.024 310.9453 483.0109 -0.1135525 0.2443696
Moved 1142.04 303.7737 485.8905 -0.1301535 0.2517759
Moved 1142.055 297.5515 486 -0.1445567 0.2520575
Moved 1142.071 290.3402 486 -0.1612494 0.2520575
Moved 1142.086 283.9149 486 -0.176123 0.2520575
Moved 1142.102 276.9435 486 -0.1922603 0.2520575
Moved 1142.121 272.0412 486 -0.2036084 0.2520575
Moved 1142.134 267.6461 486 -0.2137821 0.2520575
Moved 1142.148 262.0865 476.1729 -0.2266517 0.2267821
Moved 1142.164 254.6356 473.9814 -0.243899 0.2211455
Moved 1142.179 247.4421 468.5537 -0.2605507 0.2071854
Moved 1142.195 238.7985 463.3489 -0.280559 0.1937985
Moved 1142.209 230.0958 458.0547 -0.3007042 0.1801818
Moved 1142.225 224.2674 453.7006 -0.3141958 0.1689828
Moved 1142.241 220.3971 451.6985 -0.3231548 0.1638336
Moved 1142.257 216.0755 449.0504 -0.3331585 0.1570225
Moved 1142.272 211.7473 446.1649 -0.3431776 0.1496009
Moved 1142.287 210.1423 446.1423 -0.3468928 0.149543
Moved 1142.303 206.1208 444.707 -0.3562017 0.1458511
Moved 1142.32 202.7933 444 -0.3639044 0.1440329
Moved 1142.342 197 443 -0.3773148 0.1414608
Moved 1142.354 194.6315 442 -0.3827974 0.1388888
Stationary 1142.364 194.6315 442 -0.3827974 0.1388888
Moved 1142.379 191.7539 440.877 -0.3894586 0.1360003
Moved 1142.395 188.4338 441 -0.3971439 0.1363167
Moved 1142.41 185.9933 439.9966 -0.4027933 0.1337361
Moved 1142.426 183.1159 440 -0.409454 0.1337448
Moved 1142.44 181.1192 440 -0.4140761 0.1337448
Moved 1142.456 179.6805 440 -0.4174064 0.1337448
Moved 1142.472 178.6727 440 -0.4197391 0.1337448
Moved 1142.487 177.1277 439.1277 -0.4233155 0.1315013
Moved 1142.503 175.6852 439 -0.4266546 0.1311728
Moved 1142.519 174.2473 439 -0.429983 0.1311728
Moved 1142.533 172.812 437.812 -0.4333056 0.1281171
Moved 1142.549 171.3698 438 -0.4366439 0.1286007
Moved 1142.565 171 436.9341 -0.4375 0.1258593
Moved 1142.58 169.8857 437 -0.4400794 0.1260288
Moved 1142.595 168.4069 436.4069 -0.4435025 0.1245032
Moved 1142.61 167.5 435.5 -0.4456018 0.1221707
Moved 1142.626 166.7647 434.7647 -0.447304 0.1202795
Moved 1142.641 166 434 -0.4490741 0.1183127
Moved 1142.656 164.6491 432.6491 -0.4522012 0.1148382
Moved 1142.673 163.2024 430.2024 -0.45555 0.1085452
Moved 1142.687 162.0479 428.0958 -0.4582225 0.103127
Moved 1142.703 162 425.2468 -0.4583334 0.09579925
Moved 1142.719 160.1859 420.5578 -0.4625325 0.08373908
Moved 1142.733 158.7559 416.2677 -0.4658429 0.07270491
Moved 1142.749 157.312 410.2481 -0.4691851 0.05722246
Moved 1142.765 157 405.6223 -0.4699074 0.04532484
