he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 1250.08 295 407 -0.150463 0.04886827
Stationary 1250.098 295 407 -0.150463 0.04886827
Stationary 1250.112 295 407 -0.150463 0.04886827
Stationary 1250.129 295 407 -0.150463 0.04886827
Stationary 1250.144 295 407 -0.150463 0.04886827
Stationary 1250.158 295 407 -0.150463 0.04886827
Stationary 1250.174 295 407 -0.150463 0.04886827
Moved 1250.19 311.542 407 -0.1121714 0.04886827
Moved 1250.206 320.8831 407 -0.09054825 0.04886827
Moved 1250.221 328.8453 407 -0.0721174 0.04886827
Moved 1250.237 335.0595 407 -0.05773262 0.04886827
Moved 1250.252 339.3358 407 -0.04783382 0.04886827
Moved 1250.268 342.7781 407 -0.03986543 0.04886827
Moved 1250.284 346.9843 407 -0.03012896 0.04886827
Moved 1250.298 349 407 -0.02546296 0.04886827
Moved 1250.314 354.5219 407 -0.01268084 0.04886827
Moved 1250.329 359.0045 407 -0.002304266 0.04886827
Moved 1250.345 363.3027 407 0.007645091 0.04886827
Moved 1250.361 366.4182 407 0.01485695 0.04886827
Moved 1250.375 370.2908 415.2908 0.0238213 0.0701922
Moved 1250.391 373.1662 418.1662 0.03047734 0.07758788
Moved 1250.406 379 422.5 0.04398147 0.08873452
Moved 1250.422 382.3448 427.5173 0.05172422 0.101639
Moved 1250.438 387.0962 434.1282 0.06272256 0.1186424
Moved 1250.452 389.9411 438.4117 0.06930818 0.1296596
Moved 1250.468 393.915 445.7451 0.07850707 0.1485213
Moved 1250.485 396.731 450.0964 0.08502543 0.159713
Moved 1250.499 399.6078 454.4118 0.09168486 0.1708122
Moved 1250.514 402.4784 461.1959 0.09832959 0.1882609
Moved 1250.529 404.5286 463.7928 0.1030754 0.1949404
Moved 1250.545 408.3759 472.7518 0.1119812 0.2179829
Moved 1250.56 411.4767 482.6682 0.1191589 0.2434881
Moved 1250.575 415.0357 492.7499 0.1273974 0.2694185
Moved 1250.591 418.241 501.723 0.1348172 0.2924974
Moved 1250.607 421.5634 508.2535 0.1425079 0.309294
Moved 1250.62 423.9953 515.986 0.1481373 0.3291821
Moved 1250.639 425.0592 518.1185 0.1506001 0.3346668
Moved 1250.653 426.5 522.5 0.1539352 0.3459361
Moved 1250.668 427.9691 524.9691 0.1573359 0.3522867
Moved 1250.686 429.412 527.824 0.1606759 0.3596295
Moved 1250.698 429 530.7087 0.1597223 0.3670491
Moved 1250.714 429 532.294 0.1597223 0.3711265
Moved 1250.729 429.7376 534.7376 0.1614296 0.3774115
Moved 1250.744 430 535.9041 0.162037 0.3804117
Moved 1250.76 430 537.3139 0.162037 0.3840378
Moved 1250.776 430 538.7584 0.162037 0.3877529
Moved 1250.793 430 540.1971 0.162037 0.3914533
Stationary 1250.807 430 540.1971 0.162037 0.3914533
Moved 1250.823 430 541.375 0.162037 0.3944829
Moved 1250.838 430 542.2627 0.162037 0.3967661
Stationary 1250.851 430 542.2627 0.162037 0.3967661
Moved 1250.868 422.4968 542 0.1446685 0.3960905
Moved 1250.884 420.9733 543 0.141142 0.3986624
Moved 1250.901 418.0905 543 0.1344687 0.3986624
Moved 1250.916 415.3487 543 0.1281221 0.3986624
Moved 1250.93 412.3248 543 0.1211221 0.3986624
Moved 1250.944 409.4536 543 0.1144759 0.3986624
Moved 1250.959 407 543 0.1087963 0.3986624
Moved 1250.976 405.4283 543 0.1051581 0.3986624
Moved 1250.991 402.5193 543 0.09842444 0.3986624
Moved 1251.007 398.677 543 0.08953004 0.3986624
Moved 1251.021 394.671 543 0.08025695 0.3986624
Moved 1251.037 390.5 543 0.0706019 0.3986624
Moved 1251.052 385.0156 535.0052 0.0579064 0.3780997
Moved 1251.067 376.374 530.687 0.03790269 0.3669931
Moved 1251.085 353.994 516.5133 -0.01390273 0.3305382
Moved 1251.098 322.0986 496.0623 -0.08773465 0.277938
