travel at the speed of light
travel at the speed of light
Basic
0.6 0.6
432 388.8
Began 1448.263 386 449 0.06018519 0.156893
Stationary 1448.282 386 449 0.06018519 0.156893
Stationary 1448.296 386 449 0.06018519 0.156893
Stationary 1448.31 386 449 0.06018519 0.156893
Moved 1448.326 372.956 449 0.02999077 0.156893
Moved 1448.343 359.2513 449 -0.001733204 0.156893
Moved 1448.359 344.5661 449 -0.03572667 0.156893
Moved 1448.374 325 449 -0.08101851 0.156893
Moved 1448.389 304.0374 449 -0.1295431 0.156893
Moved 1448.404 281.5643 449 -0.1815641 0.156893
Moved 1448.42 271.5808 449 -0.2046741 0.156893
Moved 1448.435 258.6187 449 -0.234679 0.156893
Moved 1448.45 249.141 449 -0.256618 0.156893
Moved 1448.468 235.7998 449 -0.2875005 0.156893
Moved 1448.481 225.3911 435.2729 -0.3115948 0.1215867
Moved 1448.497 212.2631 421.3683 -0.3419836 0.08582382
Moved 1448.511 196.0759 398.5242 -0.3794539 0.0270683
Moved 1448.527 184.1918 380.7877 -0.4069635 -0.01855034
Moved 1448.543 176.0492 366.8885 -0.4258121 -0.05429907
Moved 1448.559 170.1039 356.4318 -0.4395744 -0.08119402
Moved 1448.573 165.0056 347.676 -0.451376 -0.103714
Moved 1448.588 161.7832 342.6747 -0.4588352 -0.1165773
Moved 1448.604 160.8678 339.6033 -0.4609542 -0.124477
Moved 1448.619 159.3776 337.3776 -0.4644037 -0.1302018
Moved 1448.635 159 335.9362 -0.4652778 -0.1339091
Moved 1448.651 157.5 336 -0.46875 -0.1337449
Moved 1448.667 158 334.5 -0.4675925 -0.1376029
Moved 1448.683 158 333.7994 -0.4675925 -0.139405
Moved 1448.696 164.6973 328.8142 -0.4520896 -0.1522269
Moved 1448.713 177.508 316.492 -0.4224352 -0.1839198
Moved 1448.727 205.9733 289.4254 -0.3565434 -0.2535355
Moved 1448.744 235.7434 270.0568 -0.287631 -0.3033518
Moved 1448.761 269.3839 251.542 -0.2097595 -0.3509723
Moved 1448.774 298.8565 239.286 -0.1415358 -0.3824949
Moved 1448.789 320.2143 231.2092 -0.09209663 -0.4032685
Moved 1448.804 332.7871 227.2048 -0.06299282 -0.4135679
Moved 1448.82 340.5828 224.4724 -0.04494732 -0.4205956
Moved 1448.835 347.5976 222.8805 -0.02870922 -0.4246902
Moved 1448.851 351.7001 221.4333 -0.01921281 -0.4284122
Moved 1448.867 355.0104 219.9948 -0.01154989 -0.4321123
Moved 1448.88 356.4467 220 -0.008225243 -0.4320988
Stationary 1448.897 356.4467 220 -0.008225243 -0.4320988
Stationary 1448.913 356 220 -0.009259283 -0.4320988
Moved 1448.927 356 233.5 -0.009259283 -0.3973766
Moved 1448.944 356 241.2761 -0.009259283 -0.3773763
Moved 1448.959 341.3479 263.3121 -0.04317607 -0.3206995
Moved 1448.974 333.7211 283.1276 -0.06083087 -0.2697335
Moved 1448.99 323.4764 304.0472 -0.08454541 -0.215928
Moved 1449.005 310.9659 334.0683 -0.113505 -0.1387133
Moved 1449.02 300.3112 355.3777 -0.1381686 -0.08390512
Moved 1449.034 289 379.5 -0.1643519 -0.02186214
Moved 1449.05 283.1011 391.1479 -0.1780066 0.008096381
Moved 1449.066 276.6685 406.9117 -0.1928971 0.04864128
Moved 1449.081 270.4241 424.3034 -0.2073515 0.09337287
Moved 1449.096 266.0749 439.7504 -0.2174192 0.133103
Moved 1449.112 261.7622 456.9512 -0.2274023 0.1773436
Moved 1449.127 258.444 470.3721 -0.2350834 0.2118624
Moved 1449.143 256.7172 484.8284 -0.2390806 0.2490441
Moved 1449.158 255.7303 493.427 -0.241365 0.2711599
Moved 1449.18 254 509.2337 -0.2453704 0.311815
Stationary 1449.19 254 509.2337 -0.2453704 0.311815
Moved 1449.205 253.3147 513.0558 -0.2469567 0.3216456
Moved 1449.22 253 516.2598 -0.2476852 0.3298864
Moved 1449.235 253 519.5681 -0.2476852 0.3383952
Moved 1449.251 253 520.5 -0.2476852 0.3407921
Moved 1449.268 253 521.0449 -0.2476852 0.3421935
Stationary 1449.282 253 521.0449 -0.2476852 0.3421935
Stationary 1449.297 253 521 -0.2476852 0.3420781
Stationary 1449.313 253 521 -0.2476852 0.3420781
Moved 1449.328 299.837 512.2652 -0.1392661 0.3196121
Moved 1449.343 350.6223 495.1259 -0.02170776 0.2755296
Moved 1449.359 395.2761 479.9884 0.08165766 0.2365956
Moved 1449.374 422.3746 467.2556 0.1443857 0.2038467
Moved 1449.389 462.2487 442.8801 0.236687 0.1411523
Moved 1449.406 486.2146 426.6594 0.2921635 0.09943263
Moved 1449.42 506.124 412.5295 0.3382501 0.0630903
Ended 1449.437 533 394 0.4004629 0.01543206
Candidates 1449.478 12 travel isabel excel label cancel handful rebel panel level peaceful channel carvell
