this is a very good idea
this is a very good idea
FixStart
0.6 0.6
432 388.8
Began 2024.499 397 376 0.0856481 -0.03086435
Stationary 2024.514 397 376 0.0856481 -0.03086435
Stationary 2024.534 397 376 0.0856481 -0.03086435
Stationary 2024.543 397 376 0.0856481 -0.03086435
Stationary 2024.558 397 376 0.0856481 -0.03086435
Moved 2024.578 397 393.3436 0.0856481 0.01374386
Moved 2024.592 397 402.9667 0.0856481 0.03849461
Moved 2024.606 397 414.7206 0.0856481 0.06872589
Moved 2024.621 386.4561 433.3278 0.06124089 0.1165838
Moved 2024.638 383.5568 449.6592 0.05452961 0.1585885
Moved 2024.651 380.7899 461.4453 0.04812479 0.1889025
Moved 2024.668 379.0272 471.8098 0.04404446 0.21556
Moved 2024.683 377.6447 480.1318 0.04084428 0.2369643
Moved 2024.699 376.2599 486.7003 0.03763874 0.2538586
Moved 2024.713 376 491.4318 0.03703703 0.2660282
Moved 2024.729 376 497.9838 0.03703703 0.28288
Moved 2024.744 376 503 0.03703703 0.2957818
Moved 2024.759 376 507.8384 0.03703703 0.3082261
Moved 2024.776 376 512.0271 0.03703703 0.3189996
Moved 2024.791 376 516.1874 0.03703703 0.3296999
Moved 2024.809 384.907 519.2267 0.05765507 0.3375174
Moved 2024.822 386.9923 521.9923 0.06248216 0.3446303
Moved 2024.838 387.4082 522.4083 0.06344497 0.3457002
Moved 2024.853 388.9354 523.9354 0.06698002 0.3496279
Moved 2024.867 390.3149 525.3149 0.07017344 0.3531762
Stationary 2024.884 390.3149 525.3149 0.07017344 0.3531762
Moved 2024.898 392.0925 526 0.07428825 0.3549381
Stationary 2024.914 392.0925 526 0.07428825 0.3549381
Moved 2024.931 393.8597 526 0.07837902 0.3549381
Moved 2024.945 395.9187 526 0.0831452 0.3549381
Moved 2024.961 402.6878 526 0.09881428 0.3549381
Moved 2024.976 408.8708 508.6937 0.1131269 0.3104262
Moved 2024.991 415.4466 496.1069 0.1283486 0.2780526
Moved 2025.006 419.4435 485.1506 0.1376007 0.249873
Moved 2025.022 423.571 472.1439 0.1471551 0.2164195
Moved 2025.039 425.2386 461.0912 0.1510152 0.1879918
