a subject one can really enjoy
a subject one can really enjoy
FixStart
0.6 0.6
432 388.8
Began 1748.298 421 439 0.1412037 0.1311728
Stationary 1748.316 421 439 0.1412037 0.1311728
Stationary 1748.331 421 439 0.1412037 0.1311728
Moved 1748.349 402.0634 439 0.09736906 0.1311728
Moved 1748.362 388.0399 439 0.06490727 0.1311728
Moved 1748.377 366.8781 439 0.01592149 0.1311728
Moved 1748.393 350.6528 439 -0.02163698 0.1311728
Moved 1748.407 333.3958 439 -0.06158376 0.1311728
Moved 1748.424 324.8476 439 -0.08137131 0.1311728
Moved 1748.438 308.4236 439 -0.1193899 0.1311728
Moved 1748.453 297.5963 439 -0.1444529 0.1311728
Moved 1748.469 287.5366 439 -0.1677394 0.1311728
Moved 1748.485 278.5353 439 -0.1885757 0.1311728
Moved 1748.501 268.5 439 -0.2118056 0.1311728
Moved 1748.516 262.2398 439 -0.2262968 0.1311728
Moved 1748.53 256.9148 439 -0.2386232 0.1311728
Moved 1748.546 252.614 439 -0.2485788 0.1311728
Moved 1748.562 246.3968 439 -0.2629704 0.1311728
Moved 1748.577 243.321 439 -0.2700903 0.1311728
Moved 1748.593 238.6719 439 -0.2808521 0.1311728
Moved 1748.608 235.5647 439 -0.2880446 0.1311728
Moved 1748.623 232.6885 439 -0.2947026 0.1311728
Moved 1748.638 231.1738 439 -0.2982087 0.1311728
Moved 1748.655 229.7916 439 -0.3014084 0.1311728
Moved 1748.669 228.3538 439 -0.3047366 0.1311728
Stationary 1748.684 228 439 -0.3055556 0.1311728
Stationary 1748.701 228 439 -0.3055556 0.1311728
Ended 1748.717 228 439 -0.3055556 0.1311728
Candidates 1748.835 12 a as has gas ass s faa had aa da fda ga
Began 1749.267 374 368 0.03240744 -0.05144041
Moved 1749.287 374 387.3773 0.03240744 -0.00160178
Moved 1749.302 360.0139 427.0756 3.208717E-05 0.1005031
Moved 1749.317 352.5487 477.1589 -0.01724829 0.2293181
Moved 1749.339 352 531.8101 -0.01851852 0.3698819
Stationary 1749.351 352 531.8101 -0.01851852 0.3698819
Moved 1749.362 358.6562 563.1277 -0.003110617 0.4504313
Moved 1749.378 378.3952 599.1719 0.04258156 0.5431374
Ended 1749.394 393 624 0.07638891 0.6069958
Accept 1749.453 0 a
Began 1749.779 394 447 0.07870366 0.1517489
Stationary 1749.795 394 447 0.07870366 0.1517489
Stationary 1749.81 394 447 0.07870366 0.1517489
Stationary 1749.825 394 447 0.07870366 0.1517489
Moved 1749.841 375.2096 447 0.03520747 0.1517489
Moved 1749.858 365.1164 455.8836 0.01184354 0.1745976
Moved 1749.872 353.0562 457.4125 -0.01607349 0.17853
Moved 1749.887 343.0025 459.1425 -0.03934607 0.1829797
Moved 1749.905 335.4587 459 -0.05680854 0.1826131
Moved 1749.918 323.962 459 -0.08342122 0.1826131
Moved 1749.933 310.4323 460.1567 -0.1147399 0.1855883
Moved 1749.95 301.3968 460 -0.1356556 0.1851851
Moved 1749.964 291.7792 460 -0.1579184 0.1851851
Moved 1749.981 284.6468 460 -0.1744288 0.1851851
Moved 1749.996 277.439 460 -0.1911135 0.1851851
Moved 1750.01 272.9471 460 -0.2015113 0.1851851
Moved 1750.026 265.8209 460 -0.2180073 0.1851851
Moved 1750.042 259.5641 460 -0.2324906 0.1851851
Moved 1750.058 255.0127 460 -0.2430261 0.1851851
Moved 1750.072 250.7079 460 -0.252991 0.1851851
Moved 1750.088 247.5945 460 -0.2601979 0.1851851
Moved 1750.103 245.7205 460 -0.2645358 0.1851851
Moved 1750.118 244.2121 460 -0.2680275 0.1851851
Stationary 1750.134 244 460 -0.2685185 0.1851851
Moved 1750.15 244 460.5886 -0.2685185 0.1866989
Moved 1750.165 244 463.0465 -0.2685185 0.1930207
Moved 1750.181 244 470.3101 -0.2685185 0.2117027
Moved 1750.197 267.4686 488.5707 -0.214193 0.2586696
Moved 1750.211 286.3776 506.0408 -0.1704223 0.3036029
Moved 1750.227 312 524.5 -0.1111111 0.3510802
Moved 1750.241 332.3313 535.8527 -0.06404797 0.3802796
Moved 1750.258 358.0088 550.3382 -0.004609277 0.4175365
Moved 1750.273 377.0438 560.4082 0.03945311 0.4434367
Moved 1750.289 397.9139 569.1656 0.08776376 0.4659607
Moved 1750.303 417.0773 576.5735 0.1321233 0.4850142
Moved 1750.318 435.0806 584.4987 0.1737977 0.5053979
Moved 1750.334 446 588.5 0.199074 0.5156891
Moved 1750.351 453.7903 590.7963 0.217107 0.5215954
Moved 1750.365 464.3047 594.087 0.241446 0.5300592
Moved 1750.38 471.4307 595.4861 0.2579414 0.5336577
Moved 1750.397 480.51 598.8367 0.2789584 0.5422752
Moved 1750.411 487.8217 600.3643 0.2958837 0.5462044
Moved 1750.428 493.1838 602.796 0.3082958 0.5524586
Moved 1750.444 497.7234 603 0.3188042 0.5529835
Moved 1750.458 499.5673 604.2836 0.3230723 0.556285
Moved 1750.473 503.6146 604.8073 0.3324412 0.5576319
Moved 1750.489 506.4982 605 0.3391161 0.5581275
Moved 1750.504 507.6862 605 0.3418663 0.5581275
Moved 1750.519 509.1195 605 0.345184 0.5581275
Moved 1750.535 510.5 605 0.3483796 0.5581275
Stationary 1750.551 510.5 605 0.3483796 0.5581275
Moved 1750.564 511 605 0.349537 0.5581275
Moved 1750.581 511 592.6104 0.349537 0.5262611
Moved 1750.604 487.2667 550.5334 0.2945989 0.4180386
Stationary 1750.615 487.2667 550.5334 0.2945989 0.4180386
Moved 1750.626 473.6729 520.3457 0.2631316 0.3403952
Moved 1750.642 460.3648 489.8512 0.232326 0.2619628
Moved 1750.658 448.9219 463.942 0.2058378 0.1953241
Moved 1750.674 440.1662 441.0612 0.1855699 0.1364742
Moved 1750.689 427.8732 412.0375 0.1571139 0.06182466
Moved 1750.704 421.6071 391.5 0.1426092 0.009002057
Moved 1750.72 415.5562 372.5577 0.1286024 -0.03971775
Moved 1750.736 411.3441 357.9283 0.1188521 -0.07734479
Moved 1750.751 408.0161 346.0562 0.1111483 -0.1078802
Moved 1750.766 403.708 333.124 0.1011759 -0.1411421
Moved 1750.782 402 326.5 0.09722222 -0.158179
Moved 1750.797 399.0387 315.1355 0.09036739 -0.1874088
Moved 1750.813 396.1775 305.1212 0.08374423 -0.2131656
Moved 1750.827 395.1452 298.7261 0.08135468 -0.2296139
Moved 1750.843 392.4194 291.5486 0.07504503 -0.2480747
Moved 1750.859 391.2639 286.0555 0.07237007 -0.262203
Moved 1750.874 389.8262 281.4786 0.06904214 -0.2739749
Moved 1750.89 388.5 277.5 0.06597221 -0.2842079
Moved 1750.904 388 275.5991 0.06481478 -0.2890971
Moved 1750.919 388 273.8663 0.06481478 -0.2935537
Moved 1750.935 387 271.4297 0.06250004 -0.2998208
Moved 1750.952 387 269.9938 0.06250004 -0.3035139
Stationary 1750.966 387 269.9938 0.06250004 -0.3035139
Moved 1750.98 387 269 0.06250004 -0.30607
Stationary 1750.997 387 269 0.06250004 -0.30607
Stationary 1751.013 387 269 0.06250004 -0.30607
Stationary 1751.027 387 269 0.06250004 -0.30607
Moved 1751.043 387 277.9155 0.06250004 -0.2831391
Moved 1751.059 394.7957 287.2366 0.08054554 -0.2591653
Moved 1751.074 400.6406 296.2811 0.0940754 -0.2359024
Moved 1751.089 407.284 307.9111 0.1094536 -0.2059899
Moved 1751.105 414.4727 319.7563 0.1260941 -0.175524
Moved 1751.12 419.7375 328.1799 0.1382812 -0.1538583
Moved 1751.135 429.8213 344.3688 0.1616234 -0.1122201
Moved 1751.153 440.6215 358.7769 0.1866238 -0.07516249
Moved 1751.167 456.5 382 0.2233796 -0.01543218
Moved 1751.182 472.5207 406.281 0.2604645 0.047019
Moved 1751.197 488.2557 433.3508 0.2968883 0.1166428
Moved 1751.212 495.342 445.0131 0.3132917 0.1466384
Moved 1751.228 500.8128 455.6255 0.3259554 0.1739339
Moved 1751.251 512.4647 479.9295 0.3529276 0.2364441
Stationary 1751.262 512.4647 479.9295 0.3529276 0.2364441
Moved 1751.274 515.532 487.3299 0.3600277 0.2554781
Moved 1751.291 516.7004 492.1013 0.3627325 0.2677501
Moved 1751.306 518.1423 497.5695 0.3660702 0.2818144
Moved 1751.321 518 499.1591 0.3657407 0.2859028
Moved 1751.336 518 501.5292 0.3657407 0.291999
Moved 1751.352 518 503.1282 0.3657407 0.2961115
Moved 1751.366 518 504.5649 0.3657407 0.2998067
Moved 1751.382 518 506.0024 0.3657407 0.303504
Moved 1751.397 518 507.4371 0.3657407 0.307194
Moved 1751.414 507.3677 508.8774 0.341129 0.3108987
Moved 1751.428 501.7221 510.3195 0.3280604 0.3146075
Moved 1751.444 494 511.5 0.3101851 0.317644
Moved 1751.46 479.0432 511.8428 0.2755628 0.3185258
Moved 1751.475 465.4984 514.5559 0.2442092 0.3255038
Moved 1751.49 446.4243 520.1439 0.2000563 0.3398762
Moved 1751.506 429.1986 525.6005 0.1601819 0.3539106
Moved 1751.521 410.3697 532.5217 0.1165966 0.371712
Moved 1751.536 393.6916 540.1402 0.07798979 0.391307
Moved 1751.553 382.232 545.884 0.05146305 0.4060801
Moved 1751.567 365.4047 556.197 0.01251082 0.4326054
Moved 1751.583 348.5267 568.3549 -0.02655849 0.4638757
Moved 1751.603 335.6967 576.8688 -0.05625755 0.4857736
Moved 1751.614 326.4569 584.543 -0.07764597 0.5055118
Moved 1751.629 319.3215 590.3428 -0.09416316 0.520429
Moved 1751.644 315.6699 593.5534 -0.102616 0.5286866
Moved 1751.66 313.7874 596.4253 -0.1069737 0.5360732
Moved 1751.676 310.2832 599.7168 -0.1150852 0.544539
Moved 1751.691 308.4852 601.5148 -0.1192471 0.5491634
Moved 1751.707 305.6078 604.3922 -0.1259078 0.5565641
Moved 1751.722 304.3615 605.6385 -0.1287929 0.5597697
Moved 1751.738 304 606 -0.1296296 0.5606995
Moved 1751.753 303.4731 606 -0.1308493 0.5606995
Moved 1751.768 303 584.7577 -0.1319445 0.5060639
Moved 1751.787 310.1875 559.3571 -0.1153067 0.4407332
Moved 1751.802 328.2286 498.0361 -0.07354482 0.2830146
Moved 1751.813 343.9984 440.5513 -0.03704086 0.1351628
Moved 1751.829 354.3765 408.8704 -0.01301731 0.05367883
Moved 1751.845 363.5252 383.2136 0.008160274 -0.01231072
Moved 1751.86 369.896 363.088 0.02290746 -0.0640742
Moved 1751.875 373.3306 352.3429 0.03085782 -0.09171065
Moved 1751.891 374.8319 344.1765 0.03433317 -0.112715
Moved 1751.907 376.2161 334.4876 0.03753722 -0.1376348
Moved 1751.922 377 328.411 0.03935188 -0.1532639
Moved 1751.937 378.0913 323.7261 0.04187793 -0.1653135
Moved 1751.952 378 321 0.04166663 -0.1723252
Moved 1751.968 378 319.0319 0.04166663 -0.1773873
Moved 1751.983 378 317.5931 0.04166663 -0.1810877
Stationary 1752.001 378 317.5931 0.04166663 -0.1810877
Moved 1752.013 378 332.7688 0.04166663 -0.1420557
Moved 1752.029 365.7126 347.6526 0.01322369 -0.103774
Moved 1752.047 366 373.4537 0.01388888 -0.03741323
Moved 1752.063 366 399.2241 0.01388888 0.02886858
Moved 1752.075 371.3372 430.343 0.02624353 0.1089069
Moved 1752.092 379.5562 467.0037 0.04526913 0.2031987
Moved 1752.107 383.5 497 0.05439818 0.2803498
Moved 1752.123 386.361 519.6511 0.06102075 0.3386088
Moved 1752.137 388.1066 542.4926 0.06506155 0.3973573
Moved 1752.154 388 558.0106 0.06481478 0.4372699
Moved 1752.169 388 568.977 0.06481478 0.4654757
Moved 1752.184 388 576.157 0.06481478 0.4839429
Moved 1752.2 388 582.4853 0.06481478 0.5002192
Moved 1752.214 388 586.9304 0.06481478 0.5116522
Moved 1752.229 388 591.2131 0.06481478 0.5226675
Moved 1752.25 388 593.6996 0.06481478 0.5290627
Moved 1752.261 388 596.582 0.06481478 0.5364761
Moved 1752.276 377.5 599 0.04050931 0.5426954
Moved 1752.292 379.9174 600.1652 0.04610509 0.5456923
Moved 1752.307 379 600.595 0.04398147 0.5467978
Moved 1752.323 377.9692 602.0308 0.0415955 0.5504905
Moved 1752.338 378 603.0769 0.04166663 0.5531812
Moved 1752.355 376.5 603 0.03819446 0.5529835
Stationary 1752.368 376.5 603 0.03819446 0.5529835
Moved 1752.383 376 604.4156 0.03703703 0.5566244
Stationary 1752.402 376 604.4156 0.03703703 0.5566244
Moved 1752.416 374.6266 604 0.03385782 0.5555555
Moved 1752.43 374 604 0.03240744 0.5555555
Moved 1752.448 374 604.8817 0.03240744 0.5578231
Ended 1752.461 374 605.5 0.03240744 0.5594135
Candidates 1752.603 12 subject divorce deficiency stringent efficient deficient assignment efficiency sufficient object attributable equivalent
Began 1753.016 382 360 0.05092591 -0.07201654
