players must know all the rules
players must know all the rules
FixStart
0.6 0.6
432 388.8
Began 3696.115 370 328 0.02314816 -0.1543211
Stationary 3696.14 370 328 0.02314816 -0.1543211
Stationary 3696.15 370 328 0.02314816 -0.1543211
Stationary 3696.163 370 328 0.02314816 -0.1543211
Stationary 3696.178 370 328 0.02314816 -0.1543211
Moved 3696.194 377.2716 334.1529 0.03998061 -0.1384956
Moved 3696.21 394.0738 347.0536 0.07887442 -0.1053148
Moved 3696.225 406.763 356.5723 0.1082477 -0.08083273
Moved 3696.241 436 377 0.1759259 -0.02829226
Moved 3696.256 442.1416 381.1749 0.1901425 -0.0175542
Moved 3696.271 468.486 401.2626 0.2511251 0.03411156
Moved 3696.287 475.2485 406.9988 0.266779 0.04886509
Moved 3696.303 492.2546 418.691 0.306145 0.07893766
Moved 3696.318 498.5804 423.8643 0.3207878 0.09224338
Moved 3696.335 502.1775 426.7419 0.3291145 0.09964488
Moved 3696.349 508.8945 430.5963 0.3446631 0.1095584
Moved 3696.364 512.0666 432.0333 0.352006 0.1132542
Moved 3696.38 516.3496 434.1748 0.3619204 0.1187623
Moved 3696.395 518.6163 435 0.3671674 0.1208847
Moved 3696.41 521.1345 435 0.3729964 0.1208847
Moved 3696.426 524.002 435 0.3796341 0.1208847
Moved 3696.44 525.4366 435 0.3829551 0.1208847
Moved 3696.456 530.0786 423.712 0.3937004 0.0918519
Moved 3696.471 532.9502 415.1494 0.4003477 0.0698285
Moved 3696.487 534.4014 410.7959 0.4037068 0.05863139
Moved 3696.503 537.3428 392.9147 0.4105159 0.0126407
Moved 3696.518 537 374.5161 0.4097222 -0.03468101
Moved 3696.535 537 321.3741 0.4097222 -0.1713629
Moved 3696.549 520.5 292 0.3715278 -0.2469136
Moved 3696.565 521.9599 284.8095 0.3749072 -0.2654077
Moved 3696.582 515.6656 257.3281 0.360337 -0.3360904
Moved 3696.596 511.7809 245.3427 0.3513447 -0.3669171
Moved 3696.61 508.9012 236.7037 0.3446788 -0.3891366
Moved 3696.626 506.0321 232.0321 0.3380373 -0.4011521
Moved 3696.641 504.5975 230.5974 0.3347163 -0.404842
Moved 3696.657 494.0898 228.6179 0.3103931 -0.4099333
Moved 3696.671 486.5726 229 0.2929921 -0.4089506
Moved 3696.688 481.5795 229 0.2814341 -0.4089506
Moved 3696.703 458.8925 242.8671 0.2289177 -0.3732844
Moved 3696.719 454.2741 246.4537 0.218227 -0.3640593
Moved 3696.735 430.5399 253.738 0.1632868 -0.345324
Moved 3696.748 416.9143 257.3524 0.131746 -0.3360279
Moved 3696.765 403.994 259.1118 0.1018379 -0.3315027
Moved 3696.78 394.621 261.3065 0.08014133 -0.3258578
Moved 3696.796 375.4417 264.2597 0.03574461 -0.3182621
Moved 3696.811 356.1113 266.0635 -0.009001544 -0.3136229
Moved 3696.827 337.8003 270.5499 -0.05138814 -0.3020836
Moved 3696.843 329.1681 272.7079 -0.0713701 -0.2965331
Moved 3696.857 295.0795 279.5379 -0.150279 -0.2789664
Moved 3696.873 288.5872 281.3532 -0.1653074 -0.2742973
Moved 3696.889 270.5 287 -0.2071759 -0.2597736
Moved 3696.905 239.3375 297.082 -0.2793113 -0.2338426
Moved 3696.919 232.4764 299.5079 -0.2951935 -0.2276033
Moved 3696.935 213.7391 307.1305 -0.338567 -0.2079977
Moved 3696.95 207.981 308.0048 -0.351896 -0.2057491
Moved 3696.965 198.3467 312.3267 -0.3741975 -0.1946331
Moved 3696.981 193.1989 314.2007 -0.3861136 -0.1898131
Moved 3696.996 191.0469 315.6354 -0.3910951 -0.186123
Moved 3697.011 188.8537 316.1462 -0.3961719 -0.1848091
Moved 3697.028 186.4104 319.1791 -0.4018277 -0.1770084
Moved 3697.043 186 321.0295 -0.4027778 -0.1722493
Moved 3697.058 184.5318 323.9363 -0.4061763 -0.1647728
Moved 3697.073 185 326.5729 -0.4050926 -0.1579916
Moved 3697.088 185 335.7764 -0.4050926 -0.1343201
Moved 3697.103 185 340.4051 -0.4050926 -0.122415
Moved 3697.118 197.0438 349.854 -0.3772134 -0.09811213
Moved 3697.136 233.4582 384.161 -0.2929208 -0.009874022
Moved 3697.151 253.6089 399.4821 -0.2462756 0.02953196
Moved 3697.167 292.0167 426.1787 -0.1573688 0.09819619
Moved 3697.182 317.2026 441.5215 -0.09906803 0.1376582
Moved 3697.197 334.5743 452.3655 -0.05885576 0.165549
Moved 3697.211 350.4476 460.9714 -0.02211198 0.1876837
Moved 3697.228 359.876 464.438 -0.0002870957 0.1965997
Moved 3697.243 371.3954 469.1483 0.02637823 0.2087145
Moved 3697.258 382.3784 473.4479 0.0518018 0.2197733
Moved 3697.273 387.3571 475.5816 0.06332675 0.2252612
Moved 3697.289 400.1254 479.7084 0.09288291 0.2358755
Moved 3697.304 404.4235 481.1412 0.1028321 0.2395605
Moved 3697.319 412.9127 484.2281 0.1224831 0.2475003
Moved 3697.336 416.9293 485.2324 0.1317808 0.2500831
Moved 3697.351 419.1012 486.0338 0.1368084 0.2521443
Moved 3697.367 423.1958 487 0.1462866 0.2546296
Moved 3697.382 424.6316 487.6316 0.1496102 0.256254
Moved 3697.397 425.349 488.3489 0.1512707 0.258099
Stationary 3697.411 425.349 488.3489 0.1512707 0.258099
Moved 3697.427 425 489.0779 0.150463 0.2599739
Moved 3697.444 412.2314 491.064 0.1209059 0.2650823
Moved 3697.458 395 491 0.08101851 0.2649176
Moved 3697.474 386.0224 492.2481 0.06023695 0.2681278
Moved 3697.49 355.3069 494.4067 -0.01086364 0.2736796
Moved 3697.505 342.8981 494 -0.03958781 0.2726337
Moved 3697.521 306.985 495.2786 -0.1227198 0.2759223
Moved 3697.538 296.8345 496.011 -0.1462165 0.2778061
Moved 3697.558 274.1653 496 -0.1986914 0.2777777
Moved 3697.569 269.1439 496 -0.210315 0.2777777
Moved 3697.582 262.491 496.7018 -0.2257153 0.2795827
Moved 3697.596 256.4376 497 -0.2397278 0.2803498
Moved 3697.612 253.8414 497 -0.2457375 0.2803498
Moved 3697.627 251.9819 497 -0.2500419 0.2803498
Moved 3697.643 252 498.4693 -0.25 0.2841288
Stationary 3697.657 252 498 -0.25 0.2829217
Moved 3697.682 256.8629 498 -0.2387433 0.2829217
Moved 3697.695 270.334 498 -0.2075602 0.2829217
Stationary 3697.707 270.334 498 -0.2075602 0.2829217
