effort is what it will take
effort is what it will take
FixStart
0.6 0.6
432 388.8
Began 3320.392 464 428 0.2407408 0.1028806
Stationary 3320.412 464 428 0.2407408 0.1028806
Stationary 3320.433 464 428 0.2407408 0.1028806
Stationary 3320.445 464 428 0.2407408 0.1028806
Stationary 3320.457 464 428 0.2407408 0.1028806
Moved 3320.473 445.7841 441.9727 0.1985742 0.1388187
Moved 3320.488 438 450 0.1805556 0.1594649
Moved 3320.504 434.5566 452.3694 0.1725848 0.1655593
Moved 3320.52 419.4985 466.2512 0.1377281 0.2012633
Moved 3320.535 409.4925 475.8191 0.1145659 0.2258721
Moved 3320.548 396.8341 488.1659 0.08526415 0.2576282
Moved 3320.563 388.0134 496.5562 0.06484578 0.2792082
Moved 3320.583 378.9601 506.0399 0.04388918 0.3036003
Moved 3320.595 370.3769 516.0603 0.02402057 0.3293731
Moved 3320.611 366.8466 519.6917 0.01584868 0.3387131
Moved 3320.626 363.9443 523.3196 0.009130339 0.3480441
Moved 3320.642 357.7441 530.6745 -0.005221962 0.3669611
Moved 3320.657 353.2882 535.8541 -0.0155365 0.3802831
Moved 3320.674 349.4071 541.8894 -0.02452066 0.395806
Moved 3320.688 346.95 544.0499 -0.03020823 0.4013629
Moved 3320.703 341.4756 550.5244 -0.04288067 0.4180154
Moved 3320.72 339.6451 553.5323 -0.04711781 0.4257518
Moved 3320.735 336.6363 556.3637 -0.05408272 0.4330341
Moved 3320.75 334.8793 558.1207 -0.05814969 0.437553
Moved 3320.765 333.4406 560.1187 -0.06148 0.442692
Moved 3320.78 332.7213 561.5574 -0.06314516 0.4463925
Moved 3320.796 330.5673 563.4327 -0.06813129 0.4512158
Moved 3320.811 331 564.1534 -0.06712963 0.4530694
Moved 3320.827 329.5 565.5 -0.07060184 0.4565328
Moved 3320.843 328.5717 566 -0.07275065 0.4578188
Moved 3320.857 329 567.1444 -0.07175927 0.4607623
Moved 3320.872 327.5 567 -0.07523149 0.4603909
Moved 3320.888 328 568.0112 -0.07407407 0.4629916
Moved 3320.904 327 569.1805 -0.07638887 0.4659991
Moved 3320.921 326.3854 569.6146 -0.07781158 0.4671158
Moved 3320.935 325.6681 570.3318 -0.07947196 0.4689604
Stationary 3320.95 326 570 -0.07870371 0.4681069
Stationary 3320.965 326 570 -0.07870371 0.4681069
Stationary 3320.981 326 570 -0.07870371 0.4681069
Stationary 3320.997 326 570 -0.07870371 0.4681069
Stationary 3321.013 326 570 -0.07870371 0.4681069
Moved 3321.027 345.0004 548.6663 -0.03472139 0.4132362
Moved 3321.043 350.3545 540.4937 -0.02232765 0.3922161
Moved 3321.059 360.3189 524.9483 0.0007383029 0.3522332
Moved 3321.074 377.4122 497.8647 0.04030605 0.2825739
Moved 3321.091 382.4752 485.9818 0.05202582 0.2520108
Moved 3321.105 391.9634 458.8689 0.07398932 0.1822759
Moved 3321.12 395.9915 445.3615 0.08331379 0.1475347
Moved 3321.137 399.207 428.7578 0.09075701 0.1048295
Moved 3321.15 402 419.5 0.09722222 0.08101848
Moved 3321.166 404.9655 410.7586 0.1040869 0.05853543
Moved 3321.183 408.171 401.4871 0.1115069 0.03468902
Moved 3321.197 410.5252 394.8992 0.1169565 0.01774474
Moved 3321.212 411.2446 392.0215 0.1186218 0.01034348
Moved 3321.228 413.4015 384.7954 0.1236147 -0.008242297
Moved 3321.244 413 383.7495 0.1226852 -0.0109324
Moved 3321.258 415.2831 377.1508 0.1279701 -0.02790435
Moved 3321.274 415 375.4766 0.1273148 -0.03221048
Moved 3321.291 416.0704 374.9296 0.1297925 -0.03361729
Moved 3321.305 417 371.7711 0.1319444 -0.04174118
Moved 3321.321 417.6696 370.3304 0.1334943 -0.04544647
Moved 3321.338 418 368.8908 0.1342593 -0.04914923
Moved 3321.351 418.5451 367.4549 0.1355211 -0.05284235
Moved 3321.366 419.2645 366.7355 0.1371862 -0.05469255
Moved 3321.382 419 366 0.1365741 -0.05658444
Moved 3321.397 419 364.5 0.1365741 -0.06044246
Stationary 3321.412 419 364.5 0.1365741 -0.06044246
Moved 3321.427 420 363.5831 0.1388889 -0.06280075
Stationary 3321.445 420 363.5831 0.1388889 -0.06280075
Moved 3321.458 420 362.9019 0.1388889 -0.06455299
Stationary 3321.474 420 363 0.1388889 -0.06430049
Stationary 3321.49 420 363 0.1388889 -0.06430049
Moved 3321.504 421.2286 363 0.141733 -0.06430049
