reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 1776.141 381 334 0.04861106 -0.1388889
Stationary 1776.161 381 334 0.04861106 -0.1388889
Stationary 1776.176 381 334 0.04861106 -0.1388889
Stationary 1776.19 381 334 0.04861106 -0.1388889
Stationary 1776.206 381 334 0.04861106 -0.1388889
Moved 1776.222 381 338.4659 0.04861106 -0.1274026
Moved 1776.237 381 348.5782 0.04861106 -0.1013936
Moved 1776.253 381 361.3655 0.04861106 -0.0685045
Moved 1776.268 381 381.7079 0.04861106 -0.0161835
Moved 1776.285 370.1955 395.4135 0.02360076 0.0190674
Moved 1776.299 364.567 409.5825 0.01057178 0.05551036
Moved 1776.314 360.7843 421.2353 0.001815558 0.08548159
Moved 1776.332 356.2721 432.941 -0.008629361 0.1155889
Moved 1776.345 351.9468 443.7908 -0.0186417 0.1434948
Moved 1776.361 348.5301 450.9398 -0.02655074 0.1618822
Moved 1776.377 344.4088 456.7883 -0.03609086 0.1769246
Moved 1776.392 342.7227 460.916 -0.03999387 0.1875411
Moved 1776.406 340.9348 464.1305 -0.04413252 0.1958088
Moved 1776.422 338 465.5 -0.05092591 0.1993312
Moved 1776.438 338 467.9573 -0.05092591 0.2056513
Moved 1776.454 336.6035 469.3965 -0.05415852 0.209353
Moved 1776.468 335.3706 469.6295 -0.05701254 0.2099522
Moved 1776.487 334.0586 470.9413 -0.06004949 0.2133264
Moved 1776.5 332.6166 471 -0.06338751 0.2134772
Moved 1776.514 330.3476 471 -0.06863976 0.2134772
Moved 1776.531 327.469 471 -0.07530331 0.2134772
Moved 1776.545 322.1979 471 -0.08750483 0.2134772
Moved 1776.56 317.5698 471 -0.09821807 0.2134772
Moved 1776.576 312 471 -0.1111111 0.2134772
Moved 1776.592 306.7066 463.3413 -0.1233644 0.193779
Moved 1776.608 300.6218 460.8109 -0.1374496 0.1872708
Moved 1776.623 294.8608 458.9304 -0.1507851 0.1824342
Moved 1776.638 289.0893 457.0223 -0.1641451 0.1775265
Moved 1776.653 283.3342 455.5836 -0.1774671 0.173826
Moved 1776.669 277.5678 452.2839 -0.1908152 0.1653393
Moved 1776.684 273.0985 450.6995 -0.2011609 0.1612642
Moved 1776.699 269.6907 448.1271 -0.2090493 0.1546479
Moved 1776.715 265.3746 445.2498 -0.2190403 0.1472472
Moved 1776.73 261.0808 441.0808 -0.2289796 0.1365247
Moved 1776.746 258.7335 436.978 -0.2344132 0.125972
Moved 1776.762 256.8058 431.2231 -0.2388755 0.1111704
Moved 1776.777 254.3652 425.4609 -0.2445249 0.09635007
Moved 1776.792 251.8508 418.6269 -0.2503455 0.07877283
Moved 1776.807 250.865 413.3252 -0.2526272 0.06513674
Moved 1776.823 250.3712 406.4849 -0.2537703 0.04754345
Moved 1776.838 250 401.7848 -0.2546296 0.03545467
Moved 1776.853 248.4952 395.4762 -0.2581128 0.01922882
Moved 1776.869 248 389.2265 -0.2592593 0.003154464
Moved 1776.885 248 384.8533 -0.2592593 -0.008093437
Moved 1776.899 247 379.53 -0.2615741 -0.02178514
Moved 1776.916 247 376.2244 -0.2615741 -0.03028697
Moved 1776.933 247 370.6685 -0.2615741 -0.04457686
Moved 1776.947 247 365.9122 -0.2615741 -0.0568101
Moved 1776.962 247 360.1407 -0.2615741 -0.07165453
Moved 1776.979 256.3208 354.0187 -0.2399981 -0.08740044
Moved 1776.993 260.2905 348.6126 -0.230809 -0.1013051
Moved 1777.008 267.5 344.5 -0.2141203 -0.1118828
Moved 1777.024 277.9084 339.0458 -0.1900268 -0.1259111
Moved 1777.04 288.7582 334.7156 -0.1649115 -0.1370482
Moved 1777.055 300.7236 331.9361 -0.1372138 -0.1441973
Moved 1777.07 308.86 329.056 -0.1183796 -0.151605
Moved 1777.085 317.4642 329 -0.0984624 -0.151749
Moved 1777.1 325.9667 328 -0.07878084 -0.1543211
Moved 1777.115 336.0377 328 -0.05546832 -0.1543211
Moved 1777.132 346 338.5 -0.03240739 -0.127315
Moved 1777.16 378.0486 360.5405 0.04177908 -0.07062637
Moved 1777.172 388.7898 370.7898 0.06664306 -0.04426493
Moved 1777.185 402.135 383.0215 0.09753466 -0.0128049
Stationary 1777.195 402.135 383.0215 0.09753466 -0.0128049
Moved 1777.208 410.961 392.3951 0.1179653 0.0113043
Moved 1777.224 421.9584 401.9636 0.1434223 0.03591459
Moved 1777.238 430.6753 410.6753 0.1636002 0.05832111
Moved 1777.253 440.1292 420.1292 0.1854842 0.0826367
Moved 1777.27 449.0308 431.0432 0.2060898 0.1107076
Moved 1777.285 456.2625 440.1675 0.2228299 0.1341755
