come and see our new car
come and see our new car
Basic
0.6 0.6
432 388.8
Began 4861.726 394 131 0.07870366 -0.6610083
Stationary 4861.745 394 131 0.07870366 -0.6610083
Stationary 4861.76 394 131 0.07870366 -0.6610083
Stationary 4861.774 394 131 0.07870366 -0.6610083
Stationary 4861.79 394 131 0.07870366 -0.6610083
Stationary 4861.806 394 131 0.07870366 -0.6610083
Stationary 4861.82 394 131 0.07870366 -0.6610083
Stationary 4861.834 394 131 0.07870366 -0.6610083
Stationary 4861.85 394 131 0.07870366 -0.6610083
Stationary 4861.865 394 131 0.07870366 -0.6610083
Stationary 4861.881 394 131 0.07870366 -0.6610083
Stationary 4861.896 394 131 0.07870366 -0.6610083
Moved 4861.913 394 143.4229 0.07870366 -0.6290564
Moved 4861.928 394 147.5 0.07870366 -0.6185699
Moved 4861.943 394 153.5601 0.07870366 -0.6029834
Moved 4861.959 403.5846 162.1885 0.1008903 -0.5807909
Moved 4861.974 408.5716 173.1431 0.1124341 -0.5526156
Moved 4861.989 414.3248 183.5684 0.1257519 -0.5258017
Moved 4862.005 418.5469 192.0938 0.1355253 -0.5038742
Moved 4862.02 423.8116 201.6704 0.1477121 -0.4792428
Moved 4862.036 429.5613 215.9032 0.1610215 -0.4426358
Moved 4862.052 433.4147 224.8295 0.1699415 -0.4196773
Moved 4862.067 439.6916 237.3832 0.1844712 -0.3873889
Moved 4862.082 445.3803 251.4507 0.1976396 -0.3512072
Moved 4862.097 451.3915 263.5802 0.2115545 -0.3200098
Moved 4862.113 455.7478 277.4927 0.2216385 -0.2842267
Moved 4862.128 458.3658 286.7802 0.2276985 -0.2603391
Moved 4862.144 461.2108 298.9485 0.2342842 -0.2290418
Moved 4862.158 463.3824 306.3384 0.2393112 -0.210035
Moved 4862.174 466.3761 320.4402 0.2462409 -0.173765
Moved 4862.19 468.1254 327.6271 0.2502903 -0.1552802
Moved 4862.205 468.5643 333.8216 0.2513063 -0.1393477
Moved 4862.22 470.0115 338.0231 0.2546564 -0.1285415
Moved 4862.236 470.45 341.9 0.2556713 -0.11857
Moved 4862.251 471 345.6592 0.2569444 -0.1089011
Moved 4862.267 471.9926 347.9852 0.2592421 -0.1029189
Moved 4862.284 472 350.8465 0.2592593 -0.09555949
Moved 4862.297 472 354.7245 0.2592593 -0.08558516
Moved 4862.313 473.2991 358.8974 0.2622665 -0.07485244
Moved 4862.328 473 366.0954 0.2615741 -0.05633907
Moved 4862.346 473 376.2038 0.2615741 -0.03034003
Moved 4862.358 473 385.0766 0.2615741 -0.007519074
Moved 4862.382 473 404.1409 0.2615741 0.0415145
Stationary 4862.393 473 404.1409 0.2615741 0.0415145
Moved 4862.406 473 410.7969 0.2615741 0.05863389
Moved 4862.421 473 415.9788 0.2615741 0.07196183
Moved 4862.438 473 421.7374 0.2615741 0.08677298
Moved 4862.451 473 425.7465 0.2615741 0.09708463
Moved 4862.467 473 429.943 0.2615741 0.107878
Moved 4862.482 473 430.5 0.2615741 0.1093106
Moved 4862.497 466 432.8657 0.2453704 0.1153953
Moved 4862.512 466 434.3072 0.2453704 0.1191027
Moved 4862.529 465 434.7444 0.2430555 0.1202272
Stationary 4862.543 465 435 0.2430555 0.1208847
Stationary 4862.558 465 435 0.2430555 0.1208847
Moved 4862.574 463.6271 435 0.2398776 0.1208847
Moved 4862.592 462.7182 435 0.2377736 0.1208847
Moved 4862.605 459.4235 424.0497 0.230147 0.09272049
Moved 4862.622 455.8414 408.2861 0.221855 0.05217619
Moved 4862.638 451.5 386.5 0.2118056 -0.003858064
Moved 4862.652 449.0427 366.6403 0.2061173 -0.05493752
Moved 4862.668 447.6014 350.615 0.2027809 -0.09615485
Moved 4862.683 447.1648 333.3067 0.2017702 -0.1406721
Moved 4862.699 445.7095 319.3858 0.1984017 -0.1764769
Moved 4862.713 444.6876 304.9385 0.196036 -0.2136357
Moved 4862.729 445 291.4103 0.1967593 -0.2484303
Moved 4862.745 445 277.1823 0.1967593 -0.285025
Moved 4862.759 445 266.3989 0.1967593 -0.31276
Moved 4862.774 445 258.131 0.1967593 -0.3340251
Moved 4862.791 445 251.1581 0.1967593 -0.3519597
Moved 4862.806 452.3177 244.7731 0.2136983 -0.3683821
Moved 4862.822 452 241.6489 0.2129629 -0.3764174
Moved 4862.837 452 239.4045 0.2129629 -0.38219
Moved 4862.853 452 237.9672 0.2129629 -0.385887
Moved 4862.868 452 236.5382 0.2129629 -0.3895623
Moved 4862.885 452 235.103 0.2129629 -0.3932535
Moved 4862.898 452 234.5 0.2129629 -0.3948045
Moved 4862.913 436.1791 244.385 0.1763405 -0.3693802
Moved 4862.929 420.7357 258.4958 0.1405918 -0.3330869
Moved 4862.944 399.6115 284.5587 0.0916934 -0.2660528
Moved 4862.959 383.8465 301.6039 0.05520026 -0.2222122
Moved 4862.975 369.4915 320.0113 0.02197107 -0.1748681
Moved 4862.991 353.9487 340.8667 -0.01400769 -0.1212277
Moved 4863.006 339.587 362.6608 -0.04725238 -0.06517284
Moved 4863.022 326.6915 381.2233 -0.07710293 -0.01742979
Moved 4863.038 315.6862 395.4184 -0.1025782 0.01908016
Moved 4863.052 304.752 412.403 -0.1278888 0.06276472
Moved 4863.069 297.1627 425.1475 -0.1454568 0.09554395
Moved 4863.083 289.389 440.2997 -0.1634513 0.1345158
Moved 4863.099 283.5428 450.5502 -0.1769843 0.1608799
Moved 4863.115 277.5914 460.8171 -0.1907606 0.1872868
Moved 4863.13 270.8488 471.842 -0.2063686 0.2156429
Moved 4863.145 267.5 479 -0.2141203 0.2340534
Moved 4863.161 261.9516 491.0968 -0.2269639 0.2651666
Moved 4863.177 256.2159 498.9802 -0.240241 0.2854427
Moved 4863.192 252.0755 507.566 -0.2498252 0.3075256
Moved 4863.207 247.7606 514.3991 -0.2598135 0.3251005
Moved 4863.222 243.9828 519.5258 -0.2685583 0.3382865
Moved 4863.237 241.1028 523.8459 -0.2752251 0.3493978
Moved 4863.252 238.2199 528.1702 -0.2818985 0.3605201
Ended 4863.267 236 530 -0.287037 0.3652262
Candidates 4863.39 12 mine number none monde bone monster monte blonde move mint climate line
Began 4864.219 398 445 0.08796295 0.1466049
Ended 4864.241 398 445 0.08796295 0.1466049
NextCandidatePanel 4864.282
Began 4864.897 380 426 0.04629632 0.09773654
Ended 4864.916 380 426 0.04629632 0.09773654
NextCandidatePanel 4864.969
Began 4865.699 360 415 0 0.06944436
Stationary 4865.716 360 415 0 0.06944436
Stationary 4865.732 360 415 0 0.06944436
Ended 4865.748 360 415 0 0.06944436
NextCandidatePanel 4865.806
Began 4865.842 359 402 -0.002314796 0.03600815
Stationary 4865.855 359 402 -0.002314796 0.03600815
Stationary 4865.869 359 402 -0.002314796 0.03600815
Stationary 4865.886 359 402 -0.002314796 0.03600815
Ended 4865.902 359 402 -0.002314796 0.03600815
Cancel 4865.96
Began 4866.515 272 270 -0.2037037 -0.303498
Stationary 4866.535 272 270 -0.2037037 -0.303498
Stationary 4866.548 272 270 -0.2037037 -0.303498
Stationary 4866.563 272 270 -0.2037037 -0.303498
Stationary 4866.579 272 270 -0.2037037 -0.303498
Stationary 4866.593 272 270 -0.2037037 -0.303498
Stationary 4866.609 272 270 -0.2037037 -0.303498
Stationary 4866.626 272 270 -0.2037037 -0.303498
Moved 4866.641 284.5558 280.2729 -0.1746392 -0.2770758
Moved 4866.657 289.0722 286.8402 -0.1641848 -0.2601847
Moved 4866.671 293.6556 291.6556 -0.1535749 -0.2477993
Moved 4866.695 304.3628 303.3629 -0.1287897 -0.2176882
Stationary 4866.706 304.3628 303.3629 -0.1287897 -0.2176882
Moved 4866.717 308.5 309 -0.119213 -0.2031893
Moved 4866.732 312.8044 314.2067 -0.109249 -0.1897977
