reading week is just about here
reading week is just about here
FixStart
0.6 0.6
432 388.8
Began 672.0123 351 284 -0.02083332 -0.2674897
Stationary 672.0328 351 284 -0.02083332 -0.2674897
Stationary 672.0471 351 284 -0.02083332 -0.2674897
Stationary 672.0611 351 284 -0.02083332 -0.2674897
Stationary 672.0756 351 284 -0.02083332 -0.2674897
Moved 672.093 339.5467 291.2885 -0.04734571 -0.2487436
Moved 672.1088 334.0036 295.4973 -0.0601768 -0.2379186
Moved 672.1229 321.9661 305.1547 -0.08804138 -0.2130796
Moved 672.1396 313.4086 312.6425 -0.1078505 -0.1938208
Moved 672.1543 295.8517 328.8292 -0.1484916 -0.1521883
Moved 672.1705 287.6277 337.3723 -0.1675283 -0.1302155
Moved 672.1864 279.7207 344.2327 -0.1858316 -0.1125703
Moved 672.2009 271.3924 352.6076 -0.2051101 -0.09102982
Moved 672.2164 263.0714 358.2858 -0.2243718 -0.07642557
Moved 672.2321 256.003 363.7976 -0.2407337 -0.06224903
Moved 672.2469 248 369 -0.2592593 -0.04886839
Moved 672.2715 228.0467 372.9922 -0.3054475 -0.03860026
Moved 672.2862 221.1019 374.3796 -0.3215233 -0.03503179
Stationary 672.2977 221.1019 374.3796 -0.3215233 -0.03503179
Moved 672.3093 215.6991 375 -0.3340298 -0.03343629
Moved 672.324 211.537 375 -0.3436644 -0.03343629
Moved 672.3392 206.8214 375 -0.3545802 -0.03343629
Moved 672.3556 201.2821 375 -0.3674025 -0.03343629
Moved 672.3707 197.0151 367.0302 -0.3772799 -0.05393487
Moved 672.3857 191.501 357.3767 -0.3900441 -0.07876369
Moved 672.4012 186.73 344.4334 -0.4010879 -0.1120541
Moved 672.417 184.8691 328.4296 -0.4053955 -0.1532162
Moved 672.4324 185 317.42 -0.4050926 -0.1815331
Moved 672.4489 185 309.5441 -0.4050926 -0.2017899
Moved 672.4631 197.6749 302.6625 -0.3757525 -0.2194894
Moved 672.4783 214.5 296.5 -0.3368055 -0.2353395
Moved 672.4935 253.8708 296 -0.2456694 -0.2366256
Moved 672.5096 309.6024 316.206 -0.1166611 -0.1846554
Moved 672.5239 352.9296 336.5295 -0.01636674 -0.1323831
Moved 672.5404 370.5906 350.332 0.02451539 -0.09688286
Moved 672.5565 392.0079 368.6319 0.07409234 -0.04981516
Moved 672.5716 404.877 381.4501 0.1038819 -0.01684652
Moved 672.5866 417.653 393.6964 0.1334561 0.01465118
Moved 672.6017 424.2715 401.3168 0.1487767 0.03425088
Moved 672.6171 432.3518 407.9598 0.167481 0.05133696
Moved 672.6328 436.4425 410.6284 0.1769502 0.05820042
Moved 672.6488 438.2077 413.4154 0.1810364 0.0653688
Moved 672.663 440 414 0.1851852 0.06687239
Stationary 672.6785 440 414 0.1851852 0.06687239
Stationary 672.6939 440 414 0.1851852 0.06687239
Stationary 672.7091 440 414 0.1851852 0.06687239
Moved 672.7243 422.7642 373.6621 0.1452874 -0.03687737
Moved 672.7402 400.4863 325.3022 0.09371817 -0.1612597
Moved 672.7563 377.0356 278.0712 0.03943433 -0.2827387
Moved 672.7711 354.1662 235.1138 -0.01350408 -0.3932259
Moved 672.7868 337.2792 201.5585 -0.05259445 -0.4795308
Moved 672.8034 331.2296 190.7665 -0.06659821 -0.5072879
Moved 672.8181 324.6425 174.0706 -0.08184597 -0.5502302
Moved 672.844 319.0401 151.6803 -0.09481465 -0.6078181
Moved 672.8574 317.1396 145.5586 -0.09921377 -0.6235633
Stationary 672.8672 317.1396 145.5586 -0.09921377 -0.6235633
Moved 672.8782 317 141.2671 -0.09953702 -0.6346012
Moved 672.8934 316 141 -0.1018519 -0.6352881
Stationary 672.9113 316 141 -0.1018519 -0.6352881
Moved 672.9244 314.8099 141 -0.1046067 -0.6352881
Stationary 672.9401 315 141 -0.1041667 -0.6352881
Stationary 672.957 315 141 -0.1041667 -0.6352881
Moved 672.9724 315 170.3428 -0.1041667 -0.5598179
Moved 672.9868 323.188 182.9397 -0.08521308 -0.5274186
Moved 673.0031 324.9758 201.6368 -0.08107454 -0.4793291
Moved 673.0184 325 217.0767 -0.08101851 -0.4396178
Moved 673.0325 325 229.6743 -0.08101851 -0.4072164
Moved 673.0477 325 237.6035 -0.08101851 -0.3868223
Moved 673.0662 325 242.6154 -0.08101851 -0.3739318
Moved 673.0796 325 246.5 -0.08101851 -0.3639403
Moved 673.0945 325.9162 251.7487 -0.07889762 -0.3504408
Moved 673.1094 328.6125 255.9188 -0.07265622 -0.339715
Ended 673.1279 332.5 262.5 -0.06365741 -0.3227881
Candidates 673.2768 12 which such designs reading sic wedding heading feeding trading washing reasons adding
