a very traditional way to dress
a very traditional way to dress
FixStart
0.6 0.6
432 388.8
Began 3408.188 387 473 0.06250004 0.2186213
Stationary 3408.201 387 473 0.06250004 0.2186213
Stationary 3408.215 387 473 0.06250004 0.2186213
Stationary 3408.231 387 473 0.06250004 0.2186213
Stationary 3408.246 387 473 0.06250004 0.2186213
Moved 3408.261 379.5087 473 0.04515896 0.2186213
Moved 3408.277 372.944 473 0.02996306 0.2186213
Moved 3408.294 366.489 473 0.01502077 0.2186213
Moved 3408.308 359.1643 478.8357 -0.001934568 0.2336308
Moved 3408.323 345.7468 483.676 -0.03299345 0.24608
Moved 3408.34 334.3695 486.6615 -0.05932977 0.2537589
Moved 3408.356 325.4177 489.1941 -0.08005162 0.2602728
Moved 3408.371 318.3129 491.5374 -0.09649793 0.2662998
Moved 3408.387 312.1007 493.9496 -0.110878 0.2725042
Moved 3408.401 303.518 496.8273 -0.1307454 0.2799056
Moved 3408.417 298.5 497.5 -0.1423611 0.2816358
Moved 3408.434 290.2019 500.9327 -0.1615696 0.2904647
Moved 3408.448 282.9748 502.405 -0.1782992 0.2942515
Moved 3408.462 278.4527 503 -0.1887669 0.2957818
Moved 3408.478 274.1464 504.2845 -0.1987351 0.2990857
Moved 3408.494 271.5475 505 -0.2047511 0.3009258
Moved 3408.509 268.6753 505 -0.2113998 0.3009258
Moved 3408.524 266 506.5 -0.2175926 0.3047839
Moved 3408.541 265.3083 506.6918 -0.2191939 0.3052771
Moved 3408.555 263.868 507 -0.2225277 0.3060699
Moved 3408.571 262.4268 507 -0.2258638 0.3060699
Moved 3408.586 260.9881 507 -0.2291942 0.3060699
Moved 3408.601 259.5493 507 -0.2325248 0.3060699
Moved 3408.617 258.1106 508 -0.235855 0.3086419
Moved 3408.636 256.6719 508 -0.2391854 0.3086419
Stationary 3408.647 257 508 -0.2384259 0.3086419
Moved 3408.663 255.0941 508 -0.2428378 0.3086419
Moved 3408.679 252.3249 508 -0.249248 0.3086419
Moved 3408.694 250.4465 508 -0.2535959 0.3086419
Moved 3408.71 246.3575 508 -0.2630615 0.3086419
Moved 3408.725 242.3842 508 -0.2722588 0.3086419
Moved 3408.74 238.8167 508 -0.280517 0.3086419
