he is just like everyone else
he is just like everyone else
FixStart
0.6 0.6
432 388.8
Began 1461.76 295 483 -0.150463 0.2443414
Stationary 1461.781 295 483 -0.150463 0.2443414
Stationary 1461.793 295 483 -0.150463 0.2443414
Stationary 1461.808 295 483 -0.150463 0.2443414
Stationary 1461.824 295 483 -0.150463 0.2443414
Moved 1461.841 306.5212 483 -0.1237936 0.2443414
Moved 1461.856 319.7567 478.2703 -0.09315581 0.2321767
Moved 1461.872 329.5909 475.1761 -0.0703915 0.2242184
Moved 1461.889 340.615 473.7981 -0.04487266 0.2206741
Moved 1461.901 348.8579 474 -0.02579187 0.2211934
Moved 1461.918 356.3954 474 -0.008343856 0.2211934
Moved 1461.933 359 474 -0.002314796 0.2211934
Moved 1461.95 363.8793 474 0.008979837 0.2211934
Moved 1461.964 366.8238 474 0.01579593 0.2211934
Moved 1461.979 368.2906 474 0.01919131 0.2211934
Moved 1461.995 370 474 0.02314816 0.2211934
Stationary 1462.01 370.2077 474 0.02362897 0.2211934
Stationary 1462.025 370.2077 474 0.02362897 0.2211934
Moved 1462.041 370 483.5991 0.02314816 0.2458825
Moved 1462.056 370 487.9359 0.02314816 0.2570366
Moved 1462.071 361.7865 493.6934 0.004135469 0.2718452
Moved 1462.087 358.5 500.5 -0.003472219 0.2893518
Moved 1462.103 350.2572 512.1785 -0.02255286 0.3193892
Moved 1462.118 334.0621 537.0683 -0.06004135 0.383406
Moved 1462.132 315.1767 559.0269 -0.1037577 0.4398839
Moved 1462.15 296.5073 578.4927 -0.1469739 0.4899502
Moved 1462.164 280.8326 597.1069 -0.1832578 0.5378264
Moved 1462.179 270.6658 604.4293 -0.2067921 0.5566597
Moved 1462.195 260.5359 613.1121 -0.2302411 0.5789919
Moved 1462.211 256.4683 616.2253 -0.2396567 0.5869992
Moved 1462.226 249.4236 623.4351 -0.2559638 0.6055429
Moved 1462.241 245.0996 627.9004 -0.2659731 0.6170276
Moved 1462.256 240.7876 632.9498 -0.2759545 0.6300149
Moved 1462.272 237.6514 638.6971 -0.2832143 0.644797
Ended 1462.29 234 648 -0.2916667 0.6687242
Candidates 1462.413 12 jr ht hr key jury hurt jet he let jew jerry her
Began 1463.47 365 523 0.01157403 0.3472221
Stationary 1463.491 365 523 0.01157403 0.3472221
Stationary 1463.504 365 523 0.01157403 0.3472221
Stationary 1463.52 365 523 0.01157403 0.3472221
Ended 1463.535 365 523 0.01157403 0.3472221
NextCandidatePanel 1463.595
Began 1464.257 378 555 0.04166663 0.4295266
Stationary 1464.275 378 555 0.04166663 0.4295266
Moved 1464.294 378 535.3295 0.04166663 0.3789337
Moved 1464.315 391 437.5287 0.07175922 0.1273888
Stationary 1464.325 391 437.5287 0.07175922 0.1273888
Moved 1464.337 391 366.1607 0.07175922 -0.0561711
Moved 1464.352 373.099 298.5446 0.03032188 -0.2300809
Ended 1464.368 371 287 0.025463 -0.2597736
Accept 1464.413 7 he
Began 1464.843 351 477 -0.02083332 0.2289094
Stationary 1464.862 351 477 -0.02083332 0.2289094
Stationary 1464.877 351 477 -0.02083332 0.2289094
Stationary 1464.892 351 477 -0.02083332 0.2289094
Stationary 1464.909 351 477 -0.02083332 0.2289094
Moved 1464.923 371.5925 502.311 0.02683451 0.2940097
Moved 1464.94 396.1307 524.5607 0.08363594 0.3512362
Moved 1464.954 418 550 0.1342593 0.4166666
Moved 1464.97 447.6227 574.8929 0.2028302 0.4806915
Moved 1464.986 472.6924 598.3366 0.260862 0.5409891
Moved 1465.004 484.4096 607.6084 0.2879851 0.5648363
Moved 1465.016 493.4407 615.2006 0.3088905 0.5843635
Moved 1465.031 499.7237 621.0427 0.3234344 0.5993896
Moved 1465.049 503.2358 624.2358 0.3315644 0.6076024
Moved 1465.063 504.5 625.5 0.3344907 0.6108538
Moved 1465.078 505.6624 627.6624 0.3371815 0.6164156
