good jobs for those with education
good jobs for those with education
FixStart
0.6 0.6
432 388.8
Began 321.8091 415 360 0.1273148 -0.07201654
Stationary 321.8292 415 360 0.1273148 -0.07201654
Stationary 321.8439 415 360 0.1273148 -0.07201654
Stationary 321.8591 415 360 0.1273148 -0.07201654
Stationary 321.8738 415 360 0.1273148 -0.07201654
Stationary 321.8882 415 360 0.1273148 -0.07201654
Stationary 321.9043 415 360 0.1273148 -0.07201654
Stationary 321.9193 415 360 0.1273148 -0.07201654
Stationary 321.9348 415 360 0.1273148 -0.07201654
Moved 321.9515 424.7612 367.809 0.1499102 -0.05193176
Moved 321.9764 443 379.5 0.1921296 -0.02186214
Moved 321.9892 454.1763 385.0881 0.2180007 -0.007489482
Stationary 322.0004 454.1763 385.0881 0.2180007 -0.007489482
Moved 322.0132 468.0888 393.6929 0.2502056 0.01464208
Moved 322.0286 482.1837 401.282 0.2828328 0.03416159
Moved 322.0435 497.8789 409.596 0.3191641 0.05554525
Moved 322.0631 509.779 416.2431 0.3467106 0.07264164
Moved 322.0757 526.9688 427.3125 0.3865017 0.1011124
Moved 322.0912 538.9205 435.2803 0.4141677 0.1216058
Moved 322.1062 547.4615 442.967 0.4339388 0.141376
Moved 322.122 556.4158 450.6422 0.4546663 0.1611166
Moved 322.1377 564.2698 458.2698 0.4728467 0.1807349
Moved 322.1531 571.9469 464.6224 0.4906178 0.197074
Moved 322.1673 574.5 469 0.4965277 0.2083333
Moved 322.1839 577.3749 472.0623 0.5031826 0.2162095
Moved 322.1997 579.7512 474.7512 0.5086832 0.2231254
Moved 322.2142 582.3146 477.3146 0.5146171 0.2297187
Moved 322.2298 582 478.4254 0.513889 0.2325755
Moved 322.2441 583 479.7128 0.5162038 0.2358868
Moved 322.2614 583 480.9846 0.5162038 0.2391578
Stationary 322.2751 583 481 0.5162038 0.2391974
Moved 322.291 583 482.5 0.5162038 0.2430555
Moved 322.3087 583 483.5 0.5162038 0.2456274
Moved 322.322 583 483 0.5162038 0.2443414
Moved 322.3372 583 484.0658 0.5162038 0.2470827
Moved 322.3524 573.5865 484 0.4944132 0.2469135
Moved 322.3685 568.877 484 0.4835115 0.2469135
Moved 322.3831 562.4942 484 0.4687366 0.2469135
Moved 322.3997 556.1008 484 0.4539371 0.2469135
Moved 322.4151 543.6193 484 0.4250446 0.2469135
Moved 322.4301 532 484 0.3981481 0.2469135
Moved 322.4462 510.6801 470.1725 0.3487967 0.211349
Moved 322.4615 490.1561 462.3085 0.3012872 0.1911227
Moved 322.4748 468.2648 451.8305 0.2506129 0.1641731
Moved 322.4913 450.075 442.8807 0.2085068 0.1411541
Moved 322.5093 431.438 433.2336 0.1653658 0.1163416
Moved 322.5233 412.1726 421.7036 0.12077 0.08668616
Moved 322.5375 395 410.5 0.08101851 0.05787029
Moved 322.5541 384 403 0.0555556 0.03858017
Moved 322.5687 369.299 393.3411 0.02152533 0.01373727
Moved 322.5847 356.0732 384.3513 -0.009089709 -0.009384627
Moved 322.5997 344.6076 376.7384 -0.03563056 -0.02896509
Moved 322.6148 336.3123 369.6517 -0.05483254 -0.0471922
