do you prefer a window seat
do you prefer a window seat
FixStart
0.6 0.6
432 388.8
Began 2784.256 396 269 0.08333336 -0.30607
Stationary 2784.276 396 269 0.08333336 -0.30607
Stationary 2784.292 396 269 0.08333336 -0.30607
Stationary 2784.305 396 269 0.08333336 -0.30607
Stationary 2784.323 396 269 0.08333336 -0.30607
Stationary 2784.337 396 269 0.08333336 -0.30607
Moved 2784.353 380.6009 269 0.04768729 -0.30607
Moved 2784.368 374.7716 269 0.03419349 -0.30607
Moved 2784.384 364.1634 269 0.009637476 -0.30607
Moved 2784.399 352.9955 269 -0.01621425 -0.30607
Moved 2784.416 339.9857 269 -0.04632945 -0.30607
Moved 2784.431 330.1631 269 -0.06906679 -0.30607
Moved 2784.446 320.0927 269 -0.09237791 -0.30607
Moved 2784.461 309.9832 269 -0.1157797 -0.30607
Moved 2784.477 301.4138 269 -0.1356162 -0.30607
Moved 2784.492 292.1029 269 -0.1571693 -0.30607
Moved 2784.514 276.7139 269 -0.1927918 -0.30607
Stationary 2784.525 276.7139 269 -0.1927918 -0.30607
Moved 2784.537 272.2208 269 -0.2031925 -0.30607
Moved 2784.554 269.3006 269 -0.2099523 -0.30607
Moved 2784.569 267.866 269 -0.2132732 -0.30607
Moved 2784.584 266.5 269 -0.2164352 -0.30607
Stationary 2784.599 266.5 269 -0.2164352 -0.30607
Stationary 2784.615 266.5 269 -0.2164352 -0.30607
Moved 2784.63 279.423 284.8807 -0.1865209 -0.2652247
Moved 2784.647 297.8076 300.8351 -0.1439639 -0.2241897
Moved 2784.662 330.498 322.1943 -0.06829178 -0.1692533
Moved 2784.678 376.9099 348.8088 0.03914326 -0.1008005
Moved 2784.693 413.3497 366.5278 0.1234947 -0.05522684
Moved 2784.708 429.7986 376.2214 0.1615709 -0.03029474
Moved 2784.724 462.9053 395.8217 0.2382067 0.0201175
Moved 2784.74 484.6224 408.7734 0.2884779 0.05342954
Moved 2784.754 500.1686 415.713 0.3244643 0.07127824
Moved 2784.77 517.0736 424.0368 0.3635963 0.09268713
Moved 2784.785 529.918 427.2295 0.3933288 0.1008988
Ended 2784.801 545.6916 435.4034 0.4298417 0.1219222
Candidates 2784.859 12 so stop gao do auto gap strip atp ap sp drop atop
Began 2785.921 375 339 0.03472219 -0.1260288
Stationary 2785.94 375 339 0.03472219 -0.1260288
Stationary 2785.956 375 339 0.03472219 -0.1260288
Stationary 2785.971 375 339 0.03472219 -0.1260288
Stationary 2785.987 375 339 0.03472219 -0.1260288
Moved 2786.003 375 310.3541 0.03472219 -0.1997066
Moved 2786.019 375 278.6427 0.03472219 -0.2812688
Moved 2786.034 375 248.1532 0.03472219 -0.3596883
Moved 2786.051 375 197.3818 0.03472219 -0.4902731
Moved 2786.064 383.8148 172.5195 0.05512675 -0.5542194
Moved 2786.08 385.2541 153.9508 0.05845854 -0.6019784
Moved 2786.095 387.6891 140.1765 0.06409506 -0.6374061
Ended 2786.114 388.5 134.5 0.06597221 -0.6520061
Accept 2786.155 3 do
Began 2786.647 417 308 0.1319444 -0.2057614
Stationary 2786.667 417 308 0.1319444 -0.2057614
Stationary 2786.682 417 308 0.1319444 -0.2057614
Stationary 2786.697 417 308 0.1319444 -0.2057614
Stationary 2786.711 417 308 0.1319444 -0.2057614
Stationary 2786.726 417 308 0.1319444 -0.2057614
Stationary 2786.742 417 308 0.1319444 -0.2057614
Stationary 2786.758 417 308 0.1319444 -0.2057614
Stationary 2786.773 417 308 0.1319444 -0.2057614
Stationary 2786.788 417 308 0.1319444 -0.2057614
Stationary 2786.803 417 308 0.1319444 -0.2057614
Stationary 2786.818 417 308 0.1319444 -0.2057614
Moved 2786.834 417 317.9664 0.1319444 -0.1801276
Moved 2786.851 417 322.215 0.1319444 -0.1692001
Moved 2786.865 417 328.5 0.1319444 -0.1530351
Moved 2786.882 417 332.7405 0.1319444 -0.1421283
Moved 2786.897 417 342.5887 0.1319444 -0.1167986
Moved 2786.913 417 349.0225 0.1319444 -0.1002508
Moved 2786.937 417 365.0087 0.1319444 -0.05913392
Moved 2786.95 425.8246 375.8246 0.1523717 -0.03131545
Stationary 2786.96 425.8246 375.8246 0.1523717 -0.03131545
Moved 2786.974 428 385.5 0.1574074 -0.006430119
Moved 2786.99 431.0443 392.7701 0.1644544 0.01226869
Moved 2787.007 435.3605 400.6008 0.1744456 0.03240946
Moved 2787.021 438.6588 408.7646 0.1820805 0.05340678
Moved 2787.035 441.9781 416.9344 0.1897642 0.07441976
Moved 2787.05 446.2838 425.5675 0.1997309 0.0966242
Moved 2787.066 448.7324 433.3309 0.2053991 0.1165918
Moved 2787.082 451.6108 439.2216 0.2120621 0.1317428
Moved 2787.097 452.3053 443.2211 0.2136696 0.1420296
Moved 2787.114 453.8528 446.7056 0.2172519 0.1509918
Moved 2787.128 455.2874 448.2874 0.2205726 0.15506
Moved 2787.145 455.7185 450.437 0.2215706 0.1605888
Moved 2787.161 456 452.1539 0.2222222 0.1650047
Moved 2787.174 457.5914 452.5914 0.225906 0.16613
Moved 2787.189 460.0521 454.0261 0.2316021 0.1698201
Moved 2787.206 462.1424 454 0.2364408 0.169753
Moved 2787.221 471.7357 454 0.2586474 0.169753
Moved 2787.236 483.7745 454 0.2865151 0.169753
Moved 2787.252 496.9066 454 0.3169134 0.169753
Moved 2787.266 512.2335 443.4417 0.3523923 0.1425968
Moved 2787.282 524.3586 440.4103 0.3804597 0.1348002
Moved 2787.297 536.1287 438.2673 0.4077054 0.1292883
Moved 2787.313 544.1764 437.1177 0.4263343 0.1263314
Moved 2787.328 551.4125 434.435 0.4430845 0.1194315
Moved 2787.344 556.8883 433.278 0.4557599 0.1164556
Moved 2787.36 560.32 433 0.4637037 0.1157406
Moved 2787.375 564.1976 432 0.4726796 0.1131687
Moved 2787.39 566.0375 430.9625 0.4769385 0.1105003
Moved 2787.405 568.9527 431 0.4836868 0.1105966
