he is just like everyone else
he is just like everyone else
Basic
0.6 0.6
432 388.8
Began 313.6525 514 301 0.3564815 -0.2237656
Stationary 313.6721 514 301 0.3564815 -0.2237656
Stationary 313.6876 514 301 0.3564815 -0.2237656
Stationary 313.7026 514 301 0.3564815 -0.2237656
Stationary 313.7173 514 301 0.3564815 -0.2237656
Stationary 313.7329 514 301 0.3564815 -0.2237656
Moved 313.7479 495.5958 313.775 0.3138793 -0.1909079
Moved 313.7639 485.5854 322.5908 0.2907069 -0.1682337
Moved 313.7806 468.2653 338.5244 0.2506141 -0.1272522
Moved 313.795 449.4368 354.2458 0.2070296 -0.08681646
Moved 313.8098 432.936 367.8705 0.1688332 -0.05177329
Moved 313.8251 417.5 382 0.1331019 -0.01543218
Moved 313.842 403.1937 395.8239 0.0999854 0.02012312
Moved 313.8559 391.5978 404.5516 0.07314314 0.042571
Moved 313.8716 381.5 414 0.04976849 0.06687239
Moved 313.8886 368.2885 424.7692 0.01918644 0.09457085
Moved 313.9029 353.9023 436.2781 -0.01411493 0.1241721
Moved 313.9181 343.1593 445.1305 -0.03898303 0.1469405
Moved 313.9335 327.7362 457.6704 -0.07468476 0.1791933
Moved 313.9489 318.8379 465.4247 -0.09528275 0.1991375
Moved 313.9639 309.9027 472.9144 -0.115966 0.2184012
Moved 313.9795 302 481 -0.1342593 0.2391974
Moved 313.9952 299.2547 484.7452 -0.1406141 0.2488303
Moved 314.0105 295.8047 490.3906 -0.1486002 0.2633503
Moved 314.026 294.4568 494.6295 -0.1517202 0.2742526
Moved 314.0423 294 498.95 -0.1527778 0.2853651
Moved 314.0561 294 504.7048 -0.1527778 0.3001665
Ended 314.0709 294 504.7048 -0.1527778 0.3001665
Candidates 314.2612 12 mr lhr me mt my nmt nt nr mer nyt lee meet
Began 315.2697 469 374 0.2523148 -0.03600823
Stationary 315.2906 469 374 0.2523148 -0.03600823
Stationary 315.3051 469 374 0.2523148 -0.03600823
Ended 315.3198 469 374 0.2523148 -0.03600823
NextCandidatePanel 315.3641
Began 315.9008 475 378 0.2662037 -0.02572024
Stationary 315.9209 475 378 0.2662037 -0.02572024
Ended 315.9355 475 378 0.2662037 -0.02572024
NextCandidatePanel 315.9789
Began 316.7489 471 389 0.2569444 0.002572016
Stationary 316.7675 471 389 0.2569444 0.002572016
Stationary 316.7825 471 389 0.2569444 0.002572016
