come and see our new car
come and see our new car
FixStart
0.6 0.6
432 388.8
Began 4095.141 494 400 0.3101851 0.03086416
Stationary 4095.162 494 400 0.3101851 0.03086416
Stationary 4095.176 494 400 0.3101851 0.03086416
Stationary 4095.191 494 400 0.3101851 0.03086416
Stationary 4095.206 494 400 0.3101851 0.03086416
Stationary 4095.222 494 400 0.3101851 0.03086416
Stationary 4095.239 494 400 0.3101851 0.03086416
Moved 4095.253 486.5933 387.7081 0.2930401 -0.0007507732
Moved 4095.269 479.0021 373.8047 0.2754679 -0.03651058
Moved 4095.286 471.8115 361.2607 0.2588229 -0.06877389
Moved 4095.3 465.7064 347.2661 0.2446908 -0.1047685
Moved 4095.316 461.5 333 0.2349537 -0.141461
Moved 4095.331 456.1463 315.5364 0.2225609 -0.1863775
Moved 4095.347 451.8538 301.1794 0.2126245 -0.223304
Moved 4095.362 448.5 290 0.2048611 -0.2520577
Moved 4095.376 444.2302 273.6906 0.1949773 -0.2940057
Moved 4095.392 441.2374 260.5682 0.1880495 -0.3277568
Moved 4095.408 440.1799 254.0795 0.1856016 -0.3444459
Moved 4095.424 437.4896 246.7241 0.1793741 -0.3633639
Moved 4095.439 436.3013 241.2052 0.1766234 -0.3775586
Moved 4095.454 434.8576 236.5728 0.1732814 -0.3894733
Moved 4095.47 433.5 232.5 0.1701389 -0.3999486
Moved 4095.485 432.3347 230.6694 0.1674415 -0.4046569
Moved 4095.501 430.8951 226.6852 0.1641089 -0.4149044
Moved 4095.516 430.4579 223.9158 0.1630969 -0.4220273
Moved 4095.531 429.0176 222.0176 0.159763 -0.4269095
Moved 4095.547 429 219.1577 0.1597223 -0.4342652
Moved 4095.563 428 218.14 0.1574074 -0.4368826
Moved 4095.579 426.7014 216.7013 0.1544013 -0.4405832
Moved 4095.593 427 215.6655 0.1550926 -0.4432471
Stationary 4095.609 427 216 0.1550926 -0.4423869
Stationary 4095.624 427 216 0.1550926 -0.4423869
Moved 4095.641 436.7624 242.5133 0.1776908 -0.3741942
Moved 4095.654 451.8703 273.3017 0.2126627 -0.295006
Moved 4095.67 467.5498 307.3579 0.2489579 -0.2074128
Moved 4095.688 483.8148 337.4073 0.2866082 -0.1301253
Moved 4095.701 497.6516 355.1599 0.3186381 -0.08446548
Moved 4095.716 522.883 390.3085 0.377044 0.005937506
Moved 4095.732 542.6736 411.6736 0.4228556 0.06088896
Moved 4095.747 556.8668 428.8402 0.4557102 0.1050416
Moved 4095.762 569.3849 445.2311 0.4846873 0.1471992
Moved 4095.777 579.5297 459.6138 0.5081705 0.1841917
Moved 4095.792 590.4012 471.0015 0.5333362 0.2134812
Moved 4095.809 596.5296 478.4355 0.5475222 0.2326017
Moved 4095.824 604.8603 490.7904 0.5668062 0.2643785
Moved 4095.838 608.9982 496.7477 0.5763847 0.2797009
Moved 4095.854 612.3685 502.7369 0.5841863 0.2951052
Moved 4095.87 615.2656 506.5312 0.5908926 0.3048641
Moved 4095.885 617.0706 511.2116 0.5950707 0.3169022
Moved 4095.902 618.5 514 0.5983797 0.324074
Moved 4095.917 619.7109 515.7109 0.6011826 0.3284744
Moved 4095.931 620 517.0595 0.6018518 0.3319431
Moved 4095.947 620.501 518.501 0.6030115 0.3356506
Moved 4095.962 621 519.9263 0.6041667 0.3393166
Moved 4095.978 621 520.5 0.6041667 0.3407921
Stationary 4095.993 621 520.5 0.6041667 0.3407921
Moved 4096.007 621 521.2497 0.6041667 0.3427203
Stationary 4096.023 621 521.2497 0.6041667 0.3427203
Stationary 4096.038 621 521.2497 0.6041667 0.3427203
Stationary 4096.054 621 521 0.6041667 0.3420781
Stationary 4096.071 621 521 0.6041667 0.3420781
Moved 4096.085 612.3256 507.9885 0.5840871 0.3086123
Moved 4096.101 605.2645 496.1298 0.5677418 0.2781116
Moved 4096.116 597.1167 479.2802 0.5488813 0.234774
Moved 4096.132 589.9225 466.2606 0.5322281 0.2012874
Moved 4096.148 583.2245 450.7838 0.5167235 0.1614809
Moved 4096.162 574.0629 428.1527 0.4955159 0.1032733
Moved 4096.178 561.1328 402.2655 0.4655851 0.03669103
Moved 4096.193 549.9029 377.1928 0.43959 -0.02779635
Moved 4096.209 543.7142 361.7856 0.4252644 -0.06742384
Moved 4096.225 540.4966 347.4832 0.4178163 -0.1042101
Moved 4096.241 537.6259 336.6906 0.4111709 -0.1319688
Moved 4096.255 536.7776 329.4436 0.4092075 -0.1506081
Moved 4096.271 535 314.5923 0.4050927 -0.1888057
Moved 4096.286 535 305.9601 0.4050927 -0.2110078
Moved 4096.302 535 298.888 0.4050927 -0.2291975
Moved 4096.317 535 292.7512 0.4050927 -0.2449814
Moved 4096.334 535 287.5056 0.4050927 -0.2584734
Moved 4096.349 535 282.2426 0.4050927 -0.2720098
Moved 4096.364 535 279.9923 0.4050927 -0.2777976
Moved 4096.378 535 275.6681 0.4050927 -0.2889196
Moved 4096.394 535 274.2352 0.4050927 -0.2926051
Moved 4096.41 544.2502 271.3571 0.4265052 -0.3000076
Moved 4096.425 543 268.4868 0.4236111 -0.3073901
Moved 4096.44 544.1967 266.8033 0.4263813 -0.31172
Moved 4096.455 545.6367 264.3633 0.4297146 -0.3179957
Moved 4096.471 546 262.3783 0.4305556 -0.3231011
Moved 4096.486 547.1841 259.6317 0.4332966 -0.3301656
Stationary 4096.5 547.1841 259.6317 0.4332966 -0.3301656
Stationary 4096.518 547 260 0.4328704 -0.3292181
Stationary 4096.533 547 260 0.4328704 -0.3292181
Stationary 4096.547 547 260 0.4328704 -0.3292181
Stationary 4096.563 547 260 0.4328704 -0.3292181
Moved 4096.578 529 282.5 0.3912036 -0.2713478
Moved 4096.594 519.843 300.5013 0.3700069 -0.2250482
Moved 4096.61 506.9019 323.5078 0.3400507 -0.1658751
Moved 4096.626 497.4629 342.2832 0.3182012 -0.1175844
Moved 4096.641 488.6181 357.3032 0.297727 -0.07895261
Moved 4096.656 479.6642 376.3387 0.2770005 -0.0299931
Moved 4096.672 470.2655 394.364 0.2552443 0.01636827
Moved 4096.686 465 405 0.2430555 0.04372424
Moved 4096.71 446.2658 436.346 0.1996894 0.1243467
Stationary 4096.72 446.2658 436.346 0.1996894 0.1243467
Moved 4096.732 440.1959 446.4865 0.1856387 0.1504282
Moved 4096.749 434.0019 454.9976 0.1713008 0.1723189
Moved 4096.763 426.788 466.5392 0.1546019 0.202004
Moved 4096.779 422.3603 475.2795 0.1443524 0.2244841
Moved 4096.794 418.0442 483.9117 0.1343615 0.2466863
Moved 4096.81 415.0627 489.8746 0.12746 0.2620232
Moved 4096.825 409.4115 498.3141 0.1143785 0.2837297
Moved 4096.84 406.3896 504.2208 0.1073833 0.2989216
Moved 4096.856 402.7917 509.6806 0.09905477 0.3129644
Moved 4096.872 399.6399 515.7203 0.09175896 0.3284986
Moved 4096.888 396.7587 519.8619 0.08508961 0.3391508
Moved 4096.902 394.9407 523.1187 0.08088122 0.3475274
Moved 4096.918 393.9045 525.191 0.07848264 0.3528575
Moved 4096.933 393 528.1419 0.07638891 0.3604472
Moved 4096.949 391.9919 530.0081 0.07405539 0.365247
Moved 4096.964 392 531.451 0.07407407 0.3689582
Moved 4096.98 391 533.777 0.07175922 0.3749407
Moved 4096.996 391 535.3272 0.07175922 0.3789279
Moved 4097.01 391 536.7681 0.07175922 0.3826339
Ended 4097.026 391 537 0.07175922 0.3832304
Candidates 4097.178 12 cover come vibe country count cindy counter convert county choice zone clone
Began 4097.855 529 403 0.3912036 0.03858017
Stationary 4097.875 529 403 0.3912036 0.03858017
Stationary 4097.89 529 403 0.3912036 0.03858017
Stationary 4097.904 529 403 0.3912036 0.03858017
Moved 4097.92 511.9315 403 0.3516933 0.03858017
Moved 4097.935 499.825 403 0.323669 0.03858017
Moved 4097.951 478.1881 403 0.2735835 0.03858017
Moved 4097.967 467 403 0.2476852 0.03858017
Moved 4097.982 448.1925 403 0.2041493 0.03858017
Moved 4097.998 430.9462 403 0.1642273 0.03858017
Moved 4098.012 419.2605 403 0.137177 0.03858017
Moved 4098.028 408.9095 403 0.1132163 0.03858017
Moved 4098.043 398.5625 403 0.089265 0.03858017
Moved 4098.059 388.7235 403 0.06648967 0.03858017
Moved 4098.074 385.5 403 0.05902777 0.03858017
Moved 4098.091 379.9704 403 0.04622767 0.03858017
Moved 4098.105 376.6077 403 0.0384438 0.03858017
Moved 4098.121 373.7266 403 0.03177464 0.03858017
Moved 4098.136 371.9266 403 0.02760778 0.03858017
Moved 4098.151 371.4848 403 0.02658516 0.03858017
Ended 4098.167 371 403 0.025463 0.03858017
Accept 4098.209 1 come
Began 4098.941 483 384 0.2847222 -0.01028807
Stationary 4098.954 483 384 0.2847222 -0.01028807
Stationary 4098.968 483 384 0.2847222 -0.01028807
Stationary 4098.983 483 384 0.2847222 -0.01028807
Moved 4098.999 470.4094 384 0.2555774 -0.01028807
Moved 4099.015 465.5032 384 0.2442205 -0.01028807
Moved 4099.031 457.1762 384 0.2249449 -0.01028807
Moved 4099.046 448.761 394.3939 0.2054654 0.01644503
Moved 4099.068 420.0546 400.2578 0.1390152 0.03152722
Stationary 4099.079 420.0546 400.2578 0.1390152 0.03152722
Moved 4099.091 407.5 403 0.1099537 0.03858017
Moved 4099.107 395.2483 403 0.0815933 0.03858017
Moved 4099.122 383.7362 403 0.05494495 0.03858017
Moved 4099.137 372.3803 403 0.02865801 0.03858017
Moved 4099.153 362.2863 403.9682 0.005292495 0.04107039
Moved 4099.168 349.4669 404 -0.02438213 0.04115226
Moved 4099.184 342.1165 404 -0.04139687 0.04115226
Moved 4099.2 332.0674 404 -0.06465877 0.04115226
Moved 4099.214 323.9849 404 -0.08336831 0.04115226
Moved 4099.23 316.2282 404 -0.1013235 0.04115226
