that is a very odd question
that is a very odd question
Basic
0.6 0.6
432 388.8
Began 698.0861 391 442 0.07175922 0.1388888
Stationary 698.1064 391 442 0.07175922 0.1388888
Stationary 698.1212 391 442 0.07175922 0.1388888
Stationary 698.1375 391 442 0.07175922 0.1388888
Stationary 698.1516 391 442 0.07175922 0.1388888
Moved 698.1686 386.1576 448.053 0.06055008 0.1544572
Moved 698.1821 379.8331 456.2225 0.04590998 0.1754694
Moved 698.1984 375.5559 462.6661 0.03600916 0.1920424
Moved 698.2145 368.0712 475.2719 0.01868338 0.2244645
Moved 698.2307 361.9068 486.1631 0.004413923 0.2524771
Moved 698.2437 357.614 493.31 -0.005523165 0.270859
Moved 698.2599 354.199 499.6021 -0.01342828 0.2870422
Moved 698.2767 352.6642 504.0073 -0.01698092 0.2983725
Moved 698.2914 350.2246 507.5508 -0.02262821 0.3074865
Moved 698.3063 350 508.9106 -0.02314816 0.3109841
Moved 698.3218 348.6805 511.6391 -0.02620265 0.3180017
Moved 698.3431 346.8024 514.1976 -0.03055001 0.3245822
Stationary 698.3538 346.8024 514.1976 -0.03055001 0.3245822
Moved 698.367 346.3652 515 -0.03156195 0.326646
Moved 698.3835 346 516.0745 -0.03240739 0.3294097
Moved 698.3988 346 516.5133 -0.03240739 0.3305382
Moved 698.4147 345.3053 517 -0.03401558 0.33179
Moved 698.4302 345 518.0234 -0.03472224 0.3344222
Moved 698.4442 343.5463 518 -0.03808727 0.3343621
Stationary 698.4598 343.5463 518 -0.03808727 0.3343621
Moved 698.4759 343 519.3311 -0.03935183 0.3377855
Moved 698.4919 342 519 -0.04166668 0.3369341
Stationary 698.5063 342 519 -0.04166668 0.3369341
Stationary 698.5212 342 519 -0.04166668 0.3369341
Stationary 698.5362 342 519 -0.04166668 0.3369341
Stationary 698.5515 342 519 -0.04166668 0.3369341
Moved 698.5672 354.5036 510.6361 -0.01272306 0.315422
Moved 698.5826 369.9237 490.9223 0.02297153 0.2647178
Moved 698.5983 382.6822 471.1095 0.05250513 0.2137589
Moved 698.6135 391.781 451.4745 0.07356703 0.1632575
Moved 698.6292 396.1708 430.1461 0.08372863 0.1084003
Moved 698.6447 396 420.1467 0.08333336 0.08268183
Moved 698.6599 396 405.6639 0.08333336 0.04543171
Moved 698.6765 396 395.4439 0.08333336 0.01914581
Moved 698.6906 396 389.0402 0.08333336 0.00267539
Moved 698.7061 384.9186 381.8437 0.057682 -0.01583421
Moved 698.7223 381.3124 376.9843 0.04933416 -0.02833276
Moved 698.7381 375.5533 373.7767 0.03600309 -0.03658271
Moved 698.7527 371.237 371.6185 0.02601157 -0.04213364
Moved 698.768 360.8417 371 0.001948277 -0.04372435
Moved 698.784 343.4423 371 -0.03832802 -0.04372435
Moved 698.7997 314.1356 377.7797 -0.1061677 -0.02628695
Moved 698.8154 287.8458 389.0544 -0.1670237 0.002711967
Moved 698.8303 269.3378 394.7422 -0.2098662 0.01734102
Moved 698.8441 254.5284 399.6179 -0.2441471 0.02988124
Moved 698.8607 245.0829 401.9793 -0.2660119 0.03595489
Moved 698.877 235.0251 406.275 -0.2892937 0.04700338
Moved 698.8915 226.6936 408.7225 -0.3085796 0.05329861
Moved 698.9075 220.8162 410.296 -0.3221847 0.05734549
Moved 698.9229 215.0693 411.7327 -0.3354878 0.06104073
Moved 698.9384 211.6572 413.1714 -0.343386 0.06474114
Moved 698.9527 208.4012 414.5988 -0.3509231 0.06841251
Moved 698.9698 207.2413 415.7587 -0.3536082 0.07139586
Moved 698.9838 207 418.2111 -0.3541667 0.0777035
Moved 699.0004 207 424.291 -0.3541667 0.09334101
Moved 699.0159 214.8897 434.8898 -0.3359033 0.1206012
Moved 699.0308 225.0037 446.4327 -0.3124915 0.1502898
Moved 699.0457 236.8805 458.8805 -0.2849988 0.1823057
Moved 699.0607 247.0463 467.754 -0.261467 0.2051285
Moved 699.0767 258.5 479.5 -0.2349537 0.2353394
Moved 699.0917 274.0753 494.3715 -0.1988997 0.273589
Moved 699.1068 294.1786 511.5817 -0.1523642 0.317854
Moved 699.1245 327.1547 536.7976 -0.07603074 0.3827098
Moved 699.1381 388.6341 576.8729 0.06628264 0.485784
Ended 699.153 457.5 609.5 0.2256945 0.5697016
Candidates 699.2659 12 that they what usat offset user thai just trust party larry part
Began 699.6013 390 477 0.06944448 0.2289094
Stationary 699.617 390 477 0.06944448 0.2289094
Stationary 699.6316 390 477 0.06944448 0.2289094
Moved 699.6475 410.4934 542.076 0.1168829 0.396286
Moved 699.6611 421.898 601.2554 0.1432823 0.5484962
Ended 699.6789 425 631.5 0.150463 0.6262859
Accept 699.7227 0 that
Began 700.0282 492 529 0.3055556 0.3626543
Stationary 700.048 492 529 0.3055556 0.3626543
Stationary 700.0623 492 529 0.3055556 0.3626543
Stationary 700.0872 492 529 0.3055556 0.3626543
Stationary 700.0975 492 529 0.3055556 0.3626543
