come and see our new car
come and see our new car
Basic
0.6 0.6
432 388.8
Began 650.4624 316 246 -0.1018519 -0.3652264
Stationary 650.4821 316 246 -0.1018519 -0.3652264
Stationary 650.4977 316 246 -0.1018519 -0.3652264
Stationary 650.5134 316 246 -0.1018519 -0.3652264
Stationary 650.5285 316 246 -0.1018519 -0.3652264
Stationary 650.5452 316 246 -0.1018519 -0.3652264
Stationary 650.5602 316 246 -0.1018519 -0.3652264
Stationary 650.5751 316 246 -0.1018519 -0.3652264
Moved 650.589 316 239.4601 -0.1018519 -0.3820472
Moved 650.6058 316 232.5 -0.1018519 -0.3999486
Moved 650.6208 316 235.7493 -0.1018519 -0.3915914
Moved 650.6371 316 234.1136 -0.1018519 -0.3957983
Moved 650.6522 316 233.5 -0.1018519 -0.3973766
Moved 650.668 306.7001 232.6714 -0.1233793 -0.3995078
Moved 650.6827 307.9787 231.9788 -0.1204197 -0.4012893
Stationary 650.6982 307.9787 231.9788 -0.1204197 -0.4012893
Moved 650.7141 306.7878 230.7878 -0.1231764 -0.4043522
Moved 650.7296 306 230.1195 -0.125 -0.4060712
Moved 650.7457 304.7321 230 -0.1279351 -0.4063786
Moved 650.7606 304.3448 229 -0.1288316 -0.4089506
Moved 650.7759 304 227.9602 -0.1296296 -0.4116251
Moved 650.7915 302.5728 228 -0.1329332 -0.4115227
Stationary 650.808 303 228 -0.1319445 -0.4115227
Moved 650.8226 300.3396 228 -0.1381028 -0.4115227
Moved 650.8375 296.3531 228 -0.1473308 -0.4115227
Moved 650.8541 292.7939 228 -0.1555697 -0.4115227
Moved 650.8752 287.626 240.3657 -0.1675323 -0.3797179
Stationary 650.8865 287.626 240.3657 -0.1675323 -0.3797179
Moved 650.8989 284.4973 242.2542 -0.1747749 -0.3748608
Moved 650.9141 282.8675 247.5302 -0.1785475 -0.3612909
Moved 650.9299 283 252.7537 -0.1782407 -0.3478558
Moved 650.9462 283 262.451 -0.1782407 -0.3229139
Moved 650.9612 283 271.7212 -0.1782407 -0.2990711
Moved 650.9758 292.4068 281.4068 -0.1564658 -0.2741595
Moved 650.9922 296.9288 292.1254 -0.1459982 -0.2465912
Moved 651.007 305.7938 304.0206 -0.1254774 -0.2159965
Moved 651.0222 313.9346 314.9128 -0.1066328 -0.1879814
Moved 651.038 329.5546 333.5546 -0.07047554 -0.1400345
Moved 651.0532 348.588 352.588 -0.02641663 -0.09108029
Moved 651.0689 364.1833 366.8939 0.00968357 -0.05428541
Moved 651.0847 381.7287 385.117 0.05029798 -0.00741519
Moved 651.1015 393.7923 397.7664 0.07822295 0.02511911
Moved 651.1143 406.2184 412.9335 0.106987 0.06412937
Moved 651.1304 417.4018 431.3363 0.1328744 0.1114616
Moved 651.146 426.8151 444.048 0.1546645 0.1441562
Moved 651.1615 432.9599 453.4398 0.1688887 0.1683123
Moved 651.1769 442.6977 468.4593 0.1914299 0.2069425
Moved 651.1922 450.8961 480.8338 0.2104077 0.23877
Moved 651.2079 457.7967 493.2341 0.2263813 0.2706636
Moved 651.2228 462.2254 501.4508 0.2366329 0.2917973
Moved 651.2384 467.4865 508.608 0.2488112 0.3102058
Moved 651.254 472.0164 517.5287 0.2592973 0.33315
Moved 651.2679 476 524.5 0.2685185 0.3510802
Moved 651.2839 482.6538 534.446 0.2839208 0.3766615
Moved 651.3002 486.9519 542.9037 0.2938701 0.3984149
Moved 651.3156 490.411 550.5276 0.3018775 0.4180237
Moved 651.3309 493.1721 556.3443 0.3082689 0.4329842
Moved 651.346 494.4659 558.9318 0.3112637 0.4396393
Moved 651.3611 495.848 561.6959 0.3144629 0.4467487
Moved 651.3762 497.2282 563.2282 0.3176578 0.4506898
Moved 651.3935 497 564.1889 0.3171296 0.4531607
Moved 651.4081 498 565.6353 0.3194444 0.4568807
Moved 651.4233 498 567.0178 0.3194444 0.4604367
Stationary 651.4385 498 567 0.3194444 0.4603909
Moved 651.4534 499.5 568.5 0.3229167 0.4642488
Moved 651.4692 499 569.0771 0.3217593 0.4657331
Stationary 651.4847 499 569 0.3217593 0.4655349
Stationary 651.5026 499 569 0.3217593 0.4655349
Stationary 651.5166 499 569 0.3217593 0.4655349
Stationary 651.5298 499 569 0.3217593 0.4655349
Moved 651.5462 499 556.9318 0.3217593 0.4344954
Moved 651.5612 499 549.1041 0.3217593 0.4143624
Moved 651.577 499 535 0.3217593 0.3780863
Moved 651.5938 491.7515 522.8455 0.3049804 0.3468246
Moved 651.6078 488.4148 510.3668 0.2972565 0.3147292
Moved 651.6235 487.7469 501.7218 0.2957104 0.2924943
Moved 651.6388 485.5764 482.4584 0.2906862 0.2429485
Moved 651.6537 482.8169 465.9016 0.2842985 0.200364
Moved 651.6699 480.0493 452.2466 0.2778919 0.1652432
Moved 651.6856 478.1426 439.2837 0.2734783 0.1319024
Moved 651.7006 476.7603 429.3218 0.2702783 0.1062802
Moved 651.7144 476 416.6369 0.2685185 0.07365447
Moved 651.7307 474.4395 404.637 0.2649062 0.04279046
Moved 651.7461 470.7089 389.9327 0.2562707 0.004970802
Moved 651.7617 469.5272 376.2722 0.2535352 -0.03016413
Moved 651.7773 467.1411 363.4108 0.2480118 -0.06324375
Moved 651.7928 465.7575 352.0602 0.2448091 -0.09243772
Moved 651.815 461.0081 327.0283 0.233815 -0.1568202
Stationary 651.8257 461.0081 327.0283 0.233815 -0.1568202
Moved 651.8397 459.6205 317.3437 0.230603 -0.1817293
Moved 651.8561 458.6677 310.6738 0.2283975 -0.1988844
Moved 651.8707 458.1789 302.8946 0.2272661 -0.2188926
Moved 651.8856 456.8024 296.012 0.2240796 -0.2365946
Moved 651.9014 456.4068 286.8477 0.223164 -0.2601654
Moved 651.9171 455.0286 277.2001 0.2199736 -0.2849793
Moved 651.9318 453.6562 270.2808 0.2167967 -0.3027757
Moved 651.9473 453 265.5624 0.2152778 -0.3149115
Moved 651.9628 453 263.381 0.2152778 -0.3205221
Moved 651.9783 451.8875 259.6627 0.2127026 -0.3300858
Moved 651.9941 452 255.5 0.2129629 -0.3407922
Moved 652.0093 452 253.2329 0.2129629 -0.3466232
Moved 652.0244 452 250.4518 0.2129629 -0.3537763
Moved 652.0385 452 248.3549 0.2129629 -0.3591697
Moved 652.0544 450.9713 245.9425 0.2105816 -0.3653743
Moved 652.0713 451 244.5875 0.2106482 -0.3688593
Moved 652.0873 451 243.515 0.2106482 -0.3716178
Moved 652.1 451 242.1328 0.2106482 -0.3751729
Moved 652.1157 449.7493 242 0.207753 -0.3755144
Moved 652.1313 449.3637 241 0.2068605 -0.3780865
Moved 652.1478 446.9918 241 0.2013698 -0.3780865
Moved 652.1617 440.0426 253.5233 0.1852839 -0.3458762
Moved 652.1776 433.0644 266.084 0.1691306 -0.3135699
Moved 652.1948 425.8678 275.8842 0.1524719 -0.2883637
Moved 652.2094 410.3864 300.1381 0.1166353 -0.2259823
Moved 652.2234 400.2764 315.0854 0.0932325 -0.1875377
Moved 652.2393 388.1366 334.7723 0.06513099 -0.1369025
Moved 652.2554 379.7666 347.3501 0.045756 -0.1045524
Moved 652.2705 364.8025 366.4332 0.01111696 -0.05547025
Moved 652.2866 354.0863 382.4358 -0.0136891 -0.01431124
Moved 652.3015 340 399 -0.04629632 0.02829214
Moved 652.3159 336.7787 403.8244 -0.0537531 0.0407005
Moved 652.3323 328.0902 411.9248 -0.07386526 0.06153494
Moved 652.3483 321.1006 418.8994 -0.09004478 0.07947353
Moved 652.363 310.9778 427.2695 -0.1134774 0.1010017
Moved 652.3786 301.0724 438.0601 -0.1364064 0.1287554
Moved 652.394 291.5 446 -0.1585648 0.1491768
Moved 652.4085 285.6017 451.4986 -0.1722182 0.1633193
Moved 652.4246 280.1297 455.8962 -0.184885 0.1746301
