want to join us for lunch
want to join us for lunch
FixStart
0.6 0.6
432 388.8
Began 1304.198 389 419 0.06712963 0.07973251
Stationary 1304.215 389 419 0.06712963 0.07973251
Stationary 1304.23 389 419 0.06712963 0.07973251
Stationary 1304.246 389 419 0.06712963 0.07973251
Stationary 1304.262 389 419 0.06712963 0.07973251
Stationary 1304.276 389 419 0.06712963 0.07973251
Moved 1304.293 376.3769 419 0.03790945 0.07973251
Moved 1304.307 368.5069 419 0.01969189 0.07973251
Moved 1304.322 357.6105 429.2505 -0.005531262 0.1060971
Moved 1304.338 340.0802 438.1454 -0.0461107 0.1289746
Moved 1304.354 323.2096 446.3952 -0.08516297 0.1501933
Moved 1304.369 312 453.5 -0.1111111 0.168467
Moved 1304.385 295.4856 459.7842 -0.1493388 0.18463
Moved 1304.401 281.1482 466.9259 -0.1825273 0.2029986
Moved 1304.416 270.4483 470.4569 -0.2072957 0.2120805
Moved 1304.431 258.9507 476.4814 -0.2339104 0.2275756
Moved 1304.449 243.4838 483.5983 -0.2697134 0.2458802
Moved 1304.462 231.8878 490.0561 -0.2965559 0.2624898
Moved 1304.477 222.8038 494.5981 -0.3175838 0.2741719
Moved 1304.493 214.4453 500.9161 -0.3369322 0.2904219
Moved 1304.509 209.7677 505.2322 -0.3477598 0.3015231
Moved 1304.524 205.5 508 -0.3576389 0.3086419
Moved 1304.539 202.5614 509.4386 -0.3644412 0.312342
Moved 1304.555 200.934 510 -0.3682084 0.3137859
Moved 1304.572 198.0244 511.4878 -0.3749435 0.3176126
Moved 1304.585 198.0705 512 -0.3748367 0.31893
Moved 1304.601 198 513.3681 -0.375 0.3224488
Moved 1304.616 196.5 513 -0.3784722 0.321502
Stationary 1304.63 196.5 513 -0.3784722 0.321502
Stationary 1304.646 196.5 513 -0.3784722 0.321502
Stationary 1304.661 196.5 513 -0.3784722 0.321502
Moved 1304.677 197 513 -0.3773148 0.321502
Moved 1304.693 196 499.8224 -0.3796296 0.287609
Moved 1304.709 194.9171 480.7569 -0.3821362 0.2385723
Moved 1304.723 193.5 465.5 -0.3854167 0.1993312
Moved 1304.74 191.0842 440.6733 -0.3910089 0.1354765
Moved 1304.755 188.207 419.0524 -0.397669 0.07986728
Moved 1304.771 187.4669 404.0701 -0.3993821 0.04133255
Moved 1304.786 187 386.3696 -0.4004629 -0.00419338
Moved 1304.801 187 373.3289 -0.4004629 -0.03773442
Moved 1304.817 187 364.3967 -0.4004629 -0.060708
Moved 1304.833 187 358.6097 -0.4004629 -0.07559238
Moved 1304.848 187 358 -0.4004629 -0.07716057
Moved 1304.863 187 356.7806 -0.4004629 -0.08029678
Moved 1304.879 200.7018 357 -0.3687458 -0.07973259
Moved 1304.895 231.7656 357 -0.2968388 -0.07973259
Moved 1304.91 273.6626 357 -0.1998552 -0.07973259
Moved 1304.925 321.1422 365.6601 -0.08994866 -0.05745868
Moved 1304.941 361.7185 367.0971 0.003978113 -0.05376266
Moved 1304.957 393.2132 367 0.07688244 -0.05401234
Moved 1304.972 413.8003 359.1331 0.1245377 -0.07424617
Moved 1304.987 423.3681 355.8773 0.1466855 -0.08262014
Moved 1305.001 432.8386 352.0807 0.1686078 -0.09238514
Moved 1305.018 438.569 348.3232 0.1818726 -0.1020493
Moved 1305.033 441.6857 346.6571 0.1890873 -0.1063347
Moved 1305.048 443.7795 345.2205 0.1939341 -0.1100297
Moved 1305.064 445.2066 343.7935 0.1972374 -0.1137
Moved 1305.08 446 343.348 0.199074 -0.1148457
Moved 1305.095 446.828 342.1721 0.2009906 -0.1178703
Stationary 1305.11 447 342 0.2013889 -0.1183128
Moved 1305.126 448 341 0.2037037 -0.1208849
Moved 1305.142 448 339.9208 0.2037037 -0.1236605
Moved 1305.156 448 338.5 0.2037037 -0.127315
Stationary 1305.172 448 338.5 0.2037037 -0.127315
Moved 1305.186 448 337.8689 0.2037037 -0.1289381
Stationary 1305.205 448 337.8689 0.2037037 -0.1289381
Stationary 1305.217 448 337.8689 0.2037037 -0.1289381
Moved 1305.233 435.6162 353.1357 0.1750375 -0.08967144
Moved 1305.249 424.1519 373.2832 0.1484997 -0.03785192
Moved 1305.265 409.4471 397.0846 0.114461 0.02336561
Moved 1305.28 394.3834 428.9257 0.07959107 0.1052615
Moved 1305.304 375 469.5 0.03472219 0.2096193
Moved 1305.317 367.0691 486.8618 0.01636366 0.254274
Stationary 1305.328 367.0691 486.8618 0.01636366 0.254274
Moved 1305.341 358.2001 503.4664 -0.004166365 0.2969814
Moved 1305.357 348.9547 526.4023 -0.02556796 0.3559729
Moved 1305.372 336.8373 552.3253 -0.05361726 0.4226473
Moved 1305.386 316.4683 597.4631 -0.1007679 0.5387424
Moved 1305.404 310.5179 612.9641 -0.1145418 0.5786113
Moved 1305.419 306.0154 624.6257 -0.1249645 0.608605
Moved 1305.433 301.6552 635.3621 -0.1350575 0.6362192
Moved 1305.449 297.2352 648.9415 -0.1452888 0.6711457
Moved 1305.465 295.6733 657.9601 -0.1489044 0.6943418
Moved 1305.479 292.7152 674.1857 -0.1557519 0.7360742
Ended 1305.496 290.5 686 -0.1608796 0.7664607
Candidates 1305.651 12 want range frame grant rant any wander anne same agree teacher hammer
Began 1306 363 474 0.006944438 0.2211934
