good jobs for those with education
good jobs for those with education
Basic
0.6 0.6
432 388.8
Began 3460.307 283 371 -0.1782407 -0.04372435
Stationary 3460.323 283 371 -0.1782407 -0.04372435
Stationary 3460.338 283 371 -0.1782407 -0.04372435
Stationary 3460.353 283 371 -0.1782407 -0.04372435
Stationary 3460.368 283 371 -0.1782407 -0.04372435
Stationary 3460.385 283 371 -0.1782407 -0.04372435
Stationary 3460.4 283 371 -0.1782407 -0.04372435
Stationary 3460.415 283 371 -0.1782407 -0.04372435
Stationary 3460.432 283 371 -0.1782407 -0.04372435
Stationary 3460.447 283 371 -0.1782407 -0.04372435
Stationary 3460.462 283 371 -0.1782407 -0.04372435
Stationary 3460.478 283 371 -0.1782407 -0.04372435
Stationary 3460.493 283 371 -0.1782407 -0.04372435
Stationary 3460.509 283 371 -0.1782407 -0.04372435
Stationary 3460.525 283 371 -0.1782407 -0.04372435
Stationary 3460.538 283 371 -0.1782407 -0.04372435
Moved 3460.554 294.1634 371 -0.1523996 -0.04372435
Moved 3460.569 297.041 371 -0.1457385 -0.04372435
Moved 3460.587 298.4592 371 -0.1424555 -0.04372435
Moved 3460.601 302.7024 378.9008 -0.1326334 -0.02340324
Moved 3460.615 305.679 380.3395 -0.1257431 -0.01970307
Moved 3460.631 310.3367 381.7789 -0.1149613 -0.01600069
Moved 3460.646 313.6643 382.8881 -0.1072586 -0.01314791
Moved 3460.662 319.1563 384.2891 -0.09454548 -0.009544631
Moved 3460.677 324.9163 387.4581 -0.08121237 -0.001393777
Moved 3460.693 330.6742 390.3371 -0.06788383 0.006011012
Moved 3460.707 337.6339 393.2113 -0.05177334 0.01340348
Moved 3460.724 346.2595 397.1298 -0.03180673 0.02348182
Moved 3460.739 351.9278 399.9639 -0.01868566 0.0307713
Moved 3460.755 361.6048 403.8024 0.003714859 0.04064403
Moved 3460.77 369.2018 407.0807 0.02130052 0.049076
Moved 3460.785 377.9091 409.9697 0.04145632 0.05650642
Moved 3460.801 386.5414 412.8471 0.06143828 0.06390709
Moved 3460.816 393.8119 415.7248 0.07826836 0.07130854
Moved 3460.832 401.9627 416.7925 0.0971359 0.07405477
Moved 3460.846 412.8501 420.6938 0.1223382 0.08408883
Moved 3460.862 423 424.5 0.1458333 0.09387855
Moved 3460.877 429.5284 428.2642 0.1609453 0.10356
Moved 3460.892 438.1486 432.5743 0.1808995 0.1146457
Moved 3460.907 448.7807 439.5204 0.2055108 0.1325113
Moved 3460.923 457.3772 444.1886 0.2254101 0.144518
Moved 3460.94 467.5 450 0.2488426 0.1594649
Moved 3460.954 476.7279 456.8186 0.2702034 0.1770025
Moved 3460.969 486.728 462.5588 0.2933518 0.1917664
Moved 3460.986 491.6162 466.093 0.3046672 0.2008563
Moved 3461 497.8317 470.8738 0.3190548 0.2131527
Moved 3461.016 502.1774 473.785 0.3291144 0.2206403
Moved 3461.032 507.4553 478.4553 0.3413316 0.2326525
Moved 3461.047 510.5224 481.5224 0.3484316 0.2405411
Moved 3461.063 512.7013 484.4026 0.3534752 0.2479491
Moved 3461.079 514.1433 487.2867 0.3568132 0.2553669
Moved 3461.094 515.1812 489.3624 0.3592157 0.2607057
Moved 3461.11 515 490.6853 0.3587963 0.2641082
Moved 3461.125 515 492.1194 0.3587963 0.2677968
Moved 3461.141 515 493 0.3587963 0.2700616
Moved 3461.154 515 493.9977 0.3587963 0.2726277
Moved 3461.171 503.5413 494 0.3322715 0.2726337
Moved 3461.185 500.4879 494 0.3252034 0.2726337
Moved 3461.201 495.1857 494 0.3129298 0.2726337
Moved 3461.216 485.3396 494 0.290138 0.2726337
Moved 3461.232 472.5293 494 0.2604845 0.2726337
Moved 3461.247 460.8536 483.8536 0.2334574 0.2465369
Moved 3461.263 448.0505 480.8788 0.2038206 0.2388857
Moved 3461.279 439.1252 476.5626 0.1831601 0.2277844
Moved 3461.292 430.5028 471.6685 0.1632009 0.2151967
Moved 3461.309 424.1488 467.6893 0.1484926 0.2049621
Moved 3461.325 417.3278 463.5967 0.1327033 0.1944358
Moved 3461.34 410.1199 458.2719 0.1160183 0.1807404
Moved 3461.355 403.9525 453.9644 0.1017417 0.1696613
Moved 3461.371 397.6008 449.0672 0.08703887 0.1570657
Moved 3461.386 393.2892 446.1927 0.07705827 0.1496726
Moved 3461.4 389.018 443.3453 0.06717136 0.142349
Moved 3461.416 385.5 439.5 0.05902777 0.1324588
Moved 3461.432 381.563 437.4222 0.04991422 0.1271148
Moved 3461.448 377.1206 434.4137 0.03963093 0.1193767
Moved 3461.463 371.7871 429.5247 0.02728502 0.1068022
Moved 3461.479 367.4685 426.6456 0.01728813 0.09939711
Moved 3461.494 362.5434 422.7717 0.005887548 0.08943337
Moved 3461.509 356.7929 417.793 -0.007423759 0.07662793
Moved 3461.524 349.547 413.5282 -0.02419685 0.06565895
Moved 3461.541 345.8691 411.1215 -0.03271049 0.05946869
Moved 3461.555 339.7357 407.8679 -0.04690801 0.05110038
Moved 3461.571 334.4689 404.4813 -0.05909985 0.04239015
Moved 3461.587 329.1689 402.0563 -0.07136841 0.03615289
Moved 3461.602 323.471 397.8532 -0.08455793 0.02534254
Moved 3461.617 319.5284 396.3523 -0.09368414 0.02148224
Moved 3461.632 315.2123 394.7374 -0.1036751 0.01732873
Moved 3461.648 312.18 392.4534 -0.1106944 0.01145414
Moved 3461.664 308.3956 391.1978 -0.1194547 0.008224754
Moved 3461.679 305.5146 389.7573 -0.1261236 0.00451967
Moved 3461.695 302.3185 388.3185 -0.1335221 0.000819061
Moved 3461.71 299.754 388 -0.1394583 -3.924585E-08
Moved 3461.725 297.4382 387 -0.1448189 -0.002572055
Moved 3461.74 294.9932 385.9966 -0.1504786 -0.005152745
Moved 3461.757 293.9476 384.9476 -0.152899 -0.007850819
