hands on experience with a job
hands on experience with a job
Basic
0.6 0.6
432 388.8
Began 1996.758 430 281 0.162037 -0.2752058
Stationary 1996.78 430 281 0.162037 -0.2752058
Stationary 1996.793 430 281 0.162037 -0.2752058
Stationary 1996.813 430 281 0.162037 -0.2752058
Stationary 1996.824 430 281 0.162037 -0.2752058
Stationary 1996.839 430 281 0.162037 -0.2752058
Stationary 1996.854 430 281 0.162037 -0.2752058
Stationary 1996.871 430 281 0.162037 -0.2752058
Stationary 1996.886 430 281 0.162037 -0.2752058
Stationary 1996.901 430 281 0.162037 -0.2752058
Stationary 1996.915 430 281 0.162037 -0.2752058
Stationary 1996.93 430 281 0.162037 -0.2752058
Stationary 1996.947 430 281 0.162037 -0.2752058
Moved 1996.964 419.2479 281 0.1371479 -0.2752058
Moved 1996.978 416.5 281 0.130787 -0.2752058
Moved 1996.994 405.1584 281 0.1045333 -0.2752058
Moved 1997.009 392.114 289.4669 0.07433802 -0.2534289
Moved 1997.025 379.5208 300.1834 0.04518688 -0.2258658
Moved 1997.041 366.325 312.6749 0.01464129 -0.1937373
Moved 1997.057 353.8581 326.6561 -0.0142174 -0.1577776
Moved 1997.072 342.3135 338.6865 -0.04094089 -0.1268353
Moved 1997.086 330.7215 351.6884 -0.0677744 -0.09339422
Moved 1997.101 323.0327 358.9673 -0.08557235 -0.07467262
Moved 1997.116 306.6296 376.3704 -0.1235426 -0.02991146
Moved 1997.132 294.9963 389.3792 -0.1504715 0.003547158
Moved 1997.147 284.2677 398.7322 -0.1753062 0.02760338
Moved 1997.163 275.4318 405.0455 -0.1957597 0.04384115
Moved 1997.178 268.2426 411.0681 -0.2124013 0.05933134
Moved 1997.194 260.2635 416.491 -0.2308716 0.07327928
Moved 1997.211 257.5674 418.2884 -0.2371124 0.07790215
Moved 1997.225 252.732 421.634 -0.2483056 0.08650709
Moved 1997.241 248.7889 423.0704 -0.257433 0.09020149
Moved 1997.257 246 424.5 -0.2638889 0.09387855
Stationary 1997.271 246 424.5 -0.2638889 0.09387855
Moved 1997.285 244.6065 425 -0.2671145 0.09516452
Stationary 1997.301 244.6065 425 -0.2671145 0.09516452
Stationary 1997.318 245 425 -0.2662037 0.09516452
Moved 1997.333 255.5357 405.0993 -0.2418156 0.04397961
Moved 1997.349 273.7381 374.0018 -0.1996803 -0.03600368
Moved 1997.364 289.9031 345.9855 -0.1622613 -0.108062
Moved 1997.38 306.8131 319.9252 -0.1231179 -0.1750895
Moved 1997.395 320.3678 300.0242 -0.09174114 -0.2262752
Moved 1997.41 331.6823 287.903 -0.06555021 -0.2574513
Moved 1997.425 338.769 281.2311 -0.04914596 -0.2746115
Moved 1997.441 352.1915 267.8085 -0.01807531 -0.3091345
Moved 1997.457 360.8244 261.2682 0.001908442 -0.3259562
Moved 1997.472 371.945 253.0413 0.0276504 -0.3471161
Moved 1997.487 382.0494 247.2574 0.05104025 -0.3619922
Moved 1997.503 392.2343 242.3828 0.07461657 -0.3745299
Moved 1997.518 398.2442 239.3779 0.08852819 -0.3822585
Moved 1997.533 403 237 0.09953707 -0.3883744
Moved 1997.55 406.6284 237.1239 0.107936 -0.3880559
Moved 1997.565 409.6633 237 0.1149614 -0.3883744
Moved 1997.58 412.5238 236 0.1215829 -0.3909465
Moved 1997.595 415.3801 236 0.1281947 -0.3909465
Moved 1997.61 416.6948 236 0.1312379 -0.3909465
