want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 480.5299 307 483 -0.1226852 0.2443414
Stationary 480.5503 307 483 -0.1226852 0.2443414
Stationary 480.5633 307 483 -0.1226852 0.2443414
Stationary 480.5792 307 483 -0.1226852 0.2443414
Moved 480.5942 301.6104 467.5325 -0.135161 0.2045589
Moved 480.612 293.0892 454.1784 -0.1548861 0.1702119
Moved 480.627 284.4279 438.2846 -0.1749353 0.1293328
Moved 480.6415 278 425 -0.1898148 0.09516452
Moved 480.6581 268.4514 408.7739 -0.211918 0.0534308
Moved 480.6733 261.0722 394.1444 -0.2289995 0.0158034
Moved 480.6875 253.8949 379.6108 -0.2456138 -0.02157729
Moved 480.7038 247.961 369.1818 -0.2593495 -0.04840089
Moved 480.7202 242.9079 357.8158 -0.2710465 -0.07763434
Moved 480.7343 238.5675 349.1349 -0.2810938 -0.09996162
Moved 480.7501 234.5 342.5 -0.2905093 -0.1170267
Moved 480.7653 232.5631 336.4078 -0.2949928 -0.1326959
Moved 480.78 229.6922 330.3843 -0.3016384 -0.1481885
Moved 480.799 225.8205 323.0513 -0.3106006 -0.167049
Moved 480.813 223.9739 317.9216 -0.3148753 -0.1802429
Moved 480.8281 221.5365 313.6094 -0.3205175 -0.1913339
Moved 480.8424 220.0966 310.1933 -0.3238504 -0.2001202
Moved 480.8589 218.6577 307.3153 -0.3271814 -0.2075224
Moved 480.8742 217.6642 306.6641 -0.3294811 -0.2091973
Moved 480.8888 218 305.5 -0.3287037 -0.2121914
Moved 480.9045 218 304.8405 -0.3287037 -0.2138877
Stationary 480.9196 218 305 -0.3287037 -0.2134774
Stationary 480.9358 218 305 -0.3287037 -0.2134774
Moved 480.9506 223.6645 305 -0.3155914 -0.2134774
Moved 480.966 238.7258 305 -0.2807273 -0.2134774
Moved 480.9815 252.2155 305 -0.2495012 -0.2134774
Moved 480.9958 280.8441 312 -0.1832311 -0.1954732
Moved 481.0129 304.0926 312 -0.1294153 -0.1954732
Moved 481.0268 327.1848 312 -0.075961 -0.1954732
Moved 481.0419 346.754 297.4153 -0.03066212 -0.2329852
Moved 481.0569 366.6607 290.3354 0.01541823 -0.2511948
Moved 481.0721 378.1809 284.6822 0.04208545 -0.2657351
Moved 481.0881 387.315 280.3425 0.0632291 -0.2768969
Moved 481.1038 397.1987 274.7436 0.08610814 -0.2912974
Moved 481.12 405.55 270.725 0.1054399 -0.3016333
Moved 481.1351 414.1824 266.4088 0.1254223 -0.3127346
Moved 481.1506 419.5504 263.0872 0.1378482 -0.3212779
Moved 481.1668 425.3098 259.8451 0.1511802 -0.3296166
Moved 481.1812 430.0595 258.4851 0.1621749 -0.3331144
Moved 481.197 434.1232 256.5845 0.1715815 -0.3380027
Moved 481.213 439.1612 254.9597 0.1832435 -0.3421819
Moved 481.2274 444.9336 253.5166 0.1966056 -0.3458935
Moved 481.242 449.7701 251 0.2078013 -0.3523664
Moved 481.2609 452.7246 249.6377 0.2146403 -0.3558702
Moved 481.2741 454.8017 250 0.2194483 -0.3549383
Moved 481.2894 456.2434 250 0.2227857 -0.3549383
Moved 481.305 457.5 248.5 0.2256945 -0.3587964
Moved 481.3206 458.8182 249 0.2287457 -0.3575103
Moved 481.3348 460.2678 249 0.2321014 -0.3575103
Moved 481.3498 460.6943 249 0.2330887 -0.3575103
Moved 481.3676 461 261.4517 0.2337964 -0.3254843
Moved 481.3824 461 273.038 0.2337964 -0.2956842
Moved 481.3972 461 288.2458 0.2337964 -0.2565695
Moved 481.4211 438.7458 326.8344 0.1822819 -0.1573191
Stationary 481.432 438.7458 326.8344 0.1822819 -0.1573191
Moved 481.4435 420.067 359.8815 0.1390439 -0.07232124
Moved 481.4595 404.141 387.3929 0.1021781 -0.001561553
Moved 481.4745 387.5493 406.1925 0.0637715 0.04679138
Moved 481.4891 367.6845 426.3154 0.01778831 0.09854783
Moved 481.5047 357.0188 438.9812 -0.006900927 0.1311245
Moved 481.5208 346.6765 449.3234 -0.03084133 0.1577248
Moved 481.5365 340.8601 456.3298 -0.04430522 0.1757454
Moved 481.551 331.5076 465.1909 -0.06595462 0.1985362
Moved 481.5674 325.4508 471.5491 -0.07997493 0.2148897
Moved 481.5814 320.2721 477.3039 -0.09196281 0.229691
Moved 481.5973 315.9557 482.0443 -0.1019545 0.2418834
Moved 481.6136 311.6309 488.2819 -0.1119655 0.2579265
Moved 481.6279 308.2098 493.6852 -0.1198846 0.271824
Moved 481.6431 305.9776 497.0336 -0.1250519 0.2804362
Moved 481.6592 303.0904 502.3644 -0.1317352 0.2941471
Moved 481.6738 301.1023 506.6931 -0.1363372 0.3052804
Moved 481.6895 298.3568 510.9649 -0.1426927 0.3162676
Moved 481.7061 297.2294 515.3118 -0.1453023 0.327448
Moved 481.7213 295.7921 518.4158 -0.1486294 0.3354316
Moved 481.7347 294.3499 521.3002 -0.1519678 0.3428501
Moved 481.7507 294 524.4088 -0.1527778 0.3508455
Moved 481.7678 292.8252 527.3497 -0.1554973 0.3584096
Moved 481.7821 293 528 -0.1550926 0.3600822
Moved 481.797 293 529.0605 -0.1550926 0.3628098
Ended 481.8139 293 529.0605 -0.1550926 0.3628098
Candidates 481.9792 12 game same range any want fame rant yankee table danger hammer danny
Began 483.6438 433 344 0.1689814 -0.1131688
Stationary 483.6659 433 344 0.1689814 -0.1131688
Stationary 483.6794 433 344 0.1689814 -0.1131688
Stationary 483.6929 433 344 0.1689814 -0.1131688
Ended 483.7082 433 344 0.1689814 -0.1131688
NextCandidatePanel 483.7679
Began 484.464 405 305 0.1041667 -0.2134774
Stationary 484.4825 405 305 0.1041667 -0.2134774
Stationary 484.4961 405 305 0.1041667 -0.2134774
Moved 484.5111 419.8963 352.0842 0.1386488 -0.09237619
Moved 484.5281 426.7981 386.0328 0.1546252 -0.005059733
Moved 484.5427 447.6604 475.5641 0.2029175 0.2252162
Ended 484.5581 447.6604 475.5641 0.2029175 0.2252162
Accept 484.5863 4 want
Began 485.5249 230 406 -0.3009259 0.04629618
Stationary 485.5528 230 406 -0.3009259 0.04629618
Moved 485.567 262.3935 406 -0.225941 0.04629618
Moved 485.5789 277.4797 406 -0.1910193 0.04629618
Moved 485.5912 314.7047 415.5755 -0.1048502 0.07092452
Moved 485.6066 334.8465 417.7336 -0.05822564 0.07647514
Moved 485.6211 369.38 420.3987 0.02171288 0.08333006
Moved 485.6373 385.9807 421.532 0.06014059 0.08624493
Moved 485.6527 396.6801 422.2454 0.08490771 0.08807959
Moved 485.6688 414.9151 422 0.1271182 0.08744851
Moved 485.6838 418.7239 422 0.1359351 0.08744851
Moved 485.6982 424.5757 422 0.1494807 0.08744851
Moved 485.7155 427.0328 422 0.1551686 0.08744851
Moved 485.7292 431.3457 422 0.165152 0.08744851
Moved 485.7434 433.4109 422 0.1699326 0.08744851
Ended 485.7614 435 423 0.1736111 0.09002049
Candidates 485.8943 12 ask dh all ah so shy ash al ago du why ai
Began 486.7435 423 338 0.1458333 -0.1286009
Stationary 486.7682 423 338 0.1458333 -0.1286009
Stationary 486.7784 423 338 0.1458333 -0.1286009
Stationary 486.7918 423 338 0.1458333 -0.1286009
Ended 486.8087 423 338 0.1458333 -0.1286009
NextCandidatePanel 486.8676
Began 486.8995 422 345 0.1435185 -0.1105968
Stationary 486.9174 422 345 0.1435185 -0.1105968
Stationary 486.9306 422 345 0.1435185 -0.1105968
Stationary 486.9467 422 345 0.1435185 -0.1105968
Stationary 486.9621 422 345 0.1435185 -0.1105968
Ended 486.9774 422 345 0.1435185 -0.1105968
Cancel 487.0361
Began 487.5937 325 469 -0.08101851 0.2083333
Stationary 487.6102 325 469 -0.08101851 0.2083333
