the postal service is very slow
the postal service is very slow
Basic
0.6 0.6
432 388.8
Began 1516.737 291 583 -0.1597222 0.5015431
Stationary 1516.756 291 583 -0.1597222 0.5015431
Stationary 1516.77 291 583 -0.1597222 0.5015431
Stationary 1516.785 291 583 -0.1597222 0.5015431
Stationary 1516.8 291 583 -0.1597222 0.5015431
Stationary 1516.816 291 583 -0.1597222 0.5015431
Stationary 1516.834 291 583 -0.1597222 0.5015431
Stationary 1516.848 291 583 -0.1597222 0.5015431
Stationary 1516.862 291 583 -0.1597222 0.5015431
Moved 1516.878 302.9392 565.826 -0.1320852 0.4573713
Moved 1516.894 309.0829 558.9171 -0.1178636 0.4396014
Moved 1516.909 315.4805 550.2793 -0.1030545 0.417385
Moved 1516.924 323.3801 541.0566 -0.08476838 0.393664
Moved 1516.94 332.0198 529.9735 -0.06476889 0.3651581
Moved 1516.955 337.7686 519.905 -0.05146161 0.3392617
Moved 1516.971 342.6947 511.6884 -0.0400585 0.3181286
Moved 1516.986 347.9082 503.153 -0.02799019 0.2961752
Moved 1517.002 352.2358 493.1164 -0.01797269 0.270361
Moved 1517.018 355.557 485.8859 -0.01028463 0.2517641
Moved 1517.036 358.5821 477.2537 -0.003282179 0.229562
Moved 1517.049 362.4723 469.583 0.00572294 0.2098328
Moved 1517.063 365.3543 460.9372 0.01239419 0.1875956
Moved 1517.079 367.4876 455.7809 0.01733243 0.1743337
Moved 1517.093 370.5124 447.4628 0.02433429 0.1529391
Moved 1517.109 373.3616 438.9153 0.03092954 0.1309549
Moved 1517.125 376.8733 428.0045 0.03905863 0.1028922
Moved 1517.141 380.1447 417.4936 0.0466312 0.07585796
Moved 1517.156 381.5 412 0.04976849 0.06172835
Moved 1517.17 383.9492 406.1523 0.05543798 0.04668808
Moved 1517.187 384 402.877 0.0555556 0.03826381
Moved 1517.211 386 397.1357 0.06018519 0.02349708
Moved 1517.224 387.3708 395.6292 0.06335844 0.01962226
Stationary 1517.237 387.3708 395.6292 0.06335844 0.01962226
Moved 1517.249 387.8124 394.1876 0.06438067 0.01591443
Moved 1517.269 388 392.7628 0.06481478 0.01225004
