want to join us for lunch
want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 1174.399 278 580 -0.1898148 0.4938271
Stationary 1174.418 278 580 -0.1898148 0.4938271
Stationary 1174.432 278 580 -0.1898148 0.4938271
Stationary 1174.447 278 580 -0.1898148 0.4938271
Stationary 1174.463 278 580 -0.1898148 0.4938271
Moved 1174.478 266.0403 564.2645 -0.2174992 0.4533552
Moved 1174.495 258.5821 549.0806 -0.2347637 0.4143019
Moved 1174.51 250 533.5 -0.2546296 0.3742283
Moved 1174.525 243.1426 518.8925 -0.2705032 0.3366575
Moved 1174.541 234.7804 503.6048 -0.2898601 0.2973374
Moved 1174.556 226.0849 487.6556 -0.3099887 0.2563156
Moved 1174.571 221.3478 478.626 -0.3209543 0.2330914
Moved 1174.587 216.8846 469.7692 -0.3312857 0.2103116
Moved 1174.602 212.5613 462.9355 -0.3412933 0.1927352
Moved 1174.618 209.49 456.98 -0.3484027 0.1774176
Moved 1174.633 207.4387 452.8774 -0.3531511 0.1668657
Moved 1174.648 205.1837 450.3674 -0.358371 0.16041
Moved 1174.664 203.7458 446.2373 -0.3616996 0.1497872
Moved 1174.679 202.3034 444.3034 -0.3650385 0.1448132
Moved 1174.694 202 441.73 -0.3657407 0.1381945
Moved 1174.71 201 441 -0.3680556 0.1363167
Moved 1174.726 200.025 439.05 -0.3703125 0.1313013
Stationary 1174.74 200 439 -0.3703704 0.1311728
Moved 1174.756 198.501 437.501 -0.3738404 0.1273173
Moved 1174.772 199 436.5 -0.3726852 0.1247428
Moved 1174.788 199 437 -0.3726852 0.1260288
Moved 1174.803 198.1819 436 -0.374579 0.1234567
Moved 1174.818 198 434.743 -0.375 0.1202238
Stationary 1174.833 198 434.743 -0.375 0.1202238
Stationary 1174.849 198 435 -0.375 0.1208847
Moved 1174.865 196.8834 433.8834 -0.3775847 0.1180129
Stationary 1174.88 197 434 -0.3773148 0.1183127
Moved 1174.895 197 432.924 -0.3773148 0.1155452
Stationary 1174.909 197 432.924 -0.3773148 0.1155452
Moved 1174.926 197 431.9904 -0.3773148 0.1131438
Moved 1174.941 195.5364 432 -0.3807028 0.1131687
Stationary 1174.956 195.5364 432 -0.3807028 0.1131687
Moved 1174.971 196 430.988 -0.3796296 0.1105659
Stationary 1174.986 196 430.988 -0.3796296 0.1105659
Stationary 1175.002 196 430.988 -0.3796296 0.1105659
Moved 1175.018 195 428.6719 -0.3819444 0.1046086
Moved 1175.033 195 424.9148 -0.3819444 0.09494534
Moved 1175.05 195 416.8138 -0.3819444 0.07410959
Moved 1175.066 207 404.5 -0.3541667 0.04243823
Moved 1175.08 231.2628 382.6143 -0.2980028 -0.01385206
Moved 1175.095 263.5299 360.7537 -0.2233105 -0.07007795
Moved 1175.111 306.3274 340.7522 -0.1242421 -0.1215223
Moved 1175.126 346.2746 328.6569 -0.03177176 -0.1526316
Moved 1175.143 381.8764 317.1995 0.05063991 -0.1821001
Moved 1175.158 409.6434 305.6331 0.1149154 -0.2118492
Moved 1175.172 427.4587 294.0275 0.1561545 -0.2416988
Moved 1175.189 434.3537 291.6045 0.1721151 -0.2479308
Moved 1175.204 441.661 287.1695 0.1890301 -0.2593378
Moved 1175.218 448.7692 282.9385 0.2054841 -0.27022
Moved 1175.234 450.5862 281.2069 0.2096901 -0.2746736
Moved 1175.254 454.694 278.5374 0.219199 -0.2815397
Moved 1175.266 455.6681 277.3318 0.221454 -0.2846404
Moved 1175.28 456.5 276.5 0.2233796 -0.2867798
Moved 1175.295 457.0826 277 0.2247284 -0.2854939
Stationary 1175.311 457 277 0.2245371 -0.2854939
Stationary 1175.327 457 277 0.2245371 -0.2854939
Moved 1175.342 446.9723 293.295 0.2013247 -0.2435828
Moved 1175.357 423.8584 328.7124 0.1478204 -0.1524888
Moved 1175.373 400.9011 371.4355 0.0946784 -0.04260412
Moved 1175.388 377.8799 411.7802 0.04138867 0.0611629
Moved 1175.405 363.4647 439.1094 0.008020003 0.1314542
Moved 1175.42 349.1605 462.1432 -0.02509152 0.1906976
Moved 1175.434 339.1763 477.1516 -0.04820307 0.2292993
Moved 1175.462 326.1752 503.9434 -0.07829816 0.2982083
Moved 1175.474 320.4037 516.3417 -0.09165814 0.330097
Stationary 1175.484 320.4037 516.3417 -0.09165814 0.330097
Moved 1175.495 318.4176 525.912 -0.09625553 0.3547118
Moved 1175.51 317.2302 535.6978 -0.09900411 0.3798811
Ended 1175.526 316.5 543 -0.1006944 0.3986624
Candidates 1175.661 12 want rant range wnt went rent frame trent tent game yankee randy
Began 1176.201 356 437 -0.009259283 0.1260288
Moved 1176.22 356 447.4897 -0.009259283 0.1530085
Moved 1176.234 365.2155 488.8867 0.01207282 0.259482
Moved 1176.251 384.1772 549.6495 0.05596568 0.4157652
Moved 1176.266 407.2554 621.6732 0.1093875 0.6010111
Ended 1176.283 439 693.5 0.1828703 0.7857509
Accept 1176.324 0 want
Began 1176.618 291 537 -0.1597222 0.3832304
Stationary 1176.637 291 537 -0.1597222 0.3832304
Stationary 1176.653 291 537 -0.1597222 0.3832304
Stationary 1176.667 291 537 -0.1597222 0.3832304
Stationary 1176.682 291 537 -0.1597222 0.3832304
Stationary 1176.698 291 537 -0.1597222 0.3832304
Stationary 1176.714 291 537 -0.1597222 0.3832304
Stationary 1176.729 291 537 -0.1597222 0.3832304
Stationary 1176.745 291 537 -0.1597222 0.3832304
Stationary 1176.761 291 537 -0.1597222 0.3832304
Stationary 1176.777 291 537 -0.1597222 0.3832304
Stationary 1176.79 291 537 -0.1597222 0.3832304
Moved 1176.806 302.4744 546.1795 -0.1331611 0.4068402
Moved 1176.822 319.2787 553.8286 -0.09426232 0.4265139
Moved 1176.838 339.5 559 -0.04745369 0.4398148
Moved 1176.853 370.6731 563.7789 0.02470613 0.4521061
Moved 1176.868 418.5188 570.9586 0.1354602 0.4705725
Moved 1176.883 440.5249 570 0.1864003 0.4681069
Moved 1176.898 462.1353 570 0.2364243 0.4681069
Moved 1176.915 484.7141 570 0.28869 0.4681069
Moved 1176.929 509.2033 570 0.345378 0.4681069
Moved 1176.945 536.4968 570 0.4085575 0.4681069
Moved 1176.96 548.3303 570.9623 0.4359497 0.4705819
Moved 1176.975 561.3485 573.8552 0.4660845 0.4780226
Moved 1176.99 584.8968 584.775 0.5205945 0.5061083
Ended 1177.005 584.8968 584.775 0.5205945 0.5061083
Candidates 1177.048 12 to rip rp trip ep tripp too rio top tip rep tp
Began 1177.574 374 429 0.03240744 0.1054526
Stationary 1177.593 374 429 0.03240744 0.1054526
Moved 1177.608 374 442.411 0.03240744 0.1399459
Moved 1177.623 374 470.6163 0.03240744 0.2124905
Moved 1177.639 390.3931 523.9114 0.07035434 0.3495662
Ended 1177.653 398 554 0.08796295 0.4269547
Accept 1177.699 0 to
Began 1178.129 359 460 -0.002314796 0.1851851
Stationary 1178.149 359 460 -0.002314796 0.1851851
Stationary 1178.165 359 460 -0.002314796 0.1851851
Stationary 1178.178 359 460 -0.002314796 0.1851851
Stationary 1178.193 359 460 -0.002314796 0.1851851
Stationary 1178.21 359 460 -0.002314796 0.1851851
Stationary 1178.224 359 460 -0.002314796 0.1851851
Stationary 1178.239 359 460 -0.002314796 0.1851851
Moved 1178.255 378.9346 471.9608 0.04382998 0.2159483
Moved 1178.271 394.9117 486.4651 0.08081406 0.2532539
Moved 1178.286 423.0001 510.3334 0.1458336 0.3146435
Moved 1178.302 443.8737 532.1504 0.1941521 0.3707571
Moved 1178.317 458.1286 549.8414 0.2271494 0.4162587
Moved 1178.333 470.1778 563.325 0.2550412 0.4509387
Moved 1178.357 485.2025 580.2025 0.2898206 0.4943479
Stationary 1178.368 485.2025 580.2025 0.2898206 0.4943479
