did you have a good time
did you have a good time
Basic
0.6 0.6
432 388.8
Began 1346.473 255 339 -0.2430556 -0.1260288
Stationary 1346.492 255 339 -0.2430556 -0.1260288
Stationary 1346.507 255 339 -0.2430556 -0.1260288
Stationary 1346.522 255 339 -0.2430556 -0.1260288
Stationary 1346.537 255 339 -0.2430556 -0.1260288
Moved 1346.555 259.9496 345.187 -0.231598 -0.1101158
Moved 1346.569 269.9968 353.9977 -0.2083407 -0.08745444
Moved 1346.585 286.5231 367.7692 -0.1700855 -0.05203388
Moved 1346.6 294.9811 378.2792 -0.1505067 -0.02500212
Moved 1346.615 314.3232 394.3232 -0.1057334 0.01626329
Moved 1346.63 326.5126 406.5126 -0.07751704 0.04761476
Moved 1346.646 340 417 -0.04629632 0.0745884
Moved 1346.662 350.3845 430.3076 -0.02225806 0.1088158
Moved 1346.677 364.0778 444.0778 0.009439291 0.1442331
Moved 1346.692 376.2612 455.9569 0.03764162 0.1747862
Moved 1346.708 385.5618 464.7415 0.05917073 0.1973803
Moved 1346.723 398.4752 478.6227 0.08906305 0.2330831
Moved 1346.738 409 487.5 0.113426 0.2559156
Moved 1346.755 422.3056 502.3055 0.1442259 0.2939956
Moved 1346.77 434.7699 513.4621 0.1730784 0.3226905
Moved 1346.785 448.2516 528.9462 0.204286 0.3625157
Moved 1346.801 458.5838 542.834 0.2282033 0.3982356
Moved 1346.815 468.2207 553.6808 0.2505108 0.4261337
Moved 1346.83 473.5115 560.5162 0.2627581 0.4437143
Moved 1346.846 478.6765 566.6765 0.2747141 0.4595587
Moved 1346.861 481.5482 570.8224 0.2813616 0.4702221
Moved 1346.883 483 572.6598 0.2847222 0.4749479
Moved 1346.895 484.0476 574.0477 0.2871473 0.4785176
Stationary 1346.911 484 574 0.287037 0.478395
Stationary 1346.923 484 574 0.287037 0.478395
Moved 1346.938 475.5366 574 0.2674458 0.478395
Moved 1346.954 451.3296 546.3846 0.2114111 0.4073677
Moved 1346.971 431.7153 526.3503 0.1660077 0.3558392
Moved 1346.984 408.9297 500.7959 0.1132631 0.2901129
Moved 1347 388.2256 475.8707 0.06533692 0.2260047
Moved 1347.016 362.7864 444.6059 0.006450017 0.1455912
Moved 1347.031 342.8431 416.4902 -0.03971497 0.07327712
Moved 1347.045 328 400 -0.07407407 0.03086416
Moved 1347.061 319.7284 387.4105 -0.09322131 -0.001516342
Moved 1347.078 311.8184 376.7457 -0.1115316 -0.02894633
Moved 1347.093 307.7702 369.9503 -0.1209023 -0.04642408
Moved 1347.109 305.4317 366.6476 -0.1263154 -0.05491884
Moved 1347.124 303.8333 363.6666 -0.1300155 -0.06258591
Moved 1347.139 302.5 362.5 -0.1331019 -0.06558649
Moved 1347.154 303 361.5 -0.1319445 -0.06815843
Stationary 1347.169 303 361.5 -0.1319445 -0.06815843
Ended 1347.185 303 362 -0.1319445 -0.06687243
Candidates 1347.337 12 did doug dod food fig dig aid south dos said aids sigh
Began 1347.706 280 313 -0.1851852 -0.1929013
Stationary 1347.727 280 313 -0.1851852 -0.1929013
Stationary 1347.741 280 313 -0.1851852 -0.1929013
Stationary 1347.756 280 313 -0.1851852 -0.1929013
Moved 1347.77 280 336.8737 -0.1851852 -0.1314977
Moved 1347.787 289.2977 364.7607 -0.1636628 -0.05977183
Moved 1347.805 294.6367 392.1837 -0.1513039 0.01076031
Moved 1347.818 302 420 -0.1342593 0.08230445
Moved 1347.833 314.4598 465.6094 -0.1054171 0.1996125
Ended 1347.848 327.1115 503.0998 -0.07613082 0.2960385
Accept 1347.876 0 did
Began 1348.106 403 509 0.09953707 0.3112139
Stationary 1348.126 403 509 0.09953707 0.3112139
Stationary 1348.14 403 509 0.09953707 0.3112139
Stationary 1348.157 403 509 0.09953707 0.3112139
Stationary 1348.171 403 509 0.09953707 0.3112139
Stationary 1348.186 403 509 0.09953707 0.3112139
Stationary 1348.203 403 509 0.09953707 0.3112139
Stationary 1348.216 403 509 0.09953707 0.3112139
Stationary 1348.231 403 509 0.09953707 0.3112139
Stationary 1348.249 403 509 0.09953707 0.3112139
Moved 1348.264 417.1883 509 0.1323802 0.3112139
Moved 1348.281 425.7694 509 0.1522441 0.3112139
Moved 1348.296 435.4839 509 0.1747312 0.3112139
Moved 1348.311 443.1764 509 0.1925379 0.3112139
Moved 1348.326 451.8557 509 0.2126289 0.3112139
Moved 1348.342 459.39 509 0.2300694 0.3112139
Moved 1348.358 469.2145 509 0.2528113 0.3112139
Moved 1348.372 482.5745 509 0.2837372 0.3112139
Moved 1348.387 492.5762 509 0.3068893 0.3112139
Moved 1348.404 504.2726 501.3896 0.3339642 0.29164
Moved 1348.419 513.9648 500.005 0.3563999 0.2880786
Moved 1348.433 520.8741 498.6252 0.3723937 0.2845297
Moved 1348.45 528 497.5 0.3888889 0.2816358
Moved 1348.465 529.4768 497.1744 0.3923075 0.2807982
Moved 1348.48 532.4174 497 0.3991143 0.2803498
Moved 1348.495 533.5 497 0.4016204 0.2803498
Stationary 1348.511 533.5 497 0.4016204 0.2803498
Moved 1348.525 534 495.6324 0.4027778 0.2768322
Stationary 1348.549 534 496 0.4027778 0.2777777
Stationary 1348.561 534 496 0.4027778 0.2777777
Moved 1348.573 524.3702 494.93 0.3804865 0.2750257
Moved 1348.587 506.3351 495 0.3387386 0.2752057
Moved 1348.604 490.686 495 0.3025139 0.2752057
Moved 1348.618 472.8729 495 0.2612798 0.2752057
Moved 1348.633 460.9508 502.7049 0.2336825 0.2950228
Moved 1348.649 448.1819 505.1818 0.2041246 0.3013934
Moved 1348.664 438.6788 506.4744 0.1821268 0.3047181
Moved 1348.679 433.7204 506.6559 0.170649 0.305185
Moved 1348.695 428.2514 507.9371 0.1579894 0.3084802
Moved 1348.71 425.3795 509.3102 0.1513416 0.3120118
Moved 1348.725 424.31 510.3801 0.1488657 0.3147635
Ended 1348.742 423.5 512 0.1469907 0.31893
Candidates 1348.882 12 you i toy iu utility joy o u your yo tokyo tour
Began 1349.231 305 300 -0.1273148 -0.2263375
Stationary 1349.252 305 300 -0.1273148 -0.2263375
Stationary 1349.266 305 300 -0.1273148 -0.2263375
Stationary 1349.281 305 300 -0.1273148 -0.2263375
Moved 1349.297 305 324.4088 -0.1273148 -0.1635578
Moved 1349.313 305 349.1644 -0.1273148 -0.09988604
Moved 1349.328 305 384.9189 -0.1273148 -0.007924641
Moved 1349.343 305 409.3039 -0.1273148 0.05479388
Moved 1349.359 305 428.8661 -0.1273148 0.1051084
Moved 1349.374 305 455.7839 -0.1273148 0.1743412
Ended 1349.389 313.5176 480.9025 -0.1075981 0.2389466
Accept 1349.449 0 you
Began 1349.927 373 372 0.0300926 -0.04115226
Stationary 1349.944 373 372 0.0300926 -0.04115226
Stationary 1349.96 373 372 0.0300926 -0.04115226
Stationary 1349.975 373 372 0.0300926 -0.04115226
Stationary 1349.991 373 372 0.0300926 -0.04115226
