do you prefer a window seat
do you prefer a window seat
FixStart
0.6 0.6
432 388.8
Began 529.3461 317 212 -0.09953702 -0.4526749
Stationary 529.3637 317 212 -0.09953702 -0.4526749
Stationary 529.3779 317 212 -0.09953702 -0.4526749
Stationary 529.3932 317 212 -0.09953702 -0.4526749
Stationary 529.4109 317 212 -0.09953702 -0.4526749
Stationary 529.4249 317 212 -0.09953702 -0.4526749
Moved 529.4394 303.2727 212 -0.1313133 -0.4526749
Moved 529.4572 290.7911 212 -0.1602057 -0.4526749
Moved 529.471 285.0265 212 -0.1735499 -0.4526749
Moved 529.4878 272.6819 204.2402 -0.2021253 -0.4726332
Moved 529.5029 265.3207 202.8641 -0.2191649 -0.4761724
Moved 529.5182 258.5 203 -0.2349537 -0.4758231
Moved 529.533 254.4378 202 -0.2443569 -0.4783951
Moved 529.5488 251.4598 202 -0.2512504 -0.4783951
Moved 529.5635 250.3537 202 -0.2538108 -0.4783951
Moved 529.5779 249.2429 202 -0.2563822 -0.4783951
Moved 529.5948 247.948 202 -0.2593795 -0.4783951
Moved 529.6118 246.5519 202 -0.2626113 -0.4783951
Stationary 529.6262 246.5519 202 -0.2626113 -0.4783951
Moved 529.64 247 212.572 -0.2615741 -0.4512037
Moved 529.6564 253.3514 225.1967 -0.2468717 -0.4187329
Moved 529.6725 268.612 239.6121 -0.2115462 -0.3816563
Moved 529.6873 290.4584 257.4349 -0.1609759 -0.3358155
Moved 529.7024 308.0553 272.2127 -0.1202424 -0.2978068
Moved 529.7188 330.933 287.8766 -0.06728485 -0.257519
Moved 529.7342 344.2834 296.8556 -0.03638104 -0.234425
Moved 529.7493 356.1787 303.0894 -0.008845528 -0.2183916
Moved 529.7645 366.3147 308.6084 0.01461735 -0.2041966
Moved 529.7805 377.1997 312.8249 0.03981412 -0.1933516
Moved 529.795 390.2986 318.6541 0.0701357 -0.1783589
Moved 529.8104 402.1143 323.2457 0.09748687 -0.166549
Moved 529.8304 418.8629 330.8598 0.1362567 -0.1469656
Moved 529.8427 429 333 0.1597223 -0.141461
Moved 529.8576 438.4921 338.746 0.1816946 -0.1266821
Moved 529.8732 444.2106 341.6053 0.1949319 -0.119328
Moved 529.8873 449.0701 343.69 0.2061807 -0.1139661
Moved 529.9036 453.2322 345.0774 0.2158153 -0.1103976
Moved 529.9187 457.3822 347.9215 0.2254218 -0.1030826
Moved 529.9338 457.3967 347 0.2254553 -0.1054527
Moved 529.9506 459.9126 348 0.2312791 -0.1028807
Moved 529.9656 461.2999 349.2999 0.2344904 -0.09953745
Ended 529.9803 463 349 0.2384259 -0.1003086
Candidates 530.0375 12 do so di dip gdp sp to soup i soy stop du
Began 530.4221 348 206 -0.0277778 -0.4681071
Stationary 530.4415 348 206 -0.0277778 -0.4681071
Stationary 530.4568 348 206 -0.0277778 -0.4681071
Stationary 530.4742 348 206 -0.0277778 -0.4681071
Moved 530.4883 348 234.4592 -0.0277778 -0.3949095
Moved 530.5047 348 287.9929 -0.0277778 -0.2572199
Moved 530.5189 348 342.6546 -0.0277778 -0.1166291
Moved 530.535 348 394 -0.0277778 0.01543206
Ended 530.553 356 418 -0.009259283 0.07716041
Accept 530.5933 0 do
Began 530.7178 309 211 -0.1180555 -0.455247
Stationary 530.7354 309 211 -0.1180555 -0.455247
Stationary 530.7501 309 211 -0.1180555 -0.455247
Stationary 530.7653 309 211 -0.1180555 -0.455247
Moved 530.7805 309 225.6062 -0.1180555 -0.4176796
Moved 530.7985 309 247.199 -0.1180555 -0.3621425
Moved 530.8137 319.8872 274.1938 -0.0928536 -0.2927114
Moved 530.8287 322.5 297 -0.08680557 -0.2340535
Moved 530.8428 327.6907 312.072 -0.07479012 -0.1952881
Moved 530.8592 332.174 323.4061 -0.06441196 -0.1661367
Moved 530.8733 334.8912 331.6735 -0.05812227 -0.1448727
Moved 530.8884 338.6649 337.4974 -0.04938677 -0.1298937
Moved 530.9043 342.6309 344.0515 -0.04020626 -0.1130363
Moved 530.9199 348.3326 347.7494 -0.02700801 -0.1035252
Moved 530.9349 355.7727 351.8864 -0.009785345 -0.09288489
Moved 530.9526 364.0518 355.0194 0.009379189 -0.0848267
Moved 530.9664 377.961 356.3961 0.04157633 -0.08128578
Moved 530.983 388.4798 356 0.06592552 -0.0823046
Moved 530.9985 401.6757 356 0.09647161 -0.0823046
Moved 531.0124 413.5 356 0.1238426 -0.0823046
Moved 531.0276 424.5995 356 0.1495357 -0.0823046
Moved 531.043 432.9811 346.6887 0.1689378 -0.1062535
Moved 531.0598 438.5 346 0.181713 -0.1080248
Moved 531.0738 447.6923 343.5604 0.2029914 -0.1142994
Moved 531.0892 453.791 341.8022 0.2171089 -0.1188214
Moved 531.1044 458.1811 340.4095 0.227271 -0.1224037
Moved 531.1205 460.936 339.032 0.2336481 -0.1259466
Moved 531.1357 463.7024 337.6488 0.2400518 -0.1295042
Moved 531.1512 463.7374 338 0.2401329 -0.1286009
Moved 531.1662 464 336.8759 0.2407408 -0.1314922
Stationary 531.1821 464 337 0.2407408 -0.1311728
Moved 531.2059 464 336 0.2407408 -0.1337449
Stationary 531.2173 464 336 0.2407408 -0.1337449
Moved 531.2289 464 334.657 0.2407408 -0.137199
Moved 531.2437 451.6169 333.2695 0.2120762 -0.1407679
Moved 531.2606 439.9321 331.8813 0.1850281 -0.1443382
Moved 531.274 426.0229 330.5023 0.1528309 -0.1478851
Moved 531.2886 416.0883 331 0.1298339 -0.146605
Moved 531.3046 404.7781 331 0.103653 -0.146605
Moved 531.32 394.9008 331 0.08078883 -0.146605
Moved 531.3357 388.5637 331 0.06611963 -0.146605
Moved 531.3529 382.7014 338.5226 0.05254954 -0.1272568
Moved 531.3671 379.0835 340.9166 0.04417469 -0.1210994
Ended 531.3826 376 344 0.03703703 -0.1131688
Candidates 531.5025 12 you up toy to yup yo roy top group root too tip
Began 531.8709 347 233 -0.0300926 -0.3986626
