this is a very good idea
this is a very good idea
Basic
0.6 0.6
432 388.8
Began 907.8115 301 463 -0.1365741 0.1929011
Stationary 907.8247 301 463 -0.1365741 0.1929011
Stationary 907.8383 301 463 -0.1365741 0.1929011
Stationary 907.8486 301 463 -0.1365741 0.1929011
Stationary 907.8691 301 463 -0.1365741 0.1929011
Stationary 907.8795 301 463 -0.1365741 0.1929011
Stationary 907.8927 301 463 -0.1365741 0.1929011
Stationary 907.9069 301 463 -0.1365741 0.1929011
Stationary 907.9214 301 463 -0.1365741 0.1929011
Stationary 907.9379 301 463 -0.1365741 0.1929011
Stationary 907.9532 301 463 -0.1365741 0.1929011
Stationary 907.968 301 463 -0.1365741 0.1929011
Stationary 907.9844 301 463 -0.1365741 0.1929011
Stationary 907.9988 301 463 -0.1365741 0.1929011
Stationary 908.0151 301 463 -0.1365741 0.1929011
Stationary 908.0322 301 463 -0.1365741 0.1929011
Stationary 908.0466 301 463 -0.1365741 0.1929011
Stationary 908.0604 301 463 -0.1365741 0.1929011
Stationary 908.0776 301 463 -0.1365741 0.1929011
Stationary 908.0912 301 463 -0.1365741 0.1929011
Moved 908.1074 312.5778 471.4202 -0.1097737 0.214558
Moved 908.1234 314.888 472.444 -0.104426 0.2171912
Moved 908.1387 319.4917 472.8306 -0.09376913 0.2181856
Moved 908.155 324.857 474.2142 -0.08134962 0.2217444
Moved 908.1699 327.6525 475.2175 -0.07487843 0.2243248
Moved 908.1857 332.6723 476.6681 -0.06325861 0.2280557
Moved 908.2003 338.2216 478.0554 -0.05041306 0.2316238
Moved 908.2159 343.776 479.444 -0.0375555 0.2351955
Moved 908.2332 348.4987 480 -0.02662326 0.2366254
Moved 908.2468 352.6508 481.2169 -0.01701201 0.2397554
Moved 908.2618 356.2097 481.6049 -0.008773805 0.2407531
Moved 908.2778 359.1933 482 -0.001867314 0.2417695
Moved 908.2932 363.0757 483.0252 0.007119676 0.2444063
Moved 908.3078 365.8331 483 0.01350244 0.2443414
Moved 908.3235 367.8027 483 0.0180618 0.2443414
Stationary 908.3391 368 483 0.01851857 0.2443414
