are you sure you want this
are you sure you want this
Basic
0.6 0.6
432 388.8
Began 1354.117 201 328 -0.3680556 -0.1543211
Stationary 1354.138 201 328 -0.3680556 -0.1543211
Stationary 1354.152 201 328 -0.3680556 -0.1543211
Stationary 1354.169 201 328 -0.3680556 -0.1543211
Stationary 1354.183 201 328 -0.3680556 -0.1543211
Stationary 1354.198 201 328 -0.3680556 -0.1543211
Stationary 1354.213 201 328 -0.3680556 -0.1543211
Moved 1354.229 201 336.0476 -0.3680556 -0.1336225
Moved 1354.245 211.8094 347.6475 -0.3430337 -0.1037873
Moved 1354.263 220 357.5 -0.3240741 -0.07844657
Moved 1354.276 229.6458 367.6458 -0.3017459 -0.05235146
Moved 1354.292 238.3037 380.4555 -0.2817045 -0.01940456
Moved 1354.308 247.7871 390.6138 -0.259752 0.006722776
Moved 1354.324 256.5497 399.5497 -0.2394683 0.02970589
Moved 1354.337 265.5 408.5 -0.21875 0.05272626
Moved 1354.353 273.7468 417.5677 -0.1996602 0.07604866
Moved 1354.37 282.5369 426.5369 -0.1793127 0.09911756
Moved 1354.384 290.4881 436.8834 -0.1609071 0.1257287
Moved 1354.399 297.6864 448.0982 -0.1442444 0.1545735
Moved 1354.417 305.3183 457.4775 -0.126578 0.1786972
Moved 1354.431 312.0592 469.1065 -0.1109741 0.2086072
Moved 1354.446 317.8191 479.1835 -0.09764091 0.2345253
Moved 1354.461 321.593 485.7877 -0.0889052 0.2515114
Moved 1354.477 329.8886 497.8217 -0.06970236 0.2824632
Moved 1354.493 332.8249 503.6498 -0.06290524 0.2974532
Moved 1354.508 337.5632 509.4176 -0.05193705 0.312288
Moved 1354.522 341.8734 515.1646 -0.04195968 0.3270693
Moved 1354.538 346.908 524.3619 -0.03030564 0.3507251
Moved 1354.554 352.6498 531.8123 -0.01701424 0.3698875
Moved 1354.569 356.9205 538.3807 -0.007128467 0.3867816
Moved 1354.584 360.4795 541.4795 0.001109838 0.3947517
Moved 1354.599 363.36 544.36 0.007777909 0.4021605
Moved 1354.615 366.241 549.241 0.01444678 0.4147145
Moved 1354.631 368.0573 552.1147 0.01865129 0.4221056
Moved 1354.646 369.4962 554.9924 0.021982 0.4295072
Moved 1354.66 370 555.9376 0.02314816 0.4319382
Moved 1354.677 370 558.0649 0.02314816 0.4374096
Moved 1354.693 370 560.482 0.02314816 0.4436264
Moved 1354.708 370 561.9233 0.02314816 0.4473336
Moved 1354.724 370 563.4105 0.02314816 0.4511586
Moved 1354.739 356.0367 564 -0.009174298 0.4526748
Moved 1354.754 343.3718 564 -0.03849129 0.4526748
Moved 1354.77 332.4288 564 -0.06382222 0.4526748
Moved 1354.785 321.4657 555.4658 -0.0891997 0.4307246
Moved 1354.8 303.888 549.0424 -0.129889 0.4142037
Moved 1354.819 292.2233 543.9528 -0.1568905 0.4011131
Moved 1354.832 282.1644 540.7612 -0.180175 0.3929043
Moved 1354.846 276.3034 538.4344 -0.1937421 0.3869198
Moved 1354.863 272.0084 537.0028 -0.2036842 0.3832375
Moved 1354.878 267.663 535.5543 -0.213743 0.379512
Moved 1354.893 266.6666 535.3333 -0.2160494 0.3789437
Moved 1354.909 265.0013 535 -0.2199043 0.3780863
Moved 1354.926 263.5572 535 -0.2232473 0.3780863
Moved 1354.94 262.1232 534.1232 -0.2265667 0.375831
Moved 1354.955 261.5 533.5 -0.2280093 0.3742283
Moved 1354.971 260.626 534 -0.2300323 0.3755144
Stationary 1354.986 261 534 -0.2291666 0.3755144
Ended 1355.001 261 534 -0.2291666 0.3755144
Candidates 1355.153 12 after assure street sure ate sue dye st date air dr are
Began 1355.938 361 444 0.002314846 0.1440329
Stationary 1355.956 361 444 0.002314846 0.1440329
Stationary 1355.982 361 444 0.002314846 0.1440329
Stationary 1355.992 361 444 0.002314846 0.1440329
Stationary 1356.002 361 444 0.002314846 0.1440329
Ended 1356.017 361 444 0.002314846 0.1440329
NextCandidatePanel 1356.079
Began 1357.294 422 482 0.1435185 0.2417695
Stationary 1357.317 422 482 0.1435185 0.2417695
Stationary 1357.331 422 482 0.1435185 0.2417695
Stationary 1357.344 422 482 0.1435185 0.2417695
Stationary 1357.36 422 482 0.1435185 0.2417695
Stationary 1357.374 422 482 0.1435185 0.2417695
Ended 1357.39 422 482 0.1435185 0.2417695
NextCandidatePanel 1357.451
Began 1358.341 469 494 0.2523148 0.2726337
Stationary 1358.363 469 494 0.2523148 0.2726337
Stationary 1358.378 469 494 0.2523148 0.2726337
Stationary 1358.392 469 494 0.2523148 0.2726337
Stationary 1358.407 469 494 0.2523148 0.2726337
Stationary 1358.422 469 494 0.2523148 0.2726337
Stationary 1358.438 469 494 0.2523148 0.2726337
Stationary 1358.453 469 494 0.2523148 0.2726337
Stationary 1358.471 469 494 0.2523148 0.2726337
Moved 1358.485 469 480.9445 0.2523148 0.2390545
Moved 1358.5 461.8748 453.0776 0.2358213 0.1673806
Moved 1358.517 452.9623 417.5096 0.2151905 0.07589921
Moved 1358.53 448.1772 379.2989 0.204114 -0.0223794
Moved 1358.546 445.2002 354.9016 0.1972226 -0.0851296
Moved 1358.564 442.3819 322.8921 0.1906989 -0.1674587
Moved 1358.578 443 302.0626 0.1921296 -0.2210326
Moved 1358.594 443 285.8013 0.1921296 -0.2628569
Moved 1358.608 443 272.3251 0.1921296 -0.2975179
Moved 1358.623 443 258.2847 0.1921296 -0.3336299
Moved 1358.639 446.4933 251.5048 0.200216 -0.351068
Moved 1358.655 450.693 246.921 0.2099375 -0.3628575
Moved 1358.67 451 243.9594 0.2106482 -0.370475
Ended 1358.685 451 241.1227 0.2106482 -0.3777709
Accept 1358.727 11 are
Began 1359.776 348 483 -0.0277778 0.2443414
Stationary 1359.795 348 483 -0.0277778 0.2443414
Stationary 1359.81 348 483 -0.0277778 0.2443414
Stationary 1359.825 348 483 -0.0277778 0.2443414
Moved 1359.84 362.0448 483 0.004733403 0.2443414
Moved 1359.857 372.7703 495.1639 0.02956092 0.2756272
Moved 1359.873 388.9212 501.8005 0.06694734 0.2926968
Moved 1359.896 417.2709 510.8526 0.1325715 0.3159788
Stationary 1359.906 417.2709 510.8526 0.1325715 0.3159788
Moved 1359.918 432.5431 515.463 0.1679239 0.3278367
Moved 1359.933 447.0107 519.2021 0.2014137 0.337454
Moved 1359.949 458.2625 523.1125 0.2274595 0.3475114
Moved 1359.967 469.7767 525.9442 0.2541127 0.3547945
Moved 1359.979 480.4236 527.9177 0.2787583 0.3598705
Moved 1359.995 490.3893 532.024 0.301827 0.370432
Moved 1360.011 497.2475 533.6422 0.3177025 0.3745939
Moved 1360.027 504.4693 537.7346 0.3344196 0.3851198
Moved 1360.041 511.5643 540.6257 0.3508434 0.3925558
Moved 1360.059 516.2471 544.2471 0.3616832 0.4018701
Moved 1360.073 520.5554 546.1851 0.371656 0.4068546
