are you sure you want this
are you sure you want this
FixStart
0.6 0.6
432 388.8
Began 885.0422 454 360 0.2175926 -0.07201654
Stationary 885.0612 454 360 0.2175926 -0.07201654
Stationary 885.0752 454 360 0.2175926 -0.07201654
Stationary 885.0912 454 360 0.2175926 -0.07201654
Moved 885.1068 440.876 360 0.1872129 -0.07201654
Moved 885.1213 422.8257 348.1101 0.1454299 -0.1025975
Moved 885.1365 393.7758 343.444 0.07818461 -0.1145988
Moved 885.1515 367.9042 338.827 0.01829674 -0.1264738
Moved 885.1688 345.1326 334.6605 -0.03441527 -0.1371902
Moved 885.1851 319.103 332.0635 -0.09466897 -0.1438697
Moved 885.1997 299.9348 328.258 -0.1390399 -0.1536575
Moved 885.2279 270.21 324.3567 -0.2078473 -0.1636917
Moved 885.2438 261.8607 324 -0.2271742 -0.164609
Moved 885.2568 256.3386 324 -0.2399569 -0.164609
Moved 885.2684 253.5 324 -0.2465278 -0.164609
Stationary 885.2789 253.5 324 -0.2465278 -0.164609
Moved 885.2917 252.1606 324 -0.2496282 -0.164609
Moved 885.3061 250.7815 324 -0.2528205 -0.164609
Moved 885.3204 251 338.1958 -0.2523148 -0.1280973
Moved 885.3368 261.7074 357.5479 -0.2275291 -0.07832351
Moved 885.3544 278.414 381.2532 -0.1888564 -0.01735279
Moved 885.3682 298.6415 397.6671 -0.1420334 0.02486374
Moved 885.3835 322.0472 414.4451 -0.08785376 0.06801711
Moved 885.4021 338.1927 425.5074 -0.05047997 0.09646965
Moved 885.4151 366 445 0.01388888 0.1466049
Moved 885.4301 380.5388 452.731 0.04754355 0.166489
Moved 885.4459 393.0448 461.0299 0.07649263 0.187834
Moved 885.4612 404.7527 466.8763 0.1035943 0.2028712
Moved 885.4755 413.5571 471.2786 0.1239749 0.2141937
Moved 885.4908 418.9087 475.4315 0.1363627 0.2248752
Moved 885.507 420 477 0.1388889 0.2289094
Moved 885.5217 421 477.9071 0.1412037 0.2312424
Moved 885.5371 421 478.5 0.1412037 0.2327674
Moved 885.5529 421 478 0.1412037 0.2314814
Stationary 885.5678 421 478 0.1412037 0.2314814
Stationary 885.582 421 478 0.1412037 0.2314814
Moved 885.5981 409.0685 478 0.1135844 0.2314814
Moved 885.6135 401.9869 478 0.09719193 0.2314814
Moved 885.629 396.8123 478 0.08521358 0.2314814
Moved 885.644 388.5264 473.137 0.0660334 0.2189737
Moved 885.6606 382.7156 471 0.05258252 0.2134772
Moved 885.6763 375.7828 469.5566 0.03653437 0.2097648
Moved 885.6922 371.4931 469.1644 0.02660433 0.208756
Moved 885.7079 366.1078 469 0.01413852 0.2083333
Moved 885.722 362.7848 469 0.006446242 0.2083333
Moved 885.7372 361.2439 469 0.002879302 0.2083333
Ended 885.7538 360.5 469 0.001157423 0.2083333
Candidates 885.936 12 are at far art date gate fat fate sat ate say day
Began 886.3034 454 318 0.2175926 -0.1800412
Stationary 886.3232 454 318 0.2175926 -0.1800412
Stationary 886.3395 454 318 0.2175926 -0.1800412
Moved 886.3547 454 328.3074 0.2175926 -0.1535303
Moved 886.3696 454 346.5 0.2175926 -0.1067387
Moved 886.3857 454 387.2914 0.2175926 -0.001822656
Moved 886.4007 454 425.526 0.2175926 0.09651745
Moved 886.4158 454 445 0.2175926 0.1466049
Moved 886.4313 454 454.1686 0.2175926 0.1701866
Moved 886.4482 454 465.4254 0.2175926 0.1991394
Moved 886.4627 454 472.2411 0.2175926 0.2166694
Ended 886.4778 454 475 0.2175926 0.2237653
Accept 886.5223 0 are
Began 886.7218 452 327 0.2129629 -0.1568931
Stationary 886.7404 452 327 0.2129629 -0.1568931
Stationary 886.7555 452 327 0.2129629 -0.1568931
Stationary 886.7694 452 327 0.2129629 -0.1568931
Stationary 886.784 452 327 0.2129629 -0.1568931
Moved 886.8026 444.3084 343.6916 0.1951583 -0.113962
Moved 886.8159 440.6003 362.0654 0.1865747 -0.06670437
Moved 886.8324 439.1412 383.8817 0.1831973 -0.01059238
Moved 886.8485 439 407.5797 0.1828703 0.0503591
Moved 886.8675 439 434.0087 0.1828703 0.1183351
Moved 886.8782 445.201 447.512 0.1972246 0.1530658
Moved 886.8928 453.286 461.6292 0.2159398 0.1893753
Moved 886.9097 457.3367 472.5645 0.2253164 0.2175012
Moved 886.9243 462.6658 482.9974 0.2376524 0.2443347
