just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 616.1378 437 442 0.1782407 0.1388888
Stationary 616.1548 437 442 0.1782407 0.1388888
Stationary 616.1679 437 442 0.1782407 0.1388888
Stationary 616.1834 437 442 0.1782407 0.1388888
Stationary 616.1992 437 442 0.1782407 0.1388888
Stationary 616.2145 437 442 0.1782407 0.1388888
Stationary 616.2289 437 442 0.1782407 0.1388888
Stationary 616.2452 437 442 0.1782407 0.1388888
Stationary 616.2613 437 442 0.1782407 0.1388888
Stationary 616.2755 437 442 0.1782407 0.1388888
Stationary 616.2909 437 442 0.1782407 0.1388888
Moved 616.3067 426.3442 452.2076 0.1535746 0.165143
Moved 616.3232 422.0326 458.9457 0.1435938 0.1824735
Moved 616.3397 416.2722 466.1598 0.1302596 0.2010282
Moved 616.3528 412.3918 475.0859 0.1212772 0.2239862
Moved 616.3685 409.0938 481.8123 0.1136431 0.2412868
Moved 616.3843 403.3979 493.2041 0.1004583 0.2705866
Moved 616.4008 400.4957 501.0087 0.09373993 0.2906601
Moved 616.4159 397.4521 507.0958 0.08669466 0.3063164
Moved 616.4311 393.5631 514.8738 0.07769237 0.3263213
Moved 616.4459 390.7052 520.5896 0.07107685 0.3410225
Moved 616.4612 387.8081 526.3838 0.06437063 0.3559253
Moved 616.4781 386.2036 530.3893 0.06065637 0.3662275
Moved 616.4919 383.6581 538.0258 0.05476405 0.3858688
Moved 616.5077 381.7809 542.4381 0.05041888 0.3972173
Moved 616.5243 379.9419 548.2324 0.04616181 0.4121203
Moved 616.54 378.5109 551.4672 0.04284938 0.4204403
Moved 616.5538 377.0683 555.7952 0.03950983 0.431572
Moved 616.5693 377 557.3827 0.03935188 0.435655
Moved 616.5857 375.5 560 0.03587961 0.4423867
Moved 616.6001 376 560.9255 0.03703703 0.4447672
Moved 616.6149 376 562.3536 0.03703703 0.4484402
Moved 616.6309 375 563.796 0.03472219 0.45215
Stationary 616.6463 375 564 0.03472219 0.4526748
Moved 616.6609 375 565 0.03472219 0.4552468
Stationary 616.6788 375 565 0.03472219 0.4552468
Stationary 616.6915 375 565 0.03472219 0.4552468
Moved 616.707 375 566.465 0.03472219 0.4590147
Moved 616.7236 373.9612 566 0.03231774 0.4578188
Stationary 616.7408 373.9612 566 0.03231774 0.4578188
Stationary 616.7538 373.9612 566 0.03231774 0.4578188
Moved 616.7688 371.5938 566 0.02683759 0.4578188
Moved 616.7851 366.4408 555.5877 0.01490921 0.4310382
Moved 616.8012 362.1511 549.8681 0.004979272 0.4163273
Moved 616.816 357.8166 544.5208 -0.005054126 0.4025739
Moved 616.8311 350.6554 536.8193 -0.02163097 0.3827655
Moved 616.8469 342.3343 529.6119 -0.04089276 0.3642281
Moved 616.8682 331.3581 520.5186 -0.06630063 0.34084
Stationary 616.879 331.3581 520.5186 -0.06630063 0.34084
Moved 616.892 324.5982 515.1987 -0.08194854 0.327157
Moved 616.9081 317.813 509.8504 -0.09765505 0.3134011
Moved 616.9241 312.5457 507.8183 -0.1098479 0.3081746
Moved 616.9393 307 503.5 -0.1226852 0.2970678
Moved 616.9537 296.0117 498.0071 -0.148121 0.28294
Moved 616.9713 285.9164 492.2379 -0.1714899 0.2681016
Moved 616.9856 279.5565 486.4452 -0.1862118 0.2532026
Moved 617 269.7029 479.3592 -0.2090211 0.2349773
Moved 617.0148 261.3911 471.3911 -0.2282614 0.2144831
Moved 617.0322 254.4441 465.3701 -0.2443423 0.1989971
Moved 617.0468 245.946 456.946 -0.2640139 0.1773301
Moved 617.0626 238.8528 448.8528 -0.2804334 0.1565142
Moved 617.0789 231.8724 441.8724 -0.2965917 0.1385605
Moved 617.0928 225.6833 433.02 -0.3109183 0.1157919
Moved 617.1087 220.6804 425.4673 -0.3224991 0.09636655
Moved 617.1248 216.3491 418.2484 -0.3325253 0.07779934
Moved 617.1389 213.5227 413.0454 -0.3390678 0.06441717
Moved 617.1555 211.9204 407.6817 -0.3427768 0.05062158
Moved 617.1699 209 399 -0.349537 0.02829214
Moved 617.1858 207.0363 394.1454 -0.3540826 0.01580599
Moved 617.2015 205.5938 389.7814 -0.3574218 0.004581679
Moved 617.2186 205.1582 385.4745 -0.3584302 -0.006495738
Moved 617.2357 205 382.4407 -0.3587963 -0.01429868
Moved 617.2474 203.5 380 -0.3622685 -0.02057613
