travel at the speed of light
travel at the speed of light
FixStart
0.6 0.6
432 388.8
Moved 2685.649 539.9877 462.9877 0.4166383 0.1928696
Moved 2685.66 541.436 463.436 0.4199908 0.1940227
Moved 2685.675 542.5 464.5 0.4224537 0.1967592
Moved 2685.69 543.1581 464 0.4239772 0.1954732
Moved 2685.708 543 465.5 0.4236111 0.1993312
Stationary 2685.723 543 465.5 0.4236111 0.1993312
Moved 2685.737 543 466.2078 0.4236111 0.2011517
Stationary 2685.753 543 466.2078 0.4236111 0.2011517
Stationary 2685.77 543 466 0.4236111 0.2006171
Moved 2685.785 537.9243 467 0.4118618 0.2031892
Moved 2685.8 527.0229 467 0.386627 0.2031892
Moved 2685.815 512.5491 467 0.3531228 0.2031892
Moved 2685.831 494.6533 454.6359 0.3116974 0.1713884
Moved 2685.846 470.5111 444.7399 0.2558128 0.1459358
Moved 2685.863 435.0838 433.3613 0.173805 0.1166699
Moved 2685.877 375.16 409.2838 0.03509253 0.05474212
Moved 2685.893 353.1662 399.9283 -0.01581897 0.0306799
Moved 2685.908 333.1374 388.7928 -0.06218205 0.002039058
Moved 2685.923 312.8781 378.439 -0.1090785 -0.02459098
Moved 2685.938 299.9539 369.3065 -0.1389955 -0.04808018
Moved 2685.954 284.9592 360.3755 -0.1737056 -0.07105077
Moved 2685.975 263.4622 344.1105 -0.2234671 -0.1128846
Stationary 2685.986 263.4622 344.1105 -0.2234671 -0.1128846
Moved 2685.999 254.4811 337.6541 -0.2442567 -0.1294907
Moved 2686.015 247.3586 331.8868 -0.260744 -0.1443241
Moved 2686.031 241.11 327.0825 -0.2752084 -0.156681
Moved 2686.046 236.7621 322.7621 -0.2852729 -0.1677931
Moved 2686.063 233.2943 320.2943 -0.2933002 -0.1741402
Moved 2686.076 232.0564 319.0565 -0.2961656 -0.177324
Ended 2686.092 232 319 -0.2962963 -0.1774692
Candidates 2686.259 12 is its his hours puts gotta goes ita good hits ours oa
Began 2687.076 394 325 0.07870366 -0.1620371
Stationary 2687.096 394 325 0.07870366 -0.1620371
Stationary 2687.109 394 325 0.07870366 -0.1620371
Stationary 2687.123 394 325 0.07870366 -0.1620371
Stationary 2687.14 394 325 0.07870366 -0.1620371
Stationary 2687.156 394 325 0.07870366 -0.1620371
Ended 2687.172 394 325 0.07870366 -0.1620371
NextCandidatePanel 2687.231
Began 2687.817 414 316 0.125 -0.1851853
Stationary 2687.841 414 316 0.125 -0.1851853
Stationary 2687.853 414 316 0.125 -0.1851853
Stationary 2687.868 414 316 0.125 -0.1851853
Stationary 2687.884 414 316 0.125 -0.1851853
