experience is hard to come by
experience is hard to come by
Basic
0.6 0.6
432 388.8
Began 113.3377 300 411 -0.1388889 0.05915629
Stationary 113.349 300 411 -0.1388889 0.05915629
Stationary 113.3782 300 411 -0.1388889 0.05915629
Stationary 113.3907 300 411 -0.1388889 0.05915629
Stationary 113.406 300 411 -0.1388889 0.05915629
Moved 113.4225 288.141 411 -0.1663403 0.05915629
Moved 113.4378 285.256 411 -0.1730184 0.05915629
Moved 113.4616 280.2915 417.8338 -0.1845103 0.0767329
Stationary 113.473 280.2915 417.8338 -0.1845103 0.0767329
Moved 113.484 278.7151 421.5697 -0.1881594 0.08634178
Moved 113.4995 275.5365 425.4634 -0.1955173 0.09635654
Moved 113.5158 272.6466 430.7067 -0.2022069 0.1098423
Moved 113.531 269.1433 437.0944 -0.2103163 0.1262716
Moved 113.5453 265.8872 444.282 -0.2178537 0.1447583
Moved 113.5622 261.5056 452.9887 -0.2279962 0.1671519
Moved 113.5774 259.7771 456.4459 -0.2319975 0.1760438
Moved 113.5917 256.8983 462.2034 -0.2386613 0.1908522
Moved 113.608 254.0235 467.9529 -0.2453159 0.2056401
Moved 113.6244 252.1433 472.7134 -0.2496683 0.2178842
Moved 113.639 249.2602 477.1097 -0.2563421 0.2291915
Moved 113.6538 247.3883 480.6116 -0.2606752 0.2381986
Moved 113.6699 245.7897 483.4206 -0.2643757 0.2454233
Moved 113.6861 244.7879 485.4243 -0.2666947 0.2505767
Moved 113.7011 243.2673 490.198 -0.2702145 0.2628548
Moved 113.7155 241.8319 495.6724 -0.2735372 0.2769351
Moved 113.7297 241.3944 499.4224 -0.27455 0.2865802
Moved 113.7462 241 505.197 -0.275463 0.3014324
Moved 113.7621 241 509.4377 -0.275463 0.3123396
Moved 113.7791 241 513.8248 -0.275463 0.3236235
Moved 113.7924 241 518.1686 -0.275463 0.3347958
Moved 113.8082 241 523.4801 -0.275463 0.348457
Moved 113.8242 241 528.7294 -0.275463 0.3619581
Moved 113.8392 241 533.1011 -0.275463 0.3732023
Moved 113.8536 241 535.6135 -0.275463 0.3796643
Moved 113.8713 241 537.2456 -0.275463 0.383862
Moved 113.8861 241 538.5 -0.275463 0.3870883
Stationary 113.9007 241 538.5 -0.275463 0.3870883
Moved 113.9153 241 538 -0.275463 0.3858024
Moved 113.9306 245.6899 538 -0.2646067 0.3858024
Moved 113.9469 253.5595 513.5381 -0.24639 0.322886
Moved 113.9616 259.6501 462.1984 -0.2322913 0.1908395
Moved 113.9771 262.9669 409.6131 -0.2246137 0.05558924
Moved 113.9925 263 353.3777 -0.2245371 -0.08904923
Moved 114.0078 263 313 -0.2245371 -0.1929013
Moved 114.0268 263 280.5568 -0.2245371 -0.2763457
Moved 114.039 263 258.3355 -0.2245371 -0.3334993
Moved 114.0545 263 246.3364 -0.2245371 -0.364361
Moved 114.0718 263 236.286 -0.2245371 -0.3902109
Moved 114.0852 263.6928 231.9216 -0.2229333 -0.4014362
Moved 114.1019 264 229.8749 -0.2222222 -0.4067004
Moved 114.117 264 228.5 -0.2222222 -0.4102367
