a picture is worth many words
a picture is worth many words
Basic
0.6 0.6
432 388.8
Began 1213.591 152 382 -0.4814814 -0.01543218
Stationary 1213.611 152 382 -0.4814814 -0.01543218
Ended 1213.627 152 382 -0.4814814 -0.01543218
Candidates 1213.67 3 a s d
Began 1214.132 301 315 -0.1365741 -0.1877573
Stationary 1214.152 301 315 -0.1365741 -0.1877573
Moved 1214.166 301 322.1293 -0.1365741 -0.1694206
Moved 1214.182 301 342.3257 -0.1365741 -0.117475
Moved 1214.198 301 372.9512 -0.1365741 -0.03870568
Moved 1214.212 301 413.9518 -0.1365741 0.06674849
Moved 1214.228 301 442.1419 -0.1365741 0.1392538
Moved 1214.244 301 465.9355 -0.1365741 0.2004513
Ended 1214.259 301 483.4841 -0.1365741 0.2455866
Accept 1214.318 0 a
Began 1214.563 530 489 0.3935185 0.2597736
Stationary 1214.582 530 489 0.3935185 0.2597736
Stationary 1214.596 530 489 0.3935185 0.2597736
Stationary 1214.613 530 489 0.3935185 0.2597736
Stationary 1214.627 530 489 0.3935185 0.2597736
Moved 1214.643 518.8142 489 0.3676254 0.2597736
Moved 1214.659 513.3829 489 0.3550531 0.2597736
Moved 1214.676 509 489 0.3449074 0.2597736
Moved 1214.69 501.7001 489 0.3280095 0.2597736
Moved 1214.706 494.7612 489 0.3119472 0.2597736
Moved 1214.722 487.8469 498.8919 0.2959418 0.2852157
Moved 1214.737 481.9433 502.0284 0.2822762 0.2932828
Moved 1214.752 475.0114 506.1932 0.26623 0.3039947
Moved 1214.767 469.6624 508.5583 0.2538482 0.310078
Moved 1214.784 465.5136 511.3243 0.2442444 0.317192
Moved 1214.798 463.6925 512.1537 0.2400289 0.3193254
Moved 1214.813 463 513.5884 0.2384259 0.3230152
Moved 1214.829 463 514.5 0.2384259 0.32536
Moved 1214.845 463 515.1799 0.2384259 0.3271088
Moved 1214.859 463 516.7437 0.2384259 0.3311307
Moved 1214.875 463 517.5 0.2384259 0.3330761
Moved 1214.891 463 518 0.2384259 0.3343621
Moved 1214.91 462.3033 518.6968 0.2368131 0.3361542
Moved 1214.922 461.0104 519 0.2338205 0.3369341
Moved 1214.938 455.5077 519 0.2210826 0.3369341
Moved 1214.955 440.7964 504.0974 0.1870287 0.2986042
Moved 1214.969 426.4886 488.1863 0.1539087 0.2576806
Moved 1214.984 398 454 0.08796295 0.169753
Moved 1214.999 377.3438 425.8477 0.0401477 0.09734483
Moved 1215.014 359.1117 400.6161 -0.002056311 0.0324489
Moved 1215.03 346.503 384.4271 -0.03124302 -0.009189691
Moved 1215.046 334.871 364.2074 -0.05816907 -0.06119504
Moved 1215.061 325.1695 347.5764 -0.08062612 -0.1039703
Moved 1215.076 318.5316 335.5569 -0.09599169 -0.1348846
Moved 1215.091 310.6635 321.1943 -0.1142048 -0.1718253
Moved 1215.108 303.768 306.2897 -0.1301666 -0.2101604
Moved 1215.123 300.1082 297.2164 -0.1386385 -0.2334971
Moved 1215.138 296.7565 290.513 -0.146397 -0.2507382
Moved 1215.153 292.9091 280.7577 -0.155303 -0.2758291
Moved 1215.17 285.9094 268.2369 -0.171506 -0.3080326
Moved 1215.184 283.6003 261.2005 -0.1768512 -0.3261305
Moved 1215.199 280.6309 255.2617 -0.1837249 -0.341405
Moved 1215.215 279.5 251.5 -0.1863426 -0.3510802
Moved 1215.23 278.0649 248.1299 -0.1896645 -0.3597483
Moved 1215.245 275.3778 245.3778 -0.1958848 -0.3668266
Moved 1215.261 276 244.7128 -0.1944444 -0.3685372
Moved 1215.277 274.2406 245 -0.1985172 -0.3677984
Moved 1215.292 270.5898 259.7776 -0.2069681 -0.3297901
Moved 1215.308 268 285 -0.212963 -0.2649178
Moved 1215.323 269 329.046 -0.2106481 -0.1516307
Moved 1215.338 285.5589 377.8553 -0.1723174 -0.02609229
Moved 1215.354 291.9146 406.0485 -0.1576052 0.04642102
Moved 1215.369 297.8612 427.6727 -0.1438397 0.1020389
Moved 1215.385 305.4279 450.2124 -0.1263242 0.1600112
Moved 1215.4 310.7739 470.652 -0.1139494 0.2125823
Moved 1215.415 318.3427 486.1923 -0.09642903 0.252552
Moved 1215.431 326.2782 502.5563 -0.07805979 0.2946407
Moved 1215.446 332.4218 511.6326 -0.06383851 0.317985
Moved 1215.462 337.969 519.9535 -0.05099768 0.3393865
Moved 1215.477 342.1501 525.5335 -0.04131918 0.3537384
Moved 1215.492 346.4361 528.0771 -0.03139784 0.3602805
Moved 1215.515 360.1424 533.2285 0.0003296137 0.3735299
Stationary 1215.526 360.1424 533.2285 0.0003296137 0.3735299
Moved 1215.536 368.6586 534 0.02004316 0.3755144
Moved 1215.554 377.0196 534 0.03939718 0.3755144
Moved 1215.569 386.6545 534 0.06170034 0.3755144
Moved 1215.584 392.024 534 0.0741297 0.3755144
Moved 1215.6 395.5958 534 0.08239757 0.3755144
Moved 1215.616 397.1929 534 0.08609464 0.3755144
Moved 1215.631 398 529.9087 0.08796295 0.3649914
Moved 1215.646 398 523.5 0.08796295 0.3485081
Moved 1215.661 398 525.8294 0.08796295 0.3544994
Moved 1215.677 398 522.5525 0.08796295 0.3460711
Moved 1215.692 398 519.7854 0.08796295 0.3389541
Moved 1215.708 384.5448 514.0199 0.05681674 0.3241252
Moved 1215.723 380.661 511.8305 0.04782637 0.318494
Moved 1215.738 362.934 507.2547 0.006791552 0.306725
Moved 1215.755 346.3248 504.3875 -0.03165548 0.2993504
Moved 1215.77 329.8744 503.3229 -0.06973515 0.2966123
Moved 1215.785 310.0865 503 -0.1155406 0.2957818
Moved 1215.801 293.5731 503 -0.153766 0.2957818
Moved 1215.816 282.59 503 -0.1791897 0.2957818
Moved 1215.832 275.5094 503 -0.19558 0.2957818
Moved 1215.848 269.9406 503 -0.2084709 0.2957818
Moved 1215.862 268.3565 503 -0.2121378 0.2957818
Ended 1215.876 268 503 -0.212963 0.2957818
Candidates 1216.014 12 picture pictures luxury occur mixture issue oocytes occurs located locate poster poverty
Began 1216.413 297 316 -0.1458333 -0.1851853
Stationary 1216.432 297 316 -0.1458333 -0.1851853
Moved 1216.448 297 330.1224 -0.1458333 -0.148862
Moved 1216.465 297 356.5478 -0.1458333 -0.08089568
Moved 1216.479 297 389.8096 -0.1458333 0.004654362
Moved 1216.494 297 426.1428 -0.1458333 0.09810384
Moved 1216.51 310.5 452 -0.1145833 0.164609
Moved 1216.525 311.0296 472.8539 -0.1133574 0.2182455
Moved 1216.54 315.7939 497.0209 -0.102329 0.2804034
Moved 1216.556 325.2734 524.4954 -0.08038571 0.3510682
Ended 1216.571 325.2734 524.4954 -0.08038571 0.3510682
Accept 1216.628 0 picture
