the price of gas is high
Moved 1482.055 530.4011 628.8021 0.3944469 0.6193469
Moved 1482.068 531 629.8405 0.3958333 0.6220177
Moved 1482.083 531 631.276 0.3958333 0.6257098
Moved 1482.101 531 632.3886 0.3958333 0.6285715
Moved 1482.114 525.2659 633.8192 0.3825599 0.6322508
Moved 1482.129 520.2505 635.2498 0.3709502 0.6359305
Moved 1482.146 511.1306 635 0.3498393 0.6352879
Moved 1482.161 502.1934 635 0.3291512 0.6352879
Moved 1482.175 490.2847 630.9993 0.301585 0.624998
Moved 1482.192 467.8374 618.9187 0.2496236 0.5939265
Moved 1482.207 447.6299 607.2067 0.2028469 0.5638032
Moved 1482.223 409.3225 585.6237 0.1141725 0.5082912
Moved 1482.237 388.2902 572.2009 0.06548654 0.4737677
Moved 1482.255 373.8349 560.6679 0.03202528 0.4441046
Moved 1482.269 358.3325 549.8883 -0.003859997 0.4163793
Moved 1482.284 346.6714 541.2535 -0.03085325 0.3941705
Moved 1482.302 335.5866 532.0577 -0.05651246 0.3705187
Moved 1482.314 330.3924 527.3924 -0.06853605 0.3585194
Moved 1482.331 323.4261 520.4261 -0.08466173 0.3406021
Moved 1482.346 320.4947 516.742 -0.09144748 0.3311265
Moved 1482.362 317.6173 514.8087 -0.09810816 0.3261538
Moved 1482.377 317 513.3696 -0.09953702 0.3224525
Stationary 1482.392 317 513 -0.09953702 0.321502
Stationary 1482.407 317 513 -0.09953702 0.321502
Ended 1482.422 317 513 -0.09953702 0.321502
Candidates 1482.589 12 of off good if god pd high odd hood food goods pigs
Began 1482.928 393 439 0.07638891 0.1311728
Moved 1482.949 393 448.5295 0.07638891 0.1556829
Moved 1482.962 407.2583 479.8129 0.1093943 0.2361441
Moved 1482.978 419.7204 530.375 0.1382416 0.3661907
Moved 1482.993 429.1055 595.6599 0.1599665 0.5341046
Ended 1483.009 428 657.5 0.1574074 0.6931583
Accept 1483.052 0 of
Began 1483.255 318 472 -0.09722222 0.2160493
Stationary 1483.271 318 472 -0.09722222 0.2160493
Stationary 1483.285 318 472 -0.09722222 0.2160493
Stationary 1483.301 318 472 -0.09722222 0.2160493
Moved 1483.317 341.4487 480.2991 -0.04294292 0.2373949
Moved 1483.333 381.237 502.2598 0.04915972 0.2938779
Moved 1483.348 433.9052 526.8793 0.1710768 0.3571999
Moved 1483.364 458.0737 541.051 0.2270226 0.3936497
Moved 1483.379 470.7138 548.4164 0.256282 0.4125934
Moved 1483.397 485 560 0.2893518 0.4423867
Moved 1483.409 494.8044 563.9022 0.3120472 0.4524233
Moved 1483.425 502.0372 568.2223 0.3287899 0.4635346
Moved 1483.442 507.3693 571.527 0.3411326 0.4720343
Moved 1483.457 510.5642 574.5642 0.3485284 0.4798461
Moved 1483.47 513.4347 576.4347 0.3551729 0.484657
Moved 1483.486 514.8713 577.8713 0.3584983 0.488352
Moved 1483.502 516.2656 579.2656 0.361726 0.4919382
Moved 1483.517 517.7032 580 0.3650537 0.4938271
Moved 1483.533 519.1436 581.1436 0.3683879 0.4967683
Moved 1483.549 519 581.584 0.3680556 0.4979013
Moved 1483.565 519 582.5 0.3680556 0.5002571
Stationary 1483.579 519 582.5 0.3680556 0.5002571
Moved 1483.601 519 583.2485 0.3680556 0.5021822
Stationary 1483.611 519 583.2485 0.3680556 0.5021822
Stationary 1483.624 519 583 0.3680556 0.5015431
Stationary 1483.64 519 583 0.3680556 0.5015431
Moved 1483.655 519 584 0.3680556 0.5041152
Stationary 1483.67 519 584 0.3680556 0.5041152
Stationary 1483.686 519 584 0.3680556 0.5041152
Stationary 1483.702 519 584 0.3680556 0.5041152
Stationary 1483.718 519 584 0.3680556 0.5041152
Stationary 1483.733 519 584 0.3680556 0.5041152
Stationary 1483.748 519 584 0.3680556 0.5041152
Stationary 1483.765 519 584 0.3680556 0.5041152
Stationary 1483.778 519 584 0.3680556 0.5041152
Stationary 1483.794 519 584 0.3680556 0.5041152
Stationary 1483.809 519 584 0.3680556 0.5041152
Stationary 1483.824 519 584 0.3680556 0.5041152
Moved 1483.841 511.1223 584 0.3498202 0.5041152
Moved 1483.857 509.6833 584 0.346489 0.5041152
Moved 1483.872 506.489 584 0.3390949 0.5041152
Moved 1483.887 502.4174 584 0.3296699 0.5041152
Moved 1483.903 497.468 578.936 0.3182129 0.4910904
Moved 1483.918 491.7132 572.7849 0.3048917 0.4752697
Moved 1483.934 487.5818 570.7909 0.2953282 0.4701411
Moved 1483.952 474.6017 565.6733 0.2652816 0.4569786
Moved 1483.964 449.5907 553.7953 0.2073859 0.4264283
Moved 1483.98 386.8965 527.5846 0.06226053 0.3590138
Moved 1483.997 340.3589 507.0379 -0.04546563 0.3061674
Moved 1484.017 305.9652 492.9124 -0.1250805 0.2698362
Stationary 1484.028 305.9652 492.9124 -0.1250805 0.2698362
Moved 1484.041 293.7971 488.3188 -0.1532473 0.2580217
Moved 1484.057 281.0295 484.0098 -0.1828021 0.2469388
Moved 1484.072 271.6117 482.4605 -0.2046025 0.2429539
Moved 1484.088 263.975 480.795 -0.22228 0.2386701
Moved 1484.104 256.8052 479.361 -0.2388768 0.234982
Moved 1484.119 250.7016 479 -0.2530055 0.2340534
Moved 1484.133 243.5 477.5 -0.2696759 0.2301954
Moved 1484.148 238.1775 478 -0.2819965 0.2314814
Moved 1484.166 231.8278 478 -0.296695 0.2314814
Moved 1484.181 227.5159 478 -0.3066761 0.2314814
Moved 1484.198 221.3389 478 -0.3209748 0.2314814
Moved 1484.211 216.9501 478 -0.331134 0.2314814
Moved 1484.227 211.7933 478 -0.3430711 0.2314814
Moved 1484.243 204.8537 487.8341 -0.3591351 0.2567748
Moved 1484.257 200 489 -0.3703704 0.2597736
Moved 1484.273 190.7855 495.0081 -0.3917003 0.2752264
Moved 1484.29 181.54 500.9734 -0.413102 0.2905694
Moved 1484.304 173.5258 506.7793 -0.4316531 0.3055022
Moved 1484.319 167.501 511.3743 -0.4455995 0.3173206
Moved 1484.334 162.3148 516.6852 -0.4576046 0.3309803
Moved 1484.352 158.9818 523.0455 -0.46532 0.3473391
Moved 1484.366 156.1043 530.2393 -0.4719809 0.3658418
Moved 1484.381 157 536.8724 -0.4699074 0.3829023
Moved 1484.401 157 547.9135 -0.4699074 0.4112999
Moved 1484.412 169.5158 557.5158 -0.4409356 0.4359973
Moved 1484.427 180.7449 567.0239 -0.4149423 0.4604522
Moved 1484.444 191.1497 575.8426 -0.3908573 0.4831342
Moved 1484.457 205.652 584.6956 -0.357287 0.5059041
Moved 1484.474 217.364 593.023 -0.3301759 0.5273224
Moved 1484.49 226.5751 596.7001 -0.3088539 0.5367799
Moved 1484.504 237.7492 603.0354 -0.2829879 0.5530745
Moved 1484.52 244.4963 607.3723 -0.2673696 0.564229
Moved 1484.534 249.1064 610.1064 -0.256698 0.5712613
Moved 1484.551 250.9892 611.9891 -0.2523399 0.5761036
Moved 1484.566 253.864 613.4319 -0.2456853 0.5798146
Moved 1484.581 253 614 -0.2476852 0.5812756
Stationary 1484.597 253 614 -0.2476852 0.5812756
Stationary 1484.612 253 614 -0.2476852 0.5812756
Stationary 1484.627 253 614 -0.2476852 0.5812756
Stationary 1484.642 253 614 -0.2476852 0.5812756
Moved 1484.658 242.8151 607.4453 -0.2712613 0.5644167
Moved 1484.673 238.464 602.6426 -0.2813334 0.5520643
Moved 1484.688 234.1523 598.1523 -0.2913141 0.5405151
Moved 1484.704 230.662 594.662 -0.2993935 0.531538
Moved 1484.72 226.5698 590.5698 -0.3088662 0.5210127
Moved 1484.735 222.8399 586.2598 -0.3175003 0.5099275
Moved 1484.751 218.9557 581.9557 -0.3264913 0.4988573
Moved 1484.772 213.2263 574.2263 -0.3397538 0.478977
Stationary 1484.784 213.2263 574.2263 -0.3397538 0.478977
Moved 1484.799 211.6747 571.3494 -0.3433457 0.4715775
Moved 1484.814 210.5 569 -0.3460648 0.4655349
Ended 1484.828 211 569 -0.3449074 0.4655349
Candidates 1485.01 12 part phase par offset past passed post offer pat posed possess phases
Backspace 1486.242
Began 1487.049 375 444 0.03472219 0.1440329
Stationary 1487.064 375 444 0.03472219 0.1440329
Stationary 1487.078 375 444 0.03472219 0.1440329
Stationary 1487.094 375 444 0.03472219 0.1440329
Stationary 1487.109 375 444 0.03472219 0.1440329
Stationary 1487.124 375 444 0.03472219 0.1440329
Stationary 1487.139 375 444 0.03472219 0.1440329
Stationary 1487.155 375 444 0.03472219 0.1440329
Stationary 1487.171 375 444 0.03472219 0.1440329
Moved 1487.187 361.4663 464.0674 0.003394186 0.1956467
Moved 1487.203 356.5208 477.198 -0.00805368 0.2294186
Moved 1487.218 350.7336 491.666 -0.02144997 0.2666304
Moved 1487.233 346.9933 505.0267 -0.03010804 0.3009946
Moved 1487.255 340.2546 540.4722 -0.04570688 0.392161
Stationary 1487.266 340.2546 540.4722 -0.04570688 0.392161
Moved 1487.282 338.3437 550.6096 -0.05013029 0.4182344
Moved 1487.297 336.1189 566.9303 -0.05528042 0.4602116
Moved 1487.311 336 581.3093 -0.05555556 0.4971947
Moved 1487.327 335 588.7915 -0.05787035 0.516439
Moved 1487.342 335 594.7746 -0.05787035 0.5318276
Moved 1487.357 335 597.899 -0.05787035 0.5398635
Moved 1487.379 335 603.276 -0.05787035 0.5536933
Stationary 1487.391 335 603.276 -0.05787035 0.5536933
Moved 1487.403 335 604.6244 -0.05787035 0.5571615
Moved 1487.417 335 605.5 -0.05787035 0.5594135
Moved 1487.432 335 606.251 -0.05787035 0.561345
Stationary 1487.449 335 606.251 -0.05787035 0.561345
Moved 1487.464 350.1735 606 -0.02274647 0.5606995
Moved 1487.479 369.8702 594.0649 0.02284765 0.5300021
Moved 1487.496 385.9632 583.6912 0.06009996 0.5033209
Moved 1487.511 405.9419 568.1171 0.106347 0.463264
Moved 1487.526 416.6822 554.6472 0.1312088 0.4286193
Moved 1487.542 425.6007 540.3322 0.1518535 0.3918007
Moved 1487.557 430.4255 525.8724 0.1630221 0.3546099
Moved 1487.577 433.2964 512.6664 0.1696675 0.3206441
Moved 1487.589 434 496.126 0.1712963 0.2781018
Moved 1487.604 434 482.5422 0.1712963 0.243164
Moved 1487.619 434 467.2451 0.1712963 0.2038195
Moved 1487.633 429.7087 456.0956 0.1613627 0.1751431
Moved 1487.65 423.8891 445.7412 0.1478914 0.1485112
Moved 1487.666 422.5237 440.0947 0.1447307 0.1339883
Moved 1487.681 419.1705 436.1705 0.1369687 0.1238952
Moved 1487.696 414.8917 433.2612 0.1270642 0.1164124
Moved 1487.712 413 432.5 0.1226852 0.1144546
Moved 1487.727 409.2976 432 0.1141148 0.1131687
Moved 1487.743 402.2444 432 0.09778798 0.1131687
Moved 1487.757 383.6635 444.3365 0.05477657 0.1448983
Moved 1487.773 362.8368 462.7113 0.006566743 0.1921586
Moved 1487.79 331.7711 495.2289 -0.06534477 0.2757946
Moved 1487.804 311.8583 514.0538 -0.1114391 0.3242125
Moved 1487.819 293.5 535.5 -0.1539352 0.3793723
Moved 1487.835 283.9552 546.6493 -0.1760297 0.4080485
Moved 1487.85 270.6105 560.3895 -0.2069202 0.4433886
Moved 1487.865 260.6561 570.3439 -0.2299628 0.4689915
Moved 1487.887 228.2452 613.5531 -0.3049878 0.5801262
Stationary 1487.898 228.2452 613.5531 -0.3049878 0.5801262
Ended 1487.912 211.5 634.5 -0.34375 0.634002
Candidates 1488.015 12 the there tiger trigger threw roger ride rubber rude huge tide tougher
Began 1488.343 331 427 -0.06712963 0.1003086
Stationary 1488.359 331 427 -0.06712963 0.1003086
Stationary 1488.373 331 427 -0.06712963 0.1003086
Moved 1488.389 331 457.3478 -0.06712963 0.1783637
Moved 1488.405 345.9703 528.5533 -0.03247613 0.3615054
Moved 1488.42 351.5485 603.5075 -0.01956359 0.5542887
Ended 1488.436 351 667.5 -0.02083332 0.7188785
Accept 1488.479 0 the
Began 1488.727 271 473 -0.2060186 0.2186213
Stationary 1488.746 271 473 -0.2060186 0.2186213
Stationary 1488.761 271 473 -0.2060186 0.2186213
Stationary 1488.777 271 473 -0.2060186 0.2186213
Stationary 1488.79 271 473 -0.2060186 0.2186213
Moved 1488.807 288.6161 484.4881 -0.1652405 0.2481689
Moved 1488.822 302.7441 491.2465 -0.1325368 0.2655515
Moved 1488.845 335.8116 508.2454 -0.05599161 0.3092732
Stationary 1488.857 335.8116 508.2454 -0.05599161 0.3092732
Moved 1488.868 396.5416 531.0406 0.08458694 0.3679026
Moved 1488.883 435.9088 546.0418 0.1757147 0.406486
Moved 1488.899 462.8147 557.9073 0.2379971 0.4370044
Moved 1488.914 482.3029 567.0629 0.2831086 0.4605525
Moved 1488.929 498.6294 572.502 0.3209014 0.4745419
Moved 1488.945 510.923 577.3461 0.3493587 0.4870012
Moved 1488.96 515.7236 579.2894 0.3604712 0.4919995
Moved 1488.975 522.545 581.2725 0.3762616 0.4970999
Moved 1488.992 527.2323 583.0775 0.3871118 0.5017424
Moved 1489.008 530 584.5 0.3935185 0.5054011
Moved 1489.021 531.9515 585.9515 0.3980359 0.5091345
Moved 1489.037 534.7836 587.3918 0.4045917 0.5128388
Moved 1489.053 535.8358 588.8358 0.4070272 0.5165527
Moved 1489.068 536.9792 589.9792 0.4096741 0.5194936
Moved 1489.083 538.4213 590 0.4130122 0.5195472
Moved 1489.099 538 591.8566 0.4120371 0.5243224
Moved 1489.12 538 594.7393 0.4120371 0.5317368
Stationary 1489.131 538 594.7393 0.4120371 0.5317368
Moved 1489.146 538 596.1796 0.4120371 0.5354412
Moved 1489.161 531.8034 598.8589 0.3976931 0.5423326
Moved 1489.176 523.2308 601.5897 0.377849 0.5493562
Moved 1489.192 510.3325 606.667 0.347992 0.562415
Moved 1489.207 495.3432 610.2103 0.3132944 0.5715286
Moved 1489.222 478.5048 613.0825 0.2743166 0.5789158
Moved 1489.237 461.1535 615.9744 0.2341517 0.5863538
Moved 1489.254 440.1613 619.7823 0.1855585 0.5961477
Moved 1489.268 400.9254 624.0794 0.09473462 0.6072
Moved 1489.284 361.5 626 0.003472269 0.6121398
Moved 1489.3 328.7741 626.7688 -0.07228211 0.6141172
Moved 1489.315 306.2747 627 -0.124364 0.6147118
Moved 1489.33 292.1476 628 -0.1570658 0.6172838
Moved 1489.346 281.6888 628 -0.181276 0.6172838
Moved 1489.361 270.7947 628 -0.2064937 0.6172838
Moved 1489.377 264.6873 628 -0.2206312 0.6172838
Moved 1489.398 257.1324 628 -0.2381195 0.6172838
Stationary 1489.409 257.1324 628 -0.2381195 0.6172838
Moved 1489.422 254.9373 629.0627 -0.2432007 0.6200171
Moved 1489.439 252.4971 629.5029 -0.2488493 0.6211492
Moved 1489.453 251.057 630 -0.252183 0.6224279
Moved 1489.467 249.6207 630 -0.2555076 0.6224279
Stationary 1489.483 249.6207 630 -0.2555076 0.6224279
Moved 1489.501 250 631.26 -0.2546296 0.6256686
Stationary 1489.515 250 631 -0.2546296 0.6249998
Moved 1489.53 250 631.7884 -0.2546296 0.6270277
Moved 1489.547 250 633.228 -0.2546296 0.6307303
Stationary 1489.561 250 633.228 -0.2546296 0.6307303
Moved 1489.576 264.3718 634 -0.2213617 0.632716
Moved 1489.591 282 635.5 -0.1805555 0.636574
Moved 1489.607 306.1884 636 -0.1245638 0.6378599
Moved 1489.623 327.3939 636 -0.07547716 0.6378599
Moved 1489.639 361.0121 623.3976 0.00234276 0.6054464
Moved 1489.661 383.4478 616.7761 0.05427728 0.5884159
Stationary 1489.671 383.4478 616.7761 0.05427728 0.5884159
Moved 1489.683 386.7066 615.2934 0.06182085 0.5846022
Moved 1489.7 389.5869 613.7065 0.06848812 0.5805209
Moved 1489.715 390 612.2635 0.06944448 0.5768093
Moved 1489.73 390 610.2236 0.06944448 0.5715626
Moved 1489.748 390 606.1566 0.06944448 0.5611021
Moved 1489.762 382.0848 595.9631 0.0511223 0.5348843
Moved 1489.777 365.0626 575.4168 0.01171897 0.482039
Moved 1489.793 330.6919 539.8799 -0.06784286 0.3906375
Moved 1489.807 295.0804 499.9655 -0.1502768 0.287977
Moved 1489.824 270.6664 467.2305 -0.2067907 0.2037819
Moved 1489.84 255.2571 443.2043 -0.2424605 0.1419863
Moved 1489.855 237.9992 414.9988 -0.2824092 0.06944127
Moved 1489.869 228.0322 397.9124 -0.3054809 0.02549481
Moved 1489.885 221.5225 386.0449 -0.3205498 -0.005028571
Moved 1489.902 217.0501 375.7835 -0.3309026 -0.0314211
Moved 1489.923 208.6096 363.2192 -0.3504407 -0.06373668
Moved 1489.938 204.5 358 -0.3599537 -0.07716057
