that is a very odd question
that is a very odd question
FixStart
0.6 0.6
432 388.8
Began 2744.805 394 326 0.07870366 -0.1594652
Stationary 2744.817 394 326 0.07870366 -0.1594652
Stationary 2744.834 394 326 0.07870366 -0.1594652
Stationary 2744.85 394 326 0.07870366 -0.1594652
Stationary 2744.865 394 326 0.07870366 -0.1594652
Stationary 2744.881 394 326 0.07870366 -0.1594652
Stationary 2744.897 394 326 0.07870366 -0.1594652
Stationary 2744.913 394 326 0.07870366 -0.1594652
Stationary 2744.927 394 326 0.07870366 -0.1594652
Moved 2744.942 386.0627 335.9216 0.06033033 -0.1339465
Moved 2744.959 378.6812 349.85 0.04324367 -0.0981224
Moved 2744.974 371.5 364 0.02662033 -0.06172839
Moved 2744.989 368.0244 379.9105 0.01857499 -0.02080635
Moved 2745.004 365.1304 397.2175 0.01187593 0.02370752
Moved 2745.018 363.2619 409.6906 0.007550716 0.05578841
Moved 2745.034 362.0292 421.6782 0.004697343 0.0866209
Moved 2745.051 362 431.8234 0.004629592 0.1127145
Moved 2745.066 362 440.2597 0.004629592 0.1344128
Moved 2745.081 362 447.4553 0.004629592 0.15292
Moved 2745.097 362 452.9505 0.004629592 0.1670537
Moved 2745.112 362 457.5414 0.004629592 0.1788616
Moved 2745.127 362 461.2411 0.004629592 0.1883772
Moved 2745.142 362 462.8162 0.004629592 0.1924283
Moved 2745.164 362 466.6148 0.004629592 0.2021985
Stationary 2745.175 362 466.6148 0.004629592 0.2021985
Moved 2745.189 362 468.0577 0.004629592 0.2059096
Moved 2745.204 362 469.4962 0.004629592 0.2096096
Moved 2745.219 362 470.9433 0.004629592 0.2133314
Moved 2745.235 362 472.3862 0.004629592 0.2170425
Stationary 2745.251 362 472.3862 0.004629592 0.2170425
Moved 2745.266 362 473 0.004629592 0.2186213
Stationary 2745.281 362 473 0.004629592 0.2186213
Moved 2745.297 368.4768 466.5232 0.01962235 0.2019629
Moved 2745.313 378.8138 452.4088 0.04355053 0.1656605
Moved 2745.327 394.0078 423.386 0.07872174 0.09101329
Moved 2745.343 403.8772 400.8069 0.1015677 0.03293964
Moved 2745.36 413.5 376 0.1238426 -0.03086435
Moved 2745.374 419.3025 361.0741 0.1372742 -0.06925394
Moved 2745.389 425.3514 342.8578 0.1512764 -0.1161064
Moved 2745.406 429.0642 326.6788 0.1598709 -0.1577193
Moved 2745.421 431.9721 315.0975 0.1666021 -0.1875066
Moved 2745.436 433.417 305.0811 0.1699467 -0.2132689
