good jobs for those with education
good jobs for those with education
FixStart
0.6 0.6
432 388.8
Began 2096.09 354 368 -0.01388888 -0.05144041
Stationary 2096.11 354 368 -0.01388888 -0.05144041
Stationary 2096.124 354 368 -0.01388888 -0.05144041
Stationary 2096.139 354 368 -0.01388888 -0.05144041
Stationary 2096.156 354 368 -0.01388888 -0.05144041
Stationary 2096.17 354 368 -0.01388888 -0.05144041
Stationary 2096.185 354 368 -0.01388888 -0.05144041
Stationary 2096.2 354 368 -0.01388888 -0.05144041
Moved 2096.216 377.1382 392.1382 0.03967176 0.01064344
Moved 2096.232 390.0343 406.7886 0.06952386 0.04832444
Moved 2096.247 400.3465 418.5389 0.09339471 0.07854646
Moved 2096.262 414.7092 433.7092 0.1266416 0.1175647
Moved 2096.277 428.757 447.757 0.1591598 0.153696
Moved 2096.293 436.9622 454.8419 0.1781532 0.1719184
Moved 2096.31 452.6053 473.2658 0.214364 0.219305
Moved 2096.324 464.8272 488.0341 0.2426557 0.2572891
Moved 2096.34 475.8233 498.8233 0.2681095 0.2850394
Moved 2096.356 485.865 509.8457 0.291354 0.3133891
Moved 2096.372 493.1573 517.1573 0.3082345 0.3321948
Moved 2096.387 499.4906 524.4906 0.3228948 0.3510559
Moved 2096.402 506.0549 531.0549 0.33809 0.3679394
Moved 2096.416 510.3644 538.274 0.3480658 0.3865072
Moved 2096.432 513.7953 541.7953 0.3560077 0.395564
Moved 2096.449 515.3367 543.3367 0.3595757 0.3995284
Moved 2096.462 516.5 546 0.3622685 0.4063785
Moved 2096.478 517.1147 546.1147 0.3636915 0.4066736
Stationary 2096.494 517 546 0.3634259 0.4063785
Stationary 2096.51 517 546 0.3634259 0.4063785
Stationary 2096.525 517 546 0.3634259 0.4063785
Stationary 2096.539 517 546 0.3634259 0.4063785
Moved 2096.554 507.1211 546 0.340558 0.4063785
Moved 2096.571 497.5 529.5 0.318287 0.3639403
Moved 2096.586 487.1546 521.1546 0.2943393 0.3424757
Moved 2096.601 477.0082 509.5808 0.2708524 0.3127077
Moved 2096.617 469.5 501 0.2534722 0.2906378
Moved 2096.631 452.7007 481.8624 0.2145849 0.2414155
Moved 2096.647 441.5185 470.1317 0.1887003 0.2112439
Moved 2096.664 430.2166 457.3903 0.1625383 0.178473
Moved 2096.678 420.0914 445.8187 0.1391003 0.1487106
Moved 2096.694 410.9966 435.9966 0.1180477 0.1234479
Moved 2096.709 403.2285 427.0742 0.100066 0.1004995
Moved 2096.726 395 416 0.08101851 0.07201634
Moved 2096.741 388.7336 409.0225 0.06651292 0.05407023
Moved 2096.755 381.2424 401.2424 0.04917214 0.03405955
Moved 2096.772 374.043 393.043 0.03250698 0.01297072
Moved 2096.787 367.9749 386.9749 0.01846035 -0.002636733
Moved 2096.802 362.2203 382.6653 0.005139708 -0.01372106
Moved 2096.817 354.4437 376.3328 -0.01286189 -0.03000832
Moved 2096.833 347.3019 371.9811 -0.02939364 -0.04120085
Moved 2096.848 342.4402 367.7522 -0.04064759 -0.05207776
Moved 2096.864 332.8002 364.2667 -0.06296243 -0.06104245
Moved 2096.878 325.455 361.382 -0.07996539 -0.06846212
