did you have a good time
did you have a good time
FixStart
0.6 0.6
432 388.8
Began 528.8923 460 451 0.2314815 0.162037
Stationary 528.9088 460 451 0.2314815 0.162037
Stationary 528.9232 460 451 0.2314815 0.162037
Moved 528.9391 449.9356 451 0.2081843 0.162037
Moved 528.955 443.5957 451 0.1935086 0.162037
Moved 528.9709 436.439 443.2145 0.1769421 0.1420126
Moved 528.9868 426.1287 442.447 0.1530757 0.1400384
Moved 529.0015 416.9742 439.9914 0.1318846 0.1337226
Moved 529.0172 408.6191 438.9524 0.1125442 0.1310504
Moved 529.0332 395.5 437.5 0.08217593 0.1273147
Moved 529.0477 382.4612 436.0513 0.05199362 0.1235885
Moved 529.0625 372.3249 434.6179 0.02852986 0.1199018
Moved 529.0784 363.1998 434.1714 0.00740697 0.1187534
Moved 529.0935 353.1856 432.7408 -0.01577407 0.1150739
Moved 529.1086 345.0371 432.291 -0.03463641 0.1139172
Moved 529.1251 338.6611 431.1322 -0.04939551 0.1109366
Moved 529.1392 329.0372 431 -0.0716731 0.1105966
Moved 529.1545 323.1793 430.2948 -0.0852331 0.1087828
Moved 529.1703 318.5822 430 -0.09587452 0.1080246
Moved 529.1844 314.829 430 -0.1045626 0.1080246
Moved 529.2015 312.9887 430 -0.1088224 0.1080246
Moved 529.2173 311.5388 430 -0.1121788 0.1080246
Moved 529.2332 310.5 430 -0.1145833 0.1080246
Stationary 529.2473 310.5 430 -0.1145833 0.1080246
Moved 529.2635 311 430 -0.113426 0.1080246
Stationary 529.2816 311 430 -0.113426 0.1080246
Moved 529.2952 330.1803 445.2459 -0.069027 0.1472373
Moved 529.3152 369.7606 465.1831 0.02259394 0.1985161
Stationary 529.3267 369.7606 465.1831 0.02259394 0.1985161
Moved 529.3394 392.5 474.5 0.07523149 0.2224794
Moved 529.3553 417.0065 482.0977 0.1319595 0.2420207
Moved 529.3707 441.1599 489.9875 0.1878702 0.2623134
Moved 529.3864 462.9716 497.5633 0.2383602 0.2817985
Moved 529.4017 485.0583 504.6861 0.2894869 0.3001185
Moved 529.4168 504.0697 511.882 0.3334947 0.3186265
Moved 529.433 521.2897 519.1317 0.3733557 0.3372727
Moved 529.4476 535.6906 523.4072 0.4066912 0.3482694
Moved 529.4629 543.5427 526.7035 0.4248672 0.3567476
Moved 529.4784 553.1067 530.0356 0.4470062 0.3653178
Moved 529.4941 560.2404 532.8962 0.4635195 0.3726753
